,Num_of_var,Accuracy,Recall,F1,Error rate,1/(1+FP+FN),Time,Coeff_Truth,Coeff_result_probability
0,2,0.5833333333333334,0.0,0.0,0.4166666666666667,0.16666666666666666,107.60927210003138,"[[0 0]
 [0 0]
 [0 1]
 [0 0]
 [1 0]
 [0 1]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 1.]
 [0. 0.]
 [1. 0.]]"
