,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t)
51,0.06329833,0.085328646,0.035398036,0.03904465,0.115436375,0.0016873055,0.007642212,0.029815909,0.3264885,0.5288106,0.18943006
52,0.033634923,0.06941993,0.017928516,0.0523217,0.1790619,0.027330607,0.05675102,0.06439346,0.3037077,0.45266977,0.1603539
53,0.22565612,0.07455151,0.0067378157,0.10107028,0.30890903,0.011494049,0.01716594,0.066899024,0.3314924,0.4453234,0.088305466
54,0.15374756,0.09371198,0.11344277,0.031880986,0.2405011,0.05887411,0.16007356,0.1048733,0.259646,0.5726745,0.05058255
55,0.09064342,0.18092778,0.015625557,0.11240708,0.19244649,0.07416518,0.10371174,0.1543153,0.40280136,0.5088852,0.060756873
56,0.04535219,0.17283486,0.0038495366,0.12319884,0.16261075,0.008259668,0.007817646,0.1696808,0.35654017,0.56559193,0.03820989
57,0.07598966,0.134931,0.021317497,0.06794833,0.10373004,0.01014332,0.0022900896,0.107860096,0.37196553,0.57763886,0.0417075
58,0.06038018,0.08646297,0.0022047816,0.114082,0.09160595,0.029702501,0.071950145,0.07654331,0.36647847,0.5464743,0.058384087
59,0.041434877,0.09089068,0.09727646,0.040827665,0.1200663,0.007886057,0.0034338422,0.09869717,0.3129356,0.5652529,0.04181487
60,0.020763513,0.055804867,0.0018823917,0.08229631,0.108862855,0.10610013,0.16363837,0.07407543,0.47526616,0.5036559,0.04538705
61,0.10844951,0.04143244,0.0028413888,0.1832207,0.11112252,0.023425447,0.012507266,0.08235771,0.31974334,0.55999774,0.056905597
62,0.054324538,0.05042961,9.309419e-05,0.122920856,0.0922591,0.019804258,0.0070101195,0.11449373,0.4753617,0.5420089,0.048354276
63,0.07621856,0.040053345,0.04282939,0.043417484,0.076459944,0.003219999,0.0022069344,0.08153009,0.35849553,0.5984414,0.02665903
64,0.0617482,0.08672488,0.04690251,0.09637566,0.06405708,0.07035384,0.066073805,0.04994142,0.37581003,0.5331143,0.027654294
65,0.03283713,0.05903775,0.00077081524,0.1218325,0.084789924,0.057875186,0.031522736,0.13404897,0.40420273,0.50372356,0.025611522
66,0.019830342,0.043263413,0.010774797,0.07180756,0.0786747,0.09616435,0.0004090144,0.10119146,0.34385315,0.55623984,0.070839964
67,0.05157703,0.0593226,0.00012018114,0.064706765,0.17488007,0.008022086,0.026229117,0.095933154,0.34031925,0.5205469,0.10121362
68,0.02899171,0.042720318,0.02694563,0.028998608,0.14842121,0.030321965,0.015602593,0.04929507,0.31867635,0.5009226,0.084714174
69,0.018294634,0.05009724,4.0285634e-08,0.04418658,0.13822334,0.023764461,0.035050858,0.077262506,0.29055122,0.4440734,0.08029202
70,0.048481677,0.06336199,0.0023256578,0.047869436,0.11568851,1.9326907e-07,0.007873274,0.047505874,0.34804514,0.4443197,0.04635696
71,0.041311055,0.095638275,0.018974273,0.024218092,0.14635012,0.029367173,0.1057262,0.104751185,0.24799947,0.4327061,0.04841152
72,0.06138142,0.06245528,0.020482743,0.052181683,0.110690996,0.034331676,0.01825083,0.04811615,0.27867216,0.4487715,0.030931376
73,0.04216689,0.05656442,0.011762202,0.0765048,0.09288699,0.042922877,0.01362809,0.05874817,0.28266945,0.42647535,0.09504713
74,0.025028072,0.120540224,0.0022168895,0.09395017,0.16602217,0.009127793,0.005942013,0.066317216,0.24883209,0.40577248,0.077945106
75,0.012535056,0.06804173,0.06872819,0.04000762,0.13163194,0.0024963228,0.0036034745,0.1003009,0.2848312,0.38911983,0.05677977
76,0.007995533,0.04270614,0.00033919764,0.05262437,0.11317199,0.03451498,0.10509637,0.24271362,0.28625777,0.40029314,0.045604102
77,0.0064834873,0.025749363,0.017970333,0.05837208,0.09527711,0.046656296,0.022004627,0.048094667,0.32421347,0.47995985,0.023849338
78,0.009364727,0.09466308,0.037477933,0.038756825,0.07891772,0.02347692,0.050144814,0.18295112,0.27844784,0.4601133,0.05105547
79,0.036439102,0.094581865,0.00044445533,0.08379814,0.08082198,0.059131965,0.2291841,0.059789393,0.34280097,0.47833383,0.035820737
80,0.031275246,0.107574984,0.03676629,0.06996329,0.0732423,0.057746165,0.02743296,0.08189119,0.28087035,0.5033218,0.04759965
81,0.14790915,0.062041175,0.017363457,0.08531972,0.08870711,0.08030659,0.020697642,0.08673514,0.31972593,0.4651307,0.032992374
82,0.081520416,0.06903714,0.0067976527,0.06518822,0.11406448,0.00868389,0.020468317,0.16056879,0.38131237,0.45793802,0.028003823
83,0.2758241,0.08592228,0.0021920642,0.025021594,0.09829684,0.003846656,0.010885114,0.06870071,0.32061353,0.51661074,0.01636294
84,0.15419486,0.12062696,0.06633126,0.02790672,0.08132551,0.066042066,0.053306613,0.051426962,0.29458407,0.48311144,0.04019579
85,0.08587776,0.104364,0.087665044,0.1046089,0.17219897,0.08965996,0.042307705,0.10403024,0.30174664,0.49247774,0.070474565
86,0.16506742,0.08665868,0.0012440742,0.12458702,0.26564544,0.08731475,0.04408416,0.14394428,0.40720984,0.4826554,0.06484954
87,0.11230367,0.08802763,0.009178222,0.09181005,0.18738732,0.018352645,0.036552567,0.11477949,0.31395996,0.55228,0.03456544
88,0.058572855,0.08029117,0.00013375389,0.036356974,0.15823719,0.021798013,0.015757395,0.07492603,0.35826412,0.594842,0.16958949
89,0.065460086,0.09145482,0.18471374,0.074509315,0.16990055,0.0003509237,0.0026325874,0.059492525,0.44381884,0.5494348,0.08524101
90,0.054135453,0.108861946,0.008961056,0.14169648,0.17641057,0.10314958,0.10214195,0.10905602,0.4012717,0.54964876,0.09803456
91,0.042171776,0.06797199,0.012555391,0.1475102,0.1836567,0.010962645,0.05831503,0.21126363,0.39724225,0.5804917,0.05126994
92,0.12644172,0.04855416,0.029937673,0.029204126,0.1306573,0.008099273,0.10761107,0.09931207,0.40426412,0.63505185,0.06720798
93,0.12389085,0.10423492,0.2388172,0.032252762,0.1684595,0.018338412,0.12147406,0.1318976,0.39080307,0.57666343,0.049322065
94,0.0695036,0.12240584,0.0053462135,0.16920552,0.20040855,0.16112462,0.12052381,0.10920262,0.49903396,0.5783769,0.09768481
95,0.03553192,0.08034302,0.010174618,0.19989052,0.19401434,0.04355876,0.013619866,0.16324395,0.35294002,0.6448448,0.072272554
96,0.1494465,0.04907414,0.0070451424,0.07023877,0.18844685,0.009042521,0.05169714,0.13480902,0.4305649,0.68087506,0.07573894
97,0.07529326,0.09796336,0.03568074,0.020527747,0.1908088,0.06220762,0.08505364,0.13484031,0.41172493,0.66448426,0.045503106
98,0.25219172,0.07605067,0.006430946,0.073510036,0.14893463,0.032889046,0.03656522,0.08467947,0.4269518,0.6636947,0.035231695
99,0.12973042,0.113473535,0.020364573,0.096107684,0.10660955,0.024125796,0.050718583,0.09777039,0.41370428,0.62825435,0.020406373
100,0.10774015,0.09503635,0.031457078,0.053026576,0.15575671,0.011688883,0.010709856,0.10444642,0.41009188,0.6261172,0.024807476
101,0.110465355,0.08058481,0.014045494,0.09945878,0.18367235,0.025251007,0.1557103,0.066960275,0.3892312,0.65409607,0.12740517
102,0.08109054,0.11805135,0.16623491,0.06114655,0.18348771,0.013845915,0.09753374,0.09417692,0.41196147,0.58685464,0.07365729
103,0.14447014,0.09288951,0.019960174,0.18080735,0.43890125,0.16391212,0.09569912,0.10802516,0.47897837,0.63592637,0.07850666
104,0.085890114,0.09685744,0.033202223,0.116780244,0.3712102,0.010750074,0.045538094,0.1661314,0.3821535,0.6953455,0.057296455
105,0.044748288,0.09858307,0.016994093,0.057317626,0.34560537,0.028508745,0.017647922,0.09517432,0.4474388,0.72350323,0.100857995
106,0.03982474,0.06513864,0.13001521,0.10380019,0.26230407,0.06259052,0.015496756,0.06814317,0.42351854,0.6718743,0.059151083
107,0.021774106,0.08338149,0.06868212,0.11327128,0.21223673,0.11395436,0.102544196,0.12017187,0.44339412,0.61624414,0.07232226
108,0.031304985,0.07352564,0.021513117,0.115557015,0.26097542,0.03820713,0.05457249,0.12640671,0.4626019,0.6417677,0.06158319
109,0.016856797,0.044662554,0.010096643,0.07038141,0.20045349,0.0363295,0.023792945,0.10402275,0.42073905,0.6457541,0.057195615
110,0.053700157,0.03671646,0.04956133,0.035598103,0.1548688,0.025863113,0.007476965,0.059382554,0.38091147,0.61044854,0.086124584
111,0.026864972,0.0746071,0.0033035404,0.059960466,0.14461334,0.024796095,0.024814269,0.057710208,0.39134783,0.53908,0.13599491
112,0.11832805,0.044137582,0.020045064,0.07877971,0.18416813,0.0096362,0.1493211,0.064865746,0.32079235,0.5346742,0.07594673
113,0.065514795,0.05280377,0.01042493,0.04177469,0.13832355,0.017538212,0.1964514,0.07166323,0.35473782,0.4799054,0.04659349
114,0.059857793,0.061331406,0.003192544,0.04444585,0.106687985,0.00673015,0.0586109,0.06390469,0.28334972,0.49712664,0.026930016
115,0.16752705,0.052017752,0.0014002407,0.027037418,0.07274029,0.10729512,0.0061118263,0.04412105,0.30548242,0.4342103,0.02112603
116,0.084183164,0.23499581,0.026921527,0.06753117,0.0763352,0.004012513,0.036633354,0.06818674,0.24796967,0.40357676,0.015665658
117,0.045731377,0.1512317,0.009562082,0.076790705,0.06108307,0.032246005,0.016222654,0.10520497,0.24982868,0.39004177,0.018097036
118,0.028902601,0.120783016,0.07964507,0.09280026,0.050977353,0.021417998,0.0050736456,0.092680946,0.25473067,0.39177513,0.030273283
119,0.014454013,0.070097595,0.020579148,0.13586397,0.15098588,0.047206093,0.05987659,0.10506826,0.3310052,0.43786544,0.035085678
120,0.048884142,0.23787068,0.03923084,0.07420534,0.113718644,0.022289325,0.08358071,0.10743517,0.29422772,0.53647983,0.028696965
121,0.026191086,0.13167581,0.00027179107,0.09026476,0.15461418,0.051051207,0.046110004,0.22141938,0.34853992,0.50684106,0.12811275
122,0.013448421,0.08719394,0.0005591143,0.058919482,0.16236323,0.0007531175,0.021827023,0.19033611,0.40395528,0.60065097,0.14503866
123,0.0068979897,0.18169525,0.00072624505,0.031463217,0.1757813,0.0024576508,0.19814335,0.05893271,0.43775088,0.6123421,0.07268807
124,0.012949909,0.1304667,0.0041654175,0.06892699,0.13358931,0.004990821,0.0030353756,0.06396414,0.34026098,0.56238353,0.048691954
125,0.012405671,0.102496415,0.00023187367,0.037196733,0.13065751,0.009482523,0.004388759,0.069474846,0.466791,0.609381,0.029418467
126,0.052027334,0.05633209,0.05509141,0.045250885,0.08299105,0.020431627,0.0026754064,0.047335666,0.34874564,0.5893084,0.077329636
127,0.027052268,0.047794577,0.0012152224,0.05336351,0.09988849,0.02757101,0.02825693,0.09457804,0.35746637,0.51459974,0.084741995
128,0.014998554,0.038510393,0.038201313,0.093269825,0.10153407,0.0042396113,0.036985364,0.06999031,0.346281,0.5545017,0.07251277
129,0.012258593,0.03970444,0.011879446,0.049619082,0.10827248,0.025009003,0.02801295,0.06748972,0.44300628,0.52388984,0.06742255
130,0.019420698,0.075196,0.023357017,0.0300687,0.097319834,0.07433081,0.0059639756,0.044374432,0.33219394,0.53007287,0.18353662
131,0.02134176,0.076677136,0.032019496,0.079201005,0.18091372,0.04604336,0.013424744,0.061569445,0.30468884,0.5186087,0.17365122
132,0.029597767,0.04370695,0.02965561,0.061526045,0.3367133,0.026659813,0.06202026,0.07911787,0.33696893,0.4672951,0.10131471
133,0.12763765,0.02963632,0.0020584983,0.07197685,0.28877312,0.04808688,0.080474235,0.05741253,0.37533987,0.45816368,0.058254376
134,0.063875996,0.060191892,0.02864273,0.0391389,0.18758297,0.014414727,0.0103508765,0.05948168,0.2594465,0.48726204,0.055431947
135,0.08234042,0.04923232,1.0267627e-05,0.15089878,0.16576898,0.039225373,0.053408016,0.04545134,0.31494024,0.4229072,0.045951296
136,0.041289467,0.075639114,0.0003965516,0.036370665,0.115695626,0.008284283,0.060915764,0.12751986,0.23435096,0.43967098,0.024281051
137,0.020881888,0.04956799,1.3022459e-05,0.10336758,0.087170586,0.09272268,0.004375787,0.042703316,0.28463948,0.43530345,0.01601313
138,0.024943314,0.032011196,0.00196496,0.06777153,0.074781604,0.00042336353,0.00044928133,0.19059378,0.25446627,0.41055968,0.011364635
139,0.038524836,0.031591434,0.0005553601,0.039476044,0.04752359,0.0028080705,0.008443219,0.13280386,0.3224587,0.4793846,0.01235953
140,0.03477525,0.13641152,0.02811307,0.009946824,0.036896277,0.0032232304,0.00073515804,0.028852409,0.3071348,0.4791708,0.0067174807
141,0.04504224,0.08470542,0.0015751985,0.05327622,0.06012389,0.02041877,0.014098434,0.24764389,0.26808974,0.46158016,0.016696101
142,0.04062718,0.053613275,4.8584247e-06,0.046940506,0.07360694,0.048699435,0.030796379,0.09648481,0.35943323,0.5201819,0.015218435
143,0.022559315,0.116952315,0.03310353,0.038148288,0.14045903,0.008917784,0.0020294082,0.068792224,0.3587105,0.64383584,0.01244556
144,0.011742743,0.066502884,0.11639264,0.19387102,0.0875718,0.116656624,0.076420374,0.058828015,0.38012996,0.5569351,0.014538444
145,0.03356651,0.03720883,0.045900557,0.1762347,0.12759861,0.058266114,0.06370719,0.21721074,0.37555724,0.5665031,0.04985975
146,0.03129477,0.09754333,0.020610834,0.0746087,0.11503776,0.030059144,0.05798644,0.12655094,0.41759583,0.6237078,0.039545804
147,0.04586289,0.09146948,0.00025709093,0.06390356,0.14409126,0.019210173,0.015388825,0.08360298,0.45613804,0.61308104,0.026425395
148,0.03521417,0.08846371,0.0027478922,0.036979314,0.10580012,0.06737086,0.018076645,0.066548094,0.3689466,0.6228402,0.017005283
149,0.03764347,0.054465313,0.023908732,0.09736827,0.1860135,0.0038567171,0.0028881612,0.06092213,0.3617033,0.56257445,0.030058762
150,0.026481852,0.051323496,0.00020040019,0.06515023,0.11547638,0.022116624,0.024244944,0.074349545,0.41816494,0.51851565,0.027195025
151,0.015195149,0.053407125,0.21912827,0.026269522,0.09882625,0.002894245,0.001208904,0.06674131,0.32253772,0.55157995,0.014686512
152,0.011483188,0.05496064,0.0046721855,0.1250208,0.115036175,0.15954897,0.1139709,0.15987626,0.44473067,0.5201562,0.087788984
153,0.013297201,0.042408723,0.0021994754,0.26317868,0.14327969,0.0109014865,0.014365688,0.15431207,0.42734706,0.5936403,0.08341796
154,0.006684119,0.024716629,0.055897452,0.09792707,0.1350852,0.20800348,0.0021096966,0.15118954,0.49721265,0.6549131,0.06439185
155,0.026255388,0.023775315,0.023336506,0.19940063,0.16919377,0.039385073,0.07688977,0.16813825,0.44495445,0.68230504,0.048419237
156,0.014074247,0.018461337,0.029209549,0.05371021,0.12696387,0.019749427,0.012593819,0.13301732,0.45484132,0.8077711,0.031137194
157,0.01577286,0.102570705,0.055702567,0.13887751,0.18483554,0.01898857,0.01664448,0.061592594,0.48550662,0.7478509,0.02368805
158,0.02500626,0.07676184,0.014232801,0.068575494,0.12480543,0.10761867,0.03743986,0.17194599,0.4327928,0.7163763,0.107693896
159,0.012503291,0.053201344,0.14451471,0.08281852,0.14678001,0.0073604127,0.019945577,0.09106895,0.49058548,0.6799174,0.087652706
160,0.008630067,0.063434094,0.0059003397,0.09209467,0.16540262,0.09674513,0.08392715,0.092679806,0.4578441,0.6536947,0.08008851
161,0.018725432,0.033937078,0.041720137,0.14105645,0.20679912,0.018550277,0.024141358,0.15004236,0.38384354,0.62575155,0.09293571
162,0.028296368,0.039765485,0.024630774,0.053096287,0.21451437,0.044166468,0.02799341,0.13889739,0.4209291,0.77212137,0.06020075
163,0.084868744,0.031170152,0.012135742,0.04905918,0.17175531,0.014590198,0.09888397,0.053707965,0.47846815,0.76912016,0.03797658
164,0.043890085,0.059183054,0.047281317,0.044365127,0.11192515,0.013059965,0.011857509,0.04066903,0.4226253,0.6876129,0.028787961
165,0.037949115,0.041161172,0.015014158,0.051238835,0.08572741,0.042004295,0.03422536,0.06308215,0.38952684,0.62305987,0.026240706
166,0.019232249,0.13213374,6.7977055e-08,0.04050381,0.09716471,0.015902227,0.008995691,0.051773127,0.35855183,0.5508313,0.020369647
167,0.049752716,0.11501242,0.008153278,0.048037544,0.0651976,0.046297975,0.014270993,0.07842749,0.346389,0.52178293,0.0106157465
168,0.027758956,0.0754253,0.06802655,0.05820603,0.05729298,0.013139406,0.03495899,0.09625721,0.3193627,0.48762983,0.008311645
169,0.019244142,0.04531635,0.021875877,0.086917385,0.057626847,0.09839438,0.043245256,0.09940467,0.33594227,0.4992824,0.04999794
170,0.01974405,0.064186424,0.011953082,0.118447885,0.089011654,0.030971536,0.02500159,0.08707021,0.35346356,0.5171715,0.051120464
171,0.016113091,0.09834202,0.09456723,0.048661757,0.17879073,0.017696861,0.037492305,0.122464634,0.31256405,0.51974106,0.04705224
172,0.039380327,0.0883657,0.0077127228,0.20658125,0.17016843,0.076362684,0.060215637,0.20573393,0.36947694,0.49182305,0.047841422
173,0.030623613,0.1103673,0.0010308835,0.070896044,0.13456792,0.09955158,0.047166005,0.16868255,0.35359892,0.6038925,0.045283064
174,0.027461575,0.106179565,0.012360596,0.087904066,0.23479572,0.0009477945,0.026271075,0.094597064,0.45495123,0.59712946,0.06236156
175,0.018189484,0.061953418,0.0028844709,0.03339334,0.20962787,0.04981291,0.025040826,0.10375333,0.35247302,0.5965985,0.06867036
176,0.012490428,0.05311551,0.004333313,0.045338534,0.16020139,0.012676524,0.008703009,0.061744966,0.381568,0.54468054,0.03698578
177,0.09305129,0.031681065,0.0045869905,0.023554157,0.18346876,0.017647864,0.10963818,0.04555928,0.30581048,0.5226979,0.024573043
178,0.05068168,0.08467144,0.06065443,0.03353927,0.11049743,0.0078433305,0.0027340897,0.025464708,0.29422587,0.45876583,0.015842458
179,0.03011136,0.12361916,0.028417876,0.0556678,0.085936464,0.10836951,0.0521224,0.06826555,0.3364914,0.4147277,0.023456834
180,0.030317646,0.17037551,0.024684984,0.10932301,0.118028566,0.06985202,0.015291595,0.12956767,0.36740708,0.4274824,0.059930257
181,0.032344416,0.09628133,0.01880394,0.090669036,0.18081442,0.04154236,0.017317023,0.1282866,0.3021478,0.49521446,0.05308503
182,0.038141705,0.0736447,0.0023403263,0.0570843,0.14138237,0.0106120035,0.010173611,0.14102814,0.3424806,0.48761842,0.044721156
183,0.030752594,0.046405055,0.04794782,0.049388684,0.15813854,0.0023203716,0.013341091,0.06265112,0.31839514,0.5444821,0.032286357
184,0.023593336,0.053897128,0.0017426994,0.07041733,0.1383237,0.07414441,0.12280759,0.050507575,0.33479315,0.48724514,0.03505592
185,0.01222878,0.043930534,0.03300447,0.11985235,0.1256568,0.050305005,0.057781227,0.09026219,0.2701209,0.469136,0.021673521
186,0.039287183,0.039096992,0.050734106,0.07176189,0.11107922,0.03065942,0.01653949,0.092889115,0.33847478,0.46959144,0.029244978
187,0.04523397,0.07157869,0.0025663292,0.0712099,0.09165427,0.049800377,0.025900677,0.068767905,0.3922407,0.48357305,0.043276437
188,0.02650344,0.06417847,6.0456925e-05,0.15458784,0.097402625,0.0019285643,0.0022756006,0.07018655,0.29359356,0.49048176,0.024144685
189,0.019001188,0.048796445,0.034097046,0.029604316,0.061413687,0.043910254,0.045937844,0.1108787,0.28553554,0.48673707,0.01433211
190,0.08554035,0.034054186,0.09228244,0.05564029,0.07377657,0.030779086,0.035200223,0.14750151,0.31973326,0.4603123,0.016262975
191,0.05510671,0.039264746,0.0018611836,0.106655315,0.21662514,0.046160825,0.089745015,0.06817951,0.3561639,0.6690311,0.12100567
192,0.031025905,0.03827131,0.1172834,0.044672858,0.2500627,0.016160863,0.004399306,0.07861588,0.39356408,0.66766095,0.14076939
193,0.02204786,0.057134345,0.038550444,0.07655682,0.26030812,0.11295892,0.058666892,0.068164796,0.4923961,0.61691946,0.10301929
194,0.013906467,0.037627056,0.04271186,0.09180391,0.27479637,0.1240153,0.020718837,0.09279969,0.3632542,0.6169367,0.09012688
195,0.122808404,0.038376722,0.0053419466,0.11231552,0.23688044,0.038771637,0.032747068,0.10651566,0.37622786,0.6152437,0.057653125
196,0.12541139,0.062748976,0.00042085722,0.034833584,0.15979806,0.057644416,0.020147821,0.085774995,0.36407873,0.5799912,0.038543437
197,0.07648184,0.07220811,0.01410726,0.05380386,0.12135121,0.0048337653,0.00045140332,0.16043428,0.34545895,0.6113243,0.019378914
198,0.03864716,0.07657979,0.016200583,0.02826612,0.16900128,0.011797355,0.047713812,0.060386557,0.39494127,0.57277524,0.014304451
199,0.024325762,0.049402386,0.00011352373,0.03547972,0.1381401,0.009041806,0.023607481,0.056478247,0.32481807,0.52660626,0.011269629
200,0.012556022,0.048264638,0.031952422,0.018494455,0.07704666,7.077092e-05,0.003636442,0.08163523,0.2968704,0.47710297,0.007105519
