,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008097688,0.018746367,-0.007430154,-0.005776492,0.0064632846,0.058297038,0.012895476,3.9361457e-05,0.036472835,0.051924005,0.012824736,0.009625883,0.08574566,0.043153685,0.005412529,-0.012497947,-0.008768568,0.022722546,0.02061398,0.031216187,0.14093813,0.160904,0.016920049,0.05694679,0.010079473,0.0112819355,-0.0005615968,0.082521945,0.007516216,0.17643833,0.056701805,0.010611996,0.12042883,0.13621433,0.00017081155,0.031055538,-0.0022572253,0.04413243,0.06888829,-0.0047472892,-0.015080195,0.0030976876,0.0037463675,0.0025698456,0.004223508,0.0064632846,0.05329704,0.0028954758,3.9361457e-05,0.031472836,0.034424007,0.017824735,0.002125883,0.083245665,0.038153686,0.0029125293,2.0528912e-06,0.0012314324,0.027722547,0.008113981,0.023716187,0.13593814,0.15840401,0.01192005,0.07444679,0.005079474,0.008781936,0.006938403,0.067521945,0.005016216,0.15893833,0.031701807,0.013111996,0.13542883,0.13621433,0.0076708114,0.021055538,0.00024277458,0.03663243,0.08388829,0.0052527105,0.012419805
2,0.020712722,0.05277859,-0.04702338,-0.014150897,0.018745933,0.04821208,0.04461859,0.0917379,0.11709401,0.052025754,-0.02564358,0.07271207,0.015234821,0.007797213,0.12744477,-0.057193987,0.018218659,0.012439689,0.14885645,0.019892689,0.0049483837,0.04675362,-0.042868674,-0.098327436,0.10269387,0.0955467,-0.0047742394,0.018365555,-0.10634268,0.050195448,0.15633896,-0.015253101,0.022467747,-0.021173198,0.001095131,0.04359972,0.0034503913,0.10674204,-0.053209394,-0.0053573996,-0.14656691,0.014264984,0.0006269644,0.00051546836,0.0053818617,0.017042724,0.00013774373,0.0072712437,0.0016721542,0.051041443,0.04455484,0.034570836,0.0035718998,0.083179876,0.0068672723,0.0132558225,0.0016418254,0.020944605,0.01703007,0.04264447,0.0032186145,0.005229182,0.002466861,0.02026021,0.0010571174,0.059821036,0.0122316275,0.0035777926,0.014912861,0.0005160213,0.07729395,0.045063276,0.006582946,0.03435239,0.0024750954,0.06416625,0.005015834,0.0016940866,0.00029147568,8.0280246e-05,0.0920034,0.0041621584
3,0.022520537,0.009878598,0.00687127,-0.034608837,0.0073902346,-0.02027905,0.06227367,-0.09952163,-0.008470265,0.13332936,0.011878394,-0.001884548,0.10596604,-0.027124634,0.0025439672,-0.090240836,-0.1021144,-0.1419773,0.14014915,0.13319011,0.0009805555,0.0745574,-0.017177245,0.059919827,0.0230614,-0.0018629842,0.01117294,0.016711786,-0.07589611,0.11224538,0.08074332,-0.052302614,-0.13986681,-0.07883368,-0.002618622,0.0029753917,0.046628937,0.05039767,0.07430905,0.027251016,-0.11535759,0.00021124128,0.009058321,0.036782753,0.052430782,0.045805514,0.00013062407,0.008174341,0.0002807061,0.024934055,0.023670042,0.023112267,0.0136335995,0.006509011,0.031131627,0.020330224,3.3103668e-05,0.0074769333,0.0006393391,0.03296137,0.058731254,0.0033676752,0.039423104,0.017029168,0.016169297,0.01544399,0.03852854,0.008552501,0.0069172694,0.0014602627,0.050005313,0.013152621,0.00523515,8.978383e-06,2.7075644e-06,0.056539673,0.001271768,0.119181484,0.081158295,0.06289032,0.00011446954,0.0083547495
4,0.031277884,0.017482612,-0.052622207,-0.13213448,0.026804345,-0.05817677,-0.047716923,0.06026355,0.027198302,0.20963585,0.07486621,0.07623114,0.041673828,-0.12741743,0.01674483,0.0041677095,0.048754673,-0.05529405,-0.009447356,0.012685477,0.1573484,0.0022551948,0.16624828,-0.07561045,0.05413761,0.019739855,0.044801313,0.13173315,-0.045032952,-0.0911297,-0.0065373667,-0.0049310103,-0.083172224,-0.07697601,0.050059494,-0.032192186,-0.07193849,0.103541225,0.047695898,-0.053116404,0.092363775,0.00014104723,0.008132315,0.00048015572,0.0017819268,0.025452,0.008121252,0.006482249,0.01408582,0.012942707,0.012741325,0.0049328078,9.409528e-05,0.020662028,0.001454702,0.09909048,0.042527195,0.00026584155,0.0068689794,0.009118778,0.001017551,0.15176192,0.015241371,0.0013713331,0.0054439357,0.0011545912,0.007462969,0.007695877,0.09359461,0.00023934622,0.0308986,0.047765754,0.02016166,0.0114888055,0.0038986572,0.0011220615,0.0011403176,0.0033998683,0.044000562,0.030213747,0.003653799,0.0047683725
5,-0.0033890754,0.007987971,-0.013061855,-0.104058765,-0.02912612,0.043499276,-0.05603646,0.059515268,-0.0086888485,-0.023257155,0.045939505,0.069129996,0.22314438,0.002819438,-0.10169629,0.038211025,-0.01419466,0.075496964,-0.07458242,0.070498675,0.0977734,0.11488865,0.031985987,-0.16132651,0.024340656,0.08776209,-0.017986154,-0.11288383,0.2551767,0.033596568,-0.06565336,0.11936721,0.12938154,0.053278975,0.077282034,-0.047605444,0.00043750927,0.08152131,-0.043753013,0.0163671,-0.05429253,0.020469386,0.0011632955,0.028047357,0.01102983,0.0020898862,0.0048377076,0.004153171,0.0006721148,0.048825692,0.018168163,0.004353392,0.05700308,0.099179685,0.0005826991,0.014716062,0.030414667,0.02430953,0.09941955,0.000909363,0.034743443,0.07537275,0.02082986,0.005784306,0.0022351407,0.0035037417,0.0071550887,0.0010604821,0.003711603,0.06360218,0.083907954,0.004325845,0.0048625967,0.09706103,0.03763155,0.098739766,0.0011622967,0.017961882,0.038853034,0.02522505,0.018798865,0.06416814
6,-0.026212435,0.23634982,0.14513047,-0.0019201385,-0.045256563,0.02117521,0.114440344,0.1664486,-0.11075021,0.016949486,-0.06331057,0.13528313,-0.024245776,-0.026029354,0.0791173,0.061767705,0.031415947,0.05432553,0.01657064,0.06922536,0.012183453,-0.17885987,-0.049263828,0.02502041,0.19586161,0.07646283,0.037253335,0.15449204,-0.08519439,-0.11381372,0.20900002,0.013644887,0.09010348,0.04969421,-0.11935558,-0.082738936,0.06560865,0.021690555,-0.002648158,-0.01178751,0.0059886165,0.0018057951,0.12947485,0.13491161,0.0016648946,0.0006135223,0.00044070135,0.031140594,0.013815589,0.024040908,0.012534033,0.001380199,0.024273124,0.0066647483,0.0072538536,0.038518418,0.011290044,0.010325434,0.008943284,0.00042808315,0.0049639954,0.02117653,0.0009987857,3.246689e-05,0.024839455,0.08428942,0.0037999018,0.0046662483,0.015559961,0.0021561838,0.0018854638,0.012460242,0.029778138,0.0021828774,0.00016624185,0.0019223037,0.0022514702,0.0004365865,1.3355269e-05,0.028394777,1.4780775e-05,0.03492688
7,0.0672827,0.16787173,0.04282895,-0.081704736,-0.010869716,0.21030542,0.1279598,-0.04402963,-0.04557056,0.1662285,-0.029787801,-0.026779428,0.19350171,-0.03843779,-0.14417708,-0.21129306,-0.11970787,-0.29813996,0.043403883,0.05907704,0.06768911,0.281914,0.11709109,-0.030592255,-0.005890869,-0.086429,0.0012130188,-0.017781133,0.114154845,0.13688923,-0.007999677,0.05553585,-0.06688507,0.05229001,-0.14185575,-0.11637776,-0.06408702,-0.019464327,-0.046888143,0.0805832,-0.14017221,0.010062528,0.19048023,0.038289018,0.04999866,0.002245528,0.10291179,0.0013427216,0.004557231,0.019226292,0.015719386,0.015263937,0.034969963,0.0031336024,0.079794705,0.0008726754,0.004123938,0.0030750812,0.001529255,0.008498524,0.015422986,0.049062446,0.051577672,0.00667229,0.046109505,0.006232019,0.005903065,0.009228387,0.0026922433,0.043856528,0.0003440179,0.001078293,0.022750814,0.0137632275,0.10226625,0.0720042,0.013485589,0.01788712,0.005326404,0.14606643,0.022543484,0.013593289
8,0.07030402,0.0064996034,-0.054505885,-0.11765141,0.043571133,0.0004158849,0.02383629,0.15722789,0.032846577,0.16155303,0.0526048,0.22358447,-0.054806553,-0.16165775,-0.07996696,0.040256865,0.10024085,0.025914965,0.050594985,-0.046969946,0.0422586,-0.05793339,-0.0018965453,-0.16024849,0.09745824,0.097074054,0.02808289,0.056838974,-0.066006936,-0.2710294,-0.065657094,0.07445681,0.09618771,-0.12240771,-0.12758201,-0.17461726,-0.011658151,0.198781,-0.11451093,-0.10477104,0.23701282,0.0063241175,0.073584154,0.009389476,0.05265022,0.0018912888,0.011609054,0.019680437,0.00090176053,0.0039365683,0.026126605,0.019162264,0.020374097,7.016822e-06,0.01636446,0.00050270784,0.094640344,0.006137496,8.229537e-05,0.00033302463,0.0011106349,0.04165209,0.017288735,0.019137137,0.0048344033,0.00070738787,0.0043804715,0.005042719,0.026804416,0.01937787,0.00788606,0.0012233214,0.025240283,0.013757604,0.013228856,0.007726933,0.047072243,0.0010632784,0.0062168026,0.0030629516,7.786237e-05,0.047241736
9,0.012154232,-0.07499699,0.00084543275,0.02690263,-0.093841165,-0.15575711,0.1197871,-0.013133585,-0.058175564,-0.052183934,-0.037376568,-0.015619963,0.15265122,0.1771119,-0.043407984,0.11521967,0.016001116,0.084095314,-0.041939463,0.104940206,0.014685312,0.019564435,-0.017572982,-0.047249265,-0.027334385,0.020636458,0.004995181,-0.20787483,0.21739013,-0.0072503253,-0.090308264,0.18019906,0.0652758,0.13481447,-0.1225566,-0.23319234,0.057138637,0.08987336,-0.1266334,0.16880947,-0.1142134,0.00023608614,0.019586485,0.00079307007,0.005055304,0.0055755153,0.010846427,0.017772328,0.0582928,0.023512095,0.019596487,0.0107172895,0.011925168,0.040133968,0.031258516,0.0037127272,0.011007501,0.05463158,0.006159009,0.048567224,0.0067079295,0.00064386695,0.029041499,0.0055835936,0.016876422,6.8891866e-05,0.0015746368,0.0053941747,0.022280116,0.00023985817,0.0017286488,0.00041992756,0.01870665,0.044760738,0.104230836,0.00026479812,0.048593983,0.0002631602,0.1502256,0.016590154,0.058708403,0.04396365
