,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40
10,0.089522675,0.022039302,-0.05400289,0.1755696,0.00022987276,-0.10745202,0.15234801,0.13934363,-0.043260306,0.020482799,0.016046021,-0.06308979,-0.025052711,0.006345872,0.07740309,0.046765737,0.032688566,-0.0035024658,-0.044259842,0.033110216,0.12882593,-0.3193725,0.27613735,0.032837845,0.10906675,0.10331033,-0.00870764,0.1982997,-0.20892367,-0.042775627,0.009081113,0.102213584,0.050363276,0.09730667,0.047143415,-0.09237515,0.10867132,0.060049467,-0.015371397,0.13367194,0.1432542,0.029629124,0.0047000283,0.00846109,0.0043165227,0.013934562,0.00066481804,0.0008647393,0.012920397,0.046907723,0.006608901,0.048683923,0.04412911,0.009263723,0.006913822,0.024677603,0.007446738,0.0044177826,0.020685313,0.042065132,0.00032364685,0.12632835,6.506224e-05,0.14773303,0.03383349,0.032741137,0.014429519,0.008056569,0.022411324,0.0019257498,2.1813154e-05,0.0063065244,0.009625063,0.036258873,0.047066547,0.023682166,0.010278596,0.04719824,0.05071231,0.17688425,0.047619734,0.005633128
11,0.117629215,-0.03528838,-0.0063768867,-0.06782153,0.043297984,0.18622933,0.10081109,0.08739862,-0.05814799,0.08699596,-0.012871411,-0.24875097,0.13132675,0.000709627,-0.02884486,-0.10493841,-0.10819375,-0.097580604,0.026772302,0.089581355,0.0325126,0.2346758,0.20938735,-0.037838347,0.015306294,0.12839814,-0.008021875,-0.027434666,0.11199825,0.30410475,0.08848679,0.26433957,-0.045610733,0.0036545899,0.077510625,0.036995295,0.01109597,0.03857139,-0.06870993,0.10897051,-0.21624257,0.041455206,4.2685802e-05,0.0070374487,0.031028967,0.06661555,0.0013961596,0.021681288,0.068415225,0.07259298,0.063397124,0.012310227,0.0043896567,0.0069147125,0.00013792906,2.509174e-05,0.06819273,0.00017961221,0.00089382165,0.037722945,0.022913823,0.036866423,0.00021714973,0.0052542873,0.024411017,0.02783265,0.0003738374,1.7207658e-05,0.00012906965,0.0009508443,0.089669585,0.10600746,0.0137622375,0.025296552,0.020629002,0.006516107,0.00780033,0.0030457068,0.00032907972,0.10740746,0.002140073,3.9894265e-05
12,0.068737656,0.048934996,-0.02922364,-0.0026343316,0.0033344994,0.05642734,-0.08014786,0.1081776,0.09711988,0.10717819,0.030899713,0.054821145,-0.13902912,-0.14243412,0.087841794,0.0087329,0.029873895,-0.016611394,0.14630511,0.095013656,-0.002758929,-0.16133966,0.056007847,-0.0026893169,0.06577292,0.09053113,0.04327229,0.17888996,-0.2228832,-0.17857212,0.20184928,0.007859253,0.07072079,-0.08424463,0.04693549,0.13114494,-0.033034086,0.051911265,0.12565789,-0.07301689,-0.0061780587,0.018332113,0.017243177,0.0146291545,0.04251179,0.00069379754,0.013185117,0.0024973764,0.0048370776,0.06436453,0.05446271,0.008094346,0.003228712,0.016878769,0.017334225,0.034351867,0.12500295,0.059150774,0.00010922225,0.0009839013,0.021171743,0.0012520087,0.030416872,0.00033306496,0.03540118,0.00010954415,0.0034679866,0.0014589645,0.020382874,0.00044322046,0.010923923,0.04463523,5.8957306e-05,0.0752325,0.01554904,5.5477954e-05,1.8471997e-05,0.022611989,0.00039284225,0.11653676,0.0012781901,0.043296687
13,-0.020082643,0.028696112,0.08019975,-0.054602325,0.0036850385,0.10720702,-0.09237617,-0.11388169,0.03419128,0.010756396,-0.035168305,-0.0870869,0.22006504,-0.0127932,-0.07365392,0.00868874,-0.06933331,-0.113883846,0.062481694,0.0621645,0.041387975,0.25575134,0.08296465,0.043448806,-0.006473437,0.003560409,0.00976876,-0.016813159,0.30028257,0.10956826,0.08014366,-0.020306595,-0.055818923,0.13080436,-0.11698537,0.12902373,-0.08320023,-0.11550907,0.10684927,0.06880108,-0.22887991,0.019991288,0.02827175,0.06257178,0.095815554,0.038454656,0.0031118433,0.0016815602,0.03845874,0.04669121,0.02676741,0.00019209132,0.0022705067,0.00033858867,0.016944828,0.07206157,0.12158704,0.028676393,0.009564015,0.028128028,0.003921119,0.019751832,0.0013622316,0.06004,0.0010328732,0.06304112,0.068714604,0.0029139076,0.08704584,0.08437925,0.0014058151,0.00989129,0.011602995,0.044737488,0.15686327,0.0011068338,0.06535838,4.421505e-05,0.00013683866,0.00014853172,0.020424806,0.008850729
14,-0.0460004,0.19078624,0.0012397094,-0.06146986,0.05742854,0.073673524,-0.029029515,0.11845163,0.040619932,0.1291779,0.038703293,0.21370168,-0.08525651,0.00039570034,-0.04255168,-0.01082821,0.10478229,-0.0011647852,0.028041946,-0.02259997,0.034076046,-0.10795283,-0.13428071,-0.009247814,0.11227922,-0.009288119,0.0063735377,0.31540945,-0.07500836,-0.17332385,0.22201717,-0.11768909,0.09830885,0.019802824,-0.086450696,-0.01709954,0.00940603,0.06220866,0.08461268,-0.128869,0.027643086,0.0001876877,0.01189747,0.00022130723,0.00058074016,0.00018320532,0.0010656066,0.044136506,0.0015840485,0.001052379,0.009751612,0.010793832,0.02598901,0.006049076,0.12876531,0.0012007626,0.019359494,0.011014481,0.0014398446,0.00027025177,0.0044970918,0.029191665,7.997924e-05,0.0039446973,0.0018438634,0.0022466972,0.0061574266,7.495076e-05,0.024512146,0.043940738,0.09334399,0.0040914565,0.038569126,0.051122617,0.012400325,0.021766864,0.0038890424,0.06343259,0.007246926,3.99332e-05,0.0047521815,0.0008773536
15,0.12524591,-0.05605409,-0.06335732,0.076735675,0.035250213,0.12128367,0.083121866,-0.08990761,-0.0047684787,0.035106093,-0.017399583,0.05830304,0.13800538,-0.037774734,-0.11011054,-0.11365097,-0.027025383,-0.17141944,0.0023583723,0.06544909,0.011826192,0.3761099,0.00015810132,-0.09868534,-0.040094398,-0.053413793,-0.068521455,-0.1383375,0.17640957,0.15164301,0.0067997426,-0.04447445,0.026609521,0.006650623,-0.19258459,-0.19107506,0.033023946,-0.0414194,0.0033948794,0.15422352,-0.2066445,0.13976067,0.00053804147,0.0014294747,0.24493024,0.033961143,0.018945761,0.0039729415,0.0121321995,0.011203592,0.01125616,0.03175484,0.00043775208,0.001684096,0.012191039,0.022192456,0.03401182,0.010924593,5.4741813e-05,0.007144588,0.05454098,0.008639423,0.053985506,0.04020617,0.025799252,0.0025338577,0.006105775,0.00071092875,0.024872987,0.005207713,0.0062269443,0.0473975,0.028615523,0.024057668,0.06031164,0.0013955976,0.014287458,0.119455315,0.017248249,0.06747892,0.15241833,0.0036081693
16,0.05026257,-0.08151112,0.02332241,0.23569685,0.04167737,0.042413067,0.06028846,0.101421304,0.12939847,0.03724707,-0.0034270035,0.17817512,-0.24020845,-0.01809736,0.15756619,-0.038989346,0.14763331,0.14279662,0.06741562,-0.037033178,-0.02067543,-0.11143809,0.044306822,0.009749621,0.10262927,0.0650536,0.0071156593,0.050517797,-0.28965357,-0.15800731,-0.03161981,0.0050209844,0.037430942,-0.07925364,0.025825405,-0.07566777,0.01300053,0.20955598,-0.068652764,0.046601616,0.18811576,0.008701639,0.0018492088,0.02198809,0.06745856,0.02163483,0.05231732,0.0129970955,0.004074086,0.05968887,0.065409504,0.009877757,0.007694072,0.0027674325,0.0034899826,0.009565689,0.0010193333,0.04762424,0.06037632,0.00013555732,2.8570876e-05,0.013585297,0.0010263494,0.09281216,0.0029593257,0.03362658,7.713389e-05,0.0032906581,0.0025467426,0.0040113716,0.0014213424,0.007929005,0.001394891,6.68263e-05,5.225088e-05,0.008294741,0.016221443,0.009748021,0.0042429822,0.029167447,0.14202593,0.0036836658
17,0.042143807,-0.17406811,0.006890513,0.11285269,-0.06766118,-0.10929322,0.09132997,-0.23817925,0.08607477,0.019928008,-0.014613311,-0.095495336,0.15967737,0.21505974,0.07082253,0.070247434,-0.1294925,0.094957285,0.08949795,0.12550703,0.00365494,0.20214367,0.006837207,0.07891635,-0.048872314,0.035720006,-0.019990008,-0.26804623,0.13087432,0.37349692,-0.12522851,0.19851023,-0.10442537,-0.021893546,0.10931921,0.07695982,0.06383598,-0.014662828,-0.11855926,0.14992552,-0.10738019,0.011999578,0.0033646699,0.016465368,0.007996275,0.03232938,0.023437764,0.0010425793,0.008276552,0.016814787,0.15658031,0.00410216,0.06800074,0.022768516,0.0038744037,0.012219516,0.018216264,1.2417673e-06,0.0025536024,0.021431323,0.04059123,9.711046e-05,0.11411391,2.026075e-05,0.06668946,0.07123191,0.023233222,0.006225079,0.00014204744,0.018476363,0.042557202,0.0010951576,0.064530216,0.014565806,0.0047682896,0.0011415755,0.006254933,0.03866834,0.0022049956,0.024558999,0.01724894,0.08237689
18,0.046560418,0.1709023,-0.1061641,0.1209249,0.069164805,-0.26320642,0.032719675,0.084763944,0.073470965,0.25125492,0.052783493,0.07105158,-0.16410708,0.057170577,0.21965238,0.25718617,0.13139412,0.16217853,0.05447768,0.07165436,0.0033357395,-0.37025246,0.08432625,0.04440469,0.13382046,0.06382311,0.007773777,0.30780104,-0.32917967,-0.050361767,0.15682562,-0.018724464,-0.0032914206,0.043742396,0.25825262,0.15661034,0.03744348,0.12065281,0.056758694,-0.07627933,0.18185847,0.000895434,0.017459974,0.0113297785,0.025977878,0.0030864542,0.00046114944,0.00021649234,0.021699015,0.012779645,0.051690325,0.00057080796,0.0061118277,0.0045387447,0.020349778,0.006868117,0.1084031,0.04771576,0.030664012,0.0014476394,0.057460062,0.013330744,0.0014578664,0.03231007,0.06886858,0.053981777,0.0037128662,0.0054401695,0.04401803,0.0073571024,0.014386477,0.023339136,0.014835323,0.108786814,0.00014404191,0.004933474,0.04021559,0.00093557005,0.004744979,0.004470242,4.626169e-05,0.046743765
19,0.0560098,0.21035242,-0.13672757,-0.23518793,0.03951791,0.24368523,0.050026417,-0.09512913,-0.000899747,0.16012879,0.019736148,-0.14048198,0.28567907,0.0042098984,-0.09182389,-0.160376,-0.02508074,-0.30668887,0.0020828955,0.08092187,0.026981134,0.3742476,0.16523007,-0.047926985,-0.03142317,0.07998617,-0.08529875,-0.11466879,0.25907472,0.5114679,0.0070857895,0.10297469,-0.12253345,0.16944073,0.09286277,0.09617912,-0.039815824,0.010906488,0.09579912,0.10106833,-0.30151913,0.03964996,0.0855077,0.017485164,0.02867545,0.022737944,0.109063044,0.0022870346,0.08890225,0.0799706,0.006476364,0.018090438,0.034198143,0.023159508,0.008476876,0.0061660702,0.0017077408,0.12712742,0.0010500394,0.039216656,0.018847117,0.023094246,0.013246775,0.0018144611,0.0737123,0.050630372,0.013876421,0.027341489,0.022917926,0.0020540769,0.0025252325,0.001753722,0.0044819233,0.033253334,0.08823396,0.0034639798,0.0071932906,0.03941984,0.06392821,0.04813667,0.03458094,0.0019847227
20,0.026115837,0.17717987,-0.08163024,-0.25604346,0.08484017,0.31894264,-0.035411555,0.17407061,0.046179738,0.24050376,0.065340094,0.35572442,-0.17785394,-0.1949478,0.06493892,-0.030864991,0.16385943,-0.0130900135,0.23611553,0.056309212,-0.04243242,-0.092334986,-0.04918926,-0.015473213,0.15124793,0.18949643,0.0049442668,0.24205606,-0.25107425,-0.25971857,0.21231754,-0.07831427,0.10287581,-0.06280906,-0.032966655,0.07667245,-0.028005056,0.3222646,0.14205873,-0.2373764,0.12405318,0.0011026278,0.06643878,0.0005390988,0.013190416,0.049208745,0.092451006,0.017916542,0.0015790341,0.025858965,0.05168041,0.0040733693,0.06582313,0.006207322,0.09087859,0.0074106283,0.11093693,0.07038292,0.002652942,0.041626554,0.013589504,0.00021695383,0.05698517,0.011497763,0.0057806373,0.008408398,0.060828276,0.030761944,1.4466608e-05,0.00040839618,4.9744176e-05,1.3067197e-06,0.0065548643,0.038097396,0.031656995,0.00048114406,0.05466407,0.006171201,0.009861627,0.0515688,0.004600232,3.732069e-05
21,-0.006539597,-0.029118866,0.011556771,-0.2196056,-0.094420284,0.045111276,0.07195666,-0.2026997,0.035145726,0.072130464,0.0074594654,0.06416239,0.31577358,-0.010277338,-0.10037815,-0.10975933,-0.086748615,-0.052423105,0.18287262,0.20375142,0.051783174,0.2966762,0.035702202,0.024020586,-0.030855428,-0.0938732,0.043096725,-0.3250555,0.3342302,0.07471064,0.062419668,0.024531137,-0.13442823,-0.05407514,-0.29773006,-0.08143855,-0.08043849,-0.028201243,0.03935034,0.11760755,-0.34499332,0.0111661805,0.03690438,0.034334753,0.0002454532,0.055323035,0.0014223517,0.0105308695,0.0061573293,0.00012285801,0.015151634,0.05889737,0.015019879,0.005373233,0.014531724,0.07360161,0.00053812633,0.032756146,4.8436403e-05,0.0313786,0.02843704,0.04931104,0.011536696,0.01424871,0.029967546,0.058071543,0.0007544817,0.055849273,0.00040716742,0.022166837,7.420126e-06,0.025305359,0.034997854,0.0020964528,0.005583852,0.000110946734,0.023363298,1.3326263e-06,0.022816742,0.00320672,0.046076607,0.016700616
22,0.055459253,0.068836465,-0.015949927,-0.016648374,0.030273091,0.021180049,-0.050110977,0.18505903,0.004516422,0.21024714,0.10052296,0.17312509,0.07241445,-0.17678948,-0.08341989,0.00026753545,0.22543696,0.013624393,-0.03408415,0.0017678738,0.032367364,-0.32299456,0.05075483,0.03446114,0.1933847,0.0776577,0.11949096,0.30747607,-0.15476394,-0.48002014,0.045776583,0.041371576,0.0651684,-0.044628445,-0.07427268,-0.24725018,-0.05580908,0.21378319,-0.05375844,-0.093586035,0.4700612,0.019480925,0.006548615,0.014976635,0.028566517,0.00070918666,0.10028331,0.004739811,0.0034258005,0.0020548247,0.059282556,0.03330884,0.0010492762,0.097191565,0.00074176554,0.03444956,0.027904063,0.07389804,0.009411593,0.019252868,0.055754784,0.010819,1.8081882e-05,0.0021428394,0.06315889,0.03549791,0.038857475,0.09863024,0.0389596,0.026742348,0.010286795,0.029103376,0.12081622,0.0661964,0.0438453,0.03420888,0.0006341146,0.0090078125,0.038517516,0.011234823,0.019845225,0.09298255
23,0.013274545,-0.043648,0.017800692,-0.21312268,-0.09835365,0.044990033,0.13081668,-0.023218812,-0.09490308,-0.15010847,0.03891969,-0.20555696,0.3559028,0.19806653,-0.26722193,0.04519596,-0.050043795,0.04727477,-0.14220427,0.093611725,0.07391757,0.2124443,0.121270075,-0.10704328,0.038835928,-0.02455411,-0.054513615,-0.17213213,0.6066693,0.08633513,-0.10752082,0.19165212,0.16667335,0.005950891,-0.19630724,-0.30335325,0.024541657,-0.133608,-0.21363236,0.20001651,-0.2570557,0.038330033,0.043636102,0.034529526,0.00036479757,0.00017353319,0.069291845,0.06759368,0.023340845,0.08557086,0.017753143,0.07150389,0.0121663865,0.012549684,0.06752146,0.0043408633,0.030877858,0.00077577314,0.00075663876,0.02250134,0.0013370732,0.014172089,0.013804255,0.012644234,0.0048463927,0.002628701,3.145138e-05,0.013123487,0.016276889,0.00013712067,0.0003146616,0.050487652,0.004467132,0.08001679,0.0047335248,0.002015384,0.011238489,0.031137848,0.064131126,0.0058644577,0.038523313,0.00021660187
24,0.07442901,0.08197357,-0.020687092,0.22887188,0.16646834,0.016218858,0.020391628,0.24486357,-0.11614521,-0.093225986,-0.07777396,-0.006693149,-0.26051116,-0.03197136,0.12381484,0.000514064,0.28840727,0.08451334,0.052848384,-0.04567902,-0.02295667,-0.33800346,0.10910405,0.005798585,0.18345483,0.2558266,0.03254036,0.41699633,-0.19162859,-0.39050063,0.13606118,0.12362115,0.20067607,0.017457252,-0.13364814,-0.19070758,0.10531522,0.16628319,-0.23178734,0.019532893,0.21989465,0.009020669,0.03310081,0.0032919392,0.029448267,0.08767483,0.0007283848,0.0011076477,0.0019198381,0.009105668,0.011665721,0.005562719,0.0063117202,0.00020434018,0.044296224,2.2739652e-08,0.019907232,0.14318691,0.00181342,0.08708381,3.3392777e-08,0.0043001384,0.07962651,0.08028787,0.010919697,0.0055034244,0.11728001,0.052909974,0.018672796,0.10193156,0.056585304,0.0018693428,0.04209758,0.008233791,0.00068323786,0.008234303,0.000940872,0.009886475,0.09950634,0.0061348593,0.00012997311,0.016506426
