,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32
10,0.084539264,0.091113135,-0.18880734,-0.088943824,0.016235184,0.027618878,-0.019866303,0.16314329,-0.113010496,0.08825268,0.09852801,0.02881353,-0.002787537,-0.036488913,-0.06964288,0.14505,0.1421044,0.083106756,-0.003737785,0.07033244,-0.010179797,-0.008544357,-0.0018048361,-0.2535793,0.025785288,0.12235883,-0.01879847,0.26017317,0.25607246,-0.061028276,0.2928904,0.12786752,-0.017526459,0.010958835,0.044268064,0.031372808,0.023230735,0.003026279,0.06751134,0.011206403,0.019179832,0.004749426,0.0013072223,0.015623214,0.03394136,0.00023078069,0.0027629698,0.007912305,0.016306933,0.04947386,0.005172627,0.105165005,0.033368286,0.00747863,0.0027639484,0.019708902,0.009759942,0.032953884,0.0009999053,0.01724679,0.052699104,0.0034073438,0.037360203,0.0034044662,0.05793445,0.013596072
11,-0.08200852,0.01150582,0.052280128,0.040926997,0.010939252,0.09042396,-0.011756275,-0.20443062,0.08438042,-0.04383994,-0.12676933,-0.06741529,0.12430069,0.088215046,0.02072304,0.0056283204,0.036731742,0.040547796,-0.008544201,-0.067747615,0.19501622,-0.1645607,0.04260686,0.030636135,0.101278685,0.011383286,0.2829441,0.18143028,-0.04992757,0.11200537,0.18527198,-0.031296827,-0.087240644,0.072906815,0.021150248,0.002801976,0.039171804,0.0493109,0.0049503567,0.0058816117,0.0024127802,0.04997768,5.914099e-05,0.016453192,0.0029427647,0.06299453,0.05702055,0.0007957321,0.0015379367,0.013295315,0.018407857,0.01665057,0.010858606,0.034804206,0.025695262,0.019173877,0.004484277,0.001661451,0.035572603,0.00031004733,0.0032711036,0.004764862,0.04696631,0.004011801,3.371481e-05,0.004663083
12,0.10101068,0.08054881,-0.07663214,0.046455517,0.012889454,0.015764233,0.13465357,0.17896433,-0.06930692,0.093352936,0.028432094,0.14283001,0.108349904,-0.04896298,0.13411768,-0.075280696,0.12604004,0.07618691,-0.1141567,0.15371892,0.13307714,-0.052093443,0.13296996,-0.0121226385,-0.08011314,0.058724836,-0.042561695,0.11957733,0.22899872,-0.12335815,-0.054742806,0.041867893,0.112359114,0.022854159,0.04343938,0.040034696,0.039250914,0.004936281,0.0064948876,0.048086666,0.024204329,0.0021157458,0.0008912285,2.9717416e-05,0.00026751147,0.010652161,0.014566667,0.08736846,0.0034337796,0.021458326,0.04999887,0.00036088127,0.03901322,0.15872467,0.0045749783,0.04161339,0.07607185,0.00013710943,0.00047089116,0.02159244,0.034466397,0.08924551,0.012505333,0.00226725,0.00032565018,0.010644787
13,-0.020171296,0.1583088,0.11129952,0.07903927,0.13926515,0.049591254,-0.010778647,0.019655786,0.18995965,0.119763255,-0.1106576,-0.022102725,0.031239524,0.054958716,0.024658915,-0.10466187,-0.017624332,0.025018737,0.04848616,-0.0148568535,-0.11212512,0.043292142,-0.022343375,-0.07775748,0.26533243,0.12424055,-2.3695146e-05,0.055168148,-0.047259286,0.076112375,-0.225702,-0.11013852,-0.13018343,0.00017941014,0.008042584,8.4991894e-05,0.05182639,0.08122918,0.0075968686,0.05776957,0.111315645,0.1894628,0.019750696,0.012746849,0.058163363,0.04556289,0.0025579266,0.015991133,0.021773413,0.0037783403,0.030155826,0.054240685,0.010616324,0.011415159,4.8316982e-05,0.02711828,0.0013504396,0.014549023,0.05628291,5.540933e-06,0.07177323,0.028909018,0.00030905777,0.0139683485,0.01028043,0.0014597401
14,0.039972354,0.013210252,-0.099850655,-0.107408635,0.037705004,0.10754123,-0.061074693,-0.08902115,0.18020618,-0.05550916,-0.14648223,-0.10740981,0.1837761,0.05048222,0.024676356,0.044176567,0.13286242,0.1463969,-0.24875726,0.042349257,0.18740071,0.15908533,0.06886873,0.0066095535,0.12048311,0.10547139,-0.052297108,0.037972316,-0.061997235,-0.026553407,0.45982626,-0.05403772,0.013431197,0.007244193,0.09121794,0.000413289,0.033156373,0.0009371921,0.03368042,0.003822456,0.018723758,0.1253568,0.0076035736,0.0005845571,0.0071525183,0.005292846,0.08567873,0.0700931,0.0070968964,0.02296438,0.12181938,0.0005872828,0.0005032417,0.0148410015,0.09365627,0.0035174692,0.019215336,0.005912228,0.05229329,0.021663308,0.052296374,0.007201835,0.005945661,0.04479554,0.00888726,0.013908023
15,-0.020171745,0.082550146,-0.074708,0.010489885,0.07244785,0.05226383,0.034832425,0.29220825,-0.23651072,0.30342987,0.072786495,0.40545562,0.14712597,-0.02679269,0.1863615,-0.010575796,0.20983298,0.123521075,-0.10519314,0.105669394,0.05802708,-0.08189988,0.06361553,-0.2522904,0.04865556,0.17042693,0.39506233,0.3575505,0.19909716,-0.008289525,-0.025934925,0.2784071,0.12490432,0.013027148,5.359382e-05,0.03852925,0.015646871,0.07468658,0.011852915,0.017340714,0.04216142,0.020624733,0.0036620083,0.05765612,0.024395967,0.015094851,0.057311,0.003935529,0.024389898,0.00062542123,0.029155737,0.03473204,0.0025681518,8.653189e-07,0.039851397,0.02410887,0.0006190074,0.0029450702,0.040425714,0.14230545,0.02574459,0.015656818,0.011162678,0.0028936504,0.000896455,0.028131675
16,-0.10308313,0.14787361,0.15273336,-0.015371308,0.01756233,0.17241754,0.07620373,-0.3053765,0.11251195,0.08107964,-0.19539532,-0.09114286,0.13205831,0.1994665,0.061358348,-0.04011345,0.13183022,-0.0022189165,-0.082978554,-0.09035155,0.159977,-0.3219266,0.07099991,0.18416311,0.061231412,0.09659371,-0.08185652,-0.048046142,-0.05128879,-0.003713185,0.08914468,-0.21451673,-0.18296012,0.0132786445,0.061799098,0.0119498605,0.0011495949,0.034138016,0.010087002,0.08310431,0.000503235,0.025210414,0.093189515,0.000623187,0.03409693,0.007486645,0.082143925,0.007617101,0.00047793327,0.05802196,0.0001577889,0.015928833,0.02816664,0.021560669,0.00052721763,0.030641774,0.023283089,0.010198973,0.013268551,0.0024969135,0.014681482,0.0052076215,0.013331516,0.053612683,0.0009947063,0.001336008
17,0.043768033,-0.027685283,-0.08951513,0.12707737,0.07798987,-0.07606341,0.05361151,0.14774051,0.093565136,0.13689965,0.041961845,0.10251385,0.16269974,-0.04121642,0.0021923706,-0.079495125,0.16410947,-0.03462625,-0.18722129,0.3284694,-0.09422351,0.15922412,0.083915345,-0.17081654,0.10198965,0.16412494,0.0020979801,0.058636285,0.038990565,-0.08996427,-0.27739733,-0.10306553,0.16862106,0.0020528801,0.001687819,0.00029400722,0.118240274,0.05212156,0.040167663,0.008181624,0.0033437537,0.0516025,0.021129455,0.0735851,0.00010896924,0.05258493,3.398544e-05,0.031557754,0.11418905,0.018773215,1.9708755e-06,0.000102792575,0.11502115,1.4939027e-06,0.030442042,0.0019959873,0.0009666764,0.022164607,0.00047642598,0.008678936,0.009976773,0.028731206,0.007983669,0.000236779,0.0010137355,0.055485543
18,0.01011407,0.050200503,0.0424126,-0.03825955,0.16361326,0.21112761,-0.1236539,-0.03353913,-0.07798609,0.045820255,-0.092577346,-0.24048546,0.049445607,0.16868618,-0.048546858,0.13078073,0.0069977543,0.06503855,-0.098340616,-0.1429941,0.15531373,-0.16561313,-0.13632976,-0.12223687,0.277642,0.011833871,0.09678182,0.15254524,0.114377774,-0.022114266,0.31735635,-0.10899442,-0.2478854,0.049618777,4.4185688e-07,0.004349393,0.00074311806,0.0022732648,0.12304655,0.0017491096,0.07277665,0.017887443,0.0016610074,0.0067429766,0.022299562,0.0048009036,0.081705995,0.02928932,0.0020128635,0.00010819504,3.863968e-05,0.009193467,0.0031508356,0.082916014,0.0022293502,0.020494455,0.003907225,0.073034674,0.001437569,0.15112121,0.069162905,0.0022938803,0.0162463,0.031560007,0.0056196256,0.06361119
19,0.09350379,0.024859663,-0.19251868,-0.042505644,-0.09438725,0.053223405,-0.032312933,0.18921956,-0.12866898,0.14911768,0.03181515,0.21768185,0.21389534,-0.10643999,0.1593261,-0.007181527,0.21946587,0.076245494,-0.21074086,0.096822545,0.1591976,-0.102431275,0.12554918,-0.07259184,-0.14590874,0.20963135,0.17147672,0.17270514,0.16988896,-0.032043897,0.3202755,0.13012841,0.15960145,0.072261825,0.0011090335,0.0077352845,0.04171905,0.046529025,0.0005945096,0.0054147094,0.0052554957,9.766817e-05,0.031867996,0.06699187,0.0013118417,0.00064176903,0.018326027,0.074890144,0.020951675,0.007600772,0.0077897017,0.00073428726,0.003003072,0.004794988,0.0007808495,0.009815019,0.057623953,0.011002964,0.060791768,7.1015835e-05,1.4573574e-06,0.052656572,0.02653149,0.054590866,0.08432712,0.00316035
20,-0.14146484,0.10028103,0.20092678,0.087056026,0.004960167,0.10543181,-0.01672969,-0.11302298,0.029575618,0.12995833,-0.16384786,0.15514135,0.05500649,0.11180742,0.16966958,-0.19018859,0.14187652,-0.016491637,-0.028645897,0.026794612,0.062905125,-0.39408118,-0.012021599,0.05698757,-0.008278364,0.11496331,0.12295363,0.102152854,0.042350776,0.05175846,-0.3313842,0.015166195,-0.022080962,0.0005112218,0.024413873,0.0001935844,0.034945145,0.002695921,0.036619447,0.012815884,0.00060886715,0.0012595233,0.000965509,0.00015929418,0.017910821,0.0057914252,0.037804846,0.01646484,0.0051635117,0.04809464,0.019441746,0.0001254741,0.076994315,0.0020590937,0.0004942813,0.01862249,0.03615605,0.012919394,0.009730548,0.012258327,0.0018102777,0.003482445,0.075093724,0.018421154,0.0065122643,0.048611227
21,0.23498188,0.02923658,0.013248553,0.094199404,0.21184243,0.040756166,0.06739255,-0.08169934,0.18760651,0.027228877,-0.12729299,-0.12533556,0.14014065,0.021948555,-0.062429298,-0.17955714,0.13602638,-0.06019998,-0.032078527,0.07562063,-0.009759642,0.03615158,0.10528482,0.13853244,0.025160635,0.22366771,-0.21670607,-0.22359821,0.021132443,-0.07916784,-0.0057319514,-0.3475066,-0.0014561443,0.16701159,0.007856257,3.3914792e-05,0.08322288,0.18116094,0.04692619,0.0032979625,0.028752863,0.016749302,0.0005983978,0.0013833933,0.005930531,0.057002645,0.0041970336,0.0029851012,0.0015602683,0.03722003,0.0009192336,0.06343517,0.0011409777,0.030471351,0.0010605094,0.0047373106,0.028829036,0.0019496923,0.1134695,0.038956642,0.08314436,0.08226477,0.052308187,0.022733781,0.0055208993,0.015307573
22,0.000572355,-0.07132671,0.019421512,-0.13149144,0.19517097,-0.030134514,-0.08264138,-0.008364119,-0.07422517,0.01870295,-0.261172,-0.07167598,0.035044402,-0.08161049,-0.09169309,-0.113524154,0.018796632,0.05678339,-0.14677976,0.124905035,-0.014827976,0.08912108,-0.10352408,-0.1921617,0.17585859,0.09860444,0.16443342,0.25390264,0.048147183,-0.0454367,-0.0046915896,0.08943952,0.078121506,0.0016600131,0.026263267,0.029361669,0.018250445,0.05646708,0.076350555,0.050262257,0.040208735,0.0050273575,0.021199584,0.012273495,0.0019258586,0.005699775,2.4093071e-05,0.00083540287,0.021443455,0.0011908651,0.0025288756,0.026921367,0.0155533785,0.01267674,0.0048358645,0.0058546592,0.012385367,0.0073709106,0.11305176,0.12821259,0.0032248325,0.00072296296,0.016112674,0.043660033,0.0036288986,0.07876845
23,0.017859181,0.10186194,-0.023845142,-0.13722599,-0.019871105,0.12866935,0.048923295,0.030024687,-0.1561158,0.3161741,0.023185797,0.06715666,0.13066985,-0.0070065483,0.10262572,0.08890167,0.2913273,0.19548795,-0.106917955,0.048088677,0.122817375,-0.14865449,0.18343833,-0.06732429,0.08145574,0.10356611,0.032583255,0.1305172,0.27407116,-0.014617648,0.41712758,0.07455092,0.020023756,0.0023211217,0.0016295834,0.013927432,0.00026339042,0.011785568,0.018743515,2.1477119e-05,0.001586618,0.003924994,0.0008122801,0.051256932,0.0007691543,2.8181777e-05,0.037319407,0.023912197,0.034717787,0.032998845,0.11313392,0.008465836,0.018497134,0.005932815,0.04545745,0.04719333,0.013491689,2.3939638e-05,0.11508352,0.021064911,0.03514297,0.039849326,0.031541053,0.00023140376,0.01487199,0.022530507
24,-0.13158587,0.1138508,0.14119862,0.13748863,0.010489378,0.055557005,0.033402078,-0.09060114,0.106912956,0.0654809,-0.077824935,0.08939876,0.1880438,0.15617414,0.16950825,-0.18331292,0.07377912,-0.052215263,-0.083258815,0.01083333,0.08883167,-0.076490045,0.015857408,0.054755293,0.15797266,0.13869914,0.2730887,0.19225888,-0.046882454,-0.09242353,-0.33395764,-0.02746335,-0.0021907482,0.000403074,0.03517064,0.020336172,0.03367249,6.0428276e-05,0.027509948,0.011138959,0.01692816,0.0047159777,0.015212464,0.034992564,0.0024958984,0.02588392,0.010513697,0.08181769,0.021123096,0.0049254824,0.0022165158,0.03433574,0.023238592,0.0016719146,0.036786575,0.00018672374,0.018567046,0.01603846,0.043939184,0.047154397,0.020095672,0.00033953597,0.008940406,0.016310778,0.04047173,0.023355605
25,0.041303366,0.008663682,-0.11953556,0.052704558,0.092512526,0.04526786,0.04197762,0.093476795,0.01624776,0.22829698,-0.026630357,0.16264313,0.13678335,0.00218001,0.059330385,0.0957714,0.12899274,0.040827435,-0.24625379,0.05738005,0.061593365,-0.05710557,0.02670082,-0.0025834963,0.08363232,0.1403915,-0.32730678,-0.111231506,0.07235688,-0.0047759674,0.06330232,-0.16813709,-0.031287733,0.002996154,0.013782399,0.0047973883,0.09040926,0.05745419,0.003811974,0.010408731,0.09803927,0.009683006,0.20355648,0.026139628,0.13815601,0.02664507,0.01607041,0.05744212,0.07286694,0.00671025,0.011885956,0.00035266342,0.00993068,0.026257616,0.010927199,0.00042465574,0.031786636,0.025730643,0.012912602,0.0035940423,0.012817701,0.053903773,0.014784375,0.015859555,0.00024702144,0.012934554
26,-0.011738852,-0.00676101,0.07343001,-0.019161478,0.04197158,-0.0007743561,-0.09714571,-0.033581093,-0.037227556,0.10621604,-0.10729277,-0.038611416,0.10938367,0.0706,0.0038750758,-0.101954415,0.12315262,0.0705265,-0.056032978,0.03594522,0.061656695,-0.02674178,0.0023359358,-0.15986224,0.06532402,0.16979042,0.2014768,0.20028098,0.07850285,-0.09605029,-0.077693075,0.018143535,0.017890431,0.01878944,0.011146371,0.002187681,0.032794166,0.006241598,0.0049798707,0.033661228,0.00019108372,0.00064537115,0.0011359184,0.0078105307,0.00031681685,0.009934593,0.005063263,0.008405725,0.0013710177,8.282601e-05,0.060957577,0.037197173,0.010900856,0.0016780422,0.02358479,0.057445437,0.021881804,0.049791787,0.0013544676,0.0048805047,0.0016805242,0.004795517,0.0064210775,0.007301642,0.027421718,0.11674445
27,-0.040456366,0.102841854,0.013748683,-0.0061981976,0.015594088,0.058530353,0.0368294,-0.04350336,0.025071217,0.07864862,-0.031140368,0.10483124,0.082747854,0.13278653,0.081436425,0.06693542,0.12047773,0.13674544,-0.10203012,-0.034943473,0.10622589,-0.15111083,0.058911473,0.04912149,0.11949481,0.03156574,-0.050870553,-0.012475263,0.022362292,0.026864024,0.22379138,-0.012619093,-0.03360203,0.00037319667,0.051507767,0.028602675,0.03810649,0.04253533,0.0045347014,0.010967087,0.0024927326,0.0027161671,0.00018035623,0.050081503,0.050637987,0.040584292,0.10144367,0.03105547,0.039657746,0.0044965525,0.13271044,0.047770493,0.00091848976,0.006958962,0.009986439,0.0051385355,0.001422998,0.000488474,0.010556929,0.0087832585,0.024730615,0.011905826,0.007895967,0.027297601,0.074969515,0.013748604
28,0.09347277,0.086879194,-0.08294803,0.048214454,0.0011765485,0.0003042319,0.1364026,0.02474862,-0.00052052364,0.0563512,-0.010254204,0.14709371,0.0642031,0.12989539,0.11702159,-0.10361738,0.15771753,0.11163032,-0.06605076,0.04012715,0.021248177,0.0768305,0.07050203,-0.04569664,0.10619368,0.12884708,0.19287121,0.19429176,0.02720359,-0.060700066,-0.07935674,-0.02310772,0.17480417,0.096784554,0.0684807,0.0038683233,0.011555503,4.7687838e-05,0.007131847,0.12096047,2.504075e-07,0.039383527,0.01126451,0.0005355821,0.052999828,0.008945665,0.10150678,0.09509255,0.010888176,0.10395956,0.0761613,0.020059774,0.0025381474,0.012576721,0.00013606707,0.044440374,0.038104795,0.0318376,0.020312782,0.080101006,0.017918717,0.0031453937,0.003972372,0.051969014,9.398397e-05,0.13196144
29,-0.030077051,0.071218796,-0.086889304,0.015854007,0.019273737,0.1283681,0.055115554,-0.10511298,-0.0831417,-0.017606197,-0.13504434,0.018765949,-0.0027387764,0.04412039,0.014365623,0.050415333,0.044324543,0.11228025,-0.05060435,-0.086385235,0.058830336,0.029802265,-0.083529,-0.14755473,0.18989034,0.05672356,-0.013392597,0.16914591,-0.020013176,0.037880294,-0.0386249,-0.050832033,-0.12099117,0.005112159,0.014186394,0.0029796283,0.0020070584,0.010069953,0.067022204,0.07904372,0.002809738,0.037295785,0.016519645,0.012634459,0.021947794,4.0331168e-05,0.009173435,0.0077508357,0.03567525,0.05383878,0.0026135952,0.016595252,0.0003016302,0.07665069,0.000508545,0.010299841,0.0015459988,0.0019249305,0.052589465,0.09987305,0.00652671,0.033623263,0.0050330493,0.0014908244,0.015604875,0.0051991064
30,0.051189706,0.035558958,-0.12211908,0.024263289,-0.07677418,0.12699126,0.04094193,0.05371871,0.016905531,0.049817894,-0.030593667,0.09264431,0.20174283,-0.014836319,0.057985343,0.05370522,0.17547873,0.06398064,-0.105221204,0.045876585,0.06461375,0.11197719,0.13649133,-0.1400474,0.053249124,0.19241853,0.0689362,0.056061234,-0.046929367,0.012030195,0.13065602,-0.026156846,0.021237515,0.004102316,0.0010288134,0.0036893887,0.040099666,0.0019043246,0.005187049,0.013801459,0.026739528,0.08588529,0.0008602806,0.05696774,0.035670355,0.010881633,0.066069014,4.837786e-05,0.037860308,0.0041058105,0.0047834385,9.8792356e-05,0.009896589,0.008585131,0.05485073,0.033889588,0.043754082,0.026916068,0.09943796,0.007774989,0.015379469,0.0146283815,0.02902899,0.0017011303,0.003204646,0.012115219
31,-0.06862092,0.017205674,0.008201932,0.029962115,0.0580613,0.111089915,-0.028265055,-0.028965425,-0.013308142,0.024266696,-0.16718929,0.13795431,0.22962637,-0.012856247,0.13060771,-0.002643453,0.14184208,0.05333765,-0.058218367,-0.0317945,0.10945291,-0.19844963,0.00985492,-0.09234801,0.07913478,0.0876671,0.13200732,0.09045682,-0.011839438,0.1426411,-0.013144098,0.057130158,-0.061156936,0.00015986958,0.01795211,0.002499386,4.4926986e-05,0.00089451775,0.0075066644,0.011672724,0.0051838337,5.715981e-05,0.0009850978,0.0007947106,0.07242924,0.065033,0.010771843,0.044627912,0.0034026038,0.04361225,0.03954332,0.06619663,0.006117133,0.015318438,0.00103821,0.018255267,0.011050438,0.0142565705,0.01668259,0.03112371,0.0031624364,0.003159549,0.16994841,1.1398563e-06,0.00563562,0.004609889
