,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t)
47,0.28752196,-0.10582349,-0.119285375,0.47162887,-0.18437639,-0.5034282,-0.020184003,0.125289,0.20621146,0.09179008,-0.15131052,-0.06216684,0.22589582,0.20653191,0.72166,-0.32830465,-0.3491804,0.6289027,0.015491699,-0.27983102,0.15431204
48,0.45087516,0.081059605,0.105194755,0.09435974,-0.18857516,-0.23606832,0.2832451,-0.24785927,-0.06453071,-0.21749812,-0.33212665,-0.7584467,-0.08932024,-0.24600914,0.5666232,-0.38923338,0.850341,0.26263732,0.16935039,-0.07249912,0.28915265
49,0.082868695,0.36224592,0.3483531,-0.1814589,-0.28083426,0.32325584,-0.40127373,0.54852796,-0.28232086,-0.30800983,-0.1340512,-0.23323058,-0.18070008,-0.53326946,0.23380461,-0.33131596,0.54488814,-0.08633862,0.3014271,-0.11417725,-0.15499799
50,-0.14702031,0.35702893,-0.05636086,0.05302051,0.007924652,0.08276545,-0.96269953,0.74826926,-0.05462268,-0.078550324,0.2122505,0.5506344,-0.24864575,-0.25293025,0.36053944,-0.31077272,-0.49645144,0.038576417,0.15767393,-0.6817889,-0.18798544
51,-0.27651477,0.33158126,-0.21767174,0.3055677,0.33917305,-0.29310527,-0.07223619,-0.37650394,0.11423811,0.08081098,0.29878506,0.30300686,-0.039654434,0.124495804,0.6231939,0.079054385,-0.3421913,0.42496338,-0.06408926,-0.5684464,0.25443435
52,-0.1956487,0.2716999,-0.029656999,-0.10158767,0.28681746,0.25062117,0.54375297,-0.668102,-0.17510778,0.10020126,0.21176867,-0.29254803,-0.30252045,-0.01266104,-0.11566982,0.2592928,0.7174285,-0.015169661,-0.13866317,0.3277998,0.41283426
53,-0.42225307,0.10819532,0.16172339,-0.40508932,0.27776015,0.80061865,-0.09818892,0.108280465,-0.24024715,0.08381802,0.25714582,0.2130862,-0.17806062,-0.12055956,-0.8180122,0.5552548,0.31743667,-0.5709595,-0.18221061,0.40580145,-0.12531707
54,-0.42260113,-0.0552969,-0.121170424,0.01422707,0.4454669,0.5077577,-0.39661595,0.37645686,0.04588175,0.3072293,0.35139692,0.78127176,0.06451699,0.42357436,-0.67038906,0.64205945,-0.892186,-0.35203293,-0.24896786,0.07621596,-0.1126589
55,-0.028613405,-0.22819428,-0.29199433,0.22787367,0.3416687,-0.13633226,0.62512684,-0.6741288,0.25852782,0.39782456,0.10229203,0.27608776,0.32455453,0.6408283,-0.28304213,0.4000144,-0.49467957,0.15934363,-0.194512,0.15647087,0.23605086
56,0.3103932,-0.32039505,0.008035996,-0.18000002,-0.046372145,-0.015244798,0.9705649,-0.61907715,0.09439736,0.057703886,-0.23699191,-0.5357374,0.25668094,0.12744337,-0.41370064,0.22135505,0.6730298,-0.007244799,0.02172913,0.83513314,0.25592563
57,0.291157,-0.27988356,0.30093756,-0.30547953,-0.28733513,0.30728126,-0.16658549,0.5540022,-0.030137055,-0.22224694,-0.26211664,-0.0786023,0.32535547,-0.27475387,-0.4753043,-0.13722213,0.33566257,-0.31770825,0.13430202,0.6116351,-0.2448279
58,0.2690132,-0.15411282,-0.10701126,0.22332904,-0.24539074,-0.16300611,-0.8673704,0.94237727,0.14927818,-0.116877705,-0.18672217,0.33611897,0.21818127,-0.0073178913,0.3006726,-0.54421854,-0.76499236,0.041909534,0.1411438,-0.19475028,-0.20613775
59,0.3467603,0.04260856,-0.105461754,0.53557754,-0.28259748,-0.6762364,-0.076335095,-0.021963574,0.17601858,-0.027333522,-0.20709142,-0.26692656,0.23262163,0.08539059,1.0812064,-0.52123237,-0.18883485,0.8420658,0.07596398,-0.60125613,0.2556223
60,0.521567,0.25384495,0.21284974,0.018038154,-0.3303986,-0.16718096,0.2521392,-0.17878325,-0.19123313,-0.24460861,-0.32215175,-0.8901938,-0.29517114,-0.44914523,0.70612746,-0.51282465,1.0660839,0.26262012,0.18755984,-0.09645876,0.3188013
61,0.094745606,0.3809624,0.33921254,-0.24019651,-0.3191263,0.34186545,-0.6262267,0.6158381,-0.21403977,-0.37571248,-0.1615294,-0.07071706,-0.2691236,-0.73973924,0.21051559,-0.21137522,0.45657167,-0.1689591,0.28217778,-0.23441915,-0.2801646
62,-0.24400753,0.44034413,-0.11752351,0.124480374,0.058159318,-0.10022884,-0.864744,0.5703835,0.031127237,-0.08281445,0.26304203,0.6567363,-0.16639757,-0.2167287,0.39718318,-0.28415385,-0.69186866,0.08763146,0.08580345,-0.7356442,-0.17935881
63,-0.16812223,0.6058713,-0.26834968,0.217439,0.3347628,-0.35457098,0.08642271,-0.56017435,0.0754077,0.18190031,0.33089623,0.18855506,-0.09240784,0.112761,0.45607024,0.14321156,-0.2226042,0.42170623,-0.09405983,-0.47929066,0.41470364
64,-0.079229414,0.35549307,0.04059645,-0.34230816,0.28508484,0.2330689,0.57009,-0.77438986,-0.1278964,0.02241654,0.11532524,-0.17125332,-0.13060431,-0.26671284,-0.3954179,0.4343436,0.7324702,0.0052747354,-0.16675599,0.42387372,0.3003019
65,-0.35304362,0.14698906,0.1458168,-0.45045304,0.26271912,0.67051715,-0.17404968,0.18440399,-0.08431529,-0.12312561,0.15373716,0.44585857,-0.014230762,-0.32599723,-0.8398861,0.4233038,0.11417745,-0.56280065,-0.13044359,0.54095453,-0.10635052
66,-0.45200104,0.016191242,-0.2943617,0.041753568,0.390721,0.30700892,-0.41190946,0.28876737,0.08512983,0.24900217,0.3856803,0.8581433,0.1475297,0.30978572,-0.5591273,0.2656094,-0.94543105,-0.2255945,-0.21204856,0.12218487,-0.07583063
67,-0.13082258,-0.11217477,-0.28185353,0.20607427,0.40475294,-0.17366792,0.35482854,-0.56768453,0.26974458,0.38437843,0.23374645,0.14301305,0.25801685,0.583325,-0.115734145,0.34018725,-0.34576607,0.32118303,-0.305743,0.17604335,0.38837892
68,0.2243883,-0.23356937,0.076343484,-0.11323454,0.08323462,0.23985533,0.7381413,-0.5668112,-0.027783943,0.045133974,-0.18387708,-0.4917908,0.12561512,0.14727336,-0.41204622,0.28013867,0.67266744,-0.15144373,-0.21866582,0.854535,0.25464708
69,0.14964467,-0.11949919,0.23264794,-0.24655864,-0.23664115,0.48248714,-0.10471731,0.5468483,-0.13249967,-0.09308864,-0.28197533,-0.06862617,0.122574165,-0.004117951,-0.5690412,0.034067106,0.17442036,-0.36434856,0.09151602,0.5095046,-0.16845582
70,0.15519728,-0.14187735,-0.081896745,0.11596414,-0.18735738,-0.11758798,-0.30634993,0.68877906,0.15076423,-0.015705401,-0.066552885,0.23650745,0.23193505,0.09877479,0.3665282,-0.25875568,-0.6897966,0.10087261,0.19329253,-0.3245226,-0.18357533
71,0.37577912,-0.040502932,-0.07193199,0.25462916,-0.12502676,-0.59367335,0.15172274,-0.20409505,0.25028887,-0.06938575,-0.15318154,-0.23643276,0.11349332,0.05709458,0.6774772,-0.3438546,0.086142235,0.49454334,0.10633199,-0.29679132,0.20496902
72,0.24964912,0.09050088,0.15841255,-0.055400897,-0.2858301,-0.090571076,0.24076658,-0.14669792,-0.11413355,-0.2630081,-0.23591718,-0.5541351,-0.07208512,-0.40882716,0.30640325,-0.23402138,0.7839041,0.14032345,0.2827844,0.13915063,0.16971257
73,-0.07541541,0.26454833,0.2315157,-0.1473763,-0.02738206,0.22590327,-0.65643924,0.6694295,-0.19879505,-0.2097847,0.057176758,0.07713286,-0.17563531,-0.40572855,0.075129464,-0.3601997,0.16005091,-0.0025653243,0.13528866,-0.12934612,-0.17031097
74,-0.22076485,0.44703665,-0.15383634,0.22098067,0.1663019,-0.034385674,-0.7593146,0.3983608,-0.007901893,-0.0017715581,0.22964568,0.44137284,-0.108862326,0.016356582,0.46922073,-0.09066996,-0.5087828,0.0138882,-0.077947356,-0.598242,-0.02466197
75,-0.19634812,0.3269215,-0.13551396,0.1609265,0.23645705,-0.11572647,0.1936329,-0.49245435,-0.052562445,0.24210802,0.17592275,0.03990417,-0.18731767,0.15611081,0.25695902,0.2133567,-0.035276573,0.39596465,-0.01849468,-0.29768008,0.27879778
76,-0.056429043,0.19672903,0.100301966,-0.23928498,0.34002858,0.24073741,0.49043107,-0.4463566,-0.0739419,-0.0071468716,0.22411448,-0.21294706,-0.18496346,-0.10113991,-0.25989756,0.33899838,0.6223695,-0.15305182,-0.034099504,0.25831583,0.16104569
77,-0.27317107,0.06986171,0.0591873,-0.31924385,0.18896368,0.5209769,-0.17870499,0.17232347,-0.09711388,-0.0019578198,0.1542444,0.34118387,0.038644798,-0.16258289,-0.7953231,0.40419343,0.03317332,-0.45711538,-0.01775999,0.41191867,-0.1854454
78,-0.23183791,-0.027649159,-0.196771,0.08632095,0.2942333,0.14699098,-0.3473841,0.25168246,0.12477813,0.21294828,0.27143875,0.63043904,0.21088077,0.28906915,-0.3781915,0.11841134,-0.8075899,-0.112521164,-0.1598551,0.1020572,-0.06303668
79,0.09102815,-0.1043556,-0.15400018,0.19109136,0.22218625,-0.22106218,0.34288874,-0.4847521,0.18317303,0.21759513,-0.000626625,-0.0049651954,0.2715568,0.39992803,0.037558045,0.29494017,-0.22942498,0.25099656,-0.11503528,0.15836705,0.3027943
80,0.33053654,-0.10537438,0.1306604,-0.11027611,-0.1331936,0.096057326,0.62106323,-0.3605085,-0.010464155,-0.07477902,-0.24694708,-0.4881921,0.09759447,-0.027062569,-0.22240075,-0.009984391,0.6076603,0.014600415,-0.0029239524,0.59348756,0.17986336
81,0.18450078,0.03419864,0.18553372,-0.25234696,-0.30764192,0.25308853,-0.29082805,0.5443924,-0.09226806,-0.22743647,-0.2142979,-0.08097959,0.12724203,-0.33785525,0.027827203,-0.100355625,0.16460261,-0.23267068,0.19346866,0.43026918,-0.16791558
82,0.1391595,0.073988125,-0.030915795,0.14190617,-0.14377594,-0.1740327,-0.7265724,0.65151644,0.10787793,-0.089702055,0.01579035,0.34108323,-0.022565192,-0.103273585,0.29846478,-0.41728956,-0.41916406,0.16374116,0.0860178,-0.3006582,-0.12848122
83,0.060847964,0.16569091,-0.14739357,0.32811344,-0.027332,-0.28428334,-0.122979894,-0.16481492,0.07767428,-0.06309177,-0.028798055,-0.12809233,0.13764597,-0.025980387,0.7078592,-0.1479315,-0.15068686,0.43287596,-0.012671315,-0.44589347,0.23885511
84,0.1370778,0.27231088,0.1377874,-0.015513955,-0.05195714,0.020684585,0.25750682,-0.2297884,-0.20268738,-0.023955077,-0.10156598,-0.3964096,-0.27270675,-0.16999075,0.18761486,-0.26136765,0.77935296,0.1446806,0.021131102,0.085550785,0.24511208
85,-0.1987129,0.21497945,0.15979587,-0.2594666,-0.0455071,0.46844783,-0.497343,0.4649014,-0.21594861,-0.14373566,0.17862949,0.025521155,-0.10631905,-0.36185154,-0.013571665,0.15229644,0.25414765,-0.26607025,0.041774593,-0.16130452,-0.10577425
86,-0.262948,0.1589598,-0.058023095,0.14247346,0.3565633,0.23545659,-0.5133702,0.33174217,-0.011363404,0.10513893,0.2647578,0.6100261,-0.16657804,0.14837345,-0.09727998,0.021911822,-0.6771367,-0.120162494,-0.18268497,-0.16928194,-0.14978048
87,-0.11412533,0.10023611,-0.2711352,0.18203078,0.2534356,-0.13129511,0.33412328,-0.5836332,0.091903456,0.2773885,0.1191845,0.15404199,0.163236,0.4326425,0.1559118,0.42017362,-0.2279512,0.28875083,-0.12085424,-0.21363488,0.2584882
88,0.06492145,-0.060883626,0.058801483,-0.18699442,0.12020931,0.16254762,0.7834346,-0.49619064,-0.01832657,0.008913641,-0.022376966,-0.4319249,-0.09405055,-0.004890575,-0.33022025,0.22886108,0.71234244,-0.013482794,-0.059588406,0.69141597,0.36949128
89,-0.085052535,-0.0011051819,0.19625884,-0.3389267,-0.019416342,0.6744584,-0.26053223,0.34148854,-0.1647887,-0.09095977,-0.0017885617,0.084310636,0.049138732,-0.21191011,-0.118320584,0.2614064,0.24165079,-0.47113454,-0.026741834,0.4111967,-0.10088942
90,-0.12650457,-0.021342278,-0.13938816,0.27169704,0.15070018,0.13428512,-0.25442263,0.48646665,0.08630397,0.14191365,0.09458347,0.6560245,-0.08595581,0.19433407,-0.18067783,-0.07217057,-0.60189277,-0.09493741,-0.12274864,-0.08480835,-0.19249782
91,-0.08812882,0.09560443,-0.25219342,0.1478936,0.08500218,-0.24389492,0.15225513,-0.4071146,0.07622838,0.2466013,0.07546677,-0.08409104,0.2352648,0.24437091,0.19500515,0.25536734,-0.06386306,0.35610926,0.024553508,-0.35407633,0.30301568
92,0.14707203,0.0070664445,0.24180251,-0.119187675,0.21532357,0.16793254,0.50269717,-0.2269533,0.0147589445,-0.05564063,0.022372302,-0.3084553,-0.15661414,-0.044841338,-0.07795024,-0.10715198,0.5848932,-0.052243777,-0.09919286,0.46495843,0.114541285
93,-0.032690056,-0.020167664,0.044358432,-0.24326307,-0.06666527,0.44169062,-0.3710478,0.5016384,-0.12838987,-0.06535092,-0.06966248,0.08972213,0.123291805,-0.22309488,-0.38614994,0.35025617,0.12427034,-0.383054,0.119919054,0.12518762,-0.069563076
94,-0.061590903,-0.012026571,-0.045224592,0.20472099,0.063600115,0.18480286,-0.36753687,0.43368506,0.16936058,0.09317941,0.13445257,0.4855708,0.077671446,0.23616558,-0.046866536,-0.2876809,-0.66767675,0.08885405,-0.123311535,-0.14032967,-0.11927497
95,0.12369667,-0.018485617,-0.19724362,0.19715388,0.054619614,-0.30086768,0.18451884,-0.41631746,0.23938134,0.09801682,-0.074122824,-0.2464685,0.20204474,0.1882845,0.4387091,0.09681188,-0.09822676,0.30185497,0.005157549,-0.19293371,0.34852135
96,0.28621623,0.024078516,0.2915407,-0.074615404,-0.143067,0.07435562,0.52686626,-0.3281835,-0.026582811,-0.08092697,-0.20102009,-0.41482723,-0.0453007,-0.09300886,-0.08374254,-0.15975185,0.75198895,0.08585519,-0.022732293,0.6474259,0.09752159
97,0.08915426,0.038650796,0.06339572,-0.23409261,-0.20671368,0.2934861,-0.5625569,0.8692678,-0.14560136,-0.22218834,-0.11188996,-0.026268952,0.107764885,-0.39134416,-0.18118703,0.0072948597,0.108855695,-0.2264733,0.21813889,0.12060507,-0.08950762
