,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t)
56,-0.039965447,0.17143165,0.1498813,0.07270208,0.06329878,0.20986328,-0.0868157,0.06845957,0.18880434,0.02817273,0.079468615,0.0068068905,0.05885227,-0.098915696,0.10247849,0.021959718,0.06764681,-0.14196835,0.06289622,0.058436245,0.0028847256,0.09481232,-0.054838557,0.11405873,0.028617103,0.095753334
57,-0.029710189,0.065871745,0.018921167,0.107147306,0.09267775,-0.029575666,-0.032546896,0.14463301,0.12311527,-0.0749261,0.3175429,0.058832042,0.05245734,-0.15356873,0.18908677,-0.31244394,-0.11968134,-0.10646503,-0.014561001,0.042142536,0.044079073,0.12482443,-0.07178849,0.08892966,-0.031949494,-0.024005314
58,0.030625109,-0.101040006,-0.1291704,-0.045169704,0.03823944,-0.0797034,-0.011974511,0.14062639,-0.052107222,0.009661781,0.22358158,0.10448885,0.03781059,-0.070092514,-0.049880374,-0.046175413,0.07855904,0.10328163,-0.0014722869,0.04186146,-0.12567385,0.032826044,0.08467735,0.043170147,-0.040951468,-0.04181568
59,0.006664766,0.06275872,0.053659476,-0.12938356,-0.048527792,0.14243343,-0.041171897,0.04226687,0.03142401,0.06653456,-0.08190753,0.041748725,0.01017979,0.015563652,-0.12325961,0.16743451,0.19711864,-0.08245295,0.0024935845,-0.027958903,0.022871856,0.061524943,0.13065924,0.024239874,0.07494703,0.049756233
60,-0.05235836,0.15708454,0.0708656,0.15399045,0.035183974,0.21786419,-0.021478273,0.13965672,0.18281487,-0.023057323,0.0778327,-0.027772669,0.018169593,-0.1306432,0.10920454,-0.18160982,-0.06858589,-0.19067678,0.03065223,0.02285777,-0.004542501,0.080828086,0.0038223192,0.05825165,0.04595175,0.043751158
61,0.00092594494,-0.084889956,-0.067500636,0.024054434,0.20680818,0.011091219,0.05622004,0.10628181,0.14214218,-0.033134114,0.33287886,0.028751764,0.029220676,-0.089697406,0.15449198,-0.2579631,-0.1627879,0.11893566,-0.057322796,-0.06517364,-0.075207,0.15017891,-0.023578137,0.050026767,-0.07289607,-0.04661461
62,0.09168506,-0.009858649,-0.008223765,-0.12279737,-0.038389202,0.016370282,0.0075577786,0.014118882,-0.10547266,0.04069829,0.05018165,0.120507166,0.061676264,0.0972981,-0.06394572,0.05016624,0.32514095,0.107548684,-0.019409478,0.030055836,-0.11780601,-0.060762838,0.003896346,0.081350975,0.031061362,0.2559112
63,0.060425386,0.043040782,-0.12234417,0.08095716,0.016145261,0.071893185,-0.022745982,0.06990116,0.19130814,0.004297114,-0.09490317,-0.005157467,-0.028223552,-0.05483243,-0.045128822,0.014495043,0.2146881,0.0518869,0.07139672,-0.02621533,-0.026084106,0.058120206,0.0038469192,-0.023860978,0.050673865,-0.032704286
64,-0.00503219,0.014503423,0.06594944,-0.10163137,0.045458455,0.064586945,-0.02828822,0.04055088,0.044810586,0.13455822,0.14903422,0.012804938,0.101842456,-0.10261939,0.0819281,-0.005583808,0.03419716,-0.22714883,-0.019276101,-0.020183388,-0.020506745,0.13347575,0.091194876,0.07884974,-0.014236972,0.022285124
65,-0.08099025,0.044392522,0.048232593,0.05116582,0.10766792,0.18079486,-0.07134319,0.19972885,0.1581089,-0.027251806,0.059739426,0.07229465,0.06885819,-0.17240714,0.016704772,-0.052182846,-0.093589574,-0.018506948,-0.032667175,0.040185563,0.22793251,0.09126437,-0.05355082,0.081536554,0.036265515,0.05097438
66,-0.007446182,0.08593939,-0.04223834,0.050863806,0.025733493,0.054224506,-0.059984613,0.17338374,0.06991325,0.0103722885,0.18364094,0.124823585,-0.030845815,-0.006901309,0.19151191,-0.28051057,0.053084023,-0.01673845,0.024149986,0.011860297,-0.06369878,-0.032113995,-0.08318087,0.065670334,-0.05235413,0.056758273
67,0.029195227,-0.17569874,-0.19619662,-0.07338113,0.043481406,-0.041493822,-0.073088974,0.14711668,-0.060117327,0.03288262,0.16096227,0.026456978,-0.0819037,-0.0138303805,-0.008156278,-0.13624045,0.109030485,-0.05834925,-0.0074662715,-0.14249283,-0.07771741,0.09034428,0.11565212,0.027291926,0.052245732,-0.09075174
68,-0.012801152,0.08490812,-0.01816256,-0.23243731,-0.08776858,0.15256579,0.040592566,0.12029709,-0.067111626,0.10664207,-0.12652995,0.051377565,0.0672757,-0.085340634,-0.1641502,0.25199142,0.12626705,-0.07195006,0.2043935,-0.08994281,-0.046671495,0.09428395,0.03643965,0.113939814,0.0033302659,0.11473458
69,-0.032940537,0.12815642,0.11596692,0.036837682,0.05706249,0.21712397,-0.056732103,0.171787,0.25820056,0.102198824,-0.012311574,-0.077902436,0.037566848,-0.14098017,0.05571433,-0.12740073,-0.13577786,-0.019235915,0.15414992,-0.03592601,0.0396321,0.066743754,-0.060367227,0.0028919159,0.11859825,0.09853409
70,-0.06481453,-0.023391854,-0.070995964,-0.058742974,0.07009773,0.24244021,-0.013663225,-0.021427723,0.13641074,-0.023233272,0.23474422,0.032472406,0.060618274,-0.01159952,0.23584369,-0.23267704,-0.13778883,0.0034093936,-0.085156254,-0.14605933,-0.068795495,-0.004943251,0.12093549,-0.015406034,0.079827815,0.05426468
71,0.008344027,-0.030368648,-0.10500462,-0.16328014,-0.010786744,-0.06997913,-0.08491868,0.07024186,-0.1601782,0.1411846,0.031722803,0.084981784,-0.048673652,0.067813724,0.03131717,-0.18783365,0.044956416,0.008997921,0.021755232,-0.035378058,-0.077441886,0.0064791413,0.033065483,-0.01058011,0.027684435,-0.0012333237
72,-0.10500758,-0.09146413,-0.12326825,-0.13254265,-0.0027785208,0.11559173,-0.11765962,0.14636636,-0.09078918,0.059601903,-0.10820158,0.036206596,-0.035042968,0.01606471,-0.05872755,0.17043509,0.16516382,0.017523056,0.01329889,-0.13218373,-0.024216514,0.106650904,0.09323165,0.109834075,0.24614441,-0.04992629
73,-0.044082243,0.123957135,0.16470069,-0.013545588,-0.045137856,0.17920025,-0.1673662,0.22235286,-0.03552205,0.06410876,-0.0308334,0.029971514,0.024781235,6.878376e-05,0.028320614,0.0825753,0.06858843,-0.12316868,0.104681544,0.059570383,0.020455752,0.1239719,-0.07482852,0.10809514,0.054550517,0.16802636
74,-0.1152727,0.033412777,0.062123865,0.18935362,0.15750054,0.091816366,-0.07422623,0.18280417,0.15007983,-0.07726796,0.16073722,0.025581023,0.047541164,-0.06458011,0.18387799,-0.009558365,-0.08784868,0.023467682,0.01428543,0.05761484,-0.040814497,0.16503815,0.0006927699,0.06293382,0.081674576,0.0043996572
75,0.043060157,0.012170866,0.06772877,0.009940013,0.038868934,-0.023867026,0.08461602,0.045929253,-0.075193286,0.010022581,0.23945808,0.14022882,0.087346844,0.08537638,0.090882815,-0.10718157,0.06045132,-0.043544654,-0.010525644,0.1142447,0.0016577169,0.06970389,-0.02827182,0.077624984,-0.0010038917,0.020426799
76,0.037297733,-0.10210848,-0.078995846,-0.0010657422,0.007177586,0.02633711,0.06927588,0.11760074,-0.05994993,-0.027184865,0.0833641,0.075385734,0.17202635,0.008668032,-0.09613955,0.02040401,0.119503655,0.1570468,-0.04040712,0.011786347,-0.07010831,0.023451725,0.08226897,0.0073779738,0.09082522,0.1352132
77,0.14441183,0.08969733,-0.076401584,-0.08853417,-0.03772353,0.14003888,0.028995126,-0.03724181,0.04803165,0.15792802,-0.09626151,-0.0018599108,-0.007304768,0.09855598,-0.070945054,0.13885552,0.029311068,0.019483995,0.041949857,-0.025069732,-0.049284264,0.025114201,0.033398475,-0.028634049,0.023729233,0.087138794
