,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t)
20,0.021505695,0.049040828,0.00021716743,-0.021782922,0.1034289,-0.02035444,0.033474088,-0.08430517,-0.0020836135,0.019337507,0.01607167,-0.018552266,0.028107211,-0.016905984,0.034828246,-0.06501735,0.16365963,-0.034884997,0.117815465,0.08414887,0.027530048,0.05006916,0.024827788,0.03366229,-0.087292455,-0.14497685,-0.03430964,0.01980879,-0.11909472,-0.08060775,0.014666392,-0.005136771,-0.07877818,0.011889387,-0.01901199,0.07983806,0.09743312,0.056328163
21,0.00945824,0.0104363505,8.9893125e-05,-0.04573187,0.06843274,0.013184956,0.07916856,-0.02986231,-0.00018900074,0.0135520855,-0.02242387,0.19466299,-0.06782602,0.0802536,-0.0053211544,0.0451964,0.066765174,0.03344388,0.041725468,-0.0033815936,0.07963532,-0.14183842,0.002189218,-0.012581039,0.11307041,0.056963988,0.07717664,0.089632936,-0.036232892,0.016258825,-0.065682344,0.015063515,-0.010715365,-0.035097443,0.052252006,-0.00477298,0.09267501,0.041273125
22,0.00046358583,-0.011470081,0.07618773,-0.016461484,0.024005746,0.08350004,-0.0060016937,0.055989377,-0.0544668,0.13725583,0.048331074,-0.0023825392,0.056487218,0.003742028,0.085523486,-0.09158608,0.0802496,0.0130936,0.06176492,0.033965163,-0.014835947,-0.026771966,-0.09890374,0.05526785,0.017955117,-0.031104729,-0.0038291784,0.091353275,-0.018505914,0.010648526,0.046709653,0.055545628,0.066734366,-0.049455035,0.07834483,0.035172537,-0.042752467,0.049413025
23,0.07452301,0.04283058,0.043639943,0.008988928,0.044960573,0.029266885,-0.032441307,0.011486456,0.031901635,0.04803989,-0.010504814,0.032218203,-0.0026511978,0.03342143,0.00882807,0.025366928,0.06566397,-0.03877036,-0.0040763244,-0.013590414,0.08180152,-0.043547213,0.005261911,-0.08943468,0.11398715,0.043287873,0.04653477,0.081901565,-0.0010637473,-0.10528097,-0.063921355,-0.022664564,-0.006742399,-0.030352818,0.01795084,0.06465677,0.04442432,0.030464593
24,0.049643945,0.0005732626,0.014661452,0.08419147,0.0070254896,0.062059104,0.011926962,0.038009666,-0.061336145,0.104996696,0.009112898,0.026094457,-0.008953495,0.00813571,0.0020134747,-0.008504063,0.1005805,-0.0095723225,0.0687894,0.048630267,0.012763539,-0.021961441,-0.07309393,-0.012189235,0.039958693,-0.01832803,-0.018779453,0.059228756,0.057339866,-0.027511697,0.09999056,-0.027518395,0.042813763,-0.03424643,0.080991894,0.02130176,-0.046634357,-0.030327767
25,0.08923109,0.06807768,0.009780589,0.13923901,0.009938963,0.10640428,0.2873895,0.028239418,0.07621415,0.08807301,-0.020757858,0.033354685,0.0013021082,-0.008761838,0.01687942,-0.059431646,0.036048446,-0.02063993,0.037067063,-0.049269665,0.0025083534,-0.011473843,0.020935984,0.02050063,0.06925,0.019245699,-0.016677324,-0.0024205558,-0.029809624,0.0073855463,0.028120423,-0.026020655,-0.013324229,-0.012320511,0.10313374,0.10993703,0.0145509,0.035952188
26,0.07683338,0.060103208,0.00034713867,0.01491256,0.018315207,0.1892749,0.096407264,0.005482235,0.014178417,0.042252913,0.058558203,-0.10807018,0.09948151,-0.07531105,0.101484194,-0.015226364,0.03889457,-0.01869785,0.01888762,-0.011009397,0.12991941,-0.07802328,0.095507026,-0.038706917,0.032858662,0.012345882,0.012367728,0.03411686,-0.032954972,0.04197608,-0.032411136,0.0041388515,0.015980452,-0.002754381,0.014150455,0.015613535,-0.0074230023,-0.03015126
27,0.0032922516,0.013769862,0.00036198704,-0.07714849,0.001277551,0.113492906,0.041166745,-0.02722364,-0.07454814,0.015827624,0.026288271,-0.0101142265,-0.039617304,-0.09011165,0.010861397,0.06776366,0.09816015,-0.013463039,0.12429254,0.05082444,0.08418977,-0.030411985,0.029933462,0.14033577,0.03867206,0.15437615,0.004529019,-0.00065909047,0.010755247,0.0022541992,0.017572604,-0.027623748,0.004365965,0.0019370108,0.015428118,0.025070712,0.023415722,-0.0029360964
28,0.0043222923,0.012616949,0.0004969948,-0.032129806,0.01855042,-0.006521861,0.10118511,-0.0077330433,0.058023658,0.05557607,-0.024072915,0.0020262487,0.11591326,-0.14437799,0.02494923,0.024472773,0.053874694,0.043104775,0.04375632,0.02506094,0.06911121,0.008683719,0.0038836948,0.061819017,0.0008125771,0.10583421,-0.069119036,0.0014207691,0.19800387,-0.025885316,0.07080519,0.024651226,-0.004553886,-0.02873523,0.015114309,-0.018642312,0.04554081,0.061185658
29,0.0028735667,0.045490332,0.007868975,-0.08468145,0.033228695,-0.089330085,0.024139926,-0.04664449,0.014097241,0.04319646,-0.011711518,-0.041166447,0.0977194,-0.016796367,0.035191644,0.044257995,0.06830701,-0.022624923,-0.005715699,-0.035098348,0.061140917,0.030944522,0.07702327,-0.009297535,0.042893097,0.05328442,-0.049369793,0.005856854,-0.13380456,-0.06620179,-0.06015392,0.008149988,-0.019054659,-0.07229828,-0.054645136,0.03357462,0.0018572465,0.019484617
30,0.0039380514,0.0446869,0.096278526,-0.047506716,-0.018151281,0.10659407,-0.036533244,-0.013258869,-0.05122739,0.039103925,0.025054364,-0.03531673,0.041030973,0.08837708,0.04227513,0.10620041,0.03315412,-0.030796288,-0.024183795,0.0306532,0.1382543,0.016848452,0.035147138,0.05312603,0.054790102,0.10496968,0.03463181,-0.013028535,0.065617695,0.021656558,0.0047626044,0.10490831,0.010116465,-0.017350376,0.025466004,-0.041352857,0.11288369,0.09381916
31,0.079951584,-0.0044474546,0.03457193,0.08328275,0.13785568,0.0099707395,-0.0031598262,0.053058557,-0.014076084,0.056482155,0.07227461,0.014919311,0.09182843,0.14626855,-0.09531015,0.010670811,0.011847338,0.06828887,0.10729533,-0.0013904981,0.032981448,0.16221525,-0.058091488,0.02902649,-0.0026000552,0.0026256759,0.066484846,0.14793323,0.01718463,0.046893083,0.020049024,0.019192325,0.047770966,0.1422889,0.008148595,-0.07339291,0.02346083,0.029649213
32,0.06682585,-0.020088475,0.00011071107,0.055455796,0.1812562,-0.040555425,0.12352065,0.044276886,-0.0061291307,0.023955757,0.01103127,0.028162295,0.08478497,0.0065880017,-0.02646693,-0.043696392,0.15843335,0.051848114,-0.0031058844,-0.005001118,0.032598943,-0.070218235,0.023075404,-0.038667496,0.028156474,-0.059875123,0.016671486,0.077528305,-0.06561312,-0.07191662,-0.008856228,-0.051709443,0.0069651958,0.07971747,-0.015800528,0.034527678,0.07552622,0.057109594
33,0.0008892882,0.02705732,0.001062617,0.049066924,0.058791526,0.057488997,0.08669827,-0.0038524978,-0.00080411695,0.07420412,0.07886889,0.096368425,-0.030191218,0.02492078,0.043511316,-0.00035878614,0.08832223,-0.018940825,-0.025906777,0.010144325,0.110260546,-0.0994146,-0.055731453,-0.00017130002,0.029927356,0.0014874153,0.054697406,0.06764221,-0.09861856,0.028278226,0.078564376,-0.033931915,-0.07682688,-0.049204208,0.038217127,0.10024169,0.030582346,0.008981196
34,0.0005774331,-0.00051244115,0.0046678167,0.10915047,0.06086073,0.08477566,0.1036126,0.047442928,-0.009930857,0.15108652,0.010123393,0.0015742742,0.067876644,-0.046131987,0.06123456,-0.011674345,0.05084074,0.0054738563,0.09567863,-0.037261926,0.00012779351,-0.003090499,-0.07272681,-0.05019349,0.021756625,-0.0059367362,-0.015579865,0.07685628,0.1459831,0.066244006,0.056968078,0.079392165,0.051313292,-0.047323827,0.06492278,0.011541062,0.02206954,-0.018563207
35,0.07333889,0.0409702,0.010800112,0.06265322,-0.008612014,-0.037705395,0.060822874,0.018228166,0.041096307,0.016250249,0.13547662,-0.0015114602,0.03514806,0.020386724,0.053698625,-0.01656447,0.046267837,-0.055524427,0.017378785,0.054747403,0.024336671,-0.074224405,0.05033788,-0.019228738,0.07290088,0.05572953,0.053662933,0.05531261,-0.09489998,-0.022674317,-0.028521836,-0.016810047,-0.0030714832,-0.08988896,-0.031189365,0.18204647,0.070394576,0.0026328359
36,0.07334952,-0.04197946,0.003919569,0.013483148,0.013343012,0.08172378,0.050685514,0.081138544,0.07943761,0.032554816,-0.019682009,-0.009265669,0.03036067,0.13544822,-0.004064828,-0.005184134,0.05993346,0.043385517,0.08829868,0.016163707,0.05549555,0.0047534034,-0.06862845,0.053149953,0.050160095,0.07528738,0.0055204853,0.0522462,0.03881572,0.027126007,0.032505993,-0.02874433,0.028670913,-0.038106903,0.14241144,0.0102282055,-0.005378889,-0.048683897
37,0.021501748,0.07403468,0.023053892,0.03306758,-0.0038701305,0.09694943,-0.0023223981,0.077371694,0.0097919665,0.042514928,-0.0024806075,0.032248445,0.11407457,-0.090782255,0.0060914494,-0.007851156,0.067393064,-0.016557379,0.005543167,-0.015231658,0.04957875,-0.09303397,0.018007902,-0.03540139,0.061391626,0.1409895,-0.0023576617,-0.017577752,-0.05558705,-0.011320647,0.07168662,-0.016273923,0.002199784,-0.047346395,0.032033537,0.041942857,0.029154472,0.038735326
38,0.021390505,0.120190755,0.026317008,-0.097334966,0.008706831,0.042818017,0.019787038,0.024753252,0.030881664,0.04644911,0.015776398,0.05083977,0.103715055,-0.1268113,-0.025251321,0.051849946,0.15503243,0.025518198,0.053915024,-0.031685997,0.036532555,-0.0066277697,0.07861543,0.21950202,0.14983866,0.10356179,-0.0979138,0.05995958,0.07408301,-0.015407019,-0.010051837,-0.0007691563,0.031282436,-0.013083335,0.04150421,-0.026099222,0.097933695,0.00077725574
39,0.013861667,0.071311966,0.016648374,-0.12005609,0.0049423706,-0.00018696487,-0.00051528215,-0.09494039,0.008724883,0.075174585,0.029479656,0.009982135,0.070855476,-0.05499361,0.0458986,0.0053288685,0.10312935,-0.086849384,-0.047397334,0.015176202,0.064583644,0.031282682,0.09845563,0.06899385,0.07731399,0.069485374,0.21244769,-0.0648598,-0.06574276,-0.1253894,0.017232478,-0.020007603,-0.055559296,-0.019429542,-0.035173673,-0.026430953,0.09108503,0.020218138
40,0.031419046,-0.12201283,0.0022075537,-0.23861064,0.042034335,-0.025201978,-0.03402244,0.0038310667,-0.023576956,0.042714067,0.006939582,-0.033930607,0.048566565,-0.044485804,-0.031999294,0.064946525,0.09613158,0.14682709,0.0045371503,-0.007914321,0.005896501,0.028298894,-0.05933845,-0.07638004,-0.03740814,0.05862066,0.008828588,0.18689382,0.16116098,0.00040437304,-0.00031853793,0.014130068,0.11023043,0.09997715,0.0062876428,-0.120046936,-0.0014111417,0.055296995
41,0.0011037999,0.013838984,0.10027404,-0.117822185,0.09873603,-0.1101092,-0.12653339,-0.099495165,0.045077424,0.20286793,0.089433566,0.18925682,0.029498447,0.0491179,-0.04554745,-0.060739733,0.31097883,-0.08611475,0.1274187,0.010193245,0.022332262,0.021964775,0.097248316,0.06934342,-0.035394702,-0.08406496,-0.0007069502,0.053690497,-0.12758572,-0.124705106,-0.05338774,-0.0069173053,-0.06755966,-0.02154215,-0.05777503,0.15217496,0.09163585,0.13494919
42,0.05035778,-0.026999038,0.0064763366,-0.03874334,0.10013153,0.047828883,0.048781134,-0.00976068,-0.03650435,0.11286729,-0.004914671,0.023517631,0.043510437,0.09532693,0.029898893,-0.058127955,0.07179337,-0.015279698,-0.0707158,0.02682267,-0.04215224,-0.13707004,-0.09148056,-0.041943036,-0.041496694,0.05973921,0.1841229,0.11076239,-0.017502846,-0.033814393,-0.06470186,-0.012238957,-0.04942953,-0.085863,0.05509516,0.0485952,0.012071103,0.035798147
43,0.1346643,-0.058789566,0.045274004,-0.09826236,0.016647214,0.110985294,0.013582879,0.20998457,-0.01048448,0.025160488,0.024195813,-0.027667733,-0.05391948,-0.055729672,0.060665503,-0.014467922,0.2159431,0.071112394,0.054525383,0.054475166,0.027938584,-0.0215836,-0.13751829,0.0032582283,0.031569615,0.011777666,-0.05088758,0.33886856,-0.006488779,0.022378732,0.089010604,-0.020884736,0.045775525,-0.089613475,0.11033158,0.10184416,-0.026968215,0.017605357
44,0.022944875,0.09758815,0.0006007235,0.01640819,0.011579075,0.0024545318,-0.06686131,0.025657842,0.06778613,0.00014816815,-0.026038468,0.13103876,-0.0062891236,-0.064629585,-0.05931189,-0.22250411,0.2750878,-0.17979126,0.07999611,-0.035731748,0.051051043,-0.02446926,0.06030666,-0.05801499,0.14989857,-0.06792525,0.04741122,-0.022076998,-0.039472148,-0.31361166,-0.024568632,-0.11829908,-0.021707863,-0.1328532,-0.002455974,0.11756326,0.03448854,-0.01020184
45,0.07235446,-0.021037119,0.04067851,-0.047501292,0.00942094,0.119063385,0.023662467,0.0748001,0.021455709,0.09511449,0.045936618,0.05095484,-0.017733797,0.01643804,-0.019327963,0.058289547,0.028723568,0.0504758,-0.08522243,0.034277722,-0.044347316,-0.16317488,0.007617548,-0.07064647,0.08854147,0.11533153,0.13099897,0.04083026,0.11322466,0.081366085,0.11502249,0.028656963,-0.032759026,0.061680265,0.07607358,-0.09276561,-0.06897649,-0.03920102
46,0.02147043,0.019332495,0.12019026,-0.0025530308,0.012315398,0.054952797,0.1301723,0.025498476,0.12688129,0.006117602,0.0058038626,0.025648128,-0.021427292,-0.052776303,0.0034747224,-0.07367977,0.122555174,0.07228149,0.18366906,-0.055382166,0.0060032113,0.085254416,-0.067294054,-0.07489308,-0.0016081532,-0.03801296,-0.17440972,0.07518114,0.025238255,-0.0846581,0.07741949,-0.028296031,0.039769407,0.024946224,0.027487535,0.17216787,-0.029922355,0.07365138
47,0.0668298,0.110406004,0.022282513,0.09805207,0.08846019,-0.02438515,-0.016246848,-0.0112378225,0.064306,0.015936412,0.02792888,-0.05118202,0.26328146,-0.022211455,0.10783087,-0.09245429,0.013261193,-0.12950419,-0.01905653,0.0035966523,0.052467145,-0.1934401,0.1207883,-0.1713573,0.04863565,-0.019987792,0.042609815,-0.047068097,-0.17417476,-0.046755694,-0.118717656,0.029517066,-0.041967124,0.04427159,-0.045480408,0.14464149,0.054360602,0.030534977
48,0.21261188,-0.022414528,0.016712356,-0.100721635,0.07380931,0.118656725,0.052732803,-0.057240423,-0.08384496,0.032600924,0.0015878384,0.0047964575,-0.14656448,0.053669423,-0.053097107,0.24582963,0.07786984,0.1023085,0.053912293,0.08390841,0.09056415,-0.039452232,-0.09969258,-0.04349116,-0.028302928,0.075737715,0.04669768,0.06441028,0.043499455,0.16244681,0.03506136,0.03738384,0.028151738,0.03661039,0.20001832,-0.031132,-0.08466644,-0.039844736
49,0.05147613,0.23761408,0.012445376,-0.00043042377,0.04919121,0.01593425,-0.039897088,0.051421434,-0.009365406,0.05142415,0.033548474,-0.016565721,-0.06544077,-0.06324807,-0.026859004,-0.057742506,0.1732173,0.025028106,0.24236083,-0.013594197,0.059098825,0.12623489,0.008585525,0.14415683,-0.039689235,-0.17568761,-0.11766401,0.03069843,-0.15529752,-0.109026365,0.15324153,-0.029592112,0.064401984,-0.039224554,-0.01161507,0.20400742,0.0146739725,0.0651933
50,0.008998619,0.06604109,0.0017985636,0.10617495,0.06183374,0.04578335,-0.00958576,0.036229312,0.086752236,0.021559179,0.17099163,0.052348986,-0.014906034,0.084525906,-0.06629731,-0.07620767,0.0253812,-0.07317054,-0.089661196,-0.059840918,0.051216535,-0.16555303,0.072481446,-0.09303169,0.060821593,0.09305266,0.13353497,0.022029866,-0.062927745,-0.09473206,-0.06449534,0.03307287,-0.07989979,-0.08085076,-0.03729795,0.05146328,0.10805876,0.07589519
51,0.06228406,-0.08249698,0.015579292,0.016693376,0.053965896,0.110469036,0.11894622,0.12115886,-0.024728,0.05241288,0.053427383,0.03200794,-0.007877027,-0.052873343,0.033769622,-0.01420761,0.039137892,0.07695958,0.041853126,0.032506894,0.032308333,-0.061976686,-0.14470658,-0.09627481,0.08528741,0.035582364,-0.025657024,0.15838096,0.08396785,0.10400578,-0.003215899,-0.00039122347,0.07901044,-0.040909655,0.073001005,-0.07298912,0.0299661,0.06166652
52,0.05393434,0.049335595,0.0023366278,0.053630754,0.056033254,-0.0050978577,-0.015759928,0.081263244,-0.016575301,0.032159,0.012012618,0.01642306,0.033257354,-0.060000625,0.042822313,-0.087390535,0.116236016,-0.018993162,0.07342547,0.0024402053,0.05430451,-0.038632296,0.023064122,0.005351864,0.14584488,0.03114589,-0.036278337,0.100502774,-0.05328701,-0.103844024,-0.04743359,-0.030506777,0.01029968,-0.06494151,0.04418228,0.099070534,0.044416584,-0.014306228
53,0.0044543585,0.059631202,0.018953392,0.009441866,-0.020076312,0.1443004,0.011577919,0.05740075,-0.016184252,0.061718263,0.0039347224,0.08451396,0.0073085707,-0.018417004,0.049880847,-0.025649687,0.09599015,-0.04738997,-0.03936349,0.062003978,0.0092048645,-0.09382964,0.06801677,0.0032075453,0.078675084,0.043985207,0.115145154,-0.028583465,0.080768436,-0.04642331,0.008372026,-0.0372028,-0.01541869,-0.046589196,0.08220473,-0.013532939,0.01261265,-0.026668679
