,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.017285768,0.0005198204,0.022284884,0.0024860224,0.011344769,0.037782557,0.01115954,0.03961328,0.027240906,0.048212573,-0.005928239,0.0005293647,0.025501693,0.11620596,0.0064257877,0.0147897,0.037824538,0.010042715,0.025790203,0.012585079,0.0021237787,0.004386307,0.03124449,0.047904022,0.0058359797,0.03613359,-0.0013430719,0.030062202,0.0729001,0.0050345035,0.016418196,0.0004608153,0.010847281,0.026692308,0.008227111,0.058656104,0.05450239,0.036104593,0.008301644,0.01973537,0.03593721,-0.0006793826,-0.0012135636,0.027437821,0.039076425,-8.8017434e-05,0.007285768,0.0005198204,0.027284885,0.0024860224,0.016344769,0.027782558,0.0011595404,0.03961328,0.012240905,0.038212575,0.004071761,0.008029365,0.0030016939,0.10870596,0.011425788,0.0147897,0.037824538,0.010042715,0.040790204,0.010085079,0.009623777,0.0018863071,0.016244492,0.057904024,0.01333598,0.04863359,0.006156928,0.0425622,0.0654001,0.010034503,0.0039181975,0.0004608153,0.010847281,0.01169231,0.008227111,0.061156105,0.05950239,0.041104592,0.0033016438,0.01973537,0.03843721,0.0043206173,0.0012864363,0.017437821,0.044076424,0.0024119825
2,0.012417646,0.23900814,-0.0006673299,0.017423559,0.0066390247,0.009718351,0.039037682,0.012133209,0.0041851425,0.105509266,0.0005691396,-0.012241576,0.051197384,0.0045068567,0.0078081903,-0.011225024,-0.02208886,0.062437423,-0.014375318,-0.06414942,0.0371955,0.05250105,0.005997597,0.019233808,-0.016072948,-0.006245745,-0.0061115474,-0.025840176,0.09641692,0.007634622,0.013795045,0.034445025,0.0046074335,0.0029700713,0.0150291845,0.112488754,0.017043509,-0.014647342,0.09756735,0.062685594,-0.0011608975,0.008078087,0.070921145,0.0849774,0.04746257,-0.024064627,0.00045272117,0.2241863,0.0050050546,0.02348569,0.006595016,0.0014539732,0.01500014,0.00020885075,0.0002837629,0.098154835,0.009112335,0.006603562,0.07407699,0.0004153054,0.013231831,0.005458007,0.00024662586,0.055979114,0.022736479,0.0021583,0.026154133,0.024968062,0.00041817717,0.04696067,0.007838949,0.0058557796,0.009171855,0.007114889,0.064162314,0.01430538,0.0009220786,0.018070007,0.021804174,0.0009916297,0.074939705,0.106437,0.012134994,0.020034976,0.08914849,0.041617133,0.002942236,0.032656617,0.06451739,0.059149846,0.059080306,0.011404085
3,-0.02332351,-0.06569134,-0.0032686465,0.14139971,0.019306261,0.10296179,-0.007473663,0.008001303,0.01602614,0.05769886,0.019635763,-0.02033473,-0.0031512342,0.005052522,0.01898009,-0.029377844,0.026696406,0.20183045,0.024183054,0.04994734,-0.018564738,0.0118408,0.0352962,0.07731639,0.0074123684,0.048203997,-0.028305547,0.121162094,0.0734904,0.09181838,0.008802395,0.03373428,-0.019808013,0.18312491,0.05495525,0.0866345,0.024787866,0.043624457,0.059032697,0.019691443,0.08852458,-0.0015714765,0.041668728,0.09048246,-0.03792609,0.012651163,0.005431685,0.0026626321,5.0865794e-05,0.09210248,0.007273947,0.04666353,4.766108e-05,0.0022136902,9.69396e-05,0.07117582,0.076972775,0.018011862,0.021182945,0.0035540864,0.021283805,0.012826285,0.0596383,0.14415705,0.02049151,0.012331437,0.0045267534,0.005288293,3.2476785e-06,0.07429851,0.0367778,0.007422206,0.00044038412,0.0031779155,0.07170015,0.054531682,0.014165582,0.030622067,0.0041402252,0.001775634,0.0049623433,0.061933484,0.07792946,0.0071877157,0.0013075352,1.1544633e-06,0.045131166,0.065377906,0.030309578,0.016730862,0.042507667,0.023841629
4,0.049757857,0.19432883,0.058172442,0.0023190798,0.053228598,0.07712382,0.011454223,0.05790872,0.0946069,0.015805017,0.05095224,0.008537855,0.078868054,0.08838859,0.082691714,0.031444043,0.06429992,0.0030294675,-0.040551703,0.15767501,0.006225418,0.06802985,0.1359021,-0.02741165,0.024105527,-0.032497987,0.0053256676,-0.039784312,0.07882646,0.018323688,0.08109597,0.02168519,0.0023289993,0.031791914,0.12482654,0.06294781,0.025059916,-0.048294146,0.013621666,-0.049985185,0.028696211,0.004658701,0.29041594,0.05432256,0.034622297,-0.006901266,0.015131057,0.08872306,0.06782557,0.01042561,0.05955418,0.020129848,0.0009970189,0.030233014,0.0010370442,0.000113716276,0.14363423,0.049444556,0.0001380508,0.057748172,0.07278771,0.06686739,0.0114868665,0.029578755,3.0657113e-05,0.07764962,0.00041136492,0.056472685,0.005582188,0.00050059473,0.05751001,0.0072802994,0.031568762,0.0067795804,0.012403496,0.02019722,0.046698254,0.026621554,0.025667666,0.012332025,0.00041637188,0.0018985884,0.0048910878,0.038787525,0.037125025,8.026857e-05,0.024476733,0.024907684,0.2495783,0.0055109863,0.036518797,0.020219084
5,0.10732833,-0.035599243,-0.023942878,0.009483881,0.054792646,0.083707914,0.010050479,0.054662317,0.04989378,0.3477222,0.017651968,-0.06851031,0.022736695,0.09992011,0.0037971465,0.0043905927,-0.0013408391,-0.030760821,0.20858017,-0.07303891,-0.029718434,0.0871017,0.098000355,0.040755562,0.017051712,0.0073756594,0.027680058,-0.020325292,0.17367813,-0.07943134,0.06194602,0.0024374723,-0.04851943,0.22417396,-0.00020478852,0.0065899855,0.018003408,0.07229093,-0.060608547,0.026909394,-0.042310383,-0.023230106,0.0015523322,0.10423496,0.23507342,0.12175082,0.001876525,0.016039763,0.0026714208,0.07747879,0.051342014,0.0144838095,0.0012401105,0.032221887,0.0097085545,0.26577199,5.7040255e-05,0.071104124,0.0036993914,0.039232153,0.004961646,0.006075752,0.01406081,0.008642659,0.17886741,6.1613196e-06,0.022046765,1.0623514e-05,0.081922784,0.081237406,0.025907341,0.010639871,0.07563866,0.0028198042,3.5685927e-05,0.0049174624,0.046939053,0.0018775287,0.0057194936,0.0061609163,0.01550895,0.019557757,0.0050087003,0.028440908,0.0005935909,0.0013112787,0.0009489472,0.005284125,0.010141382,0.047505848,0.23427927,0.011305586
6,-0.0077052685,0.227564,0.00861563,0.041349623,-0.055477783,0.005857557,0.15431911,0.11112302,0.030625228,-0.029251833,-0.059712958,-0.025129924,-0.15424037,0.039063167,0.08694249,-0.031402297,0.03337196,0.066809356,-0.08871875,-0.035573,0.103399575,0.054116208,0.17042425,-0.025596235,-0.05423801,-0.012331756,-0.024386032,-0.0530459,0.059594307,0.065823875,0.1378864,0.103970185,-0.023511698,-0.022619136,-0.040893506,-0.016356392,0.016822146,-0.09650356,0.16658528,-0.0531749,-0.05791738,-0.026730293,0.057275932,0.047954094,-0.09786165,0.0041052084,0.0014178649,0.12851293,0.036011953,0.0036114294,0.005397624,0.036264226,0.062000465,0.06848086,0.0073512765,0.022126842,0.009103272,0.002719092,0.0064710174,0.008727857,0.06268277,0.011889199,0.025592351,0.018921556,0.0016939564,0.002589216,0.023676518,0.00026598654,0.0017886807,0.005770691,0.00014139376,0.0061041354,0.012995364,0.0050844518,0.015226818,0.085841924,0.08115573,0.009527358,0.0026853732,0.0002713135,0.04490972,4.5431503e-07,0.00030121978,0.0023286873,0.0030805843,0.0023990825,0.003446436,0.0043318328,0.001836245,0.0024053226,0.053868424,0.026747623
7,-0.02978071,-0.04279218,0.053064533,0.11058203,0.025016509,0.07738302,-0.0044352263,0.050642192,0.0025902698,0.036135994,0.0037244093,-0.093798235,0.10309398,-0.01164634,0.018027015,-0.014992312,0.0398279,-0.043890454,0.15836865,0.16606747,-0.05695834,-0.027823871,0.06126726,-0.049470827,0.09940977,0.056757767,-0.10607229,0.2999205,0.11683917,0.0074480027,0.051409356,-0.09494711,0.040886413,0.2699296,-0.051299635,0.06403348,-0.024507433,0.31441498,0.0076039853,0.0069088675,0.088994816,-0.020251203,0.12955934,-0.050454155,0.034216635,-0.015581599,0.01574468,0.0031860054,0.02532564,0.040810443,0.027069112,0.014537131,0.035616335,0.016888315,0.008260145,0.002222707,0.026151016,0.011141785,0.053083573,0.0077741113,0.0062711653,0.038841214,0.002190322,0.015443231,0.08864619,0.0070288545,0.0004611932,0.02825288,0.037927404,0.012698487,0.0031295076,0.06127877,0.025176628,0.084672615,0.005108637,0.022229062,0.13792263,0.0030845786,0.007657833,0.04987686,0.0012961566,0.019355396,0.0006772901,0.095402956,0.0071857097,0.025848875,0.073755614,0.019438941,0.07044441,0.024581762,0.0003162611,0.011602777
8,0.10090869,0.19325253,0.034029648,-0.130326,0.00857042,-0.012567434,0.11609325,0.019786052,0.10485388,0.054737892,0.14130822,0.085182704,0.011468328,0.054796115,0.019516012,0.049142934,-0.055932157,-0.028482916,-0.001956164,-0.09699605,-0.029862158,0.07550916,0.0109853335,-0.07529017,-0.008805547,0.14457355,0.035823967,-0.18451221,-0.09296287,-0.046519473,0.14799662,0.08842349,-0.12036309,-0.07071663,-0.010440336,0.0052194186,0.03782808,-0.02858401,-0.1069457,0.07782892,0.09163259,-0.030953648,0.023939691,-0.0737227,0.12939294,-0.0016299053,0.0053667086,0.060476877,0.046537902,0.00018129019,0.00077962026,0.009280391,0.010376658,0.0532595,0.07456299,0.00018333065,0.008319949,0.06416082,0.00025705152,0.08434133,0.03995922,0.022053653,0.025969168,0.0030038257,0.0055936286,0.0035299107,0.03800741,0.0011741025,0.022717927,0.00045906374,0.054012496,0.043293655,0.044847127,2.6783004e-05,0.006069764,0.0010261079,0.07651158,3.8646594e-05,0.090748355,9.952535e-05,0.0031050995,0.050678454,0.006807239,0.008455717,0.04695026,0.007623468,0.013667139,0.0021558313,0.0023770262,0.016108138,0.10309183,0.0044631506
9,-0.037134506,0.12436353,0.01469252,0.09489288,0.009350932,-0.058692448,0.017597497,0.026606541,-0.007225254,-0.06308381,-0.07347721,0.090934634,-0.023234595,-0.0043153274,0.25350744,0.110647514,0.14737925,0.05487333,0.011377713,-0.006574192,0.006828286,0.16487789,0.10145712,-0.0750305,0.022507578,0.0018573646,0.043675326,0.08804824,-0.0052757612,0.02523302,0.05738184,0.034519106,0.08302902,0.07706015,-0.06667708,0.026962161,0.018150084,0.1333702,0.10639859,-0.080972806,-0.00911218,-0.006437904,0.051010434,0.07231356,0.005059961,0.13090111,0.007078307,0.16000816,0.01897773,0.0021831174,0.008535979,5.711685e-07,0.0015607548,0.029107684,0.0040110326,0.00034528598,0.04344934,0.0053217327,0.049113054,0.0013123169,0.19332588,0.0031320602,0.0794774,0.0006411419,0.015345896,0.007116302,0.003943438,0.09558274,0.069718726,0.0039995136,0.0056543658,0.022922257,0.017265541,0.025683982,0.006443173,0.03434273,0.07010951,0.05355542,0.00029474584,0.0025015767,0.042028196,0.03621076,0.05187217,0.015849149,0.009628761,0.0141961165,0.0030784153,1.5200246e-05,0.007426222,0.033404414,0.0366137,0.022350736
