,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45
10,0.015663633,0.022431515,0.00506236,0.03272369,-0.042171046,0.067987084,0.027686313,0.039156366,0.027181467,0.023526413,0.047973465,-0.055545054,0.028650133,0.0075926455,-0.017005501,-0.06402738,0.07105588,0.009899793,0.010432576,0.16387089,0.07370772,-0.011993218,0.0120895095,-0.030655045,0.09359184,0.057341866,-0.09073149,0.12331881,0.16433409,-0.046202894,0.042816494,0.07030481,0.09714859,0.1394229,-0.03094653,0.07115909,0.14793712,0.032316275,0.014569892,0.049536638,-0.002214454,-0.04287521,0.094631195,-0.043449238,0.096041664,-0.032932974,0.014275263,0.05420826,0.009737826,0.012177044,0.023279512,0.04812633,0.014651196,2.2999698e-06,0.000115549476,0.023399366,0.053708564,0.017846582,0.025979836,0.0082059065,0.024509007,0.008868012,0.043291047,0.018229995,0.0240735,0.09181781,0.00016282394,0.038026754,0.027737703,0.0014251613,0.03347125,0.030988405,0.017353693,0.07452436,0.070184685,0.0019246707,0.001933371,0.03663095,0.099323794,0.052738585,0.0026555813,0.047466863,0.07506959,0.007771773,0.00057087385,0.012551306,0.0010459423,4.9301075e-06,0.0140752345,0.010315679,0.0004310583,0.040988
11,0.0666589,0.06606211,0.031846385,0.020642355,0.03694447,0.04696893,0.045382384,0.058494657,0.048009574,0.119520634,0.040466893,-0.10443725,0.067619026,-0.021196486,-0.022428304,0.09388234,-0.10672644,-0.06589498,0.042542376,-0.04105155,0.035657115,0.0711789,-0.0025865023,0.0043938365,0.00068495236,0.06186478,0.039935015,-0.07945178,0.0024412982,-0.020447094,0.102694705,0.17999582,0.040411923,0.043023556,0.0115233455,0.009148645,-0.07533906,0.111049786,-0.18041869,0.07577895,0.050704606,0.09275694,-0.0100018475,-0.037252937,-0.05712101,-0.057289936,0.0058089783,0.0103051225,0.010760863,0.06742539,0.020477982,0.055157248,0.037634917,0.00059070427,0.00014662843,0.0007313368,4.681879e-05,0.021812247,0.055868465,0.0025100228,0.026145991,0.048170984,0.0044911914,0.001715392,0.0046586134,0.007293983,0.06825551,0.03545088,2.9085451e-05,0.01015755,0.028081827,0.082692385,0.025029127,0.022205777,0.05903722,0.015171241,0.107075185,0.042343233,0.088401675,0.052272115,0.016264394,0.013654235,0.048951305,0.054411914,0.004087372,0.010194619,0.00018572451,0.052111432,0.0076122712,0.0037970357,0.0062249005,0.006829677
12,0.059810203,-0.012377029,0.11576544,0.111607864,0.03110005,-0.040325206,0.03738416,-0.024340056,0.093303725,-0.0024264897,-0.07293235,0.0721124,0.020398548,0.18443711,-0.007963947,0.080846585,-0.010700132,0.09005487,0.03843926,-0.06971293,-0.04784153,0.078327365,0.116790935,-0.070543006,0.13094899,-0.12976493,0.04843051,-0.0106482925,0.082757786,0.014126472,0.06286248,-0.025083948,-0.0411916,0.13458088,-0.047106985,-0.0706208,-0.13002436,0.12627278,0.016112229,-0.0072724205,-0.055563882,0.1389164,0.022828612,0.011385746,-0.039732777,0.13262314,0.061863743,0.0018420063,0.13423768,0.0010841795,0.0024550827,0.04412246,0.0001897805,0.05979324,0.05843728,0.00027072843,0.017874356,0.005994246,0.001366968,0.19299792,0.0122420145,0.04198667,8.6473876e-05,0.035719585,0.0096887415,0.0023707738,0.0060286103,0.016056312,0.04408349,0.0011627851,0.10344208,0.01334619,0.0229981,0.010569825,0.0106849605,0.00058426365,0.030732352,0.035942584,0.00031307255,0.016705506,5.1206214e-05,0.000793238,0.0014981554,0.027421897,0.0051770266,0.017712248,0.013328576,0.09866568,0.013341236,8.488834e-08,0.082971625,0.09021176
13,-0.01915742,0.05317038,-0.015305409,0.023986826,-0.04487396,-0.013317306,0.10072791,-0.01810101,0.06268184,-0.035611488,0.07698878,0.03751165,0.1265216,0.009622009,0.020598251,0.0061896853,0.15063733,0.050303154,0.0014186688,-0.008775882,-0.04095997,0.046294548,0.15930244,0.06461479,0.028852113,0.021822512,-0.09266116,-0.13060649,-0.12781553,-0.115708485,0.096839584,-0.049916893,-0.107405216,0.032723434,-0.12771201,0.04837692,0.03464713,-0.06066937,0.18738112,-0.031249784,0.030689344,0.035121728,-0.002006128,-0.07648032,-0.021527931,0.010735715,0.00014901815,0.011554908,0.00024461516,0.0016723349,0.021437606,0.002180072,0.023625558,0.034228392,5.057355e-05,0.023165738,0.008185884,1.2336509e-05,0.01268125,1.9717483e-05,2.451572e-06,0.048348732,0.0092804,0.005247416,0.021422993,0.07814555,0.04581061,0.06598287,0.012453941,0.084292494,0.008630256,0.02263989,0.0006433436,3.117772e-05,0.00414704,5.408212e-05,0.0032104272,0.00010002529,0.007593632,0.0017897866,0.004796475,0.04774747,0.045413814,0.0039972533,0.09582702,0.0251742,0.012419038,0.05256714,0.0043162084,0.0006507809,0.009211597,0.003697988
14,-0.01667893,0.06667945,0.14897697,0.0075378343,0.005197498,0.17896685,0.010697919,0.12039523,0.16003041,0.0028839651,0.013022482,-0.17111327,-0.00888948,-0.04892796,0.05431367,0.08501237,0.059744485,0.08412564,-0.017986141,0.04436739,-0.099487826,0.098006934,0.03891032,-0.03254915,-0.08558015,0.09272709,-0.027501673,-0.099566355,-0.06415,-0.039053455,-0.0791061,0.034529407,0.0943157,-0.1176252,-0.041169114,0.013265187,0.046926126,0.015282821,0.086267404,-0.037729654,0.06737067,-0.03982938,0.05438065,-0.001927523,0.07950195,-0.019255808,0.010145992,9.857182e-10,0.12653999,0.02810834,0.010565355,0.1491323,0.01764129,0.006717232,0.035142746,0.027751891,0.060721055,0.018114094,0.00073555316,0.012244116,0.0006110614,0.008277821,0.0019839176,0.016476898,0.03378641,6.0023183e-07,0.018307101,0.099117644,0.006058153,0.0011743304,0.00047208526,0.025424642,2.4935405e-05,0.0013917697,0.023295296,0.022338415,0.010687837,0.0015223068,0.0141844405,0.010140454,0.0036042633,0.022137946,5.631583e-05,0.027428906,0.023861049,0.01388356,0.0456757,0.011421711,8.2135775e-05,0.023439324,0.00865052,0.017249363
15,0.027089689,-0.11079031,0.0013245745,-0.004609823,0.009822346,0.05867421,0.068692975,-0.09176369,-0.052020825,0.012583515,-0.069472,0.20605409,-0.010814924,0.020982647,-0.04631889,0.060500696,0.04108649,-0.018901065,0.14802572,0.110441804,0.008840356,0.13420857,0.077597104,-0.11095197,0.106039554,0.060935505,0.060757533,-0.011664851,0.10114236,-0.049552903,0.025816545,0.048384055,0.019204998,0.20080519,0.011968881,0.062243633,0.09737913,-0.008986119,0.090545885,-0.052312512,0.005981231,-0.124222085,0.036279835,0.013106316,0.056097098,-0.06865961,0.0023072434,0.00018676184,0.0039233235,0.00030916935,0.00019444291,0.036125064,0.00319756,4.1856083e-06,0.0034976471,0.040143732,0.017418701,0.27483138,0.021615367,0.046381157,0.00083896157,0.053025693,0.0103079295,0.0077273706,0.037201438,0.0072949994,0.017622454,0.04220671,0.005534556,0.00075067556,0.0036764876,0.01919649,0.021153864,0.010459317,0.031295687,0.0065370593,0.0062118466,0.037717164,0.020368656,0.00019987568,0.06951731,0.015363547,0.028931502,0.022355903,0.02905549,0.0066454066,0.018009497,0.010876,0.016526526,0.0021821305,0.030413514,0.002991801
16,0.09491572,0.13103963,0.001956096,0.008904688,0.055430464,0.063615546,0.075815216,0.15047587,-0.03278412,0.07218175,-0.011452095,-0.0030676604,0.03896915,0.0076237526,0.06697766,-0.01147026,-0.0036764648,-0.058620416,-0.12096613,0.044961,-0.044133738,-0.016273148,-0.026079401,0.0010383492,-0.022591108,0.057143945,-0.055150893,0.025948212,-0.15330698,0.06744698,-0.021282472,0.12004739,-0.010001905,-0.10734651,-0.004675907,0.042385682,-0.07862612,-0.016859673,0.11617097,0.07540986,-0.04427739,0.019791827,-0.055646557,0.043002952,0.0012335681,0.026877545,0.034783643,0.0031585568,0.006867269,0.039933562,0.02110066,0.012358165,0.0011400661,0.017768195,1.3993599e-05,0.012540667,0.0084360605,0.0016492724,0.012975251,0.018804215,0.07658016,0.029818898,0.016248034,0.0020079475,0.0005977956,0.035060644,0.00091193675,2.182115e-06,0.07078237,0.003950811,0.002533046,0.00091800315,0.0009571682,0.13001908,0.033933613,0.1206126,0.005423703,0.01145105,0.061540402,0.0036565133,0.0010999988,0.0022602386,0.003768618,0.06918994,0.029489879,0.0011528449,0.00043414225,0.004176892,0.023048956,0.0029511498,0.0010843357,0.058538426
17,0.08825741,0.057296522,0.026274882,0.070730835,-0.012085872,0.10150759,-0.035768177,-0.1197161,-0.049000666,0.0015648861,-0.16185233,-0.025119731,-0.058505543,0.025726836,0.014421139,-0.01351191,0.047239646,0.008353761,0.06833285,0.26442015,0.030949907,0.056742348,-0.018103665,-0.06754345,0.009836445,0.099840805,-0.014590904,0.070387274,0.09806887,0.12479471,0.09690754,-0.020597376,0.06518055,0.14815882,0.022320772,-0.013840996,-0.08337469,0.15719874,-0.082187034,0.054840744,0.054044187,-0.12892872,0.08582768,-0.018551094,-0.06718077,-0.0035656355,0.03806168,0.055665042,0.053990114,0.03318764,0.0013529011,0.045760058,0.023736838,0.008852636,0.006661492,0.001151254,0.0013478462,0.0028640123,0.039759956,0.021345403,0.009420186,0.013715613,0.09847687,0.011349686,0.006835131,0.10656557,0.007777658,0.0023656343,0.00019343557,0.012273196,0.0043072887,0.056627285,0.015087057,0.02293126,0.00035061775,0.05940217,0.017258808,0.02526351,0.0011646496,0.0036876793,0.028778898,0.019780315,0.011758308,0.12994042,0.00016738105,0.014050057,0.002531386,0.0020304893,0.0021541505,0.0002708553,0.00051443494,0.006196264
18,0.14871837,0.13858652,0.048267774,-0.1421739,0.02152202,0.010491945,0.1717495,-0.00038915337,-0.0637719,0.14788449,0.06745549,0.14806934,0.012276377,0.026440032,-0.015857203,-0.068481565,-0.02690559,-0.1590025,0.042316444,-0.025830755,0.11826121,0.040660128,-0.05532118,-0.038608275,0.03453061,0.001542192,-0.04655201,0.02450333,-0.018571284,0.047112793,0.03435515,0.04355434,-0.13276087,0.14197749,0.016834904,0.05988758,0.09331856,0.1157166,-0.21757647,0.07883649,0.058717337,0.13288453,-0.019304117,-0.09283663,0.14816552,0.008304246,0.022551237,0.007801139,0.04222484,0.00033486466,0.019739203,0.040425077,0.12444563,0.0036294104,0.048262484,0.00019945788,0.0011691885,0.05839378,0.0017570285,0.016171055,0.01673307,0.003169056,0.0013432592,0.0024603428,0.03015128,0.011277208,0.015187897,0.010566697,6.172208e-05,0.004269577,0.0059512146,0.007055101,0.06696994,0.004523555,0.04414216,0.000110310706,0.002076047,0.00012785269,0.062467948,0.022758,0.0011091307,0.00069814577,0.09011919,0.0007096437,0.03097963,0.032367557,0.0011926029,0.09006667,0.006423945,0.059312925,0.11466383,0.0015485511
19,0.03857132,0.15185247,0.03698463,0.036570102,0.007622176,-0.10027414,0.06052943,-0.0039288606,0.09961894,0.064987265,0.0041854596,0.11739858,-0.066691265,0.023004401,0.06858662,0.13599706,-0.04790171,0.028480101,-0.069039546,-0.07095333,-0.09135623,0.03901405,-0.035274323,0.19393034,-0.07505562,-0.062934466,0.06496081,0.114886925,-0.07955635,0.14611357,0.011257138,-0.1522592,-0.012541497,-0.033572022,-0.031853907,-0.05549175,-0.03991249,0.14106356,-0.027403422,0.025168376,0.04041852,0.04001531,-0.03892993,0.04465125,-0.088515684,0.06514548,0.040725686,0.017746609,0.04774564,0.0018775539,0.011774299,9.665166e-05,0.015237319,0.0010117599,0.07300619,0.018772036,0.00791625,0.070457906,2.9781888e-05,0.012510888,0.0022061875,0.055850998,0.029403675,0.009426535,0.006849206,0.007272474,0.023015808,0.024820851,0.0016299145,0.16951115,0.0032677276,0.0011704747,0.00030130177,0.0318253,0.017965429,0.09207468,0.049825944,0.002540315,0.009865599,0.0011303762,0.00037447223,0.03855103,0.0050374465,0.012013073,0.08126902,0.00020466169,0.026540985,0.0013412077,0.006365814,0.027027663,0.005403298,0.002729642
20,0.015552804,-0.0087388605,0.00035829237,-0.0043820366,-0.024259172,-0.028916458,0.018806543,-0.031254184,0.03217323,-0.079934835,0.038846172,0.12385338,-0.098306805,0.041356027,0.15378682,0.05833786,0.14740832,0.080245644,-0.11926026,0.009327144,0.03589268,0.15999469,0.124151915,0.023245526,0.08576059,0.022440616,-0.004163578,0.14539123,0.091355465,0.07247464,0.0791838,-0.18818064,-0.006012286,0.19469781,-0.111581415,0.018544558,0.15984383,-0.07250558,0.01883649,-0.10064842,0.0151392585,-0.06842548,0.11910055,-0.045031097,-0.0040014023,0.118660465,0.047218382,0.017788105,0.0041693803,0.036270898,0.008313566,0.0007122062,0.034834,0.022867106,0.018848438,0.0012199397,0.0007842346,0.042264864,0.0047516543,0.04099661,0.14751607,0.07857075,0.031153116,0.07811461,0.0018844248,0.0075530214,0.040090922,0.06908142,0.004574905,0.0012017782,0.04498877,4.130278e-05,0.00084429816,0.0405317,0.060045235,0.07217211,0.09116221,0.0015414127,0.008668487,0.0432853,0.002089244,0.024497226,0.0059886193,4.1286414e-05,0.0026635162,0.0033664154,0.0032027455,0.030257542,0.043105,0.0011978308,0.0010215521,0.121095054
21,-0.00689566,0.05817726,0.017740408,-0.09831893,0.027989358,0.22193404,-0.030917205,0.24641593,0.08651791,0.054594684,0.21346945,-0.06880344,-0.035017945,-0.015883312,0.032573257,0.14919919,0.15143833,-0.05192201,0.044732276,-0.041052893,0.10259838,-0.018547138,0.001377902,0.008721199,0.08951212,0.056028273,-0.025833705,-0.036802776,0.00085769675,-0.086628266,-0.0002804231,0.043880817,0.07337648,-0.066130705,-0.05731438,0.04955149,0.19339706,0.068283215,-0.06274066,0.0091800615,-0.0006927756,0.062031686,0.019893002,-0.015226003,0.15542632,-0.023741998,0.0005703542,0.0127089145,0.0056108213,0.00043496312,0.08731959,0.2683065,0.02853378,0.08897011,0.024775667,0.031984773,0.05382135,0.030408295,0.0007395151,0.010242281,0.029567115,0.107260555,0.08841272,0.0018949652,0.058651596,0.0034183022,0.002564602,0.015026642,0.010941804,0.0032945538,0.018149441,0.010069857,0.00081399485,0.0015425071,0.0018071,0.022662858,0.022311123,0.018308692,0.00035746716,0.012572354,0.0342793,0.00093833474,0.024962958,0.008345344,0.00034800064,0.0356636,0.00051953446,0.027861865,2.6282163e-05,0.040812824,0.002637027,6.5236556e-05
22,0.025352046,-0.07368827,0.016920699,0.042579073,0.022144996,-0.059913762,0.03463769,-0.030908037,0.08809239,0.0849254,-0.059187494,-0.12872986,-0.036408346,-0.024803242,-0.03408739,0.21142292,-0.012441869,0.10507165,0.0306106,0.06535345,0.028277649,0.2335834,0.044313937,-0.045963097,0.10194957,0.020399429,0.22157452,-0.05237065,0.10817824,-0.020077564,0.08126532,0.03439679,0.08721001,0.14271429,-0.12832962,-0.058302745,-0.08241949,0.08319748,0.062049057,-0.005316766,-0.055407166,0.042920984,-0.02002643,0.11126254,-0.015606239,-0.0350306,0.031883813,0.026538266,0.030915378,0.0001122158,0.010273996,0.00011375842,0.003401348,0.0037826488,0.016846627,0.054152653,0.03753639,0.0063180714,4.888039e-05,0.009789446,0.002600848,0.0970752,0.00038352306,0.10205417,0.02293562,0.03082497,0.03418887,0.1736234,0.0018283197,8.533404e-05,0.006003519,0.05810383,0.07875031,0.00010946856,0.012731853,0.06334742,0.0001722134,5.5575027e-05,0.008276765,0.0896994,0.0076601724,0.01195381,0.0010843948,0.03429938,0.008480447,0.01134667,0.0072478643,0.019071607,0.005934739,0.020031229,0.06072098,0.0028684416
