,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31
10,-0.029966854,0.11790028,-0.04803085,0.0607459,-0.03273794,-0.13922764,-0.020114444,0.04790249,-0.0144816935,0.08907432,0.020088747,-0.01893928,0.0052182544,0.092713684,0.004115927,-0.011038096,0.00511132,0.03827019,0.02672129,-0.07142072,-0.039596826,-0.011471652,0.1109963,-0.029897515,0.08657099,0.07760701,-0.09781984,-0.05797292,0.064190865,0.11238043,-0.02113999,0.11557703,0.0057477574,0.051887106,0.011759757,0.04253439,0.0016165238,0.0015360586,0.060715497,0.008182836,0.008601535,0.0020481315,0.008648309,0.013973815,0.000707088,0.10975522,0.016868502,0.001693688,0.0014932279,0.041971825,0.000833248,0.058486708,0.0028803737,0.00012598558,0.020150235,0.010435663,0.017860506,0.098935306,0.008362509,0.002733356,1.231647e-06,0.07836229,0.032899454,0.017402519
11,0.058005422,0.007604004,0.038302764,0.05210024,0.00024574064,0.0025098883,-0.040089604,0.1911485,0.115913406,0.06496001,0.15656854,0.0668196,0.071718484,0.072123155,0.022151088,0.018403606,0.013922695,-0.022485599,-0.017768485,0.08489204,0.0678524,0.03301392,0.06820666,-0.018234314,0.014503895,-0.08349238,-0.022035357,0.021991566,-0.20628606,0.041913282,0.082288384,0.05051719,0.050764576,0.0045887055,0.027112698,0.013296736,0.0101778535,0.017311355,0.0052631525,0.25446838,0.017976616,0.0011483515,0.09396048,0.0022744292,0.032573108,0.0008628337,0.0023526761,0.028460829,0.034626354,0.002844124,0.0015338556,0.13151497,0.06698688,0.0019879362,0.020498684,0.008482549,0.009500999,0.0014101926,0.0036357178,0.00029200074,0.0014431118,0.009563614,0.028440231,0.02708425
12,-0.05613798,-0.029712902,0.18349019,-0.04048922,-0.0071550785,0.09461833,0.10510207,0.13580203,0.12893236,0.060214467,0.06117799,0.076307446,0.002908011,-0.009084219,0.007865459,0.022132179,0.06436847,0.027872391,-0.004950595,0.01206018,-0.027537223,0.034537468,0.15869965,0.119173,0.027471052,0.05107779,0.08951683,0.16473943,0.004342992,-0.09886917,-0.0010372116,0.08196902,0.0018187257,0.0023806074,0.0730952,0.0012569741,0.005381626,0.1759238,0.14021553,0.00096628955,0.0065478412,0.009526802,0.024223035,0.017307958,0.000124921,0.016607853,0.04179166,0.04217698,0.00025797397,0.0010880515,0.0023945495,0.058713406,0.014367892,0.007288396,0.022703422,0.13903753,0.023362527,0.006836692,0.047778163,0.06908173,0.048339475,0.00066258473,0.004308513,0.00044091136
13,-0.041467696,-0.046085604,0.08225323,0.034399778,-0.05068651,0.02332817,0.075138204,0.08854494,-0.085837334,0.15014382,0.013351937,0.08376053,-0.14934379,-0.06211548,0.04100624,0.07506475,0.050130364,0.14122047,0.032808863,-0.069883436,0.0862469,0.036608674,0.022386169,0.040676553,0.19373262,0.14795634,-0.102548406,0.108557776,0.097894914,0.050378326,0.21040015,0.03977075,0.022998482,0.013862347,0.0706892,0.008860883,0.00023666194,0.0082240375,0.009752022,0.055708252,0.0003726662,0.09094866,0.00410349,0.092834964,0.017796718,0.0008514042,0.02723763,0.02251371,0.002123562,0.0029155998,0.020393701,0.023620011,0.0055702194,0.04547118,0.031745136,0.011962374,0.04370717,0.03893392,0.004683432,0.06225611,0.00716321,0.0008447489,1.2577349e-05,7.505001e-05
14,0.04293145,0.034841843,0.077120535,0.07710036,-0.07709192,0.06296721,-0.023552328,0.148142,-0.062484153,0.19981247,0.114756666,0.13359143,0.0013611633,-0.24214238,-0.04310392,0.037569385,0.09697692,0.039921094,0.024279397,0.03270434,0.03700512,0.076241136,0.079958215,-0.07266726,0.17940259,0.0011902382,-0.09701073,0.051871717,0.13300939,0.19500229,0.04206814,-0.059796527,1.2779857e-05,0.0057620546,0.029201683,0.0031221905,0.0017774361,0.011252198,0.03209491,0.0019431231,0.0057824645,0.07354734,0.00429722,0.1326748,0.019603727,0.013656922,1.9532537e-05,2.8156555e-07,0.011602428,0.00080369075,0.057145298,0.0068539944,0.036282033,0.047540292,0.050059933,0.0007770585,0.014360514,0.0042276313,0.0701786,0.00029876162,0.00016333169,0.08117685,0.0020473634,0.0011918349
15,0.03163676,-0.016684344,0.0440612,0.008237943,-0.06530947,-0.11941271,-0.0686656,0.12005499,0.031814523,0.07274002,0.15887304,0.086494535,-0.007931684,-0.11277141,0.09879744,0.06402494,0.18103819,0.07833613,-0.04097774,0.10609015,-0.028050674,0.078794606,0.19969088,-0.0128155295,0.083290234,0.050320003,-0.07387046,0.06131357,0.2754205,0.09669988,0.06231506,0.09208454,0.0003946839,0.025192166,0.0208646,0.007642824,0.0017838022,0.00037152568,0.033779256,0.009788331,0.049483992,0.0054138834,0.041595694,0.057475317,8.185297e-07,0.023525849,0.117300004,0.075801104,0.007070848,0.007315437,0.0016254392,0.00081283564,0.029198961,0.0036888518,0.02968181,0.017044587,0.004660296,0.033099566,0.056953408,0.03035027,0.11144865,0.030097429,0.052702866,0.007413132
16,-0.009625055,0.022869412,-0.09585614,0.025177563,-0.017541926,-0.0023139603,-0.07261865,0.011972342,-0.042077467,0.09320593,0.100001186,-0.052640267,-0.13567942,-0.09189904,0.0215579,-0.031001722,0.16709459,0.12247676,-0.024072755,-0.0021084375,0.1476956,0.046034675,0.1559926,-0.10769647,0.07963775,-0.04062855,-0.067404285,0.06670453,0.13781896,0.19858685,0.05347009,0.21957329,0.0062822066,0.023613457,0.0002089886,1.7561419e-05,0.03828534,0.05763596,0.04835404,0.013156865,0.026601762,0.0020184054,0.0161439,0.0037344687,0.02573856,0.0014263669,0.007532562,0.0033310787,0.035848863,0.06281164,0.005210787,0.005071311,0.15346192,0.0037807594,0.04875029,0.039379165,4.6049274e-05,0.0015657553,0.05136669,0.0009253417,0.007818971,9.8457e-05,0.005986281,0.11028273
17,0.117316425,0.06348847,-0.025286922,0.0911457,0.04041028,-0.068950176,-0.12646921,0.06792499,-0.013942446,-0.04614109,0.11426203,0.05474568,-0.028773662,-0.029199246,-0.046956975,-0.03288968,0.10617917,-0.04678376,-0.053190283,0.10476881,0.091369,0.03728986,0.12844342,-0.077384196,0.14800498,-0.08576481,-0.058610637,-0.018005516,0.2716577,0.11808865,-0.129885,0.12242244,0.09627769,0.0017654924,0.0038036837,0.11145998,0.003933007,0.007990718,0.043126483,0.0023831492,0.00839546,0.009137283,0.004726282,0.057856277,0.00017649653,0.01988931,0.026890825,0.003419645,8.166603e-05,0.0008094328,3.396462e-05,0.058757305,0.11992538,0.0076471735,0.05711918,0.01111503,0.03802594,0.009472998,0.0053625056,0.023444936,0.028205562,0.028585952,0.017552316,0.0109323375
18,0.056599878,-0.02732132,-0.0489933,0.0001546666,0.0018746825,-0.13077238,-0.05668186,-0.056271262,-0.029005447,-0.023192182,0.077256486,0.048871417,-0.07344212,0.05673494,-0.04372725,-0.056982823,0.07476159,0.070792235,0.0513666,0.005030589,0.071537405,0.012865558,0.16728823,0.013012593,-0.0019107298,0.06508471,-0.05240957,0.04875011,0.13481507,0.103316024,-0.0040170737,0.19816235,0.049628656,0.0029890193,0.012833062,0.04303707,0.0078063207,0.00064923515,0.0025934766,0.030084386,0.016793752,0.0111541115,0.10441617,0.048040364,0.006187572,0.0012616207,0.0019572526,0.0062517803,0.010083466,0.073795654,0.00034680605,0.02268287,0.086545736,0.0012545215,0.025855826,0.027563976,0.0046706363,0.17989048,0.03120717,0.012909317,0.06720743,0.0009459426,0.048059415,0.011663337
19,0.020373318,0.14360812,-0.05565824,0.076139,0.02517984,-0.047476582,-0.03400609,-0.08311476,0.04856277,0.14167772,-0.007954029,-0.045155518,0.0037256274,-0.06742495,-0.017490525,-0.026027672,-0.0045594573,0.004519237,0.0062577855,-0.06903738,0.08834899,0.0059269518,0.10717625,-0.052879147,0.07258152,-0.035137527,-0.06522637,-0.027773727,0.09360255,0.22480235,0.068821475,0.19472338,0.0058705956,0.079726905,0.01270466,0.04359665,0.06588673,0.021308988,0.0110385725,0.0023065733,0.037299484,0.01242822,0.000128963,0.0026865914,0.030264625,0.00071032945,0.018278178,0.0023132581,0.047493204,0.017751286,0.0004787669,0.0022176038,0.057363227,0.017479746,0.04836106,0.0036313988,0.014732209,0.013307816,0.00049613864,0.011644668,0.029287837,0.14415903,0.09000177,0.07594207
20,0.065942034,0.01738339,0.0058675315,0.015793785,0.031362593,-0.09141083,-0.062912084,0.08876991,0.20970441,-0.0475396,0.08960729,0.06682389,0.0766295,0.07516262,-0.028648235,-0.015340328,0.03241413,-0.03925869,-0.011460459,0.0477072,-0.048373636,0.048006017,0.013131343,0.041774012,0.026488254,0.016174475,-0.0025554406,-0.11047544,0.014322211,0.034920793,-0.16282353,0.09200849,0.09022342,0.022923779,0.016378047,0.03336255,4.535715e-07,0.007357602,0.00035571994,0.048784114,0.12055951,0.000439984,0.008791462,0.00027508836,0.009197704,0.012925317,0.015526261,0.0016627166,0.017692149,0.0052341083,0.0155111905,0.00509434,0.009790693,0.0026796795,0.006123487,0.027618548,0.0073433947,0.00036745248,0.0009003994,0.002368402,0.012822934,0.003100389,0.0008807174,0.013508182
21,0.048255913,-0.0011262186,0.012958888,0.008860853,0.06187854,0.09416033,0.027767828,-0.10070632,0.06264615,0.1316179,0.0051993914,0.013855087,0.015693968,0.2201029,0.036808185,-0.031444147,-0.00048549427,0.006732039,0.007551739,-0.11422067,0.038250163,0.06182515,0.13010512,0.016698675,-0.084273666,0.04031957,0.006109997,0.075615704,-0.10885446,0.021380953,0.070518814,0.025593305,0.15310812,0.049154937,0.006875867,0.00077361485,0.099334106,0.20222455,0.00074641756,0.009874411,0.005503875,0.038429763,0.056389425,0.0021218818,0.0022933348,0.0076672956,0.012621368,1.189516e-05,0.0044497964,0.0080298,0.02949477,0.02345767,0.050586294,0.022088178,0.027422918,0.04630552,0.009791251,0.007937849,0.00561727,0.031685404,0.004512875,0.008751571,0.013612117,0.00053262396
22,-0.025050016,0.098505616,0.013252532,0.059333894,0.014765572,0.080844484,0.059372652,0.12503302,-0.02514548,-0.008073408,0.07524792,0.009427603,-0.027511114,-0.031961523,0.02146443,0.041139085,-0.08706488,0.035013065,-0.0277308,-0.12449035,0.030582292,0.04493972,-0.06396438,-0.016453987,0.06196212,0.12562688,0.11518353,-0.07059989,-0.12226999,-0.0236083,-0.04249551,0.007742203,0.0062730596,0.06727077,0.0009621368,0.03917411,0.03177301,0.031682067,0.04038145,0.050556134,0.0033469715,0.02165159,0.0027285821,0.0038455147,0.019280603,0.016991759,0.04058951,0.027255172,0.035690077,0.018921407,3.091965e-05,0.004349393,0.010734297,2.659302e-05,0.018352658,0.013054743,0.00014567256,0.0134099135,0.047553092,0.00044070004,0.00048012772,0.000302917,0.018473452,0.0023925744
23,0.026616516,-0.006063916,0.105977036,0.071065515,-0.031356167,0.104892194,0.031061983,0.036504366,0.103231445,0.037415944,0.014337589,0.109268725,0.049783017,0.07020879,0.0042856736,0.030337226,0.10447149,0.0034323307,-0.066757835,0.08719731,-0.0052781706,0.05342403,0.01968739,0.008424286,-0.015092629,-0.0016171769,0.05618517,0.013552043,0.15340592,-0.039342444,0.058714233,-0.054040305,0.014043775,0.068753354,0.013860978,0.008252076,0.0047643515,0.013824288,0.025136953,0.0029304074,0.079384066,0.008234125,0.00014142205,0.013957884,0.00472705,0.0063212193,0.01957682,0.00065090007,0.00035854807,0.006612313,0.00013413158,0.034571588,0.0025843545,0.015322549,0.0014741146,0.046394393,0.008247499,0.0040873117,0.00020323404,0.011666313,0.106493406,0.0005517417,0.001232579,0.10492013
24,-0.045916934,-0.033433046,-0.046572536,-0.00076656527,-0.05211128,-0.019694427,0.009711841,0.07826331,-0.1514932,0.04613128,0.025401812,-0.020307135,-0.040707804,-0.03581152,0.021318132,0.015544661,-0.03270498,0.062229507,0.03688764,-0.10179864,-0.039549015,0.04927577,0.044904016,-0.0013464447,0.030582769,0.041032843,-0.080488846,0.0025635741,0.00489519,0.10352647,0.06371358,0.0068319505,0.0056987903,0.012004732,0.037676737,4.2023185e-05,0.002118789,0.02789803,0.020250998,0.025549594,0.0013201962,0.034984555,0.006870412,0.02484946,0.08960839,0.004856235,0.018679047,1.3670112e-05,1.8837447e-06,0.004097872,0.07237882,0.011121637,0.0065402896,0.016597781,0.014113694,0.024090184,0.00048011684,0.0024676889,0.0025326966,0.0004982522,0.030620174,0.009431939,0.07724908,0.006562013
25,0.09770411,0.045328178,0.036874324,0.020793837,0.00055823603,0.056592874,-0.03365678,0.06475718,0.07381406,-0.003099901,0.07800982,-0.010292032,0.05074183,-0.10660018,0.08610238,0.0066404776,0.055813987,0.16946504,0.039278783,0.10008815,0.03758733,0.11085178,0.04759162,-0.04765091,0.024710316,-0.0024440764,0.12407754,0.03036637,-0.016528104,0.036737073,0.06645618,0.039666057,0.02195751,2.1239135e-05,0.024030536,0.0002774148,0.00066287944,0.008924426,0.0038926858,0.030564222,0.061942555,2.4637919e-05,0.03372066,2.596949e-06,0.009929607,0.0004896994,0.06632788,0.001784557,0.0036086885,0.18602625,0.057863265,0.016991286,0.047742292,0.07532197,0.0002248394,0.00622145,0.0015504368,0.0019197065,0.05056285,0.005181487,0.0011692791,0.0014202403,0.036738373,0.038696922
26,0.0014589839,-0.025879376,0.02439576,0.027590502,0.02965622,-0.04336051,-0.16422866,0.12848651,0.05645586,0.040283423,0.083197206,0.034628596,-0.08799079,0.009434208,-0.017144386,0.018923314,0.20938608,0.06892136,-0.12694128,0.083378606,-0.04958935,0.12148914,0.09767416,-0.11480004,0.011206731,0.10653104,-0.013426723,-0.03949077,0.19377129,0.12551191,-0.049289186,0.0064930655,0.038366012,0.07388547,0.0037765503,0.02881254,0.023899185,0.0004544254,6.1198385e-05,0.0009204694,0.06366318,0.01683535,0.008942578,0.001654906,0.0017132587,0.004460392,0.0016492793,0.035751704,0.047623686,0.01582559,0.0001790108,2.342409e-05,0.00019603541,0.07442982,0.07619804,0.029444152,0.009669475,0.015882628,0.018909087,0.00012375126,0.032463014,0.0540839,0.02754226,0.034424596
27,-0.028227905,0.062378667,-0.09108293,0.055848096,-0.043853447,-0.12698463,-0.13668333,-0.043504566,-0.09565698,0.1072882,0.071369715,-0.037646588,-0.055945277,0.0506351,0.029505922,-0.048820663,0.14785218,0.03909815,-0.09495766,-0.108232,0.01981216,0.16514137,0.14914301,-0.09396848,0.008271062,0.07134299,-0.09822245,0.056166545,0.32654527,0.11178215,0.061491434,0.09663252,2.6640796e-08,0.017273279,0.00019934551,0.0025825747,9.360734e-05,0.00014678459,0.0031139138,0.0005248867,8.971395e-05,0.012166889,0.009583752,0.020934239,0.014669381,0.0018013328,0.0047112457,0.03329367,0.03185366,0.060341746,0.02020377,0.000280617,0.06861775,0.08445325,0.023274599,0.01937091,0.0009286411,0.16507435,0.00039948677,0.00690872,0.24892858,0.00027999093,0.014613583,0.05173668
28,0.070141986,0.083130054,-0.033251807,0.03606257,0.023684274,0.08845547,-0.06652089,-0.07916553,-0.13476083,-0.09806059,0.13103716,-0.022063611,-0.066419795,-0.067909695,0.00882763,-0.06826396,-0.028134663,-0.020454159,-0.012352882,-0.05111509,0.05208278,0.12295671,-0.0009272114,-0.13399652,0.038411945,-0.12742698,0.06296189,0.091730505,-1.2632459e-05,0.19898765,-0.034060635,0.05703053,0.022313494,0.010181716,0.1258853,0.00039107233,0.022696728,0.05156334,0.00827644,0.024885593,0.02817326,0.0056954776,0.03674993,0.026315605,0.023754612,0.0043298216,0.01873371,7.770366e-05,0.00021875715,0.0023014261,0.002221964,0.0014069167,0.008513748,0.02760561,0.0005958451,9.2373475e-06,0.02768953,0.019508807,0.01696331,0.08609181,0.010220569,0.00077077985,0.007625511,0.0047830553
29,0.07898781,0.012335762,0.019960836,0.014083542,0.052750703,-0.0099239815,-0.08180686,0.10085322,0.12010745,-0.17276819,0.036061317,0.103724405,0.062083397,-0.051354736,-0.025945468,-0.02801195,0.058499806,0.04240366,0.16525608,0.14430226,0.004359531,0.03958361,0.0022903564,0.027075458,0.014761871,-0.025394017,0.107456364,-0.1303345,0.35400137,-0.002608927,-0.12354719,0.14376615,0.011607395,0.029812783,0.00074854604,0.07779703,0.00986215,0.025908282,0.014139369,0.024874616,0.117574885,0.0033139435,0.054499116,0.052553236,0.004403985,0.013046293,9.59227e-05,0.0052484963,0.021693086,0.006336497,0.08746211,0.00014063588,0.009061123,0.025553029,0.0015177907,0.054328572,0.029405516,0.0017535673,0.0023261658,0.023592813,0.17842266,0.003063975,0.019894341,0.040790927
30,-0.012961753,-0.08323256,-0.13481544,0.013584147,-0.031675495,-0.11029241,0.011692721,-0.10663005,-0.03395568,0.04794135,-0.08848994,-0.07853277,-0.114449754,0.20235482,0.0077273888,-0.032696515,0.11411791,0.0071654487,-0.06816766,-0.012654975,-0.06413365,0.009864619,0.15276858,-0.05546196,-0.094789155,0.14353707,0.061884377,0.029127628,0.04547787,0.19995984,0.02471316,0.022623649,0.047091972,0.008918253,0.034804314,0.026281156,0.013838203,0.0035538515,0.04829379,0.015978446,0.11310388,0.015684867,0.0005484657,0.000109227614,0.0135043375,0.0641385,0.009907154,0.008206916,0.014292893,0.0014160739,0.0029132839,0.017250234,0.003089134,0.0006812383,0.018550487,0.007635767,0.016283492,0.005466494,0.11030487,0.010673021,0.001762037,0.002179835,0.048456937,7.684458e-05
31,0.016980205,0.07695349,-0.03023041,0.10944712,0.007707305,-0.059135586,-0.07942531,-0.027902793,0.09452799,0.18141723,0.09051828,-0.040088274,0.04165269,-0.019908372,0.04647543,0.0100470055,-0.11780825,-0.0117596015,-0.06097534,-0.1454622,-0.0013288148,0.025993973,0.021726564,-0.09101172,0.13486764,-0.060917575,0.049506947,-0.16963042,-0.056712247,0.051970936,-0.014618883,0.13291702,2.3662578e-06,0.0032762184,0.039903104,0.03767859,0.004325188,0.022164239,0.0006464632,0.0011955271,0.0039117513,0.06963684,0.0489589,0.036594763,0.003087688,0.0055316137,0.014408602,0.0042006453,0.034933224,0.014114998,0.0008413957,0.022580817,0.009538775,0.016358232,0.0020058795,7.069149e-05,0.01750075,0.00046942718,0.046068847,0.017529884,0.00046599068,0.036908127,0.019714495,0.0694885
32,-0.02653966,-0.041415714,0.09580294,-0.029721797,0.046533052,0.048405696,0.0019285511,-0.0005162483,0.12748836,-0.07214922,0.15288378,0.09852981,0.081956916,0.18167047,0.13935527,-0.037053473,0.06650644,0.03675847,-0.19266821,0.09544885,-0.0392709,0.10404722,0.014008772,0.016483232,-0.048722133,0.116745934,0.11514233,-0.0016168393,0.0068570534,-0.035829052,-0.08722212,0.1711582,0.020724336,0.07159793,1.3000045e-05,0.00073699025,0.011259523,0.0020543442,0.029800652,0.00021997337,6.913661e-05,0.06816968,0.03074328,0.012158088,0.019624572,0.0029993155,0.13869086,0.0026591835,0.03521811,0.07475673,0.0023472486,0.0035612606,0.0037328785,0.0032883212,0.06788077,0.0032762282,0.03980408,0.17878842,0.03638183,0.04321717,0.0018925604,0.00010255197,0.009972994,0.27725595
