,x0(t),x1(t),x2(t)
235,0.0035110528,0.1809558,0.041488774
236,0.0054301373,0.09487252,0.06375175
237,0.07930537,0.05710719,0.03590828
238,0.03974646,0.050328016,0.015879288
239,0.020780284,0.045317125,0.07467775
240,0.013441564,0.059633225,0.01957773
241,0.01937492,0.06113168,0.029556975
242,0.12642077,0.062838085,0.054473758
243,0.063275546,0.074454725,0.027003225
244,0.041093957,0.112929136,0.08623026
245,0.05281563,0.11645453,0.030019445
246,0.037535254,0.079339564,0.029243648
247,0.041318387,0.049116556,0.043307487
248,0.020885479,0.101801924,0.021849927
249,0.010905016,0.080922745,0.02559494
250,0.06310992,0.09406738,0.15835124
251,0.04482825,0.07730925,0.02368333
252,0.05185049,0.059209414,0.024681844
253,0.07103313,0.047996145,0.018581286
254,0.038617287,0.05625372,0.088655144
255,0.0203946,0.061163973,0.017473908
256,0.032139942,0.05432383,0.07549088
257,0.07689886,0.035211865,0.103998706
258,0.051870197,0.100318976,0.0107337795
259,0.043272115,0.06376187,0.025237003
260,0.028411983,0.10092565,0.01777997
261,0.025674593,0.082304046,0.11687026
262,0.04738292,0.0889743,0.075948335
263,0.052186385,0.11917766,0.04358962
264,0.13086443,0.07493701,0.048746467
265,0.087399036,0.08364697,0.039403178
266,0.04391231,0.12832761,0.06180289
267,0.059164613,0.09198745,0.035126284
268,0.04357346,0.06295924,0.030767526
269,0.081702955,0.045279842,0.015929418
270,0.1056039,0.11669741,0.02077555
271,0.20970261,0.18967691,0.05655501
272,0.12092394,0.14732352,0.052314974
273,0.06214267,0.10392104,0.089402094
274,0.0703949,0.069596164,0.031048713
275,0.03934076,0.054522343,0.020958943
276,0.023083832,0.037733957,0.0305831
277,0.017419878,0.036059774,0.026406558
278,0.04640901,0.0362201,0.019287877
279,0.031426277,0.0469867,0.011846071
280,0.016801659,0.033268154,0.01960542
281,0.011253396,0.05520085,0.014940098
282,0.027251527,0.036778525,0.2967966
283,0.07082014,0.02818128,0.071222484
284,0.044107035,0.08783564,0.0092609115
285,0.048169985,0.09507699,0.03741733
286,0.07363383,0.066395976,0.057238914
287,0.038829472,0.06450337,0.022857435
288,0.055216454,0.04912462,0.10294547
289,0.039985307,0.12954846,0.027539365
290,0.11206059,0.09181631,0.033017013
291,0.108419314,0.081994176,0.055739246
292,0.05937029,0.068699025,0.056309912
293,0.055754304,0.07128037,0.018377746
294,0.028031489,0.06707307,0.020008488
295,0.036125876,0.0532615,0.052540533
296,0.026603637,0.09358375,0.039722715
297,0.022858288,0.09728713,0.027891913
298,0.012727225,0.055804543,0.029665835
299,0.013252121,0.07309354,0.025528751
300,0.22442074,0.04029779,0.030336961
301,0.11362732,0.078429654,0.041449085
302,0.0575801,0.06952852,0.035941817
303,0.106783606,0.08408466,0.017542683
304,0.10936781,0.06981427,0.06823617
305,0.055060383,0.08608308,0.026955822
306,0.028673008,0.07959555,0.022965353
307,0.03259144,0.0782932,0.05013068
308,0.056220397,0.058948755,0.056490436
309,0.028854564,0.08419046,0.054982003
310,0.04237081,0.075886585,0.021426467
311,0.052714016,0.17443284,0.02633604
312,0.13896205,0.10294376,0.0453589
313,0.18750753,0.1813997,0.034379207
314,0.11363899,0.19249524,0.04675334
315,0.10885682,0.13774803,0.054465763
316,0.066032276,0.11024446,0.17149308
317,0.035329126,0.07179599,0.029902672
318,0.019676806,0.04569879,0.018919112
319,0.06755505,0.04780016,0.011633829
320,0.03399927,0.051093064,0.0881024
321,0.07292472,0.034047708,0.08616074
322,0.03991533,0.03527789,0.013560224
323,0.02714004,0.030232538,0.03785571
324,0.077257745,0.023242082,0.016629826
325,0.08597589,0.031201258,0.008810653
326,0.1458013,0.10077697,0.010876901
327,0.1553263,0.09009102,0.027967796
328,0.12853104,0.08482798,0.0932856
329,0.11343822,0.08635668,0.025545213
330,0.0795524,0.08211678,0.16381735
331,0.057955153,0.1403771,0.021028902
332,0.033357516,0.08873241,0.043597247
333,0.03491974,0.12974581,0.033504453
334,0.043551385,0.07709916,0.09384088
335,0.081679165,0.07710308,0.021710675
336,0.04386597,0.059879147,0.064745545
337,0.28684714,0.1310587,0.018843133
338,0.1587426,0.14204691,0.06820727
339,0.13745031,0.18132517,0.03682411
340,0.10343668,0.19530955,0.058153547
341,0.13374168,0.15931126,0.049905103
342,0.07003631,0.13442679,0.04857686
343,0.081273735,0.12245211,0.036526486
344,0.06390232,0.10648674,0.03533164
345,0.04166386,0.07026542,0.08405851
346,0.024588136,0.0458466,0.021058403
347,0.032018643,0.08960379,0.097249135
348,0.022176288,0.08485683,0.02717375
349,0.022911131,0.056196764,0.058347963
350,0.022257866,0.037514877,0.021890858
351,0.040961817,0.035935774,0.044329688
352,0.029794933,0.1472132,0.07651694
353,0.08750655,0.10514811,0.037169896
354,0.105873965,0.11584994,0.03191296
355,0.079326205,0.091227315,0.044848025
356,0.11481327,0.08708376,0.043982744
357,0.060611706,0.14435261,0.051702864
358,0.03336092,0.10243444,0.04324599
359,0.08190808,0.07817235,0.114186525
360,0.055040903,0.0706233,0.019742683
361,0.04026884,0.050101135,0.059493057
362,0.028823677,0.03622303,0.043915384
363,0.04682008,0.026291607,0.009796947
364,0.04732403,0.03469594,0.0065752314
365,0.027626818,0.08049482,0.016986586
366,0.015365489,0.04866531,0.020261081
367,0.016385378,0.028275408,0.03616562
368,0.050458897,0.024140963,0.010330189
369,0.042270087,0.02469311,0.006117791
370,0.021797784,0.022914255,0.008647397
371,0.011140879,0.08636596,0.05805959
372,0.052123412,0.058414653,0.021907706
373,0.12838477,0.07714006,0.1688339
374,0.06424,0.09405442,0.020206913
375,0.048669294,0.07929888,0.0257757
376,0.0351741,0.054251954,0.035716973
377,0.1774515,0.04665327,0.018800244
378,0.09340803,0.090650365,0.019302817
379,0.047140926,0.06919886,0.026682843
380,0.06685982,0.05836391,0.01954485
381,0.054837048,0.05034719,0.014797851
382,0.13443854,0.10030761,0.020571083
383,0.11950597,0.11261884,0.07777065
384,0.060393207,0.08648795,0.028724449
385,0.03019884,0.05923505,0.041296907
386,0.015821487,0.038602497,0.01564181
387,0.15783696,0.05835165,0.018589843
388,0.08047624,0.071765795,0.037899315
389,0.043452453,0.07525532,0.05678989
390,0.021890968,0.04969153,0.01922337
391,0.011695938,0.030490736,0.067164086
392,0.008632734,0.019094568,0.0076429495
393,0.032460727,0.052049182,0.0051425267
394,0.030240789,0.057242297,0.013074391
395,0.02504797,0.08186492,0.014617746
396,0.13805039,0.06296684,0.117216215
397,0.07130709,0.06752982,0.016196547
398,0.0437752,0.08194883,0.024470113
399,0.022034233,0.062080067,0.0415852
400,0.011107876,0.0399775,0.03951209
401,0.029898155,0.10844429,0.011959022
402,0.038971778,0.1634356,0.027279736
403,0.019489478,0.091832645,0.08326053
404,0.019170726,0.050836213,0.047890328
405,0.058289424,0.042510543,0.047766283
406,0.056075033,0.04369363,0.055197794
407,0.079867385,0.11543487,0.016122933
408,0.09471694,0.0830843,0.041998964
409,0.09921278,0.100529015,0.077574655
410,0.06339044,0.07704879,0.033013646
411,0.03173802,0.09426975,0.022980746
412,0.059535608,0.06317927,0.049367912
413,0.030565927,0.055116415,0.02270553
414,0.06905567,0.07457946,0.06330131
415,0.040000305,0.08174856,0.020595247
416,0.08575522,0.32809058,0.022565499
417,0.05211276,0.18703534,0.085689776
418,0.1795695,0.13326621,0.06617977
419,0.13505195,0.11731597,0.04392796
420,0.06780203,0.09684628,0.033156633
421,0.038996365,0.093289934,0.025420833
422,0.074519,0.19576554,0.048530072
423,0.03732255,0.15559681,0.08882493
424,0.03919219,0.11627211,0.049569875
425,0.020717245,0.07272484,0.03686764
426,0.04130174,0.0809236,0.03799855
427,0.08237026,0.12727255,0.04760921
428,0.14024758,0.08514678,0.057811245
429,0.085774794,0.10332337,0.03731354
430,0.058464497,0.082812,0.025831716
431,0.033511225,0.07322025,0.021220375
432,0.04390625,0.054748602,0.05649392
433,0.022161016,0.05078634,0.013694058
434,0.018073006,0.039051726,0.04757961
435,0.03006551,0.026904408,0.017080547
436,0.043440983,0.024420988,0.017668096
437,0.04299166,0.034323707,0.03197125
438,0.035906356,0.031439956,0.009862044
439,0.028843507,0.024777804,0.01384801
440,0.0968465,0.044489525,0.027958024
441,0.062605724,0.06362771,0.042253688
442,0.034618665,0.05816385,0.017319256
443,0.08440978,0.039139897,0.056416076
444,0.043494966,0.048103783,0.016137972
445,0.043427445,0.17458215,0.037992064
446,0.054605972,0.098531604,0.05763562
447,0.14554012,0.07475266,0.030640282
448,0.10908043,0.085372,0.08120915
449,0.05829025,0.087353565,0.021472314
450,0.061089355,0.088166855,0.023904908
451,0.09099815,0.05947882,0.04509338
452,0.045846563,0.06037343,0.046968397
453,0.06406989,0.08982678,0.015099021
454,0.037420165,0.13117349,0.14342736
455,0.02238979,0.077834085,0.06774405
456,0.015337437,0.04478995,0.01946092
457,0.00819293,0.02623228,0.011761993
458,0.004289952,0.015642645,0.009823906
459,0.01858914,0.008992008,0.007185284
460,0.04571442,0.039695732,0.018017035
461,0.023054877,0.039997507,0.009929074
462,0.0278316,0.05898378,0.116337076
463,0.025114503,0.03863363,0.018348478
464,0.02742401,0.025820373,0.02403974
465,0.014463703,0.035388876,0.0065756305
466,0.009843332,0.027681163,0.01205882
467,0.045217138,0.02525993,0.009321748
468,0.028650904,0.027064849,0.10865496
469,0.036834598,0.047603123,0.045689367
470,0.06973191,0.09107092,0.15170257
471,0.1508305,0.12255874,0.022779169
472,0.15547538,0.09898941,0.031068332
473,0.083643705,0.09018002,0.07487347
474,0.050290093,0.07608052,0.036581226
475,0.026036505,0.12763128,0.025367564
476,0.07039547,0.1888811,0.045738094
477,0.052024327,0.14108995,0.1295313
478,0.032274302,0.083640605,0.040420923
479,0.035548285,0.059122756,0.021394309
480,0.023143295,0.21504839,0.1066151
481,0.019747943,0.1265871,0.055713978
482,0.033402834,0.07066123,0.032228746
483,0.08045624,0.060098007,0.0639614
484,0.06025227,0.05602502,0.015048422
485,0.030802555,0.08945553,0.023182433
486,0.01908387,0.11534272,0.022526536
487,0.038232394,0.3102023,0.028850932
488,0.020119315,0.18222995,0.08348177
489,0.08525277,0.10528219,0.098012045
490,0.043286555,0.29491907,0.047952972
491,0.025077736,0.1637392,0.0873369
492,0.021651633,0.088703,0.115887076
493,0.03954155,0.05246814,0.02498484
494,0.033622853,0.09529151,0.021220263
495,0.020894509,0.05663253,0.08373564
496,0.049397968,0.08174658,0.12877811
497,0.05674598,0.07712749,0.035247464
498,0.028654357,0.18904293,0.03871587
499,0.048817296,0.12128653,0.057102792
