,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9
23,0.21885933,0.0036322789,0.3627541,0.2140134,0.5973376,0.80865,0.31801826,0.35582352,0.3206668,0.29384267,0.008900242,0.0036322789,0.25295833,0.032743417,0.09002007,0.03893062,0.06435948,0.0113630425,0.0005185713,0.002921919
24,0.34084857,0.007314501,0.11423262,0.15064238,0.5588786,0.90937513,0.328268,0.35552898,0.48632684,0.44937596,0.012550175,0.007314501,0.0054097828,0.0019048981,0.059808187,0.004330597,0.07873277,0.013820133,0.0062809754,0.00016694864
25,0.2820454,0.1632861,0.12038627,0.23011999,0.5936498,0.92192996,0.2993181,0.54859114,0.36075598,0.35347316,0.00024109134,0.1632861,0.041407827,0.0017747539,0.004930684,0.0028286825,0.004958551,0.115933895,0.024200374,0.053244423
26,0.25272697,0.10332623,0.19670305,0.2909536,0.6904675,0.92365324,0.39468983,0.43818718,0.3577184,0.47447366,0.01579725,0.10332623,1.201558e-09,0.03257396,0.004491799,0.07245809,0.051702,0.013559369,0.0007003669,0.06791842
27,0.33651984,0.0010636629,0.23568377,0.29659566,0.6584781,0.9367968,0.32835013,0.49974212,0.56869763,0.5622369,0.0009314942,0.0010636629,0.03854385,0.007695696,0.011517204,0.00041447536,0.004869706,0.030956158,0.12511235,0.069400564
28,0.41657543,0.0045969626,0.18096039,0.35770392,0.7031408,1.0566753,0.34946474,0.5967317,0.4957074,0.44831735,0.017615069,0.0045969626,0.03213071,0.07605365,0.0042140153,0.021911304,1.3393905e-06,0.02325992,0.04862649,0.017470751
29,0.3840268,0.06345314,0.18919736,0.23032753,0.7390392,1.0417838,0.36179054,0.57502484,0.4438577,0.4467894,0.06938795,0.06345314,0.008046931,0.0038703845,0.015788786,0.00037974305,0.0001653396,0.035090633,0.001807121,0.00042637135
30,0.34247637,0.003458524,0.2789084,0.29544288,0.8402966,1.1748629,0.3710214,0.48238578,0.47533268,0.48549473,0.024482965,0.003458524,0.13201806,0.0403216,0.11823353,0.15654808,0.00998984,0.017732538,0.011214396,0.063110426
31,0.44081944,0.008139487,0.18671614,0.24457327,0.73726624,1.16381,0.33526683,0.53367263,0.5596624,0.52119964,0.058617905,0.008139487,0.03726543,9.662809e-05,0.07116706,0.013747369,0.0022172353,0.02604653,5.9908827e-05,0.046784032
32,0.45591637,0.0001206087,0.3029042,0.26545468,0.7220799,1.197501,0.35937372,0.5492003,0.5403988,0.39669147,0.10195848,0.0001206087,0.17654783,0.00078510167,0.003709174,0.074773364,0.00018839208,0.01474768,0.078407586,0.009343583
33,0.35757828,0.00827211,0.17363629,0.23237473,0.72994757,1.2000906,0.3624774,0.50282276,0.52936566,0.47463417,0.0077804425,0.00827211,0.04084865,0.03396868,0.0054008765,1.7299507e-06,0.00020404227,0.00069294544,0.016873604,0.010707569
34,0.32580063,0.014855123,0.13861044,0.31745657,0.72614545,1.1475868,0.3754638,0.50198513,0.50020355,0.39061695,0.0016653799,0.014855123,0.018287016,0.07600344,0.024676478,0.014801864,0.024729349,0.00038840252,0.048411634,0.0022367006
35,0.2853554,0.00096373254,0.17896982,0.21734874,0.69643575,1.1105187,0.34816435,0.55331814,0.44156757,0.42625216,0.020741716,0.00096373254,0.012813965,0.014612705,0.00018195296,0.029586269,3.7448728e-05,0.04312006,0.009189645,0.0030591926
36,0.30821365,0.0021921338,0.11088302,0.21582438,0.6720336,1.039611,0.33917066,0.43679234,0.49313205,0.38724285,0.005602654,0.0021921338,0.0017267803,0.0022164444,2.6694514e-05,8.5126766e-07,0.0031672176,0.00053020817,0.055429265,0.014519525
37,0.25058976,0.03798452,0.10901791,0.2068594,0.66671085,0.9921287,0.31786093,0.5023103,0.39959228,0.4091719,0.0015268316,0.03798452,9.65158e-06,0.012141894,0.031067245,0.00073032477,3.91335e-05,0.050473332,0.008133985,0.07513682
38,0.26283002,0.018987248,0.16988996,0.23162283,0.71569794,0.91638064,0.3144903,0.42752415,0.42374372,0.4054196,0.003735126,0.018987248,0.047467995,0.008044615,0.08682393,0.0070808176,5.328208e-05,0.012509198,0.03587935,0.069558196
39,0.29293615,0.0064325733,0.16686888,0.21439072,0.59332824,0.91471225,0.2969538,0.44235784,0.45140043,0.44571796,0.00528138,0.0064325733,0.041563835,0.0021873142,0.0009555944,0.0024599521,0.0007674774,0.008572862,0.008606475,0.07822281
40,0.32115012,0.0024174217,0.114160776,0.24944343,0.6695513,0.91533077,0.29960096,0.44947797,0.42076066,0.36411825,0.014856709,0.0024174217,0.003749125,0.02336816,0.07097899,0.00036309718,0.00031480682,0.0035447567,0.0406621,0.021795234
41,0.23982227,0.05333627,0.18781975,0.18388915,0.63175535,0.9720085,0.30128923,0.45176443,0.41170824,0.33519846,0.0006827634,0.05333627,0.061889313,0.0006213178,0.045626886,0.09708198,0.008225004,0.025028469,0.019852206,0.002387159
42,0.2744327,0.0042245695,0.12147311,0.2753748,0.7186656,0.94569296,0.39023837,0.40313402,0.43411785,0.40965348,0.012923571,0.0042245695,0.0028604078,0.081107445,0.1096165,0.009280077,0.085713826,0.008201634,0.024330314,0.046486285
43,0.2656907,0.0012342132,0.20801798,0.22839132,0.61711264,0.94595295,0.35568744,0.5438959,0.4374506,0.41861835,0.00012740234,0.0012342132,0.06821829,0.0214523,0.0012551906,0.00019180078,0.047758725,0.08568004,0.017381225,0.02296289
44,0.3164588,0.01938019,0.1162846,0.26643667,0.67703104,0.9770472,0.33710584,0.4461719,0.42141345,0.40038183,0.0031406363,0.01938019,0.0014718301,0.056510385,0.007897049,0.0034927046,0.0025388377,0.008287822,0.00884817,0.0037163445
45,0.2601402,0.05592733,0.19242013,0.41970032,0.61380005,0.9936712,0.31910723,0.48466083,0.40549666,0.37743405,0.0018070007,0.05592733,0.049511697,0.2098193,0.0017643473,0.0677456,0.013089389,0.03579528,0.0088388305,0.007830403
46,0.28959417,0.0001261227,0.23782805,0.34242344,0.6338952,1.0296577,0.32503864,0.5535574,0.40330335,0.5795726,0.004667102,0.0001261227,1.4216734e-05,0.12574276,0.0012992161,0.07431013,0.008740645,0.032618582,0.00019328238,0.08599513
47,0.43832573,0.022536963,0.17152981,0.3027497,0.6470996,1.004725,0.3205479,0.5609112,0.43967482,0.45646963,0.029625397,0.022536963,0.00025502616,0.0129003255,0.0060868147,0.006811076,4.1529132e-05,0.043123055,0.003813185,0.0037614983
48,0.31426477,0.0026337537,0.16637367,0.24286191,0.6718433,1.0606897,0.3359375,0.5463523,0.49001902,0.4522772,0.00026505563,0.0026337537,0.0037303404,0.0033586111,7.87999e-06,0.09245093,1.9803472e-05,0.055388458,0.08070432,0.043595042
49,0.30932966,0.000648259,0.13782406,0.23298623,0.75780064,1.0265776,0.3650044,0.48784977,0.50636584,0.4084731,4.1897483e-06,0.000648259,0.015076229,0.005530744,0.07032939,6.7553956e-05,0.02126876,0.0076815393,0.087257355,0.03456969
50,0.34408975,3.949275e-06,0.13973351,0.20909746,0.7298293,1.0222402,0.36269784,0.48922786,0.4626301,0.44023278,0.070941135,3.949275e-06,0.022916269,0.004536778,0.049895182,0.0043542627,0.022730758,0.017271494,0.014817752,0.0720013
51,0.2956688,0.052119132,0.19480366,0.22363271,0.66189355,0.99447966,0.33091947,0.54782516,0.4420863,0.3872205,0.0056856535,0.052119132,0.09025296,0.0035143276,0.0046136524,0.0008288724,0.0022795124,0.10190218,0.0073049106,0.03145413
52,0.3323996,0.0025083346,0.16786066,0.23954554,0.72872144,1.0509393,0.4598234,0.4428965,0.42836604,0.4356682,0.04138752,0.0025083346,0.029984735,0.019875726,0.04224642,0.06979483,0.11658587,0.00020205198,1.7425771e-05,0.034930736
53,0.31483507,0.08144647,0.14956066,0.24358913,0.68457955,1.1701303,0.3381538,0.44486293,0.44920346,0.4368372,0.013070649,0.08144647,0.028533727,0.024500854,0.017782398,0.116635524,0.0047552297,0.0013630189,0.00091239886,0.0019682304
54,0.29575503,0.0065150606,0.16319714,0.25962645,0.65977097,1.1002728,0.32890022,0.4905943,0.4179287,0.41754124,0.0025560732,0.0065150606,0.00067934924,0.00048460605,0.0029376193,0.046748735,0.00048354996,0.014627055,0.00085859676,0.011166179
55,0.29069972,0.027173776,0.15232664,0.22369337,0.65042204,1.0085347,0.32094792,0.46042427,0.5288625,0.48529744,0.0003305365,0.027173776,0.019255891,0.011665231,0.028452912,0.0033853617,0.00996337,0.015632622,0.117378384,0.106178015
56,0.31895617,0.0041416865,0.12806867,0.25626367,0.66875845,1.0668826,0.34778994,0.5064332,0.42181936,0.3880949,0.00014413166,0.0041416865,0.0026350885,2.8084221e-05,5.4268738e-05,0.061546765,0.013437831,0.0020374488,0.020445019,0.026024055
57,0.29181433,0.0009094408,0.13567951,0.20464784,0.6719005,1.0258864,0.34158632,0.44510382,0.6573672,0.41306436,0.033732526,0.0009094408,0.005476825,0.008529539,0.031808347,0.04360605,0.021540267,0.008003154,0.25895366,0.04493237
58,0.29192522,0.004633672,0.10279112,0.20737013,0.7728474,1.1239135,0.370366,0.5770483,0.46465522,0.3569731,0.017553305,0.004633672,1.2479629e-05,0.00038322204,0.050364025,0.04365369,0.009124306,0.04254734,0.06086522,0.015561556
59,0.24578166,0.0051977932,0.15009956,0.1846529,0.7114835,1.0314544,0.38522354,0.42948607,0.50774086,0.36233452,0.015899532,0.0051977932,0.044097662,0.0038495052,0.003131859,0.0005914944,0.03104773,0.0030716888,0.06992156,0.019754041
60,0.26835033,0.0031103257,0.09608528,0.25578314,0.66466016,1.2179289,0.3405007,0.4556025,0.4370838,0.385777,0.01213329,0.0031103257,0.0011599396,0.07201699,0.00083604356,0.1806698,0.008588653,0.01752254,0.006292295,0.023190077
61,0.24186371,0.021135844,0.14312881,0.2919246,0.642556,1.0721922,0.4233668,0.443684,0.42736298,0.34838846,0.00093257934,0.021135844,0.0136820795,0.097480945,0.024407346,0.026392853,0.11429248,2.8735394e-05,0.046990264,0.0006487435
62,0.2458002,0.062269546,0.1674876,0.18582077,0.65807533,1.0972742,0.33023056,0.45217764,0.39343077,0.44513547,4.155776e-05,0.062269546,0.010957397,0.0010586167,0.00030055267,0.06424877,0.0013431542,0.0001527765,0.00058834563,0.0053574373
63,0.34338927,0.016731612,0.1346705,0.44809774,0.6696956,0.99458665,0.383759,0.5205466,0.4483157,0.37861198,0.03707771,0.016731612,0.01062534,0.19439521,0.050641384,0.00037507765,0.07423187,0.10406957,0.03553423,0.0057077417
64,0.29400235,0.0045695473,0.23249672,0.20048428,0.69254047,0.9841025,0.5282785,0.55029815,0.46344152,0.49163908,0.037361115,0.0045695473,8.203876e-05,0.0028124726,0.007863981,0.0034365756,0.18594028,0.003255559,0.061258458,9.648358e-06
65,0.39416757,0.015249535,0.12264797,0.25920382,0.81032914,1.1094546,0.38742456,0.55411,0.4941075,0.4950945,0.032099653,0.015249535,0.020121064,0.011099502,0.0370353,0.0052950657,0.00077761797,0.098094925,0.03158891,0.012179977
66,0.32428056,0.00031314653,0.14824817,0.25723994,0.75277776,1.0571121,0.36870715,0.5187078,0.46906674,0.39268234,0.015409317,0.00031314653,0.011021491,0.0020679191,0.027331991,0.00029478263,0.0059842626,0.014466127,0.002578213,0.00041939935
67,0.32855698,0.018836958,0.12879354,0.23336399,0.6811027,1.1472129,0.3928421,0.46534094,0.45451358,0.39023736,0.05809174,0.018836958,1.7004033e-05,0.036866248,0.0027053035,0.12564577,0.053643405,0.003938721,0.004000642,0.0029831498
68,0.3318033,0.03950143,0.12647437,0.24027121,0.67745936,1.062,0.3376567,0.49460763,0.41436487,0.38807133,0.072287835,0.03950143,0.00037390017,0.035734054,0.0116925705,0.00031900284,0.004773315,0.04840028,0.009416766,0.0011530096
69,0.28498468,0.04689973,0.14006613,0.2146961,0.68832815,0.97875863,0.35373953,0.435078,0.44108763,0.37361923,0.027711835,0.04689973,0.00017981471,0.0009097129,0.045262836,0.008510659,0.03220686,0.00086676655,0.039120752,0.0016673637
70,0.25790864,0.012503419,0.15158494,0.291617,0.66254103,0.961448,0.38013333,0.43318507,0.41745514,0.3809825,0.0010659798,0.012503419,0.02078703,0.08135753,0.02413856,0.0046220412,0.060932085,0.00016346536,0.0032579813,0.0032817393
71,0.28859115,0.023746219,0.15273638,0.19757807,0.62484807,1.0047888,0.32563627,0.4826009,0.441913,0.42308936,0.022307431,0.023746219,0.0006761687,0.0008351229,0.0032096168,0.0494781,0.014817014,0.029693356,0.034850027,0.005170026
72,0.29889333,1.381811e-05,0.123743206,0.23020951,0.68755156,0.96743965,0.31939512,0.44589207,0.38930914,0.3511743,0.010980459,1.381811e-05,0.013081061,0.0067917206,0.050603323,0.0049025104,0.00092099997,0.014437641,0.00051691534,0.0013258223
73,0.23968741,0.014919647,0.16315024,0.28726548,0.6347013,0.9519623,0.2896825,0.3990014,0.43634647,0.33764923,0.0022286566,0.014919647,0.048038572,0.11167141,0.057396233,0.05201871,0.0010299666,0.0014450218,0.03069908,0.0009683874
74,0.25101355,0.008818619,0.23207006,0.20140676,0.57482064,0.9315016,0.2879967,0.47603953,0.4005471,0.38090342,0.00061379554,0.008818619,0.08097751,0.025122326,0.0048456336,0.010930923,0.003009207,0.026091328,0.0016213164,0.003394474
75,0.32526314,0.021696365,0.11288333,0.2221525,0.59062105,0.92675865,0.29335195,0.39942667,0.42010695,0.37188175,0.01877643,0.021696365,0.007770645,0.027291475,0.0039200867,0.00070092443,1.4459164e-06,0.0010191948,0.016661575,0.006735692
76,0.26700202,0.00096506265,0.12811705,0.19985425,0.56751907,0.8775952,0.28625736,0.47319087,0.35523593,0.3462105,0.024619482,0.00096506265,0.006192632,0.003065194,0.00022808314,0.0010447723,0.002611865,0.05366662,0.003483728,0.021168433
77,0.23955154,0.008497607,0.10292166,0.1764529,0.55801916,0.8343256,0.2949673,0.36711025,0.34952796,0.30976272,0.0023877567,0.008497607,0.0025120028,0.002865117,0.00019452434,0.010722802,0.016054993,0.0027712616,0.0017098761,0.002165859
78,0.20850076,0.07564144,0.13997123,0.21697861,0.519051,0.8114302,0.25537947,0.3426436,0.3375487,0.34045124,0.0021585643,0.07564144,0.04749596,0.057848446,0.008999481,0.020558983,0.0003536987,8.8087865e-05,0.007078286,0.04903149
79,0.3031248,0.0038594573,0.1668915,0.2127201,0.505691,0.77218205,0.25777543,0.3847701,0.43638775,0.34580207,0.062913544,0.0038594573,0.020581467,0.004673744,8.43841e-05,1.7220236e-05,0.004972136,0.0034833008,0.10687664,0.0018166878
80,0.2585942,0.0009559237,0.12480642,0.17664996,0.547588,0.82643944,0.3887454,0.48509315,0.42919624,0.36003706,0.0022473966,0.0009559237,0.016516639,0.0018191925,0.006191632,0.009821114,0.11804721,0.073123835,0.092904985,0.039413806
81,0.25779244,0.027662184,0.10422244,0.18120058,0.6644362,0.899386,0.32960355,0.4221828,0.36854315,0.42947578,0.015370691,0.027662184,0.015419496,0.00070409355,0.012440839,0.014792276,0.0036058826,0.02901148,0.032345943,0.08389693
82,0.27139777,0.010155701,0.10930968,0.28193492,0.58700156,0.85348725,0.28813154,0.44631982,0.4079791,0.33572435,0.004548658,0.010155701,0.0048782956,0.053365942,0.013005739,0.0026097032,0.0011336308,0.05716348,0.023649788,0.014379964
83,0.33688042,0.038754724,0.15257671,0.18239705,0.6586551,0.86339045,0.29828808,0.4317077,0.37382892,0.34605148,0.11436341,0.038754724,0.0065313955,0.009457022,0.08236199,0.03393668,0.010141519,0.00028071477,0.025673304,0.0012855941
84,0.28879303,0.013760233,0.15625925,0.19751528,0.57465816,0.846765,0.2898963,0.4025209,0.41054472,0.33779457,0.039478917,0.013760233,0.045683373,0.0051121768,0.003368417,0.0027229101,0.004251442,0.028206358,0.0049287835,0.0017862609
85,0.2573485,0.08453852,0.106250435,0.19090882,0.56366956,0.8914827,0.37604618,0.44810295,0.3798229,0.33073628,0.0103216,0.08453852,0.0006126747,0.015131409,0.0053084856,0.039750118,0.09686565,0.056184247,0.01436421,0.002020746
86,0.2804803,0.10716903,0.18752356,0.21546423,0.72555083,0.88394946,0.33684143,0.39404157,0.33564168,0.3802361,0.06198693,0.10716903,0.049799886,0.007826832,0.08129557,0.0071483175,0.0147137875,0.004856971,0.000681701,0.0013641219
87,0.30298394,0.00887177,0.19279756,0.2722938,0.5904144,0.92956394,0.31342766,0.47973156,0.46061847,0.47516733,0.01910413,0.00887177,0.03148092,0.02859125,0.0035675832,0.057585895,0.020004252,0.082327306,0.0040812804,0.051668223
88,0.35625535,0.001991602,0.17784065,0.31747115,0.6318657,0.9687996,0.31571785,0.49142992,0.39170825,0.42030427,0.022272903,0.001991602,0.037257873,0.07545161,0.00054098794,0.02059577,5.550672e-05,0.0039640088,0.00010227301,0.026608856
89,0.3190072,0.01095089,0.19758543,0.21192233,0.60285574,0.9293508,0.30146724,0.46733713,0.4101381,0.40700912,0.01993473,0.01095089,0.037854068,0.00077439885,0.0024319026,0.0023175792,0.001255324,0.0071734795,0.0052849273,0.0004985091
90,0.30469424,0.034203906,0.11367926,0.22977936,0.59498477,0.92125815,0.30971137,0.5185123,0.4004172,0.39153972,0.002396956,0.034203906,0.0022426439,0.020799356,3.809489e-05,0.0019874147,0.012238013,0.10299209,0.00019664734,0.030576756
91,0.28391257,0.001322099,0.1334915,0.29436213,0.6328576,0.9281857,0.3563386,0.47563726,0.35791588,0.353999,0.031303085,0.001322099,0.0014998568,0.08149031,0.0014351924,0.055652708,0.040627394,0.054103073,0.0035838452,0.010312038
92,0.26987237,0.034266923,0.15860742,0.21322791,0.59561056,0.90018904,0.343063,0.4840672,0.43664688,0.41007665,0.026127134,0.034266923,0.010765315,0.035567377,3.6264594e-06,0.012223242,0.045259524,0.06909795,0.053472318,0.017319478
93,0.28436252,0.012245711,0.14359742,0.24200387,0.6766803,0.9932878,0.48818114,0.44196326,0.39239067,0.38647383,2.0484898e-05,0.012245711,0.019850004,0.01983209,0.027658368,0.07403466,0.16367015,0.0059399717,0.015281685,0.011891208
94,0.26718354,0.03751321,0.2451176,0.2869975,0.66937053,1.0142272,0.42637748,0.42225134,0.42211643,0.44678113,0.0021478995,0.03751321,0.117992826,0.08763771,0.0019801783,0.0054986365,0.092682295,0.0053741946,0.011977553,0.0037670303
95,0.45913574,0.024819143,0.16272238,0.26472768,0.6564172,1.0563434,0.3308208,0.477174,0.45742834,0.51849896,0.11318639,0.024819143,0.00046703476,0.022580491,0.0022880102,0.0024241402,0.003756184,0.0015434236,0.00018427256,0.020496042
96,0.3428332,0.0010859895,0.1931018,0.30874234,0.64519984,1.0774368,0.33447796,0.49793324,0.4492582,0.5336978,0.00222251,0.0010859895,0.048328392,0.037083294,7.865779e-05,0.0737794,0.01191738,0.0010257119,0.039688412,0.1421528
97,0.3638121,0.001354516,0.20352542,0.277988,0.6907422,1.0358573,0.32363287,0.5344592,0.41916937,0.4214202,0.0004122774,0.001354516,0.048611253,0.010596083,0.049364496,0.00871988,0.0029440278,0.021762993,1.8533812e-05,0.002716135
98,0.315288,0.0025903562,0.15324517,0.29489282,0.6411266,0.99749464,0.3316823,0.4917617,0.45890653,0.46521103,0.0028151788,0.0025903562,0.013573921,0.08350546,0.0018185783,0.006402202,0.012028319,0.03748936,0.011772731,0.061960634
99,0.31028748,4.6603995e-07,0.22190922,0.24261518,0.6561256,0.9712102,0.3324584,0.49388605,0.40707314,0.43400586,0.0010593792,4.6603995e-07,0.073167644,0.008714476,0.013655204,0.0005458593,0.011223183,3.6048194e-05,0.009887275,0.042800553
100,0.37251946,0.00022697142,0.129794,0.22021781,0.6168833,0.9686299,0.32861894,0.53363883,0.46541262,0.40367445,0.044561923,0.00022697142,0.008486175,0.003214646,0.0001742652,0.0023043985,0.020264432,0.100293115,0.026395196,0.005182836
101,0.35731772,0.010657316,0.110663556,0.22555242,0.68302417,0.9700945,0.3730822,0.6228238,0.3773919,0.36453623,0.09058347,0.010657316,0.0004411659,0.023601716,0.019075489,0.023866784,0.04110786,0.17903319,0.0040532756,0.025107369
102,0.2872075,0.041918173,0.11988369,0.1883316,0.71973574,0.9285208,0.34638527,0.46636015,0.3970871,0.36240304,0.049607616,0.041918173,0.0017788158,0.00073484005,0.027758136,0.0129047595,0.00039645602,0.07108961,0.00024325712,0.0024252972
103,0.24130157,0.0041184584,0.13659951,0.22543,0.6515957,0.9057228,0.3140893,0.39503318,0.42158073,0.35930002,0.0001582085,0.0041184584,0.021474615,0.023269406,0.025720371,0.009784392,0.0011516178,0.001243525,0.0017710269,0.011040646
104,0.24820477,0.029875778,0.1182969,0.24296375,0.62058324,0.9114682,0.29176086,0.43153837,0.43719533,0.34012473,0.00025499618,0.029875778,0.003522673,0.061254505,0.053172406,0.0224721,0.008055455,0.017178385,0.043097697,6.075955e-06
105,0.2939871,0.0016594145,0.17313373,0.18566075,0.60257226,0.9569423,0.29897863,0.43262035,0.39653978,0.35630044,0.06477629,0.0016594145,0.03671398,0.00066049735,0.007387099,0.077581644,0.0013860521,4.0671082e-05,0.027099712,0.014851804
106,0.31965137,0.0009583004,0.097458586,0.18077321,0.57386976,0.91517895,0.31587735,0.4009493,0.38785437,0.33861628,0.054934278,0.0009583004,0.0037985055,0.0017932786,0.008970652,0.002381737,0.033427812,0.020359067,1.3600101e-06,0.008900017
107,0.21864153,0.0052675386,0.1334546,0.18282971,0.56070364,0.8591986,0.2833173,0.4626603,0.33975887,0.30035308,0.0006041062,0.0052675386,0.042588852,0.013042417,0.007884051,0.001014009,0.006907503,0.093452856,0.004094691,0.0028193495
108,0.23362795,0.009766131,0.10024231,0.15301241,0.65801215,0.8150511,0.33587715,0.3919742,0.36602092,0.38699985,0.016724112,0.009766131,0.006193683,0.00020210475,0.11251016,0.0071864114,0.063126154,0.054274753,0.018941805,0.08456528
109,0.24764329,0.008390191,0.15872061,0.21658517,0.5867263,0.8093506,0.27639017,0.45008132,0.39184242,0.32992905,0.0040222104,0.008390191,0.07733134,0.01820218,0.03490709,0.00075492176,0.00048057127,0.091373175,0.012715206,0.030480059
