,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42
10,-0.0601167,0.045258604,0.081790075,-0.01749487,-0.0055125086,0.010237079,0.050343353,0.034432203,-0.043665323,0.008711836,0.0135653345,0.17818302,0.22808915,0.054163158,0.15200087,0.12013955,-0.004295269,-0.008747962,0.14414851,-0.0002985446,0.09955979,-0.12692799,0.08839463,0.016430963,-0.018072175,0.16009639,-0.13620928,-0.09399929,0.10632536,-0.031680997,0.04207753,0.058830224,0.0015631231,0.090179555,0.049887482,0.09908353,0.14558536,-0.03144785,-0.046469294,-0.017699905,0.050962843,0.03708094,0.034298368,0.035737395,9.441089e-05,0.00048358916,0.017494017,0.013725842,0.004004059,0.0014891141,0.034432203,0.028995853,0.0019078034,4.430729e-06,0.036932312,0.13847113,0.0068164184,0.07685703,0.07525005,0.014024185,0.0002752239,0.14334689,4.1656356e-05,0.010247766,0.0006964455,0.045016784,0.047932345,0.011820115,0.03790072,0.07089006,0.04066425,0.041673344,0.015721623,0.00070339907,0.0056281183,0.0011909982,0.055439368,0.0332354,0.000166081,0.04989379,0.006034337,0.019151287,0.054312468,0.06941554,0.0038508317,0.02364092
11,0.096171625,-0.045176156,-0.029543107,-0.08991008,-0.024882175,0.061157547,-0.054137293,0.018200943,-0.027131686,0.011972152,0.028171333,0.08906922,0.012728314,0.040182147,0.27915016,-0.035129935,0.044240415,0.21042234,-0.02765758,0.04374191,-0.12285102,0.058704372,0.050207853,0.1023675,-0.034886073,0.18139598,-0.039739445,-0.01943065,-0.0055779777,-0.018720767,-0.04287137,0.10416958,-0.06330444,0.12987934,0.18983945,-0.03375907,-0.06676099,0.056554724,0.030575592,0.12675792,0.12981585,0.20650145,0.15733272,0.0010644877,0.019593516,0.0018978172,6.876608e-05,0.0632167,0.0647319,0.008203958,0.018200943,0.0005774167,0.041636273,0.00064084877,0.016945217,5.824652e-07,0.01501047,0.22281042,0.002890088,0.0466164,0.13656355,0.00043436143,0.0708851,0.010792608,0.0010311573,0.01555594,0.10481418,0.00056380435,0.06752658,0.0029121041,0.010529852,0.055086907,0.021694304,1.0488342e-06,0.022820007,0.0029787803,0.0053153215,0.011141343,0.015110125,0.01251716,0.04503003,0.023391377,0.032929208,0.0108272545,0.067134984,0.05319094
12,0.17852817,-0.059016343,0.023087261,0.07958946,0.07217097,-0.028917039,-0.0077444543,0.029603362,0.037260476,0.02431377,0.26148683,0.13736035,0.16886023,-0.022898914,0.105748065,0.013419559,-0.129187,-0.08402832,-0.06007123,-0.0037991926,-0.22669473,0.16895074,0.003635588,0.1237793,0.03127723,0.017510537,0.15029736,0.06119608,0.047761537,0.021262445,0.082049854,0.17447394,-0.082200825,-0.11823398,-0.06811157,-0.1417115,-0.102557264,-0.11794846,0.004591815,0.13871627,0.15303755,0.07883009,0.018549474,0.04681759,0.015939426,0.028626624,0.03580964,0.0007312294,0.008721257,0.0012900956,0.029603362,0.006815099,0.0042001987,0.0036045287,0.018327827,0.02054116,0.0041697323,0.0065943734,0.009467383,0.04961853,8.361057e-05,0.002194041,0.0646138,0.00013248944,0.064234115,0.015178035,0.06873134,0.011426113,0.014924512,0.10530993,0.00069291744,0.12128381,0.009025418,0.0042976844,0.06116666,0.055673365,0.009577108,0.0022166152,0.012182485,2.7355643e-05,0.13012907,0.0108048115,0.113651425,0.00047522222,0.081643835,0.005594147
13,0.048245236,0.057289064,-0.13073622,0.12076171,0.050368905,-0.05318446,0.14289927,0.012729762,0.0712353,0.0070945397,-0.049713656,-0.09188342,-0.06968852,0.031793628,-0.06521798,-0.025812708,0.057225257,0.03460258,0.13344485,0.08421096,-0.07705721,0.088580385,0.08566893,0.06463016,-0.04135256,0.06979666,0.20803943,0.05923029,-0.07803903,0.1625247,-0.053009026,-0.08635187,0.013981078,0.01368767,0.08763314,-0.17934811,-0.17310755,0.115220636,0.08351338,0.07058625,0.096049696,0.09684283,-0.030870754,0.0090207765,0.091702975,0.0003440045,0.0363078,0.021469181,7.283757e-05,0.018723363,0.012729762,0.019009782,0.0018697807,0.0261121,0.0015665859,0.022603774,0.035665855,0.09629559,0.08282337,0.074449465,0.019519646,0.07878636,0.0003172154,1.6880598e-05,0.036135133,5.6673147e-05,0.06874286,0.00025996065,0.14189957,0.011158387,0.009829594,0.005514973,9.93323e-05,4.2693093e-05,2.3865773e-06,0.0014591686,0.030540746,0.019677678,0.0040996443,0.0039837477,0.0015500201,0.016375694,0.015114297,0.0031414323,0.0071138903,0.059295733
14,0.042081065,0.033130776,0.069952756,-0.0026819827,0.025312062,0.012201422,0.23463237,0.021225873,0.10836571,0.06296082,-0.029037096,0.058927804,0.14411876,0.1220824,-0.07659068,-0.0057233814,0.03753975,-0.023016423,0.08811313,0.36154726,0.064520635,-0.10407995,0.17004853,0.030994782,0.037757292,0.07814483,0.05608195,-0.019735849,0.16300125,0.114767425,0.032525994,0.023709217,0.09972639,0.063907616,-0.06323787,0.053357754,0.023640135,0.08964378,0.008204104,-0.06011365,0.039901704,0.06646801,-0.06527628,0.09543563,0.012818378,0.028521357,0.0023945263,0.00067599054,0.008758153,0.06490944,0.021225873,0.0543093,0.08512714,0.007603585,0.021250406,0.14350554,0.05063276,0.0016208217,0.0012467629,0.048437662,0.002298226,0.016389396,0.33865553,0.024495475,0.035810087,0.087806426,0.00030650463,0.14097261,9.362466e-05,0.022164972,0.01744035,0.034395497,0.003232201,0.012612745,0.0029730313,0.027612584,0.0019999952,0.0011787434,0.004108357,0.032783538,0.05031702,0.007680414,3.0641546e-05,0.03549249,0.008611892,0.0053822263
15,-0.06549297,0.024366308,0.074794054,-0.14678732,-0.075643405,0.10901253,0.16638392,0.014637643,0.024970353,0.12358782,0.008022372,0.13409516,0.13154978,0.15087873,-0.13823459,0.06887122,-0.11912457,-0.1572367,-0.008187078,-0.013718156,-0.013181914,-0.11764576,0.07222723,-0.09420523,0.020980023,0.054732982,-0.13154474,-0.1255753,-0.04035107,0.040093772,-0.023184724,0.07176024,0.023137227,0.21774422,0.26408526,0.14816703,0.06908949,0.3877713,0.017133355,-0.020331524,0.212636,0.15133102,-0.004806349,0.0026815135,0.00089199975,0.0035453276,0.0100841,0.0030645796,0.09062974,0.047635794,0.014637643,0.105832085,0.07342872,0.04975138,0.010707986,0.057342432,0.033562537,0.027626578,0.07622453,0.02306048,2.0481625e-06,0.0374873,0.017486872,0.0025491233,2.0979536e-07,8.556822e-05,0.0007045303,0.1046633,0.028552081,0.0158578,0.053759042,0.017740868,0.013921552,0.03628566,0.06769018,0.0025814,0.0037851378,0.19274156,0.13473055,0.0047681485,0.04841368,0.041301224,0.016905352,0.011382558,0.0024156712,0.0012063439
16,-0.0016240876,0.004845871,0.06105412,-0.042629328,-0.038447347,-0.030417638,0.070855685,0.0024920995,-0.08546222,0.040404458,0.07137896,0.23562421,0.3375821,0.12965047,0.105855174,-0.012630895,-0.08282819,0.0064427634,-0.049123347,-0.054679867,0.16100998,0.109710485,-0.1489975,0.105550244,0.09331024,0.071500234,-0.25365397,-0.027032245,-0.10105103,-0.15093926,0.11745448,0.23158403,0.02652783,-0.023506805,-0.006387919,0.07979104,0.03419579,-0.027191017,-0.05483514,-0.09400377,-0.029089391,-0.00634354,0.063749604,0.0026249208,0.010040188,0.08696542,0.017693687,0.011168819,0.019807657,0.00042705596,0.0024920995,0.0011064677,0.02530995,0.02074214,0.0317017,0.011435524,0.04645851,0.0032624358,0.0072228555,0.0095443325,0.0020327144,0.04239835,0.006282412,0.0005061187,0.015929596,0.014352174,0.059338883,0.05603019,0.037094805,0.029323867,0.039251152,0.011100966,0.011336677,0.00873019,0.0295005,0.023519758,0.08892946,0.13641143,0.00017724805,0.022363126,8.476064e-05,4.1567517e-05,0.076528475,0.04042253,0.041378196,2.4004572e-05
17,0.098410815,-0.049175527,-0.040053163,0.044440188,0.042456754,0.02123969,0.19317721,0.0074820365,0.054042753,-0.020874452,0.1093037,0.005937591,-0.02565904,0.036359765,-0.053329315,-0.038114287,-0.06945269,0.05812569,-0.07270396,-0.07724475,-0.05812236,0.25809777,0.0077289166,-0.041560996,0.12714761,-0.077486895,0.09954509,0.05017534,0.009626213,-0.11435254,-0.04725187,-0.08216265,-0.03242325,-0.08529292,0.0039516464,-0.00069731474,-0.008371652,0.029758682,0.060145225,0.11761318,0.054239858,0.019975362,0.119227886,0.00045497718,0.0010484408,0.00016913505,0.011596853,0.031403303,0.028178005,0.19809024,0.0074820365,0.051207162,0.032531783,0.046454366,0.01856796,2.1817157e-05,0.00093192415,0.0014885648,0.0006211554,0.003992366,0.089032896,0.0008844013,0.02997092,0.06225001,0.0047015073,0.022775289,0.0054630744,0.031334195,0.0041394527,0.053127684,0.006631553,0.07054708,2.3862656e-05,0.0005401217,0.006988581,0.00045742997,1.2293256e-05,0.032814316,0.07653092,4.8627776e-06,0.007799759,1.9026477e-07,0.0004177221,0.0071743415,0.03477407,0.0046817344
18,0.035089653,0.010530133,0.04151661,0.10719623,-0.054748848,0.075412236,0.12066245,0.09849364,-0.01679628,0.03733658,-0.009678305,0.02843915,-0.0041677933,0.1173005,-0.069283515,-0.019595692,-0.0649026,-0.08813373,0.056853004,0.020904008,0.029004658,0.161791,-0.089850254,0.051141154,0.015991138,-0.11424976,0.16134897,0.12703763,0.02783584,0.1642042,0.08008677,-0.03981188,0.03179468,0.062317967,-0.012425528,-0.013009729,0.028255675,-0.0087202275,-0.03613568,-0.003193831,-0.08374812,0.012430853,-0.03233649,0.00044520662,0.031593375,0.0052548354,0.00031130118,0.02321507,0.08118664,0.012868047,0.09849364,0.00987644,7.344157e-06,0.0042536566,0.066170625,3.2783244e-06,0.0207119,0.0044830386,0.012338901,0.052245315,0.0010311996,0.0072130184,0.0049254084,0.015673375,0.02273343,0.0032033373,0.00034642158,0.04207569,0.003072075,0.0084810555,0.03648928,0.0020425154,0.11012914,0.027514383,0.04189022,0.007308738,0.1430524,0.001312501,0.023754073,0.009627444,0.000121786274,0.00082661153,0.022051038,0.0032326176,0.008179645,0.035612047
19,-0.14046395,0.04080552,-0.047145404,0.03450815,-0.052025896,-0.0027709454,0.05226805,0.0031145904,0.018194629,-0.07340995,-0.13017364,-0.056191787,-0.028420476,0.06356462,-0.16176783,-0.023452286,0.13391238,0.0410285,0.104931444,0.00012479862,0.015591982,0.00046045333,-0.002814738,-0.00979732,-0.008183401,-0.057874225,0.14339665,0.11201213,0.16945112,0.102198645,-0.10938414,0.029371746,0.060061824,0.047439322,0.056139007,0.0570638,0.066579066,0.26657495,0.1610926,-0.0748436,0.008419807,-0.06772226,-0.06510979,0.0146603575,0.012490186,0.0014563714,0.01761748,0.013029735,5.482071e-09,0.014785328,0.0031145904,0.0032916241,0.0013271521,0.0021245931,0.13016672,0.031018255,0.0032333978,0.03577218,0.0015970395,0.008996159,0.004013694,0.013158995,0.00062108925,0.010848801,0.009029642,0.018048763,0.0042277863,0.0004895847,0.0046861526,0.023062127,0.057031814,0.080756575,0.003379508,0.019041276,0.105634764,0.015541125,0.032788742,0.1333987,0.003637637,0.0055906638,0.0051697753,0.113597706,0.004946901,0.01502874,0.011569235,0.0013514435
20,-0.106681764,0.06602085,0.1797015,-0.058498837,-0.016965978,0.1514549,-0.06371933,0.010813293,-0.0099729635,-0.0084547205,0.036564913,-0.004187596,0.10038683,0.031453535,0.034247003,0.08014585,-0.0052450933,0.03975964,-0.050765377,-0.019741654,0.18442695,-0.16065803,-0.02097894,0.027193168,0.0034288708,0.09436684,-0.07371167,0.013200724,0.243397,0.022835536,0.06743697,0.2555751,0.09693301,-0.048381016,-0.015034764,0.21230415,0.19094294,-0.020070683,-0.014467597,-0.1724606,-0.13447453,-0.06172665,-0.030022282,0.0033855832,0.012544469,0.032114033,6.939299e-05,0.012232563,0.08471901,0.008911248,0.010813293,0.02765625,0.012050428,0.07782048,0.00056327024,0.007049489,0.0053195087,0.00047534014,0.036240436,0.032432888,0.02427354,0.00013361583,0.0033890563,0.0045851315,0.00081744243,0.00010153542,0.0026843338,0.019275578,0.0019072932,0.06983084,0.0016869841,0.067065984,0.00025300935,4.399966e-05,0.16153777,0.019688364,0.013002939,0.00034291414,0.0013600294,0.001920127,0.009210746,0.05903908,0.014319624,0.0017427258,0.039455328,0.01544318
21,-0.010349082,0.0033874304,0.01877182,-0.06489876,-0.043507185,0.09380662,-0.07214053,0.05997481,-0.09433623,0.0466562,0.025282562,-0.019151904,-0.040235907,0.0023155026,0.12063874,-0.050047487,-0.00090274494,0.061751362,-0.11383015,-0.04409591,-0.02867006,0.069624424,0.11104825,-0.02152742,0.072152734,0.07315156,-0.13542724,-0.028315349,-0.06837335,-0.010217774,-0.043965094,0.05138518,-0.05739564,0.09168439,0.035284147,0.010290125,0.06463072,0.03925576,-0.016861564,0.028631095,0.038455393,-0.09484123,0.028162587,0.0023517706,0.002443651,0.0049319123,0.018644223,0.009784502,0.041112754,0.06980036,0.05997481,0.00682937,0.0054160524,0.0074368124,0.00033935576,0.006233937,0.03417517,0.055234507,0.0039487192,0.0059355944,0.00093232206,0.0061348192,0.0011580926,0.0273993,0.014751105,0.02145198,0.04135694,0.032413844,0.037112895,0.028543333,0.017297039,0.02371439,0.00012356162,0.0022148038,0.027222058,0.00068897626,0.0013365941,0.051601455,0.010661254,6.264671e-05,0.0084953895,2.7467863e-06,0.009221796,0.0027289675,2.546752e-05,0.003998097
22,0.097543016,-0.05414714,0.03701224,0.04528949,0.011690687,0.037462488,-0.11024721,0.0017807507,0.042240586,0.086642824,0.035360966,0.086008795,0.07781603,-0.034872763,0.026221298,0.0021716114,0.02216763,0.040062748,-0.023140939,0.08419693,0.0011043847,0.16433294,-0.09193293,0.14758386,-0.009600867,0.017865546,-0.02138205,0.13743538,0.0368509,0.028720617,0.003212461,-0.0073228143,-0.10479944,0.018997734,0.21072495,-0.008707477,-0.03186646,-0.11263461,0.04616338,0.06067648,0.06026928,0.14162138,0.03982294,0.027160533,0.011031508,0.008102521,0.0033923315,0.036765434,0.08948841,0.034755092,0.0017807507,0.0002175364,0.00021658404,0.0022758087,0.032605685,0.0033438858,0.0011975021,0.00046042868,0.03150031,0.068373404,0.04203866,0.0019850268,0.0062316745,0.07109733,0.0052741435,0.002790667,0.068205625,0.01347388,0.09891524,0.0053376704,0.0051571736,0.10731394,0.103147835,0.0006484424,0.037356462,0.010474792,0.030387929,0.06373165,0.010491794,0.013183444,0.062311657,0.0471344,0.0060828505,0.016218347,0.028561987,0.0005668579
23,0.08958943,-0.008515678,-0.04551554,0.097055465,0.054992385,-0.08028017,0.0053554606,0.00032772488,-0.011422444,-0.06011913,0.056020364,-0.036195114,-0.03544092,-0.033516087,-0.10270755,0.07153542,-0.0051794485,-0.009949413,0.01599583,-0.022566987,-0.072996795,0.07763119,0.05741722,0.06788039,0.029510276,-0.013516545,0.2049876,0.25314766,-0.043241452,0.11730186,0.024186598,-0.0024438202,0.04967145,-0.03903713,-0.11170229,-0.06680068,-0.024228353,0.015752006,0.025471143,0.076859236,0.04120433,-0.055342585,0.004947224,0.042617247,0.01586079,0.0022070266,0.09146823,0.0022623078,0.015440962,9.443824e-06,0.00032772488,0.005344111,0.022137433,0.009833708,0.0028779868,0.001103341,0.02160752,7.0288006e-05,0.06258752,0.0039532627,0.015139245,0.016661838,0.016137386,0.0010849232,0.0015007417,0.0027400043,0.0029903618,0.0061885566,0.042786963,0.01896759,0.12950115,0.007489125,0.040512025,0.044046424,0.053897243,0.032201175,0.07859309,0.03425386,0.0008249282,0.042619262,0.026149254,0.03224819,0.029061051,0.0073722205,0.0073975865,4.143347e-05
