,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24
10,-0.016526865,0.12079128,-0.011082495,0.10478089,0.08356327,0.04023758,0.1639038,0.17276758,-0.029702924,0.020402249,-0.06057267,-0.030092858,0.11023649,0.006610077,-0.10711807,0.123869866,0.055688716,0.02388062,0.09705176,0.14312008,-0.0750168,-0.08156636,0.16580652,-0.015443566,0.04656519,3.7018765e-07,0.0009822592,0.0011837352,0.0008691978,0.021110183,0.0017748066,0.050065324,0.042395532,0.05697257,4.4930126e-05,0.018330125,0.0062820762,1.2728153e-05,0.045709226,0.014473438,0.020304661,0.005311974,0.020958656,0.07948704,0.0010980442,0.0026454628,0.006904837,0.0058029178,0.0031770887,0.0276568
11,-0.031291343,0.10669355,-0.07765569,0.082292706,0.15874445,0.04370348,0.009851916,0.0559825,0.0656739,0.11916768,-0.07452416,0.037015155,0.1300035,0.0057495246,-0.044127174,-0.031440645,0.045640226,0.0074445615,0.1256348,0.19083428,-0.040955335,0.0039805686,0.2110588,0.04685691,-0.014619075,0.0120665645,0.019021872,0.0012045107,0.0015888929,0.08374193,0.038470283,0.0033254449,0.047449455,0.00055905257,0.053707756,0.008277042,0.001055203,0.0068351044,0.0005475141,0.004191371,0.019467246,0.0085544465,0.010509356,0.009504198,0.0111979,0.018131616,0.00025203716,0.117540196,0.024642054,0.012324022
12,0.06657519,0.0019402548,-0.12590544,0.12683477,0.052378975,-0.03829042,0.07400295,-0.014177949,-0.1197495,0.15589164,-0.14471786,-0.04239905,0.19077036,0.0019594124,-0.08648156,-0.018262329,0.05714927,-0.11353904,0.058866397,0.17150167,0.11667706,0.028083801,0.15286018,0.1514303,0.020960756,0.029054942,0.0011432844,0.0026708483,0.004391557,0.0033380142,0.021577114,0.0029103698,0.01390878,0.0014127203,0.00039298568,0.00061816635,0.031336747,0.0064230636,0.013619392,0.00084372476,0.024874313,0.00094058824,0.0012231611,0.028343456,0.008997141,0.14225887,0.043901213,7.928837e-05,0.008484163,0.026908055
13,0.04649749,-0.024604414,-0.0452127,0.09892901,0.03407219,-0.14180571,0.1504615,-0.038843986,-0.00047531724,0.024368502,-0.043566007,-0.049217515,0.1461814,-0.049715802,0.15459861,0.027841225,0.016597006,-0.08534343,0.24697733,0.16401303,0.12323212,0.05651775,0.33048722,0.103239626,0.11082269,0.011792447,0.019768175,0.00041565183,0.06272293,0.00015671352,0.0050065476,0.0009086866,0.0005484202,0.041717477,0.023181275,0.00997391,0.0011008527,0.019969905,0.0011728487,0.09855104,0.0012022114,0.0035388067,0.032333992,8.204708e-05,0.008515067,0.034747265,0.2278536,0.085083365,0.024311451,0.10422676
14,0.092371225,-0.038828854,0.045493625,0.04929553,0.06212777,-0.05775151,0.20573825,0.105025865,0.025426924,0.08824348,0.07471241,-0.02013838,0.066400275,0.18521081,0.15092343,0.02917813,0.021161295,-0.27130568,0.15582758,0.4394496,0.059875682,0.006407395,0.116258144,0.25508267,-0.07868255,0.002887669,0.00011816777,0.022126922,0.0007553704,0.07003588,0.007689293,0.07334133,6.778144e-05,0.01787284,0.00019290588,0.0071192128,0.005581734,0.07106481,0.10038015,0.07135817,0.00083679816,0.034823515,0.0022343935,0.011412647,0.09556828,0.02582728,0.021086138,0.0048414804,0.13737012,0.0006594453
15,0.146202,0.002228569,0.022621293,0.2825625,0.11408703,-0.04078,0.15071669,0.08192687,-0.11119695,0.003483206,0.12140037,0.025386576,-0.21277304,0.075874,0.090519026,0.11183941,0.029382415,-0.35132632,0.3894149,0.22905877,-0.24020156,-0.11877978,0.23050655,0.040692132,0.09620081,0.026618537,0.0009123913,0.001142994,0.036220625,0.07798248,0.06015274,0.0017528228,0.01164317,0.0044108676,0.12559111,0.00010864741,0.036527257,0.000880621,0.00036202412,0.044451065,0.0076170303,0.01268042,3.5065823e-05,0.003735119,0.058424257,0.031171415,0.024036974,0.007886131,0.009345139,0.0022802185
16,0.048260257,0.1280041,0.100220114,0.2576356,0.10491573,-0.0023058094,-0.024202807,0.26093036,0.023484036,-0.10618835,0.22504835,0.27539766,-0.012075134,0.15211679,0.12891057,0.060702197,0.13647899,-0.043273628,0.35058114,0.4222647,-0.26794884,-0.2419392,0.19680776,-0.121793024,-0.096331425,0.001259141,1.2227956e-06,0.029975004,0.11752858,0.0029358526,0.0021180622,0.0024609438,0.0009978965,7.99884e-06,0.023718169,0.029076485,0.018804753,0.07663785,0.013213859,0.048139047,0.060028084,0.04957042,0.013236815,0.01921845,0.13492616,0.030370457,0.00044861707,0.029832244,0.008202275,0.028962513
17,0.012042669,0.28908452,0.013670218,0.33610904,0.22170486,0.15701228,-0.11245704,0.32829475,-0.07492775,0.049741995,0.15658773,-0.04909184,-0.06668358,0.205331,-0.24342634,0.11667934,0.22797196,-0.07091825,-0.11844201,0.15023501,-0.63078254,0.0025783367,-0.016500104,-0.13549566,-0.12953436,0.0006815577,6.500222e-05,0.0004479673,0.019063659,0.0596761,0.02246555,0.004978385,0.06541293,0.0010252809,0.0075634704,0.051545795,0.01853068,0.006801015,0.013393267,0.031023009,0.018453147,0.0021409483,0.0016687913,0.000316315,0.0008594519,0.00059370225,0.03347591,0.0062406035,0.007550074,0.0019062385
18,-0.060699154,0.15634625,-0.13092935,0.33372948,0.1433908,0.18614265,0.005600932,-0.1465513,-0.068471305,-0.055720225,-0.16542684,0.21971616,0.2429733,0.058382772,-0.2910156,0.12901674,0.16310923,0.13040479,0.14258033,0.1447924,-0.34431568,-0.11204167,0.2636475,0.03876053,-0.02100073,0.036143016,0.123841666,0.032462563,0.098622136,0.039421223,0.09401824,0.005205101,1.295197e-05,0.0003875384,0.015772335,0.06831011,0.00021178545,0.00056460185,0.004669213,0.022404654,0.009181371,0.037091553,0.063278034,0.00031645264,0.0038474703,0.010151959,0.00029145484,0.0062609278,0.014241729,9.2388305e-05
19,-0.13811074,0.26227683,0.0099364,0.030598046,0.18451838,-0.011783218,0.16494599,0.022731986,0.11601968,0.14734462,-0.018235013,0.05339459,0.34915733,-0.012305542,-0.15553549,0.20643917,0.21401615,0.1782211,-0.08133256,0.21365127,-0.15664735,-0.06564645,0.13614011,-0.095799156,-0.10566893,0.035257176,0.031889565,0.090598986,0.00058397505,0.059343044,0.01388892,0.14950778,2.8982875e-05,0.04702312,0.018208332,0.08731439,0.016034875,0.0014534052,0.010940828,0.01089874,0.029020393,0.056334525,0.00034550144,0.013539827,0.010078056,0.037879262,0.10866984,0.026864793,0.0012079179,0.00059902295
20,0.06314072,0.19227332,-0.26899472,0.23467809,0.15009463,0.13246788,0.11661142,-0.110805124,-0.027916914,0.088113874,-0.3835393,-0.03447705,0.31187946,0.17953959,-0.2237143,0.21454309,0.09065737,0.024899982,-0.12907259,0.16432287,-0.19416858,0.23195954,0.11878247,0.15712433,0.20461479,0.067236155,0.029533226,0.004871394,3.689094e-05,0.00084689376,0.03105328,0.029438842,0.004134935,0.011909435,0.010022517,0.05165914,0.00066246436,0.00045090757,0.21151274,0.016920725,0.00066224724,0.0018770299,0.11627642,0.010701964,0.014458128,0.01372226,0.03605018,0.019498283,0.00366736,0.119413905
21,-0.037319317,-0.0077209175,-0.1035197,-0.04913944,0.08024367,-0.10948332,0.24918285,-0.19701728,0.24058121,0.030597676,-0.16987005,0.060999267,0.36154926,0.04699216,0.06694908,0.14483126,0.110558726,0.15243895,0.17124009,0.36891177,0.045144826,-0.13532916,0.325567,0.031865984,-0.062565655,0.0304809,0.018225834,0.0051035364,0.0061571538,0.007335068,0.0005698128,0.005498534,0.009383748,0.07214948,0.015220015,0.00012070733,0.00022069503,0.015337885,0.08560543,0.02886683,0.0018533731,9.023229e-05,0.19810234,0.021244304,7.257212e-05,0.033608127,0.0012451414,0.05122293,0.033555925,3.3908174e-05
22,0.062499024,0.17070876,-0.02740812,0.12675984,0.12437609,0.026587944,0.05665528,0.09808943,-0.017805561,0.10777883,-0.08152117,-0.15669768,0.13218786,-0.025749667,-0.14748278,0.28624687,0.09615299,-0.07399716,-0.11152197,0.21938697,-0.037359964,0.17539465,-0.016220571,0.09324649,-0.1046034,0.013725648,0.00012891872,0.002689919,0.012189958,0.042696815,0.07665545,0.010434883,0.00032754202,0.005570166,0.00033129568,0.02244382,0.001958687,0.024908021,0.013411356,0.00036625558,0.0561315,0.08817348,0.019486673,0.013488763,0.01790792,0.057866532,0.00048414542,0.00021422055,0.0010114871,0.00064786576
23,-0.0060575604,0.038527418,-0.10790215,0.13119729,0.07645104,0.111565724,0.24184081,-0.07041833,0.040476754,-0.14895926,-0.2510702,-0.0038219783,0.19472279,-0.0100022275,0.09458286,0.2379113,0.06410299,-0.04457332,0.2386006,0.21534143,-0.018661175,0.013573229,0.2508687,0.06126339,0.075914405,0.013794415,0.06145015,9.2141505e-05,0.008267245,0.0026657516,0.095657066,0.066675715,0.05284864,0.001917082,0.001995139,0.004973347,0.021865299,0.008210704,0.0018590221,0.05998578,0.0003874914,0.025847934,0.0012651338,0.040485978,0.0018257563,0.04607198,0.035891235,5.552473e-07,0.010032923,0.004717007
24,0.037628736,0.11655468,0.058524404,-0.029084349,0.059997886,0.008837208,0.18008761,0.14243735,0.13282394,-0.028552765,0.08122925,0.07160385,0.03534227,0.18497053,0.059715677,0.18930256,0.18615629,0.039906003,0.17454942,0.39255497,0.06403015,-0.0047176313,0.1090959,-0.15183564,-0.15675983,0.06481694,0.006296637,0.0063372585,0.014873607,0.033991218,0.031504337,0.052138556,0.027684199,0.00054250873,4.297275e-05,8.445562e-06,0.026736913,0.015866816,0.0548313,0.0038792933,0.0027955095,0.17183235,0.03745783,0.019050015,0.0020618744,0.04876837,0.014205368,0.012876424,0.0006734908,0.010208487
25,0.026608873,0.13678013,0.15026574,0.2768685,0.13273692,0.27258134,0.007875781,0.24913822,-0.018356862,-0.054328058,-0.0039129406,-0.032169625,-0.062233333,0.09757057,-0.27241814,0.28206384,0.11290455,0.12215897,0.020413663,0.10142248,-0.4184784,0.15748231,0.013026875,-0.046696313,-0.08338683,0.011027418,0.003968118,0.17545232,0.027383102,0.034923248,0.10335412,0.021923648,0.09291707,0.0031614408,0.00062308036,0.048526578,0.12603213,0.0070986496,0.04395144,0.039967455,0.005843514,1.0915316e-05,0.12063817,0.047488704,2.5990834e-05,0.019967556,0.0005479376,0.0023617956,0.00088867825,0.009494318
26,-0.13721289,0.102834895,0.026440004,0.08024145,0.06766329,0.23760183,0.012940176,0.077856444,0.11777242,0.018130526,-0.100118026,0.1728493,0.33659053,-0.051682804,-0.10627325,0.10800228,0.0656104,0.23315503,0.02622033,0.13971366,-0.17598896,0.07315706,0.19095927,0.038424134,0.009167905,0.026160205,0.056628946,0.054361604,0.017525883,0.017295077,0.03727667,0.03304739,0.01767339,0.0031158358,0.07963174,0.0025976903,0.07146293,0.048248693,0.0037132623,0.03325528,0.0024948353,7.1487926e-07,0.01406647,0.009144693,0.0001422019,0.052969206,0.03956294,0.035954345,0.029880043,9.757174e-05
27,-0.041092012,0.20043203,-0.096796066,0.090874344,0.04786655,0.083253704,0.12676252,0.017302578,0.09570348,0.18010876,-0.19502689,-0.041630145,0.24918659,-0.02537764,-0.008920491,0.032972123,0.070965156,-0.10322255,-0.19224961,0.16322936,-0.09390542,0.109334625,0.029204462,0.113173425,0.15471482,0.0029793482,0.09658478,0.032293085,0.006531953,4.7861286e-06,0.0007436202,0.00416303,0.022696225,0.04891435,0.0034405054,0.0030018562,0.050339628,0.008458863,0.0017151594,0.06258142,0.0013819924,0.0017295034,0.008192955,0.0016856984,0.005937397,0.015136693,0.005424673,0.0002473782,0.009117859,0.083557956
28,0.11352627,-0.05632458,-0.1739274,0.091180354,0.09844729,-0.059777968,0.26500356,-0.24067943,0.041169167,0.072199404,-0.31642386,0.08356119,0.20865826,0.11396994,0.1389721,0.038289778,0.3001253,-0.28347906,0.1771589,0.24728777,0.19775489,-0.029067159,0.1898656,0.019496983,0.15340354,0.027932137,0.002671744,0.036888994,0.0016709218,0.043083254,0.02003763,0.023858674,0.020591274,0.014056033,0.060961075,0.020162193,0.0032306244,0.052926645,0.016410764,0.03344091,0.0012884719,0.24127036,4.1629595e-05,0.00086867146,0.022384385,0.10470169,0.05237656,0.0009596173,0.012979878,0.0037742252
29,0.15004927,0.109655604,0.05030886,-0.058786266,0.11091845,-0.065128624,0.21735649,0.13230632,0.037359204,-0.15096697,0.02005509,0.07485311,0.07606588,0.064671926,0.009756676,0.34695733,0.07450042,-0.022077546,0.20123726,0.304493,0.022456529,-0.17448364,0.21940605,-0.23104888,-0.17373714,0.044463515,0.034196537,0.0014831355,0.0001946447,0.040838644,0.008387609,0.014202976,0.005076359,0.04352907,0.0932096,0.06262201,0.02313312,0.019138195,0.0007265416,0.008265755,0.11387497,0.004118981,0.0005495396,0.018640783,0.016740695,6.174545e-05,0.008446956,0.0129878605,0.003518284,0.0103008775
30,-0.024787817,0.33268148,0.21978295,0.13864248,0.17868657,0.21711482,-0.074694715,0.25927004,0.08988032,-0.020035628,0.08270194,-0.04300835,-0.061177947,0.041005976,-0.2306153,0.27849442,0.16732603,0.27429488,-0.0047040433,0.26249415,-0.3675267,0.13171716,0.011161905,-0.14897326,-0.2527978,0.045817334,0.034534436,0.12410264,0.024208592,0.0024285729,0.014604244,0.0009877089,0.00017484424,0.023426857,0.037201192,0.03289161,0.00074939535,0.033545174,0.017977202,0.012745475,0.007698537,4.702917e-05,0.009064037,0.05890444,0.06665656,0.05051857,0.00034703975,0.02301489,0.012020074,0.04324755
31,-0.12138738,0.054845456,-0.15280475,0.38762826,0.09815911,0.31175914,-0.075562924,-0.007295301,0.006428387,0.11568513,-0.3154577,-0.12142793,0.30509102,0.022496104,-0.34271228,0.20847608,0.16106583,0.17223251,-0.117321804,0.09052404,-0.20788099,0.27749088,0.08378286,0.16662523,0.10096461,0.0039380956,0.002961007,0.015912086,0.13067181,0.00025237104,0.035580244,0.020117963,0.016533861,0.020260643,0.029526206,0.00779524,0.0005506038,8.891646e-05,0.038841896,0.0054187244,4.4272078e-05,0.02862318,0.011516529,0.03681313,0.008848048,0.12423633,0.009510509,0.0044608493,0.061497357,0.027475422
32,-0.059913546,-0.02379521,0.06617153,-0.038697224,0.009072006,-0.06558917,0.24768202,-0.16486812,0.16813152,0.05739436,-0.23996441,-0.0385385,0.5826942,-0.11088373,0.07482661,0.11500258,-0.09313138,-0.00970887,0.10566694,0.28791907,0.26910183,-0.021897227,0.25765535,0.15690537,0.094400704,0.05360003,0.07142616,0.2121305,0.00079011376,0.044396892,0.0029910596,0.0121604735,0.009657804,0.00573393,0.086734906,0.032808464,0.026680747,0.048027534,0.0023149718,0.018142391,0.00015802911,0.00085355295,0.011903327,0.014323277,0.015164265,0.06291924,0.06111203,6.814608e-05,0.00038754163,0.0007283489
33,0.082620494,0.054505367,-0.044180103,0.11717184,0.13814574,-0.030431405,0.3103457,0.063290134,0.0969234,0.12617953,-0.053062655,-0.12165734,0.010965029,0.12246552,0.18418792,0.12898238,0.0068003573,-0.2134889,0.08117008,0.3255067,0.15826206,0.076202355,0.116894476,0.13483708,0.09756201,0.016510008,0.0053247125,0.0025762466,0.069816336,0.120134026,0.0012938008,0.01011443,0.01710489,0.029813014,0.025039488,0.011555465,0.028157653,0.0011376333,0.10583512,0.0070973504,0.008903691,0.067923985,0.13171881,0.034509625,0.0010641475,0.0024968889,0.0040779905,0.019261986,0.0020772042,2.4876366e-07
34,0.18343842,-0.031164736,-7.569417e-05,0.18047856,0.049959622,-0.061347954,0.13642474,-0.0057900148,0.015920099,-0.061470747,-0.014187123,0.020521494,0.035550125,0.11527593,0.107432835,0.06869935,0.07927038,-0.29663157,0.3914546,0.35977426,-0.10041858,-0.010173013,0.24537492,0.065801345,0.022558661,0.028254695,0.003273923,0.04895651,0.019740429,0.0013526015,0.007278787,0.0067517213,0.0031455373,0.049312644,0.02746516,0.00044495377,0.0004885595,0.04973433,5.443559e-07,0.011398281,0.015360047,0.07153612,0.00045954005,0.021351997,0.047154695,0.0099235,0.0031557102,0.00011904464,0.0026423787,0.005584368
35,0.05574187,0.059826452,0.2992316,0.10382414,0.09925358,-0.011391754,0.13803151,0.36339664,0.011374804,-0.09686523,0.19774315,0.33460844,-0.10848896,0.14283401,0.01853276,0.18014552,0.097082,-0.092914104,0.2689584,0.31294486,-0.21326813,-0.21641165,0.16822942,-0.11699458,-0.0752628,0.032760825,0.010129522,0.16119464,4.9046725e-05,0.05170438,0.001784808,0.02288679,0.100391425,0.0022161312,0.018330334,0.016660824,0.24775814,0.027759863,0.028404247,0.014028127,0.007924558,0.010684408,0.00819366,0.020764172,2.682531e-05,0.011482266,0.0047678268,0.0002915925,0.015944324,0.09595379
36,-0.035798647,0.4086984,0.065997764,0.23295432,0.20058422,0.28334305,-0.06026884,0.36722717,0.039811756,-0.029754452,0.11883181,0.119060665,-0.10332543,0.07509002,-0.15788789,-0.0077514485,0.22566062,0.12384922,-0.16111925,0.0662083,-0.6678706,-0.015021155,-0.072461545,-0.23625441,-0.029967092,0.0033675896,0.043115605,0.019607438,0.00080547575,0.013117052,0.0006444116,0.06965988,0.015980728,0.01741407,0.041288428,0.011251031,0.053426225,0.0169894,0.0012584043,0.022677371,0.0002769468,0.0005722332,0.0032994342,0.0071684513,0.0029461412,1.1122621e-05,0.005316189,0.0012896527,0.0008724072,0.0071320906
37,-0.09360314,0.072271064,-0.20465878,0.19883934,0.1281396,0.20155218,-0.11214132,-0.09496166,-0.012804717,0.12287801,-0.36441326,0.20981717,0.32560152,0.3542395,-0.31237382,-0.07034733,0.25548315,0.15714782,-0.0859054,0.047258645,-0.31323528,0.055543073,0.1142955,-0.0483266,0.0005923314,0.00021802976,0.009105878,0.0027125222,0.002633638,0.010770674,0.026354069,6.9218645e-06,0.095506474,0.059436075,0.0017895336,1.6752789e-06,0.0010450459,0.029927006,0.23531574,0.031656504,0.00031525834,0.0095029455,0.07120941,0.0010486298,0.004707292,0.008630365,0.013271237,0.007221952,0.008802251,0.012554626
38,-0.07470666,0.043327868,-0.14266562,-0.062978506,0.07278773,-0.029407343,0.1676776,-0.010275252,-0.042760476,0.07999131,-0.13409561,0.0005014236,0.47283706,-0.13550177,-0.24922368,0.19134548,0.09424279,0.2830452,-0.18582664,0.03720828,-0.0004310757,-0.09572239,0.21760063,-0.0031411033,-0.059482336,0.020041242,0.0013644899,0.0017104897,0.023410741,0.026419554,5.520093e-06,0.032278433,0.096429355,0.0088128755,0.0007020317,0.007268217,0.0021576728,0.063243605,0.013480334,0.11914942,0.033356708,2.4223735e-07,0.05550299,0.021621129,0.0029548388,0.032049574,0.03868324,0.049964745,0.0203831,0.0013107872
39,-0.06431993,0.14669703,-0.09719765,0.0033150176,0.08523344,-0.03659847,0.06586335,-0.10986158,0.100957945,0.14367513,-0.2633945,-0.07525632,0.32437405,-0.0771835,-0.016843151,0.056416627,0.016542308,0.035523836,-0.08195052,0.09843776,0.08708917,0.15599696,0.074698135,0.23296314,-0.04205962,0.020296255,0.002912382,0.0018152699,0.002252222,0.001187998,0.009132656,0.00015195431,0.010311741,0.029112143,0.014482427,0.00051972293,0.0008160889,0.023354085,0.13178842,0.05843543,0.00061906537,0.03198099,0.0023633079,0.0066098594,0.0022991337,0.016272763,0.0015556425,0.017043838,0.015899753,0.01525988
40,0.15940899,-0.08144535,-0.14663213,0.03263488,0.05227187,-0.1307758,0.30496323,-0.18994547,-0.008500915,0.09297386,-0.19951111,-0.037898153,0.22615732,0.020740796,0.09613175,0.1618,0.0042953715,-0.18843164,0.14709538,0.24022698,0.2191845,0.026990853,0.17732991,0.13625255,0.16939412,0.095993005,0.0059729717,0.03071391,0.02644023,0.03946797,1.5290208e-05,0.06645968,0.027708415,0.058645297,0.0009938364,0.06771528,0.039695553,0.014242678,0.005013224,0.016349403,0.018629974,0.0007349811,0.02023132,0.117064744,0.050581,1.667648e-05,0.0019931279,0.0055322745,0.014252161,0.0008224685
41,0.10227843,0.056950163,0.07980416,-0.015849154,0.15196897,-0.09220142,0.18232518,0.12968054,0.102212295,-0.1238791,0.08600043,0.02351937,0.007897667,0.028461257,0.2093533,0.12404491,0.04490459,-0.13845631,0.26097435,0.29316518,0.016303752,-0.076764554,0.18715745,0.009565024,-0.114443704,0.00772563,0.008494669,0.0058639203,0.00076302927,0.08500685,0.011517751,0.0013875271,0.015303637,0.010027566,0.00544212,0.018484725,0.00652768,0.013769417,0.04201511,0.004387434,0.006932512,0.02487185,0.024737086,0.0065405816,0.0001773824,0.009064853,0.00913722,0.0070240293,0.025507433,0.001725434
