,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t)
23,0.034938715,0.08638458,0.126236,0.027281333,0.10566269,0.7755479,0.4502051,0.2222505,0.7136744,0.9825435,0.3790733,0.33839026,0.17198572,0.031042933,0.23274425
24,0.074411415,0.06858514,0.119086914,0.008766205,0.1185031,0.87034726,0.43354982,0.24153882,0.658838,0.8575237,0.3250331,0.22778179,0.11887056,0.056684803,0.2823153
25,0.051831864,0.09513591,0.14178991,0.022282233,0.1961843,0.77962786,0.3921174,0.25828516,0.61668444,0.9007792,0.3474102,0.22222525,0.15684815,0.014282766,0.21710892
26,0.0075471923,0.07621795,0.122600846,0.0049350485,0.17294246,0.7935856,0.43308258,0.27438077,0.5536147,0.8558112,0.3509515,0.2484454,0.15487298,0.000101974074,0.22786759
27,0.056166314,0.17367266,0.11577974,0.00071154244,0.14908351,0.75816315,0.606804,0.18997346,0.5530879,0.934263,0.3187008,0.25991258,0.14357482,0.06117071,0.2330873
28,0.045480505,0.15620765,0.11986437,0.00012675318,0.10969014,0.79591924,0.4292289,0.19326296,0.5377112,0.9827559,0.32490504,0.32110137,0.13397159,0.00034272292,0.20709972
29,0.00092582754,0.091609694,0.103711076,0.007031815,0.14391755,0.7993873,0.40875876,0.18626767,0.60130566,0.9296285,0.30281287,0.23711255,0.11342579,0.1209845,0.24411273
30,0.065109365,0.05195368,0.12279957,0.17779341,0.10122634,0.8309037,0.4019714,0.28979713,0.52895176,0.8991069,0.40002364,0.19286354,0.1329894,3.422435e-06,0.24693651
31,0.018640807,0.068067744,0.15314405,0.03666524,0.14603198,0.76478636,0.43302548,0.2328846,0.63403124,0.8511046,0.32197696,0.31917942,0.11292554,0.005747754,0.2918751
32,0.03333408,0.086404786,0.15934198,0.0010034929,0.116660155,0.7678128,0.38373742,0.18379776,0.571294,0.9248084,0.37004045,0.24608195,0.15988065,0.02502967,0.28884494
33,0.06933923,0.10274859,0.14488737,0.0012960874,0.21347836,0.7521371,0.5191798,0.27563515,0.5370635,0.843416,0.4011081,0.26960725,0.13245745,0.004457695,0.37963983
34,0.11082229,0.09132421,0.19031364,0.15340298,0.22949925,0.7667293,0.6362928,0.29830217,0.5987854,0.903152,0.47675496,0.32400125,0.22888689,0.01901768,0.2477277
35,0.04602364,0.11086947,0.13465784,0.032548733,0.15454018,0.85441333,0.6590533,0.30765647,0.73979026,1.0071234,0.4149283,0.29570925,0.2187423,0.045824718,0.4176712
36,0.0500798,0.06909997,0.21577421,0.00036813505,0.17748407,1.0246192,0.5771812,0.2555999,0.6439247,1.1167037,0.4734878,0.27735206,0.20219813,0.010426615,0.27805603
37,0.012382353,0.14086974,0.2596824,0.008411795,0.2072886,0.9326438,0.50858486,0.27598473,0.73012906,1.0903928,0.41643968,0.3055323,0.20355208,0.0003147479,0.27545464
38,0.009242697,0.31365073,0.23584181,0.06980672,0.14456424,0.90896004,0.5183002,0.23871216,0.63110995,1.061817,0.45311192,0.3437665,0.17258395,0.0057772635,0.29274294
39,0.010580852,0.13208517,0.15103659,0.027935114,0.20881668,1.1451383,0.60266477,0.23498031,0.7008548,1.1224117,0.5187334,0.4365188,0.17775115,0.0769912,0.32610682
40,0.056796804,0.09810416,0.164586,0.04448053,0.118553005,1.0149112,0.621921,0.31653985,0.8295078,1.3311557,0.44821957,0.26361293,0.18596387,0.010400476,0.43569368
41,0.03899933,0.082400225,0.23137587,0.08661842,0.16022903,1.0613097,0.5597744,0.2527509,0.72693807,1.127239,0.50246775,0.33789492,0.19384782,8.846894e-05,0.2928092
42,0.040770024,0.13220908,0.14661205,0.028150817,0.14764193,0.923155,0.56054896,0.3811898,0.7697786,1.0997725,0.45925522,0.28445262,0.15366146,0.006270104,0.43058974
43,0.021980736,0.17636937,0.23781103,0.094993584,0.26836786,1.0265988,0.5755669,0.25619933,0.6851874,1.0761602,0.55478394,0.33338246,0.19117485,0.005339904,0.29279158
44,0.07596575,0.11912172,0.22037792,0.0002890554,0.14311874,0.9767612,0.6113796,0.29231584,0.74239063,1.1730987,0.49828494,0.34447357,0.21697682,0.047578238,0.3382957
45,0.12189086,0.11462096,0.20487481,0.022513032,0.1613499,1.0615622,0.60960907,0.28727895,0.72857916,1.1363525,0.4521724,0.35234362,0.17010841,0.010476031,0.30226514
46,0.018606842,0.14596607,0.15297124,0.022569498,0.15050046,0.9677099,0.5729585,0.28992608,0.780264,1.1501118,0.44420108,0.3325956,0.22077578,0.012155224,0.33529627
47,0.008055463,0.08086033,0.16927584,0.10817654,0.15792874,0.9684568,0.561855,0.23402253,0.6846346,1.0856953,0.449993,0.3558776,0.16565523,0.037155114,0.29027972
48,0.019938787,0.1012025,0.17678308,0.00020759518,0.1701633,0.97590095,0.4795409,0.22920911,0.8491386,1.0416986,0.39264464,0.24211408,0.18666258,0.05177186,0.5248495
49,0.03816767,0.08844564,0.26266268,0.049889777,0.1166337,0.9590432,0.53194964,0.2553182,0.66266686,1.0073202,0.58684206,0.26024258,0.21663737,0.0040428624,0.23603676
50,0.0040782094,0.13165943,0.28324693,0.06699096,0.13703977,0.8495874,0.57656586,0.37925982,0.6651262,1.0569891,0.44182694,0.35170218,0.16623041,0.0080698775,0.36143535
51,0.034759592,0.14780687,0.18089478,0.000120775585,0.21143222,1.0149307,0.5681007,0.25677186,0.6825323,1.1158466,0.48532793,0.45021683,0.15887924,0.014010865,0.44551754
52,0.027068136,0.10165082,0.22662593,0.0017879991,0.13336098,1.1316321,0.5719975,0.26211247,0.79346955,1.1175251,0.6061777,0.30178455,0.23769529,0.00020832797,0.33534014
53,0.022270823,0.114093535,0.1985183,0.014230939,0.13517424,0.90814656,0.6295709,0.42698273,0.7313558,1.2194448,0.46808317,0.33928496,0.1757755,0.009594295,0.2830649
54,0.013012027,0.12603563,0.17018197,0.038678553,0.23431501,1.1071806,0.5565382,0.24854334,0.6419722,1.1591486,0.4107936,0.3916343,0.20397806,0.09939356,0.34005752
55,0.07067494,0.119931206,0.18027836,0.017171647,0.21934073,1.0592569,0.5397201,0.21368499,0.79722565,1.1565822,0.4839203,0.28627405,0.20404235,0.011119556,0.31985775
56,0.021302769,0.09032971,0.16875693,0.00012307451,0.20749658,0.8900321,0.57420737,0.2802598,0.7619503,1.0749961,0.45635453,0.28393504,0.19275141,0.021179693,0.27845082
57,0.010613369,0.086121865,0.18242598,0.01582196,0.1701487,0.96783906,0.52974224,0.24189024,0.67375535,1.0154887,0.44233114,0.28686494,0.38512707,0.12926356,0.2555062
58,0.10344783,0.13258672,0.12777552,4.539472e-06,0.12160308,0.94245374,0.5813967,0.24480331,0.6815606,1.1306013,0.42959538,0.27186766,0.14923684,0.006595422,0.25742263
59,0.042039294,0.08741599,0.1507624,0.11941041,0.12259351,0.8947324,0.4876862,0.34353992,0.6682675,1.02261,0.42222425,0.25987706,0.28559646,0.03372026,0.22996174
60,0.021929234,0.0764777,0.13147491,0.0026492276,0.18123795,0.9322385,0.5849198,0.23894076,0.6589223,1.0255021,0.3367524,0.31699935,0.13018686,0.011761311,0.37439433
61,0.00854016,0.06866676,0.22098878,0.00030334815,0.1196371,0.8616369,0.4253676,0.20454371,0.63714373,1.0643736,0.4404381,0.23704252,0.2498843,0.0012626179,0.30546987
62,0.0063294936,0.12129214,0.16994439,0.001554914,0.10298484,0.8304432,0.5213587,0.32733735,0.55812216,0.9945687,0.4063502,0.29091775,0.14908595,0.00506811,0.25043896
63,0.031080749,0.1812344,0.13164653,0.042654615,0.16666839,0.89226437,0.4828331,0.27109915,0.57582027,1.0221224,0.32694983,0.31044674,0.2326737,0.004077534,0.27055916
64,0.009665047,0.07310238,0.14620455,0.016436676,0.13613802,0.88255495,0.51640093,0.34889805,0.6388848,1.1353384,0.39739266,0.29595023,0.15414849,0.020203762,0.3715372
65,0.021125937,0.08068151,0.18739338,0.0012991726,0.18008046,1.0035764,0.4924465,0.20453122,0.61254305,1.0230892,0.45719144,0.30402562,0.1709551,0.029403914,0.27998364
66,0.03206849,0.0956669,0.14212216,0.011863658,0.10597644,0.8464731,0.47747278,0.3475026,0.69725186,1.0011295,0.48728055,0.23667699,0.16004187,0.0016969198,0.2545992
67,0.011440527,0.07587045,0.12810437,0.0016806406,0.26021138,0.9238186,0.54952383,0.41406614,0.5691965,0.956404,0.3339681,0.29465452,0.11805226,0.0017573684,0.24692635
68,0.00095178443,0.073484376,0.124872126,0.013875692,0.22107254,0.9453558,0.43117487,0.20051569,0.631291,1.1315829,0.38396013,0.31351563,0.19303855,0.014728424,0.3270933
69,0.032487195,0.062467713,0.21022932,0.04461717,0.101577416,0.9215523,0.49139628,0.19507638,0.6385106,0.8953637,0.42207348,0.19944796,0.20765352,0.031005837,0.25144768
70,0.020200208,0.14867097,0.15830168,0.0016696689,0.14085864,0.93112147,0.46020937,0.35161602,0.65747947,0.9596025,0.35225224,0.23495899,0.11716232,0.011544153,0.30804223
71,0.03052928,0.097341865,0.1542321,0.049159896,0.2336821,0.872247,0.530105,0.18625943,0.59584695,1.0342245,0.39035454,0.36473238,0.1630475,0.00049742474,0.31944495
72,0.21406503,0.07734954,0.18212366,0.0696201,0.09371168,0.8562357,0.47743192,0.21661386,0.70911133,0.94847226,0.434593,0.35800248,0.33848447,0.00036880633,0.3537194
73,0.04343183,0.15125509,0.18030915,0.039402287,0.11828911,0.8192961,0.5859689,0.3252839,0.7517562,0.9050663,0.5361891,0.32250586,0.14517543,0.0017337856,0.31496024
74,0.0023987922,0.09717058,0.16350646,0.016773978,0.16265465,0.8621835,0.5855129,0.3074762,0.61616033,1.0421612,0.4000873,0.34041214,0.19069085,0.0006656588,0.31625286
75,0.00033346188,0.08211101,0.17966306,0.048217375,0.15724021,0.9389836,0.50185275,0.20210263,0.6398763,1.1512318,0.4049448,0.29321012,0.21898824,0.0004257785,0.4401313
76,0.0008311125,0.096889935,0.22051907,0.009367816,0.12602703,0.8834872,0.52300125,0.23046574,0.67326003,0.9780512,0.5008687,0.27680698,0.21867172,0.13590005,0.27566972
77,0.07560296,0.18690848,0.14070934,0.013645646,0.13158126,0.9085227,0.55753595,0.5396708,0.685853,1.0952032,0.41401485,0.33824456,0.13631374,0.0023804584,0.2558405
78,0.0074670124,0.09475563,0.12792039,0.010231414,0.3647247,1.1355609,0.5985741,0.2549785,0.68095356,1.1833462,0.33034083,0.43372473,0.15383817,0.002876016,0.36209223
79,0.0017922979,0.08872087,0.19289726,0.016841942,0.12815349,1.0026993,0.46432087,0.18589403,0.8404805,1.1530093,0.61936826,0.30505878,0.29130974,0.028218253,0.32394177
80,0.0436862,0.102356344,0.16411608,0.04959316,0.1364982,0.9482563,0.7123155,0.41404235,0.69693863,1.1451541,0.4214186,0.25670245,0.16398466,0.014530721,0.3107581
81,0.010266707,0.09743429,0.21639603,0.0008714948,0.2180151,1.0343534,0.52526104,0.23519465,0.68592954,1.2054986,0.43577927,0.3602196,0.16193908,0.03273867,0.29809082
82,0.110161684,0.14290743,0.15009929,3.3444303e-05,0.12834902,1.0161831,0.4842033,0.24418896,0.7028635,1.0795892,0.44933262,0.27585733,0.18388382,0.004708308,0.48949033
83,0.097802624,0.11457883,0.24604501,0.009934875,0.15412253,0.9255655,0.5723921,0.39779794,0.7188655,1.0254064,0.50751984,0.2955089,0.18935268,0.014699852,0.2420415
84,0.10835817,0.12529637,0.12523942,0.038605444,0.20818646,1.2098901,0.5898794,0.30267835,0.66616255,1.1378274,0.3881627,0.38203508,0.28338116,0.020573948,0.32639202
85,0.014643813,0.10329305,0.1941173,0.0026448313,0.15140207,1.0154254,0.5634755,0.25121155,0.87488186,1.2156475,0.42756832,0.2801732,0.19336632,0.00019499862,0.3304203
86,0.0069787465,0.106799826,0.18135495,0.050538197,0.12634358,0.98868793,0.5437462,0.22344676,0.70118225,1.0691326,0.42620063,0.28165925,0.16200317,0.00627418,0.27796543
87,0.00337634,0.09080966,0.14479852,0.033341087,0.11173374,0.84876704,0.474335,0.2583415,0.6764766,1.0879598,0.3771197,0.29628325,0.17175804,0.0066028233,0.29131895
88,0.009552469,0.11773464,0.17776485,0.002300471,0.12945771,0.8980008,0.45740092,0.19229339,0.60722774,0.9125147,0.3545028,0.26368803,0.12888998,0.007418886,0.2877979
89,0.008031199,0.09495734,0.1461112,0.052515946,0.17485395,0.73843557,0.46684843,0.18479319,0.59456396,0.9801356,0.3780291,0.24976192,0.14602743,0.001258139,0.25187582
90,0.0033960233,0.088710375,0.13621245,0.00010895877,0.11975532,0.75612795,0.4284905,0.19309802,0.52503604,0.82721704,0.3840051,0.297571,0.1901649,0.0013946546,0.25155014
91,0.0010738239,0.06898515,0.18484777,0.0006606835,0.096821174,0.77583885,0.5157214,0.19548292,0.5525053,0.8021119,0.31701198,0.23825634,0.12657404,0.013514104,0.33116707
92,0.092385344,0.21606004,0.1661153,0.01741706,0.10399753,0.69383705,0.40962067,0.17970799,0.5103325,0.9188231,0.4298523,0.22469552,0.14976622,0.016654873,0.22035338
93,0.0150796855,0.10601553,0.16947792,0.014503211,0.10572785,0.78258914,0.49794057,0.30381945,0.54020804,0.8580338,0.3210081,0.3361646,0.10746908,0.0034789878,0.21068384
94,0.031333845,0.09961698,0.110416636,0.14037812,0.16081774,0.8338171,0.39826602,0.24144006,0.5742292,0.9373984,0.30405965,0.38691294,0.1373248,0.012460189,0.2939094
95,0.12648812,0.068102024,0.15463892,0.049526233,0.13052319,0.89465547,0.5166749,0.1702096,0.6978988,0.871196,0.37072995,0.22597156,0.1665889,0.0016726678,0.35790038
96,0.1286599,0.07865702,0.21824753,9.839728e-05,0.08900794,0.6815036,0.4430032,0.3190099,0.6484177,0.97667086,0.42872667,0.30761674,0.15667029,0.020277778,0.2510967
97,0.051294837,0.1709271,0.13606636,0.0009414545,0.16584535,0.89881,0.47719303,0.31741843,0.571936,1.0330703,0.3508965,0.3526833,0.11202288,0.067310035,0.3693661
98,0.11271307,0.08848537,0.19486935,0.023691064,0.15879944,1.0415401,0.51489586,0.20279406,0.6825653,1.0421917,0.4470898,0.32265878,0.20667,0.009399889,0.29847527
99,0.02105647,0.12845951,0.17708589,0.0053896806,0.10243856,0.84379774,0.5119162,0.298717,0.7504278,1.0815984,0.40334317,0.25449756,0.15410574,0.0030093852,0.31487662
100,0.015711365,0.10753282,0.15785412,0.00047562798,0.14963363,0.9519787,0.5191339,0.21257424,0.6144205,0.9842023,0.37667203,0.34475824,0.14704983,0.0050167837,0.25452948
101,0.0751675,0.14187577,0.13387004,0.019442793,0.10886304,0.90099496,0.4326947,0.19621003,0.6861272,0.9932766,0.3580066,0.24124622,0.13846534,0.0009327957,0.26558626
102,0.011271671,0.10306147,0.3263691,0.0036301825,0.19720292,0.76512283,0.4371884,0.2595299,0.62207454,0.90879184,0.32973778,0.23892076,0.14473501,0.002052901,0.21293814
103,0.012083191,0.26991367,0.10844992,5.935767e-05,0.1353998,0.81520754,0.4079385,0.22876304,0.5139136,0.95522493,0.43016663,0.34466833,0.1635225,0.009588161,0.33184102
104,0.011652181,0.090843156,0.19076702,0.003120434,0.12421486,0.8596152,0.60786104,0.22955991,0.58983123,0.94886756,0.3781102,0.30774766,0.21038458,0.0065416414,0.3362237
105,0.014779612,0.11496795,0.1787857,0.00011487336,0.13764335,0.8054801,0.4848842,0.21536691,0.7444171,0.99685574,0.4113286,0.25581315,0.15483475,0.00946836,0.26537386
106,0.04401198,0.12367651,0.14903355,0.0038073182,0.1185278,0.8458128,0.4711237,0.24098328,0.5736697,0.91616744,0.35983035,0.2580165,0.13516518,0.021964867,0.22714314
107,0.024009652,0.07455707,0.13373923,0.0024241053,0.19824141,0.9574883,0.42671666,0.23319235,0.5758335,0.9280043,0.33457348,0.275123,0.14741684,0.015423272,0.23767059
108,0.007868039,0.09057767,0.11891818,0.021747006,0.120725036,0.78868073,0.3966709,0.1797857,0.6455714,0.9244651,0.45604533,0.2239226,0.23462424,3.6079334e-07,0.23349689
109,0.037378304,0.14219421,0.120541684,0.0026368464,0.11163412,0.7090477,0.49671823,0.24874234,0.5396394,0.792563,0.30029038,0.19971891,0.12126097,0.15083261,0.19875777
110,0.08589607,0.067248225,0.10104667,0.004329134,0.15833843,0.8011067,0.39810956,0.17835873,0.5225364,0.93511635,0.3223905,0.3124814,0.13017751,0.002092414,0.20191187
111,0.0019733785,0.10033272,0.10182261,0.0017628499,0.20298663,0.8819443,0.3610966,0.215638,0.616541,0.7956656,0.28679773,0.18526566,0.14545517,0.023184821,0.2780266
112,0.01235747,0.17029762,0.14314808,0.027988993,0.107926704,0.71301407,0.45489734,0.14910431,0.5903966,0.9079052,0.38833937,0.25495306,0.17504445,0.009041337,0.17346683
113,0.004560039,0.07235746,0.08673965,0.008580756,0.079374224,0.7003754,0.47736266,0.202209,0.51122093,0.8256309,0.262228,0.24461931,0.10696174,0.031135716,0.21654883
114,0.033006944,0.060161103,0.11854353,0.00037562824,0.10131744,0.7815889,0.32893035,0.13891599,0.4793505,0.7878977,0.25362274,0.21839452,0.28400287,8.733976e-05,0.21592079
115,0.0054559605,0.07792083,0.11089577,0.00063817063,0.13892083,0.6981012,0.38763863,0.14513892,0.51862806,0.7141186,0.27814826,0.17060986,0.1266346,0.013986408,0.17729451
116,0.015739886,0.0641581,0.10497246,0.000677428,0.07307054,0.5617084,0.3236903,0.1420144,0.44435167,0.72509223,0.26154745,0.2142258,0.11769914,0.036391478,0.23239926
117,0.036669984,0.10867895,0.12878816,0.03171735,0.07687532,0.6616112,0.32711157,0.14441203,0.41347045,0.61766493,0.27644375,0.16149004,0.09491362,0.0008305452,0.19002414
118,0.008396557,0.121115,0.09501277,0.099538475,0.13046727,0.5037897,0.35113847,0.15666905,0.4902048,0.7583072,0.2967184,0.19112478,0.09276466,0.05985397,0.16652942
119,0.047237735,0.09629771,0.13569963,0.00069367175,0.090239,0.6572469,0.33774558,0.19447243,0.40193853,0.6893411,0.33819535,0.19034185,0.1612761,0.0005318637,0.21592477
120,0.00078434905,0.09606824,0.13269962,0.009296308,0.20016983,0.58962506,0.4320177,0.19332564,0.47281033,0.7423222,0.27585468,0.23612058,0.13033457,0.006270667,0.23493783
121,0.01767669,0.06638501,0.11916473,0.0004719215,0.20387617,0.66801065,0.35912418,0.1414275,0.42570227,0.782874,0.37627384,0.21413158,0.16889994,0.001008511,0.20543599
122,0.0005195706,0.08206571,0.11326684,0.01064679,0.102436535,0.6451245,0.49413997,0.20105626,0.47199798,0.6802566,0.32109442,0.20886841,0.1836198,0.04517295,0.18031746
123,0.102418885,0.062445316,0.14708644,0.024812516,0.16073765,0.631203,0.40404648,0.17555153,0.4950262,0.80609024,0.28394514,0.2254726,0.17536008,0.06277871,0.19141752
124,0.13348824,0.1297634,0.15837935,0.018316992,0.094729595,0.6964607,0.3672688,0.21842988,0.51502174,0.7707892,0.3132528,0.19878425,0.12918974,0.0013136952,0.21813023
125,0.043372497,0.101951115,0.14564033,0.023115251,0.11122259,0.64965826,0.39524508,0.25066385,0.52539515,0.7868657,0.313254,0.27814627,0.1228688,0.0004312499,0.22887734
126,0.0052752346,0.0760284,0.123066604,0.00020601816,0.14030296,0.7267368,0.42418882,0.19393288,0.64426076,0.7726626,0.35998642,0.28626025,0.190234,0.01333644,0.26167488
127,0.030836362,0.13819167,0.23477644,0.0022872535,0.100458995,0.70778346,0.4682243,0.18420501,0.5162122,0.77907217,0.35286736,0.19769995,0.13589543,0.023188334,0.24739562
128,0.08536304,0.1992034,0.15180646,0.11358636,0.11093121,0.68210846,0.42348924,0.19458647,0.47343436,0.8782227,0.3715374,0.3081653,0.15703754,0.0123414295,0.30106288
129,0.043682262,0.07739244,0.2410004,0.0033212153,0.116192535,0.79751754,0.5188433,0.3557871,0.6470495,0.83183366,0.36041874,0.2782381,0.13134043,0.048173144,0.30087635
130,0.036914147,0.16263637,0.15627609,0.0011045869,0.20102707,0.86372775,0.45029667,0.24337578,0.56191725,1.0224882,0.43284974,0.3390114,0.1358281,0.08842249,0.31114823
131,0.050137855,0.08367296,0.17400454,0.004153585,0.19366646,1.1139281,0.52203196,0.23696765,0.64295924,0.9844514,0.43707633,0.41500965,0.18158446,0.046253935,0.28314662
132,0.0698539,0.109551854,0.14232834,0.13930771,0.1546433,0.9212926,0.48563367,0.24360785,0.8406313,1.1024444,0.43700227,0.30798638,0.16892697,0.047288824,0.34065223
133,0.024491427,0.10205545,0.21462467,3.460547e-07,0.122144125,0.93407667,0.50443804,0.29241383,0.7367567,0.9799394,0.51924,0.24900816,0.16257505,0.019021196,0.33930442
134,0.05373377,0.11012286,0.17611048,0.002396464,0.15423635,0.8480956,0.5946811,0.33655056,0.6926392,1.0821098,0.467521,0.3064352,0.14601056,0.011141322,0.37129116
135,0.013292013,0.09221949,0.25095084,0.05326195,0.17862034,0.9581289,0.60287625,0.2629628,0.60955906,1.0423249,0.45257035,0.35415384,0.20091,0.08768711,0.28324836
136,0.04397322,0.14685994,0.14339362,0.04597765,0.1332371,0.9662743,0.52368367,0.23785307,0.6941806,1.1778773,0.45446265,0.30967224,0.16281657,0.058119588,0.35404277
137,0.029270427,0.08241956,0.18310562,0.10326415,0.119418465,0.99599504,0.53172773,0.26257914,0.68811584,1.0397505,0.42942443,0.2847275,0.16494504,0.0008779569,0.27587202
138,0.011883767,0.1944536,0.14592725,0.008052181,0.14187354,0.87153536,0.4776283,0.2323419,0.7069078,1.0450965,0.3867385,0.316677,0.130154,0.0317207,0.31300935
139,0.022940721,0.16068,0.20694807,0.01986888,0.13356362,0.89481306,0.4982415,0.2059284,0.6257828,0.97865236,0.38667226,0.30498293,0.15414384,0.06463686,0.36481047
140,0.062494792,0.13010956,0.20926312,0.011909469,0.108973324,0.86382395,0.51630694,0.2821964,0.6283784,1.0760374,0.4700396,0.3204882,0.15834603,0.06034934,0.34505406
141,0.09717594,0.10506996,0.18117563,0.00069059,0.16546254,0.9553781,0.58105826,0.2699298,0.6781371,1.0455198,0.49232152,0.3161441,0.14580122,0.099366605,0.29381675
142,0.07714745,0.09384524,0.24523586,0.0038332473,0.14110313,0.95875823,0.51320857,0.29571307,0.7563148,1.1560647,0.43229687,0.28495857,0.24031582,0.002809655,0.32941744
143,0.0018009014,0.14498737,0.16535246,0.0150159,0.14793831,0.9455234,0.6874346,0.29204056,0.6674968,1.055779,0.5479406,0.32199928,0.15290597,0.07693222,0.3156281
144,0.053490307,0.10466765,0.2263112,0.00031228035,0.26436597,0.96561927,0.5754945,0.27597183,0.687029,1.1755478,0.4136877,0.30311063,0.32317746,2.848425e-06,0.28939587
145,0.0005726415,0.1780898,0.16509758,0.023341008,0.1605103,0.9487393,0.569655,0.23359866,0.66504264,1.1049688,0.47020638,0.34734628,0.20568863,0.052566886,0.28123254
146,0.028002815,0.11542697,0.1456489,0.011342569,0.19055602,0.94099915,0.55671316,0.2717375,0.707386,1.2573171,0.38688168,0.31794974,0.17077373,0.011379426,0.29468864
147,0.08777244,0.090622656,0.1655073,0.05069591,0.16925134,1.0203044,0.47834104,0.27564067,0.7914476,1.0215305,0.39355966,0.2783565,0.1754249,0.0053774854,0.2736803
