,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t)
40,0.09438485,-0.052985877,-0.11565696,-0.089663364,0.07470641,0.013958635,0.1644501,0.28376856,0.061001766,-0.018849738,-0.009186834,0.11440548,0.07195943,-0.06988043,0.056537967,0.060819935,0.11162181,0.14513144,-0.016942829,0.094676614,-0.099375285,-0.015215302,0.07438341,0.03807661,0.039971836,-0.086477436,0.06352939,0.13129877,-0.02218238,-0.033982757,0.060412362,-0.118111975,-0.083111316,0.03190837,0.12812306
41,0.09838788,0.037155867,-0.094951674,-0.07364082,0.2198569,0.0070374496,0.12293812,-0.08014856,-0.06564369,0.0067327013,0.07929719,-0.0144727975,0.06544368,0.13028741,0.101290345,0.07003249,0.07882493,0.10688502,-0.019705469,0.06440859,-0.015834346,-0.02342104,0.13752846,0.08134155,0.0050932225,0.0720375,0.06092994,0.115719475,-0.022702461,-0.03488766,0.08628833,-0.05022338,-0.03434398,0.00200437,0.17989558
42,0.09015314,0.07330619,-0.08635296,-0.087694585,0.10585392,0.0123126535,0.17258787,0.06920298,0.063099846,0.097932294,0.027405325,0.0415014,0.046552017,-0.010724727,0.12449612,0.064236514,0.05920012,0.14379089,0.06349798,0.0070053414,-0.033950157,-0.047032293,0.06978392,0.0891406,0.058095794,0.019790169,0.08777604,0.109281,-0.017521689,-0.024199925,0.031702116,-0.09713648,0.07729822,-0.14527032,0.10858851
43,0.064879656,-0.029679568,-0.13013616,-0.10936131,0.11427459,0.01128648,0.17404485,-0.0044930438,0.077880904,-0.010484926,0.14245747,-0.082375765,0.03796931,0.04648593,0.028550612,0.05247636,0.08499337,0.14326698,-0.020308428,0.06642886,-0.05469927,0.009781389,0.08374946,-0.0061499802,0.049403023,-0.03997412,0.10189871,0.087684244,0.00080101565,0.076221205,0.11348653,-0.18693092,-0.08582322,-0.10712675,0.10676508
44,0.044021595,-0.0063595176,-0.049258772,-0.10703432,-0.0027618269,0.1466416,0.09796352,0.056168787,-0.08558184,0.011010256,0.096089736,-0.08367555,0.048773196,0.024331694,0.110691994,0.13338095,0.0561825,0.074262924,-0.017691249,0.0035666986,0.004775608,0.014497951,-0.026282813,0.10241589,-0.005129128,0.10685181,0.13419123,0.14737137,0.04099847,-0.028735837,0.21263313,-0.03341088,0.12158849,-0.10933378,0.02941003
45,0.1724728,-0.033484425,-0.08367215,-0.10514346,0.04791846,0.074213706,0.1407798,0.009039011,0.052399077,-0.038448308,-0.0016689971,-0.048319116,0.08207763,0.039873235,0.102985695,0.05064218,0.052530784,0.07358748,0.16316189,0.05098524,-0.12337706,0.07916407,0.07182035,0.08141948,0.010441188,0.15709713,0.08605214,0.12049578,-0.015150713,-0.0608607,0.08124331,-0.15335622,-0.031223426,-0.014757844,0.118154295
46,0.060548462,0.08233797,-0.08816926,-0.05029463,0.0977623,0.04701732,0.13062926,0.025604771,-0.031915735,0.04801549,0.08977068,-0.070380785,0.102715924,0.074610874,0.051043633,0.06416085,0.08263259,0.32608154,-0.052961193,-0.009390732,-0.11573143,-0.06196826,0.058456957,0.003924098,-0.014082439,-0.011146653,0.030297918,0.15223587,0.023478111,-0.034760278,0.1536772,-0.12578635,-0.043604445,-0.08654384,0.06824295
47,0.11626455,-0.057340737,-0.15725577,-0.0902849,0.10765935,0.023631468,0.16706051,0.025316749,-0.017553022,0.04616029,0.032352537,-0.031096082,0.04637587,0.06319372,0.09475898,0.06054961,0.11603069,0.06570879,0.081156224,-0.050946534,-0.11374048,-0.061453637,0.028946515,0.14912078,0.05568136,0.028674886,0.09587641,0.1167212,0.0057763364,-0.019898385,0.17083894,-0.101486556,-0.10429585,-0.07629231,0.18785465
48,0.12310556,0.008778141,-0.0551698,-0.07531374,0.10527614,0.05968069,0.12563702,0.022851357,0.008331215,0.064308204,0.112935945,-0.063191324,0.068134174,0.0464596,0.08321356,0.05750893,0.056946248,0.11575525,-0.022499237,0.04057198,-0.0972775,-0.08450863,0.108099565,0.12861556,0.08748485,0.07900317,0.12555028,0.13617192,-0.03809901,-0.010883635,0.08405081,-0.15235053,0.083731666,-0.0380318,0.13554953
49,0.11036657,-0.030112457,-0.08639901,-0.09062375,0.15092987,0.030363873,0.15094382,0.12381587,-0.0074126255,-0.024120716,0.024611669,-0.041633792,0.03396345,0.050549585,0.06157695,0.05572535,0.05217262,0.09053165,-0.013589354,-0.025921118,-0.13864551,0.010223543,0.072459355,0.09736687,0.03684302,-0.034549393,0.1547392,0.17154314,-0.060066596,-0.00972876,0.13405658,-0.09542407,0.045288347,-0.13076352,0.11054653
50,0.09468293,-0.061209347,-0.040627412,-0.13518825,0.036797028,0.019275177,0.10398017,-0.013934847,-0.013354849,-0.012871958,-0.016653823,-0.055620667,0.110612035,0.11256859,0.105096474,0.11816213,0.046368215,0.12903836,-0.027173895,0.03159991,-0.10144398,-0.02070598,0.06953941,0.14182706,0.026922245,-0.03507934,0.067047104,0.2030999,-0.03312664,-0.03374002,0.10643256,-0.049793184,0.0010265335,-0.12901196,0.17532718
51,0.105918385,-0.077061474,-0.08768979,-0.14739688,0.11889527,0.09041233,0.12936318,0.06897676,0.015708566,-0.010893356,0.009629676,-0.03395042,0.11090835,0.03826475,0.07267509,0.07615307,0.065855086,0.04361602,-0.03148995,-0.019157197,-0.058835253,-0.0028480822,0.07598034,0.13012168,-0.005940516,-0.050348196,0.05429868,0.13738589,-0.03826496,-0.055554986,0.1446183,-0.1635839,-0.08364879,-0.116905816,0.06052514
52,0.07555927,-0.07418398,-0.03440211,-0.11899646,0.0570275,0.05435612,0.09419856,0.07629146,0.09396976,-0.006572514,-0.001679607,-0.06405067,0.06865053,0.07727477,0.103188805,0.07558076,0.03488706,0.073508896,0.014838416,0.0241897,-0.04555012,-0.08027585,0.06131672,0.12125101,-0.005003336,0.0076872706,0.037297864,0.14045121,0.011734117,-0.040799554,0.10380518,-0.1457505,0.01913296,-0.0647354,0.00021045841
53,0.1261796,-0.007626429,-0.019619502,-0.10810905,0.09729464,0.035241753,0.11618494,0.029216208,-0.048175476,0.008557186,0.088675536,-0.019455051,0.06301139,0.10865515,0.048598073,0.03615103,0.047545306,0.056514356,-0.02552942,-0.019576926,-0.053119294,0.07366646,0.0462147,0.03498481,0.010037564,-0.028587136,0.025909953,0.067115694,0.010407202,-0.028647546,0.15017034,-0.15739833,0.065753326,-0.010369875,0.003362122
54,0.03633311,0.024082452,-0.048788637,-0.12337156,0.09330827,0.027058557,0.09129029,0.0023109664,-0.06372156,0.05075033,-0.001540225,0.007864501,0.11660096,0.08205148,0.07149212,0.054859422,0.05225848,0.03195881,0.18363547,-0.0053362665,0.0050984016,-0.013189094,0.07836375,0.19659941,0.0043227095,-0.049423832,0.05852703,0.09870925,0.032161985,-0.014221722,0.08086011,-0.042956796,0.10380028,-0.021277837,0.03918267
55,0.08069837,0.09595154,-0.007328775,-0.038501754,0.18026136,0.08381246,0.09280629,0.08891374,0.11414242,0.19828114,-0.031704254,-0.0220219,0.11932443,0.040968537,0.04813914,0.050741307,0.05019173,0.17537339,-0.02281431,-0.01590465,0.1096475,0.0343336,0.09363808,-0.046960667,0.025813427,0.022268457,0.026548443,0.08767802,0.0015774127,-0.013100013,0.058616675,-0.07407037,0.02200082,0.015299184,0.021148954
56,0.070907325,0.015890146,-0.10131527,-0.038860515,0.10407618,0.07355195,0.115077674,0.037213206,0.027942058,0.096212916,0.11204836,0.0046939924,0.1749005,0.14262688,0.058274243,0.06203193,0.07168411,0.08778304,0.01133714,-0.026355376,0.07292462,-0.03889092,0.02790537,0.14043929,0.099335946,0.07838155,0.032138005,-0.013584244,0.039870333,0.13238089,0.07554629,-0.024228124,0.03017002,-0.009885311,-0.021493107
57,0.02896027,0.0029602959,-0.072197326,-0.054106705,0.13255006,0.11181916,0.15429725,-0.020095278,0.17057234,0.09905229,0.005078359,-0.03537623,-0.008336302,0.040861286,0.030964777,0.08585666,0.06647096,0.04730936,-0.02406009,0.021703755,-0.0037821652,0.007593021,0.027372079,0.038998764,0.070178956,0.08994865,0.13512327,0.009325413,0.03048283,0.06590694,0.040213972,-0.020140346,0.07302582,-0.025866594,0.11777691
58,0.008156607,-0.02121764,0.007076949,0.14161281,0.037383735,0.121845864,0.10441836,0.05827979,0.016735423,0.06991355,0.09614884,-0.06900086,0.038654044,-0.04340221,0.0071745357,0.075864874,0.07072842,0.07841143,0.012165587,0.015246688,0.038071543,0.15129387,0.012739598,-0.03170346,0.073822856,0.03799741,0.08550208,0.03259643,0.10240929,-0.017992336,0.08217213,0.016226172,-0.006444907,-0.062181883,0.014171954
