,x0,x1,x2,x3,x4,x5,x6,x7,e0,e1,e2,e3,e4,e5,e6,e7
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0027835665,0.051787835,0.03723716,0.04117734,0.010191489,0.03726373,0.020455427,0.014037982,0.0027835665,0.046787836,0.02473716,0.026177341,0.00019148886,0.0147637315,0.0004554286,0.0015379821
2,0.0057434207,0.0033594118,0.06478582,0.041929692,0.02117885,0.051230047,0.05862177,0.0707193,0.0057434207,0.0019676285,0.044066288,0.007624999,0.0011552025,0.01195114,0.00604787,0.052992593
3,0.010662277,0.0069308933,0.030375304,0.06859064,0.11683427,0.085565716,0.15309545,0.053996038,0.010662277,0.004059183,0.0004527139,0.02867957,0.08834753,0.0054177307,0.055187218,0.002957164
4,0.0031172356,0.0054023727,0.081981555,0.07017006,0.10136756,0.13111036,0.19603483,0.06212599,0.0031172356,7.123413e-05,0.031201988,0.034375455,0.053253565,0.0037408983,0.0030994688,0.008405403
5,0.004929673,0.13880716,0.068264455,0.03534097,0.06711914,0.19974935,0.28549093,0.067619294,0.004929673,0.13724855,0.00037135507,1.8170062e-05,5.341238e-06,0.06678427,0.03024377,0.0022200975
6,0.05615729,0.025305862,0.118259065,0.10705746,0.12113606,0.17303167,0.31849205,0.10207858,0.05615729,0.022841025,0.014687136,0.0013793948,0.018796548,0.0016536606,0.008180124,0.015866756
7,0.090894274,0.043253507,0.14857867,0.104003735,0.12107017,0.2158713,0.4420882,0.1610418,0.090894274,0.015174861,0.019944878,0.012232867,0.0064756894,0.0010813136,0.07662875,0.038665943
8,0.00054088264,0.09584473,0.1762133,0.24775875,0.15581557,0.29265228,0.46421954,0.18635502,0.00054088264,0.05039759,0.00010693793,0.100163974,0.0024327752,0.0011074856,0.00041535142,0.0064191506
9,0.0009095914,0.06852324,0.16418725,0.15519944,0.14778605,0.32157186,0.6511583,0.23921718,0.0009095914,0.0682528,0.017455451,0.013829118,0.0011894694,0.006503119,0.106707945,0.07260616
10,0.011303067,0.00052803126,0.21410578,0.17058125,0.26863852,0.35382637,0.6497276,0.20412236,0.011303067,7.32356e-05,0.052637674,0.016256237,0.107397795,0.002541862,0.0073758815,0.0036660088
11,0.0025860423,0.0144337155,0.19519918,0.13966003,0.18386106,0.4080355,0.8083759,0.21116777,0.0025860423,0.008782182,0.009808692,0.031683303,0.0012963407,0.02638433,0.06522673,0.014998454
12,6.5382745e-05,0.0018501624,0.21563986,0.12154842,0.20676306,0.35753754,0.8059133,0.24024595,6.5382745e-05,0.00055714126,0.009682585,0.007454658,0.0014522978,0.00032086083,0.008177547,0.031360175
13,0.03321151,0.0038657226,0.18233559,0.12620714,0.1829482,0.38055322,0.81735945,0.23265967,0.03321151,0.0038330313,0.0035177749,0.005126389,0.0041467324,0.00710759,0.024432553,0.023119617
14,0.00472794,0.060286455,0.2152565,0.13590692,0.40412048,0.3876712,0.8385109,0.23915575,0.00472794,0.0436807,7.126093e-05,0.0010384836,0.19723812,0.008991872,0.056912635,0.011081864
15,0.01913324,0.011394087,0.21804611,0.15247275,0.21842809,0.51005924,0.9613622,0.21985827,0.01913324,0.009030117,0.020664554,0.00038768217,0.022228519,0.014278832,0.038582623,0.0009986252
16,0.13540682,0.09275318,0.2704014,0.1373243,0.31277028,0.41551384,0.9571404,0.24706091,0.13540682,0.08318656,0.0010218668,0.012131492,0.048174042,0.0014761351,0.0031925233,5.0346473e-05
17,0.015761334,0.06902716,0.30947915,0.24062231,0.2755735,0.6214293,0.9972148,0.3046115,0.015761334,0.0013237519,0.00016710794,0.0030118485,0.00011316424,0.08497837,0.019301854,0.009499197
18,0.002043487,0.058014996,0.3303193,0.25396913,0.31859937,0.64068794,1.1023341,0.32356364,0.002043487,0.050134327,0.007783628,0.059269134,4.0642444e-06,0.09394777,0.0004857921,0.008019895
19,0.004111469,0.0019643768,0.32965785,0.1997966,0.33028647,0.57872736,1.2056762,0.33973607,0.004111469,0.00094263314,0.0077812746,0.0079855425,0.008920747,0.0010574423,0.009705943,0.016760534
20,0.05478303,0.0022084245,0.29282457,0.2236631,0.291623,0.61281705,1.2297387,0.51297206,0.05478303,0.00015269005,0.00037730395,0.05075714,0.00020357955,0.0456431,0.0075647933,0.19636643
21,0.0001319047,0.03746919,0.37032026,0.3266362,0.3978205,0.78787255,1.2143816,0.43716317,0.0001319047,0.010077674,0.022824474,0.041654423,0.06402045,0.07618413,0.00087983714,8.137145e-05
22,0.0004527302,0.080924176,0.39748162,0.24039547,0.39440927,0.73819596,1.3929595,0.41574776,0.0004527302,0.08085822,0.0034464214,0.003013349,0.00040703666,0.005011907,0.007762109,0.00013209257
23,0.036437698,0.003540799,0.3745343,0.24858339,0.3703265,0.7182127,1.4615262,0.40784273,0.036437698,0.0033144339,0.0050967494,2.104859e-05,0.0010021301,0.004190878,3.1410018e-06,0.015193484
24,0.12727383,0.0584892,0.42681497,0.23519379,0.37950838,0.7135024,1.4692248,0.4035606,0.12727383,0.04027035,0.040380325,0.011283175,0.0021831838,0.023799887,0.006924999,0.0018672128
25,0.024651594,0.1330587,0.45255598,0.29624632,0.5359596,0.7674435,1.5065054,0.4448389,0.024651594,0.069421776,0.00034943342,0.0015844997,0.11557149,0.018384038,0.0119800875,0.0010460925
26,0.016094932,0.04878934,0.4141796,0.32503265,0.3960497,0.8396908,1.6353595,0.4586957,0.016094932,0.036463544,0.011969145,0.023758067,2.189018e-06,0.00063047267,0.0041274307,0.032089576
27,0.003997615,0.020696746,0.45645285,0.27429572,0.4344202,0.78121686,1.6435679,0.45166197,0.003997615,0.01264928,0.024536245,0.012505749,0.006527333,0.009002735,0.00092803454,0.004343952
28,0.02618574,0.017217705,0.54633033,0.29450253,0.4113448,0.7625293,1.6645213,0.44255674,0.02618574,0.015218897,0.15272367,0.05632435,0.018737545,0.004095491,0.006692409,0.019422717
29,0.001463995,0.02043615,0.40239847,0.25776836,0.39450407,0.7524682,1.7225451,0.4250569,0.001463995,0.0073432783,0.0014945115,0.014788266,0.00014652636,0.006848676,0.030182194,5.332841e-05
30,0.00083563663,0.0008014956,0.4535901,0.22439274,0.37854752,0.71168274,1.6386647,0.40144908,0.00083563663,6.949811e-05,0.07625797,0.0009142176,0.0015814046,0.0016798924,0.0027067116,7.1573246e-05
31,0.00700178,0.011557068,0.36067784,0.22303334,0.35664868,0.6784311,1.6582856,0.3801079,0.00700178,0.011139249,0.004209733,0.021490226,0.00038947468,0.009531591,0.067043126,0.0010448404
32,0.07790546,0.0075746737,0.34799793,0.4425062,0.342885,0.65163815,1.5427932,0.36316395,0.07790546,0.0040737838,0.0035310823,0.2431728,0.0001685635,0.012234927,0.015771512,1.3359405e-06
33,7.3040883e-06,0.038953077,0.3842482,0.25186673,0.41138864,0.73152417,1.4581273,0.38451308,7.3040883e-06,3.4795957e-07,1.5828935e-08,0.027544688,0.04661681,0.0839527,0.0154702915,0.0010688273
34,0.06361292,0.0055323276,0.36863086,0.26775604,0.37989548,0.7207577,1.500805,0.37813133,0.06361292,0.0055286754,0.002863274,0.056019306,0.014129719,0.03405561,0.008160801,0.0029900814
35,0.112548634,0.095146865,0.5193442,0.28375784,0.42242992,0.68749255,1.5478457,0.40519094,0.112548634,0.0633404,0.11125564,0.06011953,0.030244583,0.00056732027,0.0628011,0.0041293665
36,0.019486394,0.056694876,0.42938134,0.3206364,0.44770202,0.77052337,1.5981357,0.47047514,0.019486394,0.00042055792,0.0012235921,0.014193177,0.047681432,0.0034810405,0.009579571,0.03973223
37,0.008171835,0.042353004,0.45642546,0.28160504,0.39526266,0.8032336,1.6316696,0.46685162,0.008171835,0.03260981,0.05654898,0.008276816,0.00025780138,0.009978556,0.0087984735,0.029240033
38,0.05564471,0.037487857,0.50689864,0.2821422,0.45927423,0.79393697,1.6544118,0.44181854,0.05564471,0.03340194,0.09915296,0.023453943,0.053571507,0.030684358,0.011116041,0.003498373
39,0.049963403,0.10742198,0.5223434,0.28488916,0.44778174,0.8285917,1.7673298,0.46271378,0.049963403,0.07959963,0.08364137,0.017413631,0.022990927,0.03191217,0.060068972,0.015497935
40,0.0006827622,0.042025056,0.45773843,0.3433494,0.43977007,0.8303138,1.8158259,0.5128064,0.0006827622,0.017043354,0.0059700175,0.03329981,0.0004925137,0.000402471,0.032802593,0.049319897
41,0.038054932,0.06771657,0.4164497,0.28732505,0.42371133,0.85898316,1.813301,0.46834427,0.038054932,0.06737519,0.00078071776,0.0095679425,0.008213051,0.036067195,0.04147689,0.0040212222
42,0.0011228413,0.01929086,0.5582588,0.29141545,0.45571724,0.8141326,1.7568178,0.48679763,0.0011228413,0.00026339554,0.100226015,0.004357569,0.007198172,0.0003162859,0.00059532915,0.018852219
43,0.011915588,0.0005873912,0.41860977,0.26469436,0.5018006,0.85355437,1.7978543,0.45061424,0.011915588,2.5970547e-05,0.010701352,0.011088687,0.09417288,0.051680226,0.0053910255,0.003120868
44,0.056804463,0.025061544,0.44171038,0.34740576,0.44357845,0.8090785,1.7860706,0.44618285,0.056804463,0.01910375,0.005996533,0.11584715,0.0108435,0.00072428514,0.00016114047,0.0015293261
45,0.022164017,0.029085051,0.5068995,0.3731933,0.4331674,0.81383574,1.7976425,0.48690376,0.022164017,0.0006828198,0.05975687,0.10916886,0.00022591642,0.020472128,0.057423484,0.03314045
46,0.027225805,0.013161756,0.4361981,0.35083416,0.5214565,0.8400012,1.783522,0.4630763,0.027225805,0.002079748,0.012657228,0.08175776,0.10345663,0.036427498,0.0077493954,0.0050834995
47,0.0020776822,0.01432959,0.48723757,0.29562956,0.43361405,0.8909494,1.8515009,0.48580253,0.0020776822,0.00071668735,0.04681761,0.04389764,5.5085235e-07,0.05601029,0.060912,0.030651176
48,0.009259705,0.0010733868,0.4911465,0.27182454,0.60093766,0.80912524,1.8396208,0.4827735,0.009259705,3.4545636e-05,0.044113524,0.020719662,0.15442409,0.0006077094,0.007969841,0.016096035
49,0.024542706,0.05595673,0.44077295,0.28266248,0.5053381,0.8904526,1.9046624,0.44963273,0.024542706,0.051326875,0.029265556,0.03610918,0.09614563,0.020724183,0.03424731,0.00133482
50,0.0018893263,0.015840732,0.48292068,0.2650949,0.47573167,0.8562059,1.9521729,0.46034998,0.0018893263,0.0035693794,0.019287338,2.8805787e-05,0.018234022,0.017438574,0.081559844,0.0006490947
51,0.03557691,0.05684048,0.4306607,0.34127074,0.5208082,0.81418324,1.931821,0.45889533,0.03557691,0.055895817,0.0011407551,0.10223072,0.09176063,0.012098584,0.048305396,0.0137242135
52,0.004670379,0.06421885,0.44948262,0.27787808,0.58459044,0.8549753,1.8609196,0.45875084,0.004670379,0.046430398,0.015708301,0.0022217268,0.15971033,0.014855306,0.012183123,0.007968914
53,0.018390555,0.08127237,0.46723002,0.29730776,0.43122068,0.9740724,1.9321506,0.4454733,0.018390555,0.07893718,0.036239605,0.033487707,0.0013978349,0.10558031,0.05716653,1.8890756e-05
54,0.006072187,0.029479869,0.5061672,0.2742214,0.50643116,0.83543706,1.9343874,0.48167995,0.006072187,0.020284591,0.0053380434,0.0016532732,0.010199702,0.012690308,0.03205063,0.0062299203
55,0.034851726,0.008553067,0.5005314,0.2631635,0.42199653,0.8875158,1.89626,0.45508584,0.034851726,0.0055169743,0.078258716,0.004547501,0.0012419076,0.053774893,0.0050485823,0.002350526
56,0.123514034,0.059645355,0.46991515,0.31284338,0.4617695,0.79648226,1.8795892,0.47367427,0.123514034,0.04221949,1.8482697e-05,0.063598074,0.0005857353,0.0027265286,0.026437245,0.0068265446
57,0.0011692772,0.16429493,0.49294156,0.34444383,0.48579487,0.88212407,1.8054155,0.55678284,0.0011692772,0.10253791,0.0020648844,0.016027013,0.025796719,0.020194719,0.0015374671,0.05906816
58,0.009149723,0.0006796081,0.44741428,0.36310416,0.44627804,1.0242584,1.8340358,0.6282519,0.009149723,9.4969444e-05,0.0054752943,0.0019806437,0.0046313596,0.101584405,0.0008977891,0.12874481
59,0.0036329853,0.02054378,0.5539112,0.33004898,0.51930535,0.95574784,1.8805319,0.5748197,0.0036329853,0.015968919,0.034919728,0.011008353,0.0026013022,0.0006106143,0.0045386367,5.4312764e-05
60,0.020364095,0.004835997,0.480656,0.30156514,0.48014274,0.9372847,1.9586631,0.52817017,0.020364095,0.0030195042,5.7350942e-05,0.0020669221,0.0004523428,0.00062786683,0.0039149034,6.855507e-06
61,0.009992114,0.04863078,0.5839229,0.27833408,0.48671916,0.9164352,1.9665251,0.5391741,0.009992114,0.038448736,0.1000075,0.001648966,0.007894754,0.034523986,0.0381518,0.03058574
62,0.0969205,0.009050271,0.4672136,0.32376745,0.48045507,0.8941299,1.9921579,0.54613405,0.0969205,0.004054213,0.0015019276,0.024868974,0.017241413,0.0001272087,0.015356764,0.042442147
63,0.004256458,0.05988105,0.52029127,0.32887867,0.50230336,0.92455256,1.9179088,0.5482137,0.004256458,0.011420801,0.00053595204,0.0028262583,0.0067781694,0.00046918108,0.00093062944,0.0031539677
64,0.007998586,0.010607671,0.4961514,0.30997875,0.4797097,0.918247,1.9346559,0.52912,0.007998586,0.0084794415,0.030682737,0.0038031458,0.01530518,0.0076983664,0.0021279454,0.021746824
65,0.024455614,0.08880506,0.4697858,0.32050565,0.6887704,0.88009655,1.9144948,0.53980917,0.024455614,0.084805764,0.0046633673,0.046642516,0.22564766,0.0071887635,0.00011271771,0.041688096
66,0.00015593272,0.01300302,0.54905736,0.38216922,0.46879485,1.0193985,1.981691,0.6372224,0.00015593272,0.0007752121,0.090667374,0.05563429,0.016518775,0.015703175,0.0051172697,0.1350659
67,0.06253329,0.001197444,0.5689454,0.39888036,0.5162218,0.9766589,2.0469155,0.67608726,0.06253329,0.0011194777,0.059129238,0.073689684,0.006444646,0.006166361,0.0374446,0.1025485
68,0.030252334,0.042965483,0.55617553,0.43278968,0.55391407,1.1735744,2.0642803,0.6134779,0.030252334,0.011698838,0.020946108,0.06288071,0.034317948,0.13266729,0.009909498,2.9315424e-06
69,0.003085122,0.0164482,0.61182404,0.46754473,0.6534305,1.0999044,2.1861162,0.6281475,0.003085122,0.0013220323,0.0023475813,0.12419687,0.05151714,0.04357775,0.012144178,0.012888775
70,0.08911185,0.035958696,0.6195754,0.34832716,0.55913794,1.0851288,2.276206,0.5906673,0.08911185,0.034416135,0.06730934,0.02448676,0.0076431795,0.006672156,0.00056828425,7.492843e-05
71,0.00034153194,0.0557212,0.6215976,0.4463285,0.6356598,1.120191,2.313877,0.68056333,0.00034153194,0.011165276,0.012199339,0.08845957,0.048539534,0.07279368,0.043853026,0.06939164
72,0.00030800427,0.026541742,0.56755215,0.37124556,0.5808327,1.1225867,2.3638885,0.6213256,0.00030800427,0.026370976,0.007200523,0.0029325224,0.02056647,0.00018545172,0.018225577,0.0008254006
73,8.898841e-05,0.033985056,0.64753354,0.3381982,0.6201165,1.1199409,2.3175976,0.65088654,8.898841e-05,0.033831052,0.08600917,0.014110542,0.058669087,0.07609417,0.00016750579,0.059423
74,0.00032624716,0.0008920551,0.63314897,0.3595985,0.5909148,1.1473504,2.375655,0.60566515,0.00032624716,0.0008475609,0.07311183,0.01711818,0.030899897,0.060601402,0.023060856,0.00019219678
75,0.046278004,0.005171603,0.5802473,0.31232548,0.5742935,1.0374928,2.3737988,0.5908628,0.046278004,0.0050084796,0.006327413,0.008883746,0.0004551251,0.0005626854,0.00026443042,0.001029521
76,0.005953044,0.03801228,0.5686612,0.32667625,0.6161074,1.0233684,2.2896152,0.65458894,0.005953044,0.014873277,0.015206366,0.005520031,0.07422202,0.009269356,0.0066991486,0.07664535
77,0.000314331,0.008853096,0.5406734,0.38039887,0.6027204,1.0673661,2.3326612,0.59783345,0.000314331,0.0058765737,0.024524419,0.031121721,0.08805964,4.901452e-05,0.08378495,0.0117203565
78,0.105579704,0.00018518741,0.5578768,0.3336273,0.534933,1.0214125,2.3238623,0.5866575,0.105579704,2.8021905e-05,0.023958053,0.03012687,0.001092753,0.0024651578,0.052152004,0.020742087
79,0.0019744185,0.05618095,0.59212935,0.34662563,0.7710296,1.0705317,2.2477777,0.6058459,0.0019744185,0.003391099,0.0022383519,0.00041442172,0.20753345,0.05488291,0.028735403,0.004374136
80,0.0018733314,0.008262092,0.53862506,0.33395725,0.54087895,1.1519288,2.3451128,0.57287705,0.0018733314,0.0072748833,0.00187837,0.0019566107,0.004625883,0.029364254,0.0043784827,0.0013339791
81,0.11317024,0.0013746079,0.57958084,0.30011672,0.60578084,1.0837653,2.3009913,0.5764745,0.11317024,0.00043794216,0.0022114466,0.008610501,0.028879771,0.09268373,0.01271835,0.0011170456
82,0.038459744,0.110538185,0.6478107,0.39443165,0.6133153,1.0652028,2.3135965,0.62919736,0.038459744,0.05395307,0.021050371,0.048921987,0.014847529,0.0020865516,0.0285376,0.013433671
83,6.0722843e-05,0.04546787,0.5717207,0.40407822,0.57315606,1.1889045,2.3299441,0.62068737,6.0722843e-05,0.026237998,0.01027449,0.014980581,0.021324772,0.097183764,0.009981304,0.0205581
84,0.0025291573,0.097090214,0.70170057,0.4085859,0.5968269,1.0796576,2.419008,0.7617248,0.0025291573,0.09705985,0.107202776,0.07547793,0.0023443396,0.01894062,0.08714538,0.1541247
