,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34
10,-0.019165674,0.038293917,-0.056543253,0.054461047,0.20583993,0.019800587,0.05671751,-0.033914953,0.07822268,0.057807636,0.07325272,-0.030099696,-0.04869285,0.007951485,0.011805359,0.019827195,0.070083454,0.058638684,-0.006717094,0.02996114,0.06536116,0.003615586,0.05338386,0.0118589755,0.08770337,-0.014794724,0.08451914,0.0023865374,0.011137966,0.04028053,-0.062109325,0.08375941,0.02272001,-0.045275476,0.13608423,0.0006487558,0.0029372596,6.277011e-05,0.09802674,0.09050928,0.010495819,0.014731552,0.0015108594,0.01006129,0.00073325913,0.012563018,0.0071551967,0.008122983,0.0034506381,0.0034953004,0.00042952548,0.041780446,0.012395635,0.000117182826,0.019238407,0.014638047,5.945556e-06,0.0032702282,0.0021367022,0.001576186,0.0137769375,0.007883272,0.0012965436,2.192901e-05,0.021266386,0.00012829476,0.038388126,0.00039469375,0.009886452,0.13118789
11,0.0035653336,-0.02389997,-0.02554463,0.08034352,-0.033635877,0.046875328,0.07745288,0.017626911,0.07732503,0.07381839,0.06300978,0.035642773,0.00904532,-0.040393617,0.09079155,0.037304647,0.02909948,0.108501256,0.033143807,0.036305364,0.086378984,-0.014435235,0.029728435,0.022727843,0.03379905,0.021781107,0.110308565,-0.00062888814,0.018247124,0.013328784,0.13781227,-0.009996938,-0.005791029,-0.07247793,0.001006008,0.0023720649,0.0020963147,0.009677393,0.056528304,0.00043133795,0.036975034,0.005137357,7.279886e-05,0.010368881,0.003204767,0.008917872,0.06400153,0.006044258,0.013356418,0.1274152,0.0014844773,0.011488467,1.7058488e-05,0.022003297,0.018647764,8.613528e-05,0.006839808,0.024727173,0.03962267,0.0048952308,0.0016142352,0.0020395827,0.0046183257,2.1587553e-05,0.0087904725,0.13152283,0.0005296807,0.0078719165,0.022487769,0.0012058866
12,0.06901917,0.0050915703,-0.09581835,0.04272575,0.0024970402,0.08523247,0.12865472,-0.008342076,0.012214093,-0.03898433,0.064805485,-0.012023514,0.024040213,-0.055809222,0.12998319,0.022557115,0.056435637,0.03186336,0.06780545,0.04951799,0.013457314,0.003478039,-0.020719253,-0.042165074,0.036939703,-0.009602733,0.1872206,0.0632191,0.046976984,-9.52522e-05,0.01884088,-0.033583563,-0.024215337,-0.010620313,0.081902936,0.06933361,0.024758631,0.003828053,0.014170184,0.0050883186,0.061794806,0.0048173782,0.0006286016,0.017798625,0.009691231,0.007990285,0.026702927,0.031572275,0.006570323,0.07020062,0.00029553333,0.006612434,2.3184562e-06,0.029935343,0.008850584,0.0032458387,0.0012806022,0.004599757,0.008222437,3.0506515e-05,0.003927753,0.066647075,0.0792342,0.004056954,0.00010247317,0.017014485,0.009802741,0.008104332,0.015874796,0.011816814
13,0.035088554,0.031011455,-0.012441054,0.003944791,0.008311607,0.04529409,0.22817591,0.19573489,-0.017828325,-0.002118618,0.03471995,-0.056615405,0.040240575,-0.056185793,-0.0014709039,0.066819154,0.086612314,0.10008531,0.0234517,0.08386138,0.07651698,-0.05626622,0.036808014,-0.12992747,-0.0045241863,0.02965923,0.13952579,0.0181861,0.015430216,0.054633383,0.034851372,-0.059742983,0.15299588,-0.060810026,0.1406984,0.0034790055,0.0024188864,0.06848222,0.0027952164,0.060108438,0.0026778576,0.082944706,0.17575908,0.017500209,0.00057881064,0.0038539108,0.0077119563,0.0068920064,0.0010742059,0.012597148,0.01802882,0.046150677,0.022561,0.031294145,0.018957313,0.08237831,0.0006002843,0.047875114,0.00014026638,0.014967978,0.00026167926,0.0076383236,0.00074165495,0.0048391093,0.07565802,0.028888745,0.0025236167,0.17176834,0.005017998,0.02210829
14,0.016904555,-0.009482756,-0.046002045,-0.0010045469,-0.039770775,0.17785218,0.068667054,-0.0773633,-0.0789507,0.040670328,0.045081772,-0.04764121,0.02838362,0.1509657,0.0413983,0.08945711,0.049443074,0.06972514,0.047002107,0.007093519,0.004308043,0.07244785,-0.025852162,0.01134067,0.0041597746,-0.02662901,0.12803192,0.082853496,-0.011982557,-0.020652812,0.058961783,-0.018934611,0.018655866,-0.12785672,0.14299619,0.0078115053,0.009196406,0.00330516,0.023906916,0.0039899037,0.15520515,0.035687476,0.01595762,0.000378795,0.036640223,0.012065243,0.066446744,0.04742368,0.07700918,0.03168772,0.014616474,0.02478947,0.05099985,0.028635671,0.011126684,1.0083476e-05,0.010029517,0.019684993,0.028759353,0.0052190837,0.0037762325,0.005868711,0.056941442,0.0005899997,0.01328642,0.001006174,0.0535425,0.0021990777,0.000501352,0.00021796253
15,0.04209202,-0.0040585846,-0.055176675,-0.029167335,-0.037486564,0.1303749,0.15141985,0.05971013,0.0022478867,-0.032675706,-0.030761886,-0.030056242,0.08977729,-0.06398713,0.062803194,0.050651815,0.063734755,0.04577702,0.08006261,0.055943333,0.010667405,-0.0009292513,0.06256016,-0.014484434,0.14356886,0.018531185,0.17530295,0.047296833,0.024371374,-0.029016774,0.057173304,-0.035367217,-0.011267243,-0.10039562,0.15460941,0.00066527224,0.03636872,0.00038504577,8.6788145e-07,0.0044326363,0.041448805,0.056396898,0.00031510813,0.010786235,0.02480413,0.005166705,0.0042772843,0.012126618,0.006437603,0.027331023,0.0049861195,0.035953894,0.00041323653,0.068148546,0.045176182,0.010350495,0.098441035,0.057188857,0.005951426,0.1232337,0.023447752,0.1115163,3.9514845e-05,0.0017933353,0.005544196,0.0008913585,0.0075762765,0.008817144,0.0055309595,0.07290513
16,0.06972958,-0.010165331,-0.039331064,-0.028650073,-0.044320278,0.08057067,0.18204178,0.0610979,0.0070154946,-0.05861185,0.032806855,-0.07570725,0.03073075,0.09410092,0.02274745,0.04153258,0.06738582,0.076702744,-0.041649573,0.08468167,0.06429902,-0.058953345,0.039395586,-0.058539882,0.015715122,0.016050665,0.09953773,0.09336093,0.010621676,-1.2852252e-06,0.044718627,-0.06380579,-0.032784652,-0.09306028,0.086830825,0.046081163,1.1725145e-06,0.014959046,0.012062857,4.739361e-06,0.0153832175,0.019116988,0.07912876,0.033970613,0.0046220077,0.0037112443,2.672394e-06,0.0075469604,0.1158232,0.0063464856,0.006594109,0.040240765,0.010547645,0.0006132277,0.017046846,0.057440143,0.007963932,0.027804112,0.0020715857,0.032052975,0.027112426,0.0054305703,0.044999518,0.007589664,0.03349355,0.0010794955,0.013618674,0.023544524,0.0022232332,0.013125244
17,0.15047152,-0.064176485,0.0027913302,-0.026786748,-0.027307963,0.04157083,0.1392116,-0.006750119,-0.045603994,0.017402947,0.048365016,-0.085862026,0.028313722,0.053632107,0.099144995,0.08094861,0.05593309,-0.015281649,0.0059124567,0.0014865047,0.021038685,0.21719858,0.07436901,0.039221242,-0.00020287,-0.02533844,0.10852906,0.037174806,-0.027760856,0.024934292,0.07995824,-0.06966155,-0.0025196923,-0.087599106,0.14905149,0.10379106,0.0031784421,0.052516427,0.056080546,0.005211362,0.0012854958,0.074975096,0.000458599,0.020651508,0.07754535,0.002516434,0.0051588663,0.011109929,0.00013360035,0.082096525,0.026836919,0.031070543,0.0158375,0.015260465,0.0011673665,0.03855786,0.22945948,0.08290153,0.01923003,0.029103056,0.016248291,0.016084017,0.0047667036,0.023533732,0.060353544,0.000752931,0.006318901,0.008754584,0.0042176293,0.058173485
18,0.12358631,-0.028830666,-0.020035401,-0.08445779,0.0880266,0.0337599,0.13055882,0.024963386,-0.02474878,-0.033462368,0.13419266,-0.06869786,0.15270953,0.080279246,0.11111505,0.117930144,0.020975277,-0.020533778,-0.04801515,0.019705039,0.15512279,-0.026198994,0.014944901,0.18960693,0.07959201,-0.10550704,0.10691963,0.10450778,0.113444224,-0.019617958,0.09639062,-0.09341611,0.14363769,-0.11701081,0.06848675,0.10499891,0.012012657,0.021896273,0.024593003,0.07414612,0.012974485,0.049729213,0.012294627,0.022559617,0.039229237,0.1562514,0.0009079348,0.025522843,0.019752061,0.057255503,0.0070667556,9.439493e-06,0.019054968,6.9109585e-05,0.022683475,0.022373902,0.0015267639,0.0005181053,0.00028177715,0.07089054,0.0045312257,0.032710366,0.026845092,0.0024665,0.016505612,0.016976107,0.005334098,0.012014866,0.018289512,0.052992668
19,0.10877177,-0.07806508,-0.01828434,-0.1450249,0.15571755,0.017578939,0.12645294,0.015508038,0.06684106,0.013945933,0.0020051012,0.00012278557,0.08470835,0.05579778,-0.0011675102,0.052741405,0.033813834,0.061506674,-0.06731762,0.025419177,0.20864545,0.17595066,0.07465398,0.11811421,-0.016567895,-0.082116805,0.12938944,-0.010713841,-0.032201443,-0.06713666,0.20442128,-0.18027891,0.17185336,-0.03048589,0.012864977,0.056517877,0.0044479035,0.027006298,0.00025364404,0.08769306,0.0006989894,1.4117334e-05,0.0018627858,0.033160977,0.0021437814,0.004526972,0.065402195,0.04555395,0.0006338101,0.007359292,0.010333481,0.011168515,0.031810656,0.0097248545,0.02009808,0.105821125,0.13227557,0.0008984241,0.021627529,0.00016328813,0.01972408,0.0013479597,0.0012194862,0.010506627,0.00019400808,0.05258877,0.008662129,0.02290044,0.013223246,0.017138693
20,0.0052097575,0.00895299,-0.015010614,-0.12802854,0.1806782,0.01205188,0.017065866,-0.010333872,-0.06767363,0.046613008,0.09730021,-0.05868965,0.19756198,0.01320331,0.11831173,0.041862354,0.01582392,0.13604087,-0.038440067,-0.037076566,0.24566153,0.07839493,0.04517665,0.1935941,0.0072110076,-0.042882346,0.011371673,-0.04537295,0.12014214,-0.015830684,0.08006659,-0.068537965,0.18081503,-0.054435488,-0.052407496,0.010566678,0.057854746,0.015158968,0.023320673,0.05180372,0.0032624106,0.006454042,9.8607e-05,0.0024412677,0.00487198,0.051170092,0.00453682,0.11494357,0.015819514,3.697059e-07,0.0025082445,0.0007391282,0.072550096,0.0054904562,8.553419e-06,0.031455275,0.00029264306,7.6238155e-07,0.0018425899,0.00023804099,0.01320958,0.015025669,0.011799525,0.011725098,0.0070535345,0.0011886094,0.02609223,0.00058410474,0.00021223252,0.110555954
21,-0.015368176,-0.03651205,-0.056815617,-0.074117616,0.17161247,0.05494457,0.14818695,-0.005486004,0.06844304,0.09732175,-0.05074014,0.1711334,0.016553497,0.039221488,-0.013535051,0.01947179,0.066805534,0.054959893,0.1462233,-0.057591148,0.2286212,0.03712301,0.07094801,0.20717107,0.02338275,-0.016108979,0.06776837,-0.0236739,0.14745153,-0.0062509794,0.18960692,-0.15446916,0.078520425,0.05775199,-0.05400779,0.0073183,0.009925728,0.07036068,0.015720423,0.0082084555,0.04891863,0.018824462,0.00069029763,0.001438479,0.0015111507,0.0016349589,0.17966633,4.2509793e-05,0.018124558,0.006502724,0.014865172,0.0032173812,0.0043583266,0.14732543,0.005420207,0.0012013451,0.014488523,0.00017848975,0.0011631148,7.6245204e-05,0.0031953687,0.012514221,0.080086246,0.021979434,0.0030269453,0.023709249,6.4342596e-05,0.0010244448,6.869589e-05,0.007077445
22,0.019997291,0.1260016,-0.003465509,0.034787342,0.2791754,0.124383815,0.09016804,-0.0021741048,0.00925642,0.2146402,0.005833816,-0.044073753,0.012742186,-0.12710968,0.06272559,0.037567876,0.014100617,0.22561206,0.0008357358,0.09701016,0.17201985,-0.06494611,0.03303328,-0.057627443,0.05424237,0.0933743,0.036752313,-0.113331296,0.121378586,0.021173783,0.020135364,0.06940118,0.12051473,0.077222236,0.05551064,0.03183424,0.024013944,0.017246911,0.013168239,0.13295439,0.09691153,0.061151832,0.001001368,0.0011614903,0.0065762927,0.00040787063,0.030019721,0.006017631,0.0027682967,0.0416479,0.00028435272,0.003744407,0.007482422,0.0076288106,0.07474837,0.00023962626,1.1937257e-05,0.012735712,0.014327641,0.0055814935,0.014670263,0.00025434056,6.0489358e-05,0.080623925,0.00657924,0.0021154897,0.006245939,0.0010068049,0.00085427903,0.13054158
23,-0.03340333,0.07237999,-0.13893336,0.029802304,0.1303464,0.081155114,0.17607194,0.018020388,0.097468644,0.1982289,0.06954041,-0.0450041,-0.066906475,0.01705606,0.04343014,-0.010653067,0.0721105,0.099550374,0.055504333,-0.028871944,0.11192058,0.016776744,0.06351642,0.020855367,0.10735485,0.08641537,0.1329377,-0.08663862,0.09758386,0.04071427,0.08310901,0.104647756,-0.114099346,0.054938253,0.12037147,0.02326232,0.033351008,0.005235457,0.002892784,0.013173238,0.018963205,0.0144076,0.04526616,0.028580982,0.0076793847,0.016407125,7.9917496e-05,0.022232229,0.004483747,0.09405175,0.00078738254,2.6087588e-05,7.547439e-07,0.008964396,0.024358282,0.03491058,0.062147427,0.03806355,0.016589293,3.475306e-05,0.02497419,0.051997274,0.007493616,0.0013068537,0.005838159,0.048637692,0.09386418,0.0013639922,0.046004742,0.002120765
24,-0.02757246,0.058363095,-0.067061126,0.07119346,0.0025702273,0.044031687,0.43735647,0.013624672,0.122269146,0.10478283,0.037531544,-0.08803566,-0.032591823,0.1137743,-0.0072341063,0.06515777,0.07351434,0.16772082,0.031779505,0.01378317,0.11370686,-0.105534494,0.025846057,-0.008859027,0.10244105,0.1339438,0.22917709,0.06809758,0.11173541,0.054909606,-0.044494323,0.031301826,-0.05526732,-0.0042924806,0.065859966,0.01574685,0.0031418016,0.0044291294,0.011979997,0.00016631976,0.003454132,0.30593008,0.04429452,0.02332759,0.00090329646,0.003233196,3.1516558e-07,0.0023391126,0.16543257,3.320717e-06,0.018248122,0.037769217,0.07629945,0.017929217,0.0076916316,0.035529304,0.021406248,0.0023552538,0.040232852,0.0033266025,1.7535089e-05,0.052873254,0.14482136,0.024282597,2.5850257e-05,7.5261814e-05,1.4566622e-05,0.009952948,0.068504415,0.0023616343
25,0.13892537,0.070226975,-0.06744201,0.070529096,0.04948812,0.06521759,0.1087074,0.013209018,0.056256264,0.040866584,0.113397405,-0.18137717,-0.017307252,-0.06826692,-0.076652154,0.14562182,0.11038013,0.06313286,0.041256275,-0.025567718,0.006924242,-0.017136909,-0.01802941,-0.0984101,0.06673834,0.05680263,0.31208017,-0.0425681,-0.008134551,-0.0027523802,0.11828573,0.18963985,-0.08128157,0.05262559,0.25894645,0.10487659,0.056483462,0.012801347,0.014274383,0.030425506,0.04320175,0.009974326,0.0029969595,0.015853314,0.0006437443,0.045371253,0.037301056,0.0014112074,0.0092776865,0.0014627144,0.018187119,0.07025845,0.00048253307,0.00024485044,0.016525421,0.034853887,0.00708695,0.00018799587,0.015103963,0.014346925,0.000624159,0.026142962,0.00011343489,0.038559806,0.0036307985,0.026838094,0.13064775,0.010458359,0.14840987,0.00070305093
26,-0.012597221,0.048356913,0.02264669,0.024125483,-0.0065332167,0.1533057,0.0450624,0.024888553,0.11716102,0.054355577,0.09163119,-0.053012412,-0.007854251,0.028862745,0.11716294,0.025391009,-0.0014262958,0.033543233,-0.017886627,-0.07858909,-0.06348236,-0.06756929,0.077279925,-0.05315176,0.025567882,0.0081342645,0.09193332,0.06720172,0.013991867,-0.0607092,-0.072303034,0.07350946,-0.003145475,-0.04157877,0.13156386,0.008686828,0.0014159812,0.015887043,0.034853157,0.0014145394,0.1206969,0.037094735,0.042135086,0.03643265,0.0077298717,0.07628692,0.0013412862,0.021998253,0.018147051,0.0539528,0.014516602,0.0019535278,0.00018056227,0.00011381204,0.0020545365,3.042713e-06,0.020694247,0.01912858,0.0233677,0.0051345904,0.0012587549,0.00045844115,0.010759334,0.004656096,0.0018850641,0.002269589,0.012700843,0.036627065,0.14748792,0.052192394
27,0.05669301,-0.011275528,-0.024476733,0.017878907,-0.025836177,0.07693566,0.14903003,0.004541545,0.037786372,-0.037472606,0.035456814,-0.022200912,0.0024182124,0.043873996,-0.04299421,-0.014177749,0.04318772,0.1299654,0.022950307,0.032397363,-0.02301776,-0.061911404,0.023819664,0.0029829,0.03216759,0.013709463,0.113835834,0.14636514,-0.0016549639,0.115875974,0.06489962,-0.041997,-0.053254467,-0.062126253,0.034009453,0.023092153,0.01845717,0.050876353,0.014383904,0.002614803,0.00028281158,0.0016616395,0.0001853917,0.0034290636,0.009347124,0.01617085,0.00033028857,0.0026019996,0.057188783,0.00015324334,0.005003145,0.0055111754,0.097318046,0.011775796,0.013585711,0.0031619398,0.00056623854,0.0006443867,0.00025345155,0.004989803,0.0011971593,0.00062564586,0.102430046,0.028054003,0.11498258,0.042420186,0.01063493,0.012786094,0.030833136,0.0048429794
28,0.07402501,-0.015681358,0.13941592,-0.022362787,0.05195498,0.04813268,0.05371707,0.042326394,-0.020005219,0.010343857,0.1616176,-0.06583263,0.05901602,0.027168568,0.13142139,0.13660899,0.027234577,0.051862303,0.017192438,-0.02534456,-0.05563563,-0.026533417,-0.031008586,0.02311683,-0.014694365,0.08170501,0.08641296,0.05712027,-0.062463485,-0.001965537,0.066324666,0.0766648,0.04496043,-0.06215771,0.12567984,0.00084244105,0.0039066146,0.18290152,0.0068382504,0.019078799,0.009664854,0.01815367,0.0080058845,0.005139596,0.03117676,0.12652574,0.008682387,0.016789151,0.04236875,0.098144084,0.020300053,0.0054917797,0.03694747,0.0024465143,4.8878097e-05,0.03500378,0.020294242,0.00082928594,0.05740357,0.004041938,0.109642364,0.0065797195,0.00043189834,0.019931985,0.00031373996,0.008214904,0.00038358007,0.0753986,0.0017962138,0.02067101
29,0.08826929,0.022467056,0.08168784,-0.051335614,0.10541605,0.024066947,0.12482324,-0.005721799,0.055361442,-0.043223985,-0.019141281,-0.001593763,0.015871566,0.057475775,0.06536036,0.020762533,0.047848187,0.11665895,0.17255679,-0.033618897,-0.1262905,-0.0279546,0.055769194,0.10424504,0.010339297,-0.11961138,0.113031745,0.11847408,0.005975602,-0.06571224,0.07486478,0.1279284,0.013829265,-0.14586633,0.1203032,0.059709158,0.04494969,0.17332968,0.0080996035,0.005200434,6.071614e-07,0.00860564,0.0011613305,0.01331131,0.0024533402,0.0035336069,0.025264772,0.0005781393,0.009590235,0.00096628984,0.0006693212,0.002027267,0.080674954,0.18001458,0.008174996,0.017627932,0.002255823,0.010155792,0.057031393,0.005167369,0.0061547738,0.00027959648,0.008139316,0.0019815248,6.2863237e-06,0.043339714,0.17914246,0.025884606,0.002038985,8.1868675e-05
