,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t)
96,0.23779398,0.118931405,0.02616879,0.41144538,0.011337961,0.029909033,0.17581637,0.050315708,0.11762193
97,0.0051395376,0.1191391,0.036138333,0.47721073,0.0055689723,0.06866328,0.15201534,0.05911298,0.2754221
98,0.15183349,0.22656642,0.04888866,0.4266477,0.008896259,0.034340348,0.16723424,0.047007963,0.13992456
99,0.1148489,0.13684084,0.105168894,0.45074674,0.0008689692,0.01784749,0.2599256,0.090610914,0.23564336
100,0.0026291918,0.19740334,0.08775215,0.5500227,3.3408935e-05,0.009525132,0.24485779,0.04752091,0.24232195
101,0.00297484,0.20983735,0.047891505,0.5256686,0.091032185,0.044342842,0.18909952,0.08713345,0.19112259
102,0.00056740694,0.14823984,0.05196369,0.44904757,0.0012533173,0.024981763,0.19791521,0.06354514,0.2089198
103,0.011713708,0.1409437,0.027851712,0.405571,0.0037626103,0.07454833,0.15604293,0.044584647,0.15487525
104,2.9844692e-08,0.13368171,0.01491613,0.36431962,0.008181841,0.044195093,0.1863223,0.054841533,0.14724375
105,0.005154347,0.16183352,0.020033652,0.34360218,0.0072625,0.022408355,0.25334382,0.0718839,0.09134387
106,0.01613835,0.15416084,0.011884833,0.3885038,0.0061508473,0.019400813,0.2751853,0.09142034,0.13276334
107,0.0041479743,0.15333708,0.019018883,0.42755684,0.065599196,0.011136434,0.16671257,0.04639551,0.20226668
108,0.0064757643,0.100799575,0.01498045,0.37903392,0.026015325,0.0055960123,0.13186295,0.110027984,0.09622318
109,0.011175347,0.07783457,0.03129743,0.3236493,0.0054378095,0.059780788,0.11251605,0.034435414,0.073856845
110,0.1793468,0.1021284,0.035691474,0.3596746,0.079110384,0.16866809,0.15454845,0.03558157,0.11612099
111,0.002345535,0.17958347,0.020585733,0.4472359,0.028684253,0.084943876,0.22522198,0.079953656,0.25938863
112,0.008411666,0.18288472,0.043831967,0.42975986,3.3471562e-05,0.044504993,0.21557103,0.15661687,0.164811
113,0.00028707364,0.15775922,0.024775911,0.43212488,0.0035729262,0.06699331,0.20246701,0.06721144,0.1420613
114,0.05635329,0.16209719,0.022692092,0.5592728,0.00027033867,0.08514495,0.20073856,0.061254665,0.1348565
115,0.0036147174,0.15850031,0.036979858,0.4913321,0.0016184895,0.054411888,0.37456065,0.06952355,0.14788763
116,0.04515318,0.27379557,0.020348344,0.56484103,0.042906716,0.036830835,0.22436246,0.13116029,0.12394825
117,0.0149446195,0.14351863,0.01063847,0.49339965,0.019642828,0.018474162,0.23132849,0.0957094,0.1899007
118,0.04054646,0.13560638,0.0055445717,0.43888482,0.0098853605,0.047560133,0.15005156,0.04079111,0.109862
119,0.010498544,0.36060637,0.0029852772,0.3727935,0.025428494,0.023781782,0.14675058,0.05925383,0.10417735
120,3.1230687e-07,0.08939706,0.011438139,0.34863308,0.03698101,0.016797038,0.24969478,0.12599853,0.23583627
121,0.0032117788,0.23585922,0.1508877,0.3766315,0.007154299,0.049527682,0.1448957,0.03195496,0.06986136
122,0.0011335133,0.17507075,0.09209335,0.38759547,0.019513052,0.03057943,0.2302841,0.113158934,0.29366767
123,0.0029798648,0.17818996,0.086122215,0.42094868,0.0005901775,0.05104298,0.20788331,0.051440183,0.26832506
124,0.00059334614,0.21191657,0.04420968,0.43546194,0.0006639873,0.04004064,0.21514529,0.05735263,0.20430958
125,0.002665203,0.20111315,0.102501184,0.43336096,0.13274838,0.08412935,0.27069098,0.155206,0.16760714
126,0.027741086,0.2366388,0.12641338,0.49434128,3.4978325e-09,0.051616024,0.26070288,0.0716973,0.21133356
127,0.045622855,0.22367601,0.09934923,0.5628575,0.01693583,0.089131504,0.2745626,0.076383516,0.3310098
128,0.0073234793,0.2472157,0.1458202,0.58283013,0.0007104861,0.044744167,0.28608197,0.12919626,0.24558921
129,0.0025902179,0.25571677,0.074169375,0.59600616,0.014578259,0.024185888,0.28867036,0.08027396,0.24848486
130,0.01835967,0.24211797,0.041100148,0.63912857,0.032294795,0.023152906,0.24864197,0.08632621,0.23324303
131,0.00057956437,0.16049252,0.03274873,0.5419482,0.0048810877,0.015027361,0.21398269,0.075269714,0.1669241
132,0.028064374,0.13581574,0.07222043,0.47077832,0.0065484988,0.056800805,0.16024314,0.050791286,0.2512815
133,0.0022381505,0.15483332,0.05850511,0.43122166,0.000540246,0.028541574,0.17665775,0.04998545,0.15727104
134,0.00012096385,0.13257237,0.029735422,0.38989604,9.513548e-05,0.015825853,0.15766016,0.09659606,0.12956981
135,0.00016325853,0.24463958,0.021374855,0.34106177,0.052597687,0.008662439,0.18372324,0.09422521,0.14949204
136,0.03065485,0.1305061,0.066522226,0.3217922,0.027494617,0.005205625,0.2063803,0.079767704,0.2122808
137,0.0897565,0.15393135,0.036973357,0.36581224,0.030962097,0.017015886,0.13791569,0.041895702,0.19949323
138,0.028544761,0.09614914,0.08270955,0.36454153,0.07228772,0.0092457635,0.15041924,0.05321231,0.17017828
139,3.3946548e-05,0.12758489,0.06574832,0.40527466,0.0054107616,0.024203205,0.13615835,0.1131608,0.12693617
140,3.3474905e-06,0.1664738,0.080530524,0.37844276,0.054242633,0.17635186,0.15090865,0.07410053,0.12928124
141,0.001870071,0.2347844,0.061694823,0.3983282,0.08502189,0.09092282,0.3191342,0.13280295,0.21465538
142,0.034841727,0.23832665,0.09420173,0.7478535,0.0038791136,0.09561752,0.31996608,0.1261827,0.19020256
143,0.03645428,0.28976744,0.047231395,0.7028635,0.049798306,0.047825906,0.31411615,0.08375465,0.25030348
144,0.012509668,0.24851723,0.02495651,0.6414749,0.00014367567,0.027532596,0.2855285,0.11887124,0.21382968
145,0.023127705,0.16993871,0.028566094,0.70861924,0.008982976,0.028603239,0.22521257,0.10017774,0.16018163
146,0.00698025,0.1632055,0.05206156,0.57124895,0.0090854205,0.019444212,0.18022422,0.1262292,0.14055179
147,0.05643628,0.1267346,0.09997692,0.4654227,0.04014896,0.027977526,0.1647343,0.07153734,0.12900557
148,0.0027470302,0.17744648,0.07280333,0.44146407,0.007958815,0.014114507,0.16101164,0.07034196,0.17702673
149,0.10112995,0.12533127,0.03732104,0.38481355,0.005399737,0.025067786,0.15778102,0.06932194,0.15048121
150,0.08887448,0.12053808,0.09306325,0.44238672,0.0019359706,0.051297832,0.13045904,0.063283294,0.15593132
151,0.0137434695,0.13812888,0.053161427,0.4248056,0.04150693,0.04342358,0.21411446,0.043039177,0.1879296
152,0.0006111353,0.202318,0.08809532,0.42071098,0.08584259,0.023804855,0.22200388,0.09041621,0.1496718
153,0.20086092,0.16718882,0.09569981,0.4289214,0.02864768,0.013143723,0.20246065,0.05728783,0.17371331
154,0.00015155766,0.17151488,0.06449595,0.58253866,4.784389e-06,0.04275313,0.18696214,0.077747196,0.29778743
155,0.011145929,0.14720015,0.073903516,0.48129812,0.08933381,0.021397227,0.18267405,0.058916077,0.14880149
156,0.05350097,0.17414148,0.054607444,0.42557043,0.008509036,0.031913865,0.21196635,0.055500425,0.15892638
157,0.006978422,0.20571604,0.049216025,0.48970985,0.085045606,0.01995575,0.20582843,0.05162746,0.16952546
158,0.012035593,0.15634349,0.02861461,0.434924,0.00053975545,0.07812816,0.19557928,0.0697983,0.15930462
159,6.420751e-05,0.16404532,0.014320552,0.40577725,0.02097309,0.13955306,0.21555103,0.060247865,0.12670204
160,0.002808549,0.19648346,0.05004444,0.45181674,0.0004675214,0.07532733,0.2736109,0.13644777,0.15291385
161,0.0102519505,0.19998021,0.028067123,0.5386209,0.011661255,0.0378399,0.23566574,0.117272384,0.15672894
162,0.003567009,0.15867499,0.022677831,0.49442914,0.01249162,0.019664666,0.1943908,0.12056507,0.14319387
163,0.0064189783,0.120335706,0.044815116,0.43612337,0.019067366,0.011651277,0.14910042,0.07424663,0.12822388
164,0.041293286,0.10585868,0.022872677,0.35848457,9.8725395e-05,0.023408668,0.11739852,0.03621538,0.11430778
165,4.9302496e-05,0.0914116,0.1342779,0.30548784,0.044918913,0.029432748,0.16074085,0.057078388,0.16941813
166,0.01737229,0.27197912,0.072882414,0.34817138,0.15656494,0.020564698,0.14292248,0.04218751,0.15403338
167,0.015657673,0.12125689,0.05185338,0.33176765,0.03357607,0.010799155,0.23553504,0.08189745,0.2178259
168,0.022129962,0.17547813,0.026640262,0.3808881,0.016080497,0.011095105,0.18943812,0.036071233,0.11265286
169,0.015441193,0.13518801,0.08056591,0.36113158,0.058061935,0.10449408,0.18343845,0.047729682,0.12159417
170,0.004364314,0.1909908,0.042114,0.39256483,0.0289327,0.052506343,0.22123118,0.06361904,0.17417037
171,0.19876748,0.16553926,0.024210142,0.40884206,0.017947119,0.035867333,0.3153183,0.06116466,0.1725578
172,0.13788389,0.19235273,0.16222191,0.57862216,0.01125826,0.02557776,0.22833362,0.050358534,0.21085544
173,0.14490698,0.21245833,0.086910464,0.6173686,0.015744971,0.018035535,0.22870934,0.06494953,0.37413612
174,0.014866022,0.19595096,0.055050474,0.61579895,0.07258254,0.012691035,0.20399562,0.07590737,0.24839604
175,0.03434015,0.16337049,0.027526993,0.5037561,0.0012582798,0.0068968288,0.17280544,0.082051426,0.20069948
176,0.08867483,0.1183421,0.034620155,0.42482346,0.00015176767,0.010286972,0.16332735,0.052940764,0.15038171
177,0.021992777,0.106321506,0.024467934,0.40324393,0.04364273,0.012204144,0.12649868,0.03273549,0.13856222
178,0.006760783,0.08381033,0.04431226,0.32526255,0.009452014,0.0072308523,0.12295305,0.0325239,0.10797727
179,0.0020600164,0.09225297,0.022170814,0.2925462,0.04890017,0.07392477,0.09050777,0.023040297,0.09004736
180,0.018349744,0.10839475,0.013745779,0.24576198,0.029789358,0.040096946,0.1923852,0.07130571,0.12428805
181,0.17262486,0.14569914,0.04282043,0.29610536,0.020354344,0.0390871,0.13717067,0.040759426,0.106786065
182,0.043562982,0.13453674,0.1146418,0.37627372,0.006102393,0.019845065,0.14842547,0.053712495,0.22130269
183,0.005541476,0.14980112,0.07020296,0.4375568,0.0035314953,0.0100678615,0.14817137,0.039268587,0.18004996
184,0.0025190406,0.12866282,0.037060916,0.37030545,0.014995001,0.07553049,0.21959868,0.04607778,0.17733668
185,0.027720468,0.17044684,0.061522525,0.3886207,0.006602657,0.19345017,0.18650891,0.057552926,0.112874664
186,0.0037226917,0.23793307,0.049892742,0.45143068,0.03584512,0.10603679,0.3271939,0.11108145,0.19945754
187,0.0021546977,0.26455188,0.07364737,0.5649991,0.006590658,0.07882525,0.33637315,0.09368606,0.19164109
188,0.006185641,0.24759409,0.08083551,0.6024578,0.060870204,0.051466905,0.31115258,0.08586007,0.29450503
189,0.06482081,0.23452353,0.073681645,0.60396254,0.027702825,0.14549623,0.265538,0.07886187,0.20054871
190,0.004820898,0.364731,0.07840679,0.62167835,0.007382613,0.10926609,0.34235346,0.117583126,0.24130882
191,0.0079437345,0.26536608,0.045827188,0.64265513,0.0005430907,0.071015134,0.38260686,0.18837029,0.29930273
192,0.0031322313,0.25385818,0.023623291,0.7007464,2.4838935e-05,0.06835054,0.43438774,0.093777604,0.22350937
193,0.00082449004,0.3107847,0.011812032,0.71640116,0.00053763244,0.048931774,0.2935842,0.10767236,0.17906527
194,0.00087426713,0.18644506,0.02543499,0.60892296,0.009002852,0.03394551,0.32831743,0.12904988,0.17767592
195,0.001570321,0.1985974,0.013197985,0.57459974,0.06748318,0.03350726,0.21469802,0.05510329,0.12179245
196,0.091669284,0.13584775,0.0069614425,0.47451645,0.05225467,0.057302833,0.18734317,0.087062754,0.118821725
197,0.049137637,0.13134995,0.016410802,0.44175854,0.029865455,0.042104967,0.16417581,0.09296539,0.13346481
198,0.119694985,0.16983327,0.06540026,0.38847452,0.012575527,0.06381649,0.1464844,0.18245375,0.11964132
199,0.06439726,0.13847376,0.06775142,0.41334322,0.102881774,0.12431372,0.22415102,0.11885184,0.20985582
200,0.00027136167,0.22720289,0.03788752,0.477874,0.0041416204,0.06673249,0.27606553,0.0969217,0.22562526
201,0.007961788,0.19684991,0.036081735,0.49156445,0.035620477,0.090923995,0.24767917,0.08650627,0.16977994
202,0.010951039,0.3165744,0.018123662,0.47742337,0.009225583,0.08834098,0.33351654,0.13725498,0.15677357
203,0.028839257,0.22464827,0.07940551,0.5382429,0.0046342537,0.047149412,0.31905425,0.11839558,0.21983635
204,0.002365151,0.24587259,0.047548547,0.5763515,2.4147243e-05,0.024247495,0.3837251,0.0795217,0.20838495
205,0.0026329365,0.23062438,0.025207127,0.61113614,0.0026958305,0.053525567,0.25437748,0.07109573,0.17768148
206,0.0024901722,0.17118986,0.05100269,0.5236989,0.014557144,0.029392375,0.22549842,0.07254094,0.14975205
207,0.04282276,0.17628887,0.044516157,0.47742996,7.754276e-05,0.053689998,0.18382399,0.1037208,0.13255866
208,0.03056623,0.16175534,0.04140427,0.4751864,0.047302432,0.058386765,0.24415046,0.0702725,0.18494213
209,0.013074059,0.17211735,0.035558917,0.4746323,0.009750685,0.033528205,0.2027902,0.055604294,0.14765675
210,0.010662394,0.13651825,0.05672552,0.4460904,0.00016622357,0.054693572,0.19221245,0.098561615,0.14998104
211,0.0063347137,0.16727065,0.029878054,0.44628742,0.043785382,0.029040609,0.17658623,0.052653346,0.13075702
212,0.03277422,0.14373963,0.016656466,0.39455387,0.0022623807,0.014740506,0.17015094,0.04908159,0.13417539
213,0.0667964,0.13239881,0.0104348045,0.41698483,0.000294096,0.008102596,0.18282422,0.039620087,0.10522388
214,0.02372424,0.12470985,0.074971974,0.38628125,0.0057531316,0.16656382,0.14323087,0.047717094,0.16834642
215,0.006486922,0.37259877,0.056202956,0.39454368,0.0009801586,0.18334623,0.24189344,0.07291271,0.17222025
216,0.07311678,0.26012382,0.05632993,0.52521944,0.017797945,0.09840126,0.53772855,0.18243,0.3122371
217,0.18931209,0.38104907,0.037394535,0.75587153,0.028589847,0.04927401,0.3702372,0.10526957,0.26127887
218,0.0022648154,0.23341191,0.020659894,0.81178993,0.0015090142,0.07125527,0.33001828,0.17312089,0.3480501
219,0.046835314,0.21999647,0.017667895,0.68278897,0.015098864,0.03706583,0.28692904,0.15921476,0.15199529
220,0.07770107,0.20933092,0.010413647,0.70969814,0.05012787,0.03749884,0.21677566,0.07143724,0.15680763
221,0.0139398035,0.14467986,0.0053247283,0.57188386,0.00082102936,0.022139184,0.19544496,0.09711631,0.18445508
222,0.014707768,0.111575015,0.005095207,0.44822282,0.000514565,0.024448153,0.13969824,0.04337841,0.0889189
223,0.0014731152,0.0900554,0.006007907,0.34696484,0.00034219614,0.084331244,0.1262718,0.07088466,0.07349897
224,1.1558622e-06,0.110098615,0.030977739,0.29310545,0.009319163,0.2157767,0.18527685,0.08507635,0.07237083
225,0.00069383933,0.22739986,0.022273382,0.355912,0.070154384,0.10895054,0.27761552,0.094058454,0.1877493
226,0.0073805014,0.20442194,0.012060957,0.4282698,0.0029361374,0.05581686,0.30101568,0.08496151,0.17350538
227,0.021993361,0.18458663,0.011028092,0.46526086,0.1718143,0.06265551,0.22268662,0.16374534,0.15108123
228,0.15337706,0.25994223,0.00844641,0.43195793,0.028177263,0.12709464,0.20066835,0.061878365,0.16381638
229,0.057108868,0.16994561,0.006402704,0.47933242,0.050673414,0.06766261,0.2792366,0.17675602,0.2457848
230,0.002047979,0.17685185,0.0046529165,0.4992433,0.03852131,0.034635376,0.21318565,0.06175742,0.3157133
231,0.039377585,0.19847777,0.05247508,0.42152277,0.041380245,0.017330216,0.19918248,0.11862678,0.13990232
232,0.019663593,0.17541905,0.02657676,0.42273903,0.009183279,0.06454975,0.19587028,0.058403265,0.18920138
233,0.00028638792,0.17407063,0.1137684,0.41394264,0.009919159,0.0451697,0.19516902,0.08290404,0.13787968
234,0.027135035,0.20142524,0.05689223,0.45796633,0.005386901,0.023514114,0.26667327,0.1260779,0.2187674
235,0.01673416,0.18683241,0.038517166,0.4921101,0.00052835455,0.08328137,0.3393073,0.05753583,0.16283856
236,5.9056015e-06,0.2665338,0.01961591,0.5821018,0.019047035,0.0647385,0.25081715,0.08470537,0.1585795
237,0.000579225,0.16796823,0.013277586,0.5300784,0.0004211203,0.049354758,0.24982701,0.09756011,0.27986106
238,0.005849851,0.16873355,0.034400575,0.47194573,0.025364134,0.04217449,0.21650809,0.094549164,0.120371506
239,0.00011107614,0.15582632,0.0723549,0.46038377,0.09424871,0.04883671,0.2200917,0.060005218,0.12363633
240,0.053695735,0.21806896,0.042430542,0.48771957,0.0053956304,0.14722322,0.22509864,0.08573232,0.15471657
241,0.05485751,0.23763853,0.052370768,0.5069356,0.041910935,0.074370086,0.29673752,0.102903,0.20454966
242,0.023395492,0.25018376,0.04914386,0.5483856,0.102826394,0.04474967,0.26615328,0.0899287,0.20587872
243,0.0042637927,0.18176755,0.026071567,0.52129596,0.025049651,0.033002652,0.28323066,0.08792247,0.18704472
