,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t)
33,-0.041406114,-0.12173349,-0.29163408,-0.021904962,0.12609994,-0.21510933,-0.092004694,-0.08985466,-0.28298745,0.17590968,0.15692517,-0.06831758,0.21261084,-0.00838525,0.10805984,-0.061127476,-0.16898265,-0.268023
34,0.08105768,0.1807937,0.27060345,0.13715523,-0.08038511,0.17472562,0.22672652,0.089966066,0.3712399,-0.09795247,-0.14373417,0.021014603,-0.14551678,-0.024586087,0.17863926,-0.045978937,0.28146905,0.27352887
35,0.042962424,-0.25267828,-0.15720995,-0.16017385,0.055322435,-0.09253857,-0.15010881,-0.046863444,-0.31443596,0.22908229,0.39976,-0.17828098,0.40442413,0.1796278,0.088887796,-0.08753914,-0.32359973,-0.12994048
36,-0.0098302215,0.3288163,0.20531781,0.19614795,-0.040306624,0.052821156,-0.018691178,0.050407667,0.22322129,-0.11508008,0.13370457,0.012037578,-0.0201718,0.23527226,0.24587747,-0.13114592,0.29233596,0.28043833
37,0.0804632,-0.27432576,-0.02596967,-0.23800938,-0.059331443,-0.01948142,-0.23850767,0.01353313,-0.30043355,0.27767074,0.21425003,-0.15562476,0.09050971,0.21076277,0.2198481,0.009554975,-0.23852134,-0.15680751
38,-0.1454486,0.40420875,0.047311623,0.24642769,-0.048771903,-0.02035638,-0.08889739,-0.10690241,-0.00024880655,-0.1255411,-0.099621415,-0.09674507,-0.11101386,-0.023994224,0.2427848,-0.17255041,0.0787771,0.22754107
39,0.11424956,-0.20771152,0.13759057,-0.09570503,-0.17119841,-0.065291375,-0.035139266,0.053122394,-0.25910273,-0.008019737,-0.087785415,-0.102646284,-0.19585532,-0.08975277,0.15919629,0.2564076,-0.1352935,-0.059459627
40,-0.068131536,0.19505273,-0.08472074,0.39666283,0.03574046,-0.22746406,-0.037650354,-0.10262588,-0.018532975,0.0050651208,-0.09968045,0.0023980278,-0.07885447,-0.2299365,0.009391947,-0.007082723,0.12461481,-0.005099179
41,0.35897696,-0.10500205,0.14664455,-0.15664472,-0.09390635,0.036055196,0.27870476,0.09096706,0.1345237,0.10468495,-0.122503,0.08957893,-0.0770157,-0.11340444,-0.12698808,0.103728265,0.20345259,-0.04767966
42,-0.11523999,-0.08775183,-0.22816747,0.042036865,0.20513856,-0.030108802,0.011545955,-0.0993105,-0.073211856,0.1487827,0.17342389,-0.023777016,0.1820538,0.015641429,-0.1807983,-0.1404714,-0.016383674,-0.098898254
43,0.13941643,0.10228327,0.2847969,-0.04431221,-0.014901534,0.22032909,0.11075946,0.07115317,0.23604867,0.028790567,-0.04787829,0.18986699,0.014664054,0.066429615,-0.03496958,0.08112718,0.17214976,0.18004382
44,-0.02932482,-0.17723656,-0.16068174,-0.18509044,0.1558345,-0.041044343,-0.16684653,-0.0005153355,-0.35971108,0.1239747,0.28642157,-0.08736865,0.24849325,0.27007917,0.017525211,0.05668538,-0.26298165,-0.15591124
45,-0.014126524,0.30948305,0.23683125,0.14259893,-0.0454374,0.090961345,-0.0776339,0.12269155,0.14201766,-0.122489795,-0.045930367,0.054329623,-0.14452356,0.06365565,0.16792266,0.055304334,0.1424747,0.20443231
46,0.22842741,-0.1997387,-0.011589892,-0.22044128,-0.05174702,-0.08542347,-0.15886007,0.015618522,-0.33879408,0.079286195,0.16311356,-0.16048697,0.10917105,0.09473639,0.08724122,0.084048815,-0.12034881,-0.10292395
47,-0.117970645,0.2784973,0.059184887,0.4177759,-0.034307294,-0.02349244,-0.06389892,-0.09691811,0.07448192,-0.082050465,-0.07746274,0.10855086,-0.038538657,-0.046321455,0.07142689,-0.012401167,0.15004809,0.16228727
48,0.22955102,-0.2538699,0.04853686,-0.14264071,-0.047478713,-0.07858861,0.0663733,0.03925711,-0.16130945,0.06891047,0.038364876,0.025488338,-0.026204774,0.0771923,-0.024404772,0.1741833,-0.059148323,-0.20328662
49,-0.05454905,0.1449854,-0.041116502,0.28717345,0.115533985,-0.017808922,-0.008295774,-0.06487605,0.0887714,-0.030292116,0.05097381,0.1276556,0.07144801,-0.067764506,-0.058821686,-0.082175605,0.11957683,0.049474083
50,0.21139379,-0.16092564,0.17473605,-0.22755004,-0.02641768,0.111880474,0.24787438,0.09990959,0.0702107,0.15635264,0.07905002,0.07908486,0.056444623,0.1246511,-0.09225878,0.12869209,0.17695436,-0.048771113
51,-0.12667632,0.013580155,-0.15712038,-0.00261012,0.19358765,0.0017065555,-0.16486295,-0.053108964,-0.13052337,0.12741701,0.2760616,-0.0060716346,0.18900423,0.24229658,0.026331183,-0.07682561,-0.07941045,0.046986118
52,0.09594153,0.06370064,0.2593776,-0.121677995,-0.08530115,0.12560707,-0.042181447,0.108856894,0.05727992,0.015431752,0.09888241,-0.0024662632,-0.06669291,0.10721465,0.0896126,0.11669617,0.09988186,0.17043729
53,-0.103303045,0.006793052,-0.18122616,0.04428441,0.0424867,-0.09074202,-0.22889231,-0.073947944,-0.2848478,0.11529708,0.124101326,-0.09235877,0.12800337,0.071281694,0.0699486,-0.03591229,-0.17790006,-0.01919279
54,0.106907636,0.14815721,0.20377645,0.09447297,-0.1272105,-0.015491546,0.05419267,0.08315524,0.06471286,-0.097546384,-0.15962492,0.04129849,-0.19138995,-0.015942909,0.07182052,0.10022814,0.20233382,0.12193182
55,0.018099144,-0.06789842,-0.14233924,0.027579376,0.07525711,-0.100547984,-0.029081136,-0.03344397,-0.23068225,0.11557895,0.09699059,0.1712816,0.09469558,-0.059589475,-0.014976658,0.026149545,-0.07515539,-0.17467819
56,0.081496045,0.015490133,0.19503269,0.05507057,0.113576606,0.0801986,0.26495096,0.07585929,0.20673403,-0.039501093,-0.024860406,0.12786429,-0.0891506,-0.0008540824,-0.09435975,0.053995565,0.22650132,0.012505418
57,0.12689047,-0.16568053,-0.029367063,-0.2037343,0.10450227,0.13527845,-0.07170198,0.13163331,-0.06048941,0.1647875,0.22098179,0.04365163,0.36892056,0.091095746,-0.04398572,0.0515577,-0.11261439,-0.022076756
58,-0.04526132,0.17889625,0.044812437,-0.058223434,0.079315156,0.12934974,-0.07546023,0.05124591,0.0339011,-0.006292992,0.20111188,-0.046444274,0.24553514,0.39898562,0.091889314,-0.113901556,0.14475136,0.28529865
59,0.061588675,-0.10582387,0.09168343,-0.17373373,-0.054121383,-0.037430637,-0.2715263,0.07734816,-0.3148189,0.22568668,0.21727423,-0.1084268,0.11764419,0.31474146,0.23756838,0.110042505,-0.18935487,-0.030571386
60,-0.10869619,0.29355907,0.05089411,0.15263972,-0.007349625,-0.13092083,-0.2327815,-0.052090593,-0.20601,-0.0793761,-0.0013106916,-0.12519297,-0.08098192,0.049453016,0.29082835,-0.0492429,0.11556853,0.16272806
61,0.12017225,-0.11439876,0.1609139,-0.006394409,-0.18817315,0.15799247,-0.04706622,-0.0007961292,-0.16207194,0.048757277,-0.18149905,-0.080492936,-0.22710383,-0.09359195,0.17469819,0.1905815,0.00043838267,-0.09329702
62,-0.027259313,0.25433218,-0.14177668,0.33131933,0.052249324,-0.14316824,-0.14573951,-0.21392106,-0.2298069,-0.17211768,0.039870888,-0.031814605,-0.15137622,-0.18625374,0.072616205,0.027424522,-0.17095214,-0.019369062
63,0.2293391,-0.09961909,0.22576979,0.065419495,-0.18669686,0.07403881,0.23083304,0.23892277,0.23463616,-0.20058495,-0.2801352,0.16401868,-0.23614699,-0.28906012,-0.15261179,0.447952,0.14990845,-0.008088324
64,-0.059430197,-0.1062352,-0.4647495,0.050696533,0.26824504,-0.1780739,0.10182917,-0.11018883,0.063296035,0.0887777,0.24788518,0.13215645,0.31584236,0.034369744,-0.19442981,-0.21544105,-0.020806503,-0.12951215
65,0.16169983,-0.08426053,0.33842298,-0.17897463,0.08526834,0.37970284,0.3718543,0.20334657,0.554805,0.12694703,-0.0040892847,0.13135126,0.11235609,0.2149517,-0.15742,-0.026157869,0.32969904,0.121637106
66,-0.046208516,-0.08015637,-0.24385725,-0.41904953,0.18371029,0.16561347,-0.3200754,-0.08156714,-0.3538487,0.29955837,0.5535307,-0.1654184,0.50936645,0.48887515,0.14186952,-0.2738467,-0.4862412,-0.014427981
67,-0.06228139,0.37840855,0.34706572,0.078770295,-0.17017676,0.12696156,-0.2879647,0.15555145,-0.05043385,-0.2958647,-0.034832686,-0.022649541,-0.07587213,0.3117281,0.39158398,0.14254464,-0.018461313,0.41103908
68,-0.035800952,-0.12977368,-0.14652492,0.016799843,-0.08738272,-0.36761776,-0.4031597,0.16943455,-0.59822357,-0.041531824,0.16662179,-0.1973484,0.009252297,0.1282021,0.2955331,0.21299742,-0.2886276,-0.2071477
69,0.020516466,0.28637615,0.14939809,0.36451757,-0.15663448,-0.09058493,0.09429828,-0.017155001,0.25044948,-0.16886277,-0.17110325,0.008572989,-0.24438044,-0.17991687,0.20731422,-0.120133474,0.52090776,0.21176165
70,0.10706764,-0.34373456,-0.09029239,-0.12178217,-0.015322629,-0.11790129,0.065699086,-0.15330948,0.061973743,0.31815314,0.13880971,-0.099576965,0.09541026,-0.083995454,-0.011207122,-0.08302264,-0.005035594,-0.29600987
71,0.0011624172,0.3793656,-0.012585213,0.16634615,0.13593674,0.17304726,0.11220345,-0.14381294,0.36546004,0.063107386,-0.10692448,0.009889325,0.06314705,-0.041322187,0.15200306,-0.3517581,0.10943236,0.18400961
72,0.15218928,-0.25568828,0.16058908,-0.4495527,-0.09433673,0.21763085,-0.031704485,0.1551959,-0.1899004,0.122308835,0.05636215,-0.19745667,0.021929432,0.1716381,0.15902361,0.2193202,-0.3346228,0.08056401
73,-0.21947804,0.31539682,-0.17364189,0.29701912,0.009734298,-0.15671678,-0.35759827,-0.0046426225,-0.27092886,-0.17318717,0.09779894,-0.12254185,0.0689908,0.17467248,0.32295245,-0.09610915,0.0016673803,0.20446348
74,0.15948048,-0.04226801,0.26614186,-0.008491439,-0.239154,-0.12595783,0.026493205,0.0715728,-0.03257461,0.010341797,-0.1389807,-0.016202766,-0.23699266,0.006818449,0.22123401,0.20060916,0.11936289,-0.024377557
75,-0.108735435,-0.024844473,-0.26304376,0.17901005,0.10140302,-0.22392502,-0.073514014,-0.11723547,-0.14858076,0.07671031,0.022620888,-0.061760012,0.0064729727,-0.12772733,0.07621561,-0.16556004,0.007388754,-0.15355766
76,0.14588475,0.11627301,0.29880175,-0.013786422,-0.06738077,0.1760113,0.40323752,0.030916944,0.35118082,0.030748038,-0.24069487,0.07079288,-0.15827516,-0.16623826,-0.014667177,0.01961901,0.24290138,0.16616294
77,-0.034049667,-0.2855399,-0.23838548,-0.16744652,0.15047567,0.06198179,-0.11278325,0.009707646,-0.3175459,0.21289042,0.25113016,-0.12541975,0.23265217,0.06598552,-0.033364676,-0.03582697,-0.24583477,-0.1920986
78,0.008436045,0.4194339,0.29743162,0.13856016,-0.08958793,0.14325388,-0.0073140804,0.16159537,0.23220587,-0.15380955,-0.05888646,0.09610809,-0.09831469,0.082526,0.124019444,-0.06989559,0.14299625,0.33807707
79,0.029405933,-0.32535312,-0.109076895,-0.2967749,0.053848967,-0.15912998,-0.21227226,0.059719227,-0.47266838,0.2301434,0.24054255,-0.16581596,0.15901177,0.19445123,0.09389243,0.1578036,-0.26580057,-0.16187672
80,-0.11968968,0.40584365,0.1714187,0.28900817,-0.020738747,-0.01875868,-0.039503276,0.10417502,0.15810397,-0.08387748,-0.10711981,0.008586237,-0.11171882,-0.065629065,0.14437662,-0.124344334,0.3312533,0.34262082
81,0.13428897,-0.36307165,0.049266532,-0.34390834,-0.012660898,-0.038401514,-0.037368692,0.027612144,-0.2895336,0.2967376,0.08823874,-0.12435342,0.110500954,0.14959693,0.047015417,0.029659431,-0.088354014,-0.15364091
82,-0.15986739,0.34162134,0.071953,0.2800702,0.059083592,-0.008281305,-0.13876286,-0.07558729,-0.03414096,0.030392867,0.010396931,-0.023611883,0.043383874,-0.023365144,0.15707201,-0.13853753,0.1639261,0.121453315
83,0.19718131,-0.13267876,0.24920966,-0.22337328,-0.18232153,0.010287097,-0.029340208,0.06364094,-0.2248857,0.058236368,-0.026061574,-0.020044334,-0.066697635,0.09140853,0.3015294,0.17733714,-0.11675806,-0.045619544
84,-0.16299441,0.1956934,-0.16037706,0.3104938,0.101673484,-0.19730859,-0.11695895,-0.09226867,-0.233221,-0.11388355,0.06120879,-0.14576869,-0.004877124,-0.06990866,0.16269676,-0.06327218,-0.049322765,-0.0606221
85,0.3257953,0.014364883,0.31413805,-0.028887128,-0.16476148,0.06474648,0.17717743,0.15753677,0.38965964,-0.07494217,-0.19581182,0.05722991,-0.28716722,-0.09857645,0.13692123,0.16139114,0.19326569,0.04577993
86,-0.084643655,-0.11434681,-0.32475,-0.107819125,0.14372991,-0.06506187,-0.08663531,-0.11164573,-0.099735044,0.16054966,0.16083711,-0.1848699,0.2501587,-0.012501689,-0.09010299,-0.23119457,-0.24432927,-0.10069902
87,0.026697366,0.22546194,0.24650954,0.0018741757,-0.14934054,0.20309003,0.19435418,0.0973147,0.29481596,-0.055620696,-0.17959428,0.06416261,-0.04299736,0.048732612,0.069667995,-0.02067424,0.20232244,0.3233238
88,-0.0021106973,-0.21649763,-0.19920498,-0.16816862,0.10745746,-0.14399889,-0.21575822,-0.021901684,-0.44477394,0.15446055,0.30993876,-0.17456536,0.23968881,0.1992726,0.33732963,0.04189952,-0.21860456,-0.20632394
89,-0.030330768,0.3390686,0.30748245,0.29222554,-0.10448866,0.07200314,0.024055202,-0.004255327,0.29052365,-0.08344494,-0.14717858,-0.06418096,-0.20508626,-0.007943343,0.3088589,-0.08140461,0.21573831,0.2376199
90,0.110408,-0.1852583,-0.09721154,-0.26225853,-0.11572111,0.017860852,-0.21684194,-0.038541626,-0.4000684,0.1326448,0.11317861,-0.1493805,0.03570906,0.058263384,0.22067945,0.00970833,-0.3460485,-0.14634354
91,-0.18560599,0.4471845,0.042872123,0.3995905,0.039379418,-0.040627263,-0.064131685,-0.053774364,0.031826824,-0.30335772,-0.18837664,-0.030233005,-0.2625028,-0.16753504,0.13623187,0.02959196,0.08364375,0.23053315
92,0.23344761,-0.29544878,0.09945661,-0.19032145,-0.171131,-0.07269487,0.2159146,0.17477335,-0.07123949,-0.0058609024,-0.09287376,0.003474895,-0.14857766,-0.18097396,0.028320901,0.35635987,-0.08080198,-0.11400147
93,-0.10654128,0.084034905,-0.26706147,0.28885186,0.21880105,-0.17673051,0.081640184,-0.07333619,0.15154326,-0.0022453098,0.0819247,0.0011642147,0.15972222,-0.11983258,-0.05517271,-0.28322884,0.18793544,-0.0024843267
94,0.45732704,-0.124301076,0.44712174,-0.30113676,-0.07551406,0.27688855,0.28646645,0.10198118,0.38909048,0.23773414,-0.007976359,0.060413137,0.14753765,0.1583075,-0.06403492,-0.063173175,0.16971594,0.09674701
95,-0.17271438,-0.019796701,-0.2678015,-0.14766355,0.20660892,0.03472971,-0.3905734,-0.109713055,-0.43983132,0.23706764,0.47212702,-0.17465594,0.44902936,0.40160987,0.075963706,-0.2085974,-0.30753613,-0.034970194
96,0.049613975,0.35031366,0.4657874,0.05451569,-0.24203585,0.11486594,-0.17110799,0.09936744,-0.0038790714,-0.19561553,-0.09891783,0.15037403,-0.26268554,0.1915089,0.31627515,0.18036011,0.12071871,0.32822204
97,-0.09375481,-0.26444694,-0.21136867,0.08300999,0.083463155,-0.3709124,-0.30989835,-0.04434603,-0.58266574,0.021639181,0.17429611,-0.19086178,-0.0025520325,-0.055136207,0.088155255,0.26894355,-0.2583025,-0.36340654
98,0.10674584,0.37898114,0.272307,0.3561783,-0.13294935,0.09276054,0.23290898,0.019334361,0.5075681,-0.18821347,-0.3607793,0.19584677,-0.34477726,-0.29365018,0.035375357,-0.040171877,0.47390777,0.20524904
99,0.12409042,-0.45411718,-0.21486327,-0.3040819,0.09169099,-0.048415206,0.06982987,-0.05035004,-0.23845609,0.27711996,0.3024422,-0.10163028,0.17355447,0.012612775,-0.19943097,0.029113822,-0.24450228,-0.33116496
100,-0.106164604,0.38591588,0.09828413,0.24021828,0.04289896,0.22495285,0.11248857,0.004514931,0.4111965,-0.10721204,-0.078055374,0.15866975,-0.032974597,-0.051927265,-0.049717087,-0.18710434,0.27694905,0.30772287
101,0.14167166,-0.36958012,0.18347095,-0.31599492,0.053586848,0.053634457,-0.025256444,0.09578011,-0.23769724,0.18736532,0.20737435,-0.08864827,0.21701576,0.2736339,-0.032365214,0.18158114,-0.28512743,-0.12978229
102,-0.12689222,0.3356209,0.03120498,0.21382618,0.044581182,0.01039012,-0.25008112,0.036953904,-0.06641056,-0.11338974,0.15779258,0.018647078,0.10029863,0.2034153,0.17037708,-0.08791472,0.051305965,0.15414451
103,0.1446084,0.032635108,0.16891,-0.15273048,-0.1565606,0.051272795,-0.11297027,0.09404705,-0.16366765,-0.008671739,0.113737844,-0.07476938,0.12799996,0.17235778,0.19320372,0.19327134,-0.1262727,-0.00966044
104,-0.14668556,0.11991452,-0.17040133,0.17843173,-0.025320688,-0.13877244,-0.18976292,-0.03789979,-0.21978964,-0.13129464,0.17540056,-0.11797191,-0.023452722,0.17954166,0.29671305,0.042615518,-0.10243443,0.057558402
105,0.088543,0.02770865,0.118454725,0.15762515,-0.14257763,0.02509515,0.009496927,0.050821297,0.086865306,-0.041136637,-0.1347717,-0.014775118,-0.25389445,-0.100030616,0.1877269,0.17016995,0.10483323,0.049429834
106,0.059562683,-0.019867586,-0.12764984,0.0087071275,0.031450823,-0.15150136,-0.026258342,-0.11195713,-0.10211368,0.06267689,-0.0105731245,-0.06641014,-0.0022067362,-0.12830922,-0.025549535,-0.08136518,0.030276328,-0.02358175
107,0.059856363,-0.0055437936,0.13047034,0.063713364,-0.027014676,0.04904001,0.18149033,0.0049980106,0.17012057,0.10684634,-0.1910761,0.05989562,-0.059027668,-0.15054026,-0.12692249,0.072102144,0.21417634,0.0285918
108,0.019225853,-0.10676854,-0.024822019,-0.12872648,0.077444285,-0.0047914046,0.018338135,0.047547273,-0.12981193,0.20151046,0.15686773,0.014478682,0.15031669,0.046843097,-0.08890684,-0.07489995,-0.048464313,-0.09266907
109,-0.017279528,0.18025208,0.1963042,-0.021074165,0.033118594,0.2013959,0.045655128,0.063160166,0.036493618,0.019709228,0.064933896,0.02017621,0.030387856,0.10991295,0.09174116,-0.07565362,0.18964179,0.11725399
110,0.09086299,-0.08096027,0.07340517,-0.1655145,-0.038924415,0.014901567,-0.24371794,-0.004474856,-0.28018534,0.056833588,0.19472821,-0.11861597,0.01510862,0.18150237,0.3852515,0.050581694,-0.2586751,-0.054273188
111,-0.09912645,0.29812258,0.068749785,0.24570303,-0.038845092,-0.0792867,-0.18748899,-0.002491193,-0.08570658,-0.16924968,-0.09023808,-0.14574572,-0.082371235,-0.060523327,0.26804876,0.014665607,-0.06275732,0.15498628
112,0.19591427,-0.09828654,0.07048156,-0.033285912,-0.22345985,-0.12986018,-0.02170324,0.12864819,-0.09795098,-0.03187033,0.036524966,-0.078495964,-0.112540536,-0.010877904,0.15676379,0.1778196,-0.023634458,-0.016773924
113,-0.12835445,0.061948173,-0.2019518,0.22662449,0.055356674,-0.1980402,0.017518284,-0.10678767,0.08074744,0.09108735,0.011008559,-0.040523708,0.04189164,-0.09557436,0.013172668,-0.16882212,0.12779918,0.038021255
114,0.19536957,-0.09148441,0.17528193,-0.14630328,-0.007158704,0.21790612,0.2521706,0.07429817,0.20565717,0.20179798,-0.103959374,0.027850702,0.04490589,-0.024748826,-0.028722467,-0.0784159,0.20805769,0.019330094
