,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48
10,0.07624602,0.10027751,0.05879924,0.046434868,-0.11957356,-0.010539789,-0.0932557,0.058151484,-0.004417918,-0.11078329,-0.07013661,0.037856843,0.10397768,0.17015646,0.06446071,0.031404793,0.12378463,0.013902957,0.006739313,-0.01948485,0.03413658,0.0018614747,-0.083305,0.024463018,0.10539222,0.03813127,0.03237413,0.03159185,-0.0058909003,0.043771572,0.022263601,0.17844371,0.061800413,0.0089990795,0.10172071,0.0052475072,0.040885206,0.005367875,-0.14540358,-0.12265402,0.033007383,0.1726719,-0.008876229,0.0064329617,-0.0027469369,0.08424126,0.044554915,-0.012248604,0.0077495836,0.0007699846,0.049271025,0.011895965,0.03292031,0.015691044,0.021608144,0.022144688,0.014241532,0.0034303903,0.015672557,0.006039951,0.01855948,0.0058436543,0.16573618,0.034271307,0.028381588,0.016906425,0.0015411903,0.005991148,0.0016902535,0.005150361,0.0018614747,0.0321357,0.023314238,0.08048231,0.00945639,0.03237413,0.009518043,0.006185962,0.026819335,0.03211735,0.05969134,0.0007332046,0.06911411,5.6106895e-05,0.057605434,0.005754545,0.040498063,0.012702904,0.0009206088,0.06023152,0.06190267,0.012389425,0.029131098,0.008541337,0.013770341,0.0018086783,0.0006084141,0.055881295
11,0.06142648,0.0824295,0.09409869,0.076757565,-0.0648032,-0.10409553,-0.048524186,0.03912871,0.15946348,-0.112645954,-0.007802388,0.110589996,0.07142155,-0.0008865353,-0.0020891041,-0.073439166,0.14389372,-0.026660943,0.0059386306,-0.039859243,-0.0045632105,0.00022091916,-0.12565993,0.012061746,0.101271644,0.02122904,0.08245937,0.086526796,0.028651094,0.0561952,0.01392031,0.0006948081,0.09944624,-0.051780168,0.053534064,-0.01582117,-0.0540748,-0.014228841,-0.028205086,-0.019001178,-0.151598,0.09756809,0.018598802,0.19996814,-0.02079752,0.08343157,0.050981767,0.018038549,-0.055157274,0.00011928018,0.036285464,0.0048768306,0.14401491,0.011192739,0.00049134344,0.0023361717,0.0010056992,0.10494659,0.0041716243,0.0028161495,0.007750357,0.005056337,0.010245265,6.840134e-05,0.00011935405,0.0073458366,0.0019441197,0.020835996,0.010279515,0.015879393,0.00022091916,0.0011207074,0.00071053085,0.03992652,0.0055266432,0.08245937,0.022084001,0.027302446,0.010393906,0.00033062953,0.004753959,0.07582858,0.00064514903,0.0017900496,0.04932418,0.018085891,0.002155962,0.05598301,0.010939977,0.0030512407,0.017613402,0.014622396,0.21379162,0.0036726445,0.053340983,0.052373454,0.019187592,0.017560894
12,0.021528114,0.03239815,0.018262139,-0.17512175,-0.037038624,-0.046400197,-0.013856868,0.037858866,-0.017586283,-0.17371532,-0.011417007,-0.00693872,0.061404485,0.0020257165,-0.0997617,0.015672756,0.1032815,0.036538474,0.04021776,-0.03492831,0.03783989,0.01004604,-0.0527013,0.123647705,-0.023316637,-0.022937868,0.008123846,0.07377716,0.05425484,-0.0004814649,-0.04466949,0.000958074,-0.08585024,0.015331063,0.058845207,0.036747478,-0.20857497,0.009835036,-0.048159666,-0.020698756,0.028605446,0.06476881,0.08467375,-0.10742882,-0.0067506125,0.0534995,-0.0062974095,0.11439198,-0.07241049,0.015185744,0.0151154,0.017914735,0.0008222323,0.015465824,0.023060976,0.012910164,0.007145626,0.0020598841,0.019299686,0.008586632,0.02007624,0.0075023076,0.008985871,4.3635628e-05,0.031204218,0.047103886,0.10043732,0.028849572,0.0062864395,0.010802488,0.01004604,9.972276e-07,0.061166592,0.043896228,0.013781716,0.008123846,0.0015895856,0.01112904,0.010669329,0.0026107838,0.0016773158,0.019146442,0.034400452,0.021098955,0.057343744,0.0019695372,0.0035681268,0.026821477,0.00082922826,0.035700466,0.0014456615,0.0754549,0.003797044,0.012588345,0.004678976,0.0024554618,0.027225796,0.0037359223
13,0.12660775,0.051880218,0.00056257495,0.05158645,0.057595193,0.02378179,-0.0037753172,0.012864623,-0.0022250782,0.06749928,0.06560179,0.04669475,0.20745623,0.02585361,-0.062490415,-0.05557967,0.076039925,0.019582352,0.035249762,-0.005655705,0.10929397,0.011354539,-0.020949677,-0.02048044,-0.00980131,0.052813657,0.0031275693,0.10344088,0.059733544,0.06652962,0.07940682,0.13540414,0.114843436,0.085828796,0.09236136,0.08144534,-0.079531156,0.06385031,-0.08985003,-0.070812166,0.037973337,-0.011126518,0.07721558,0.11534491,-0.0010682511,0.034993265,0.025981266,0.077370234,0.028943632,0.11271993,0.014030842,8.3537925e-05,0.004314384,0.046629313,2.5622045e-05,0.025647286,0.0021005662,0.002455708,0.05635169,0.03825431,7.622319e-06,0.16042429,0.003518864,0.0025696422,0.016593562,0.011515168,0.0066400277,0.003964889,0.01054337,0.0050064875,0.011354539,0.0015062136,6.8855593e-06,0.024227913,0.044977278,0.0031275693,0.06862556,0.0023816086,2.6431992e-05,0.0005205462,0.018579222,0.1141554,0.061351225,0.051206134,0.039104424,0.0017902055,5.670186e-05,0.014906732,0.003052808,0.033909205,0.036003884,0.037092146,5.28611e-06,0.00021001192,0.0019429057,0.00760235,0.019876825,0.015119946
14,0.024255184,0.065248296,0.09424381,-0.087868184,0.0142668625,-0.07366665,-0.03601402,0.12831305,0.049565993,0.007624709,-0.07895532,0.013474213,0.010183673,-0.038250208,0.030256948,0.023139387,-0.006312116,0.01728648,0.032732144,0.09020913,0.043457303,0.00080790534,-0.010519671,0.04267555,0.00264363,-0.010789586,0.13655618,0.110420614,-0.014645617,-0.03571094,0.10189636,0.17580819,0.025541674,0.010159031,0.068269856,0.03615821,0.04646087,0.12802292,-0.10214464,-0.0036123092,-0.07094498,0.015084104,-0.027894303,0.05956024,0.0273821,0.026585588,-0.083185054,0.017693684,-0.04485315,0.0041164476,0.004168999,0.026541736,0.00033623274,0.012886307,0.02403842,0.010166658,0.06500918,0.066472694,0.0010236886,0.0066749356,5.080359e-05,0.01752393,0.0014532007,0.021296598,0.04830525,0.001008681,1.8752891e-05,0.0036309545,0.11614923,0.003691726,0.00080790534,0.00034450612,0.011563978,0.07749247,0.017000249,0.13655618,0.03214298,0.002244536,0.01687018,0.13082117,0.0016562142,0.0006228967,0.006808992,0.03715876,0.116273545,0.0061991513,0.046464473,0.0026565976,0.0058201854,0.0010352298,0.0064285425,0.00047242924,0.036206175,0.009080404,0.0018037983,0.00047643628,0.0053006867,0.0038622506
15,-0.008396001,0.08590152,0.18563077,-0.08889579,0.06605492,-0.07024057,-0.022042833,0.016710047,-0.030331252,-0.034326166,0.06577054,-0.0063989703,0.037027225,-0.029124107,-0.00947096,-0.015331479,-0.0035489248,0.043223552,0.10641151,-0.031645436,0.0012329947,0.025990073,0.020985475,0.08931786,0.013952984,0.16286285,0.002124607,0.08068859,0.039232194,-0.008700781,-0.06752267,-0.07371942,-0.0976547,0.14634696,0.037942994,-0.03846862,-0.031363938,0.10229294,-0.023632368,0.020267654,0.12402473,0.009357222,0.09764144,-0.01913033,0.024733707,-0.011018146,0.012587959,0.06397685,-0.04296232,0.0015652037,1.6344404e-05,0.09772668,0.00054058904,0.06740163,0.05063884,0.012092094,0.004582455,0.013635503,0.0025697383,0.0003145135,0.021531468,0.019635567,0.021824073,0.0026411435,0.007812452,0.009663597,0.0058103427,0.06937656,0.0009787106,0.02446343,0.025990073,0.00014543904,0.0030071433,0.0042421427,0.15129316,0.002124607,0.018020717,0.044832196,0.039965607,0.0014697379,0.007895607,0.0062774406,0.15296917,0.0007166664,0.022677131,0.004136995,0.063701294,0.018784547,0.032463744,0.01571367,0.009319529,0.069430016,0.0018410761,0.013213317,0.0044806297,0.006173562,0.005349013,0.080414265
16,-0.11136894,0.04202306,-0.036031775,0.015203588,0.08567602,0.065439925,0.0770779,0.021715865,-0.019304775,0.120373785,-0.03697527,0.067622796,0.10461152,0.034055214,-0.121499896,0.0038362667,-0.05043511,-0.09281427,-0.004095794,-0.042252097,0.02974974,0.027083255,-0.021084122,-0.009602196,-0.16155387,-0.0073327385,0.008131139,0.19653732,-0.022185847,-0.027071763,0.104151785,0.004125618,0.003127616,0.028203007,0.0066557033,0.016812066,0.006817823,-0.0018061469,-0.0039394926,-0.09561709,0.06871209,0.05130432,0.07858315,0.09952234,0.03466458,0.16418852,0.09597078,0.19839528,0.09892599,0.0052647223,0.03305154,0.00082793576,0.00848522,0.011821535,0.006537746,0.0960494,0.025913864,0.048842974,0.061589472,0.0037585006,0.00093182235,0.032940507,0.00029388216,0.0069103697,0.03836137,0.0011783817,0.0018093351,0.0040525864,0.0006986628,0.014067771,0.027083255,0.0012101784,5.0967825e-05,0.0014754158,0.00033300093,0.008131139,0.15673442,0.00070809503,0.046937738,0.053017166,0.0059487005,0.027496062,0.015293441,0.010554048,0.0045203324,0.004088525,0.003950353,0.026103774,0.025352007,0.00049833645,0.010835511,0.060934857,0.01325128,0.039046034,0.047131386,0.024141653,0.09549579,5.3921343e-05
17,-0.09589209,0.027157474,0.043750964,-0.120526426,0.020625444,0.008368263,-0.0020730132,-0.041348547,0.032082304,0.15811639,0.10962201,0.09107585,-0.14345704,0.0028856583,0.076283455,-0.040579148,-0.09857561,-0.0047089243,-0.03552147,-0.017978918,0.0016064595,0.110399514,0.088001855,0.039954625,-0.027457593,0.0019615646,0.000111992806,0.105075955,-0.06509629,-0.18195893,-0.046226203,-0.017622467,-0.07253029,0.07081787,0.06809437,-0.09653708,0.014078535,-0.016785532,0.043094665,0.07953648,-0.03547909,-0.020288143,-0.045297194,-0.01878953,0.0629423,-0.028231094,-0.09663523,-0.039544135,0.054431133,0.022091245,0.0014246715,0.041688155,0.010400037,5.555684e-05,0.021821408,0.0012548385,0.014335921,0.042200353,0.0031779225,0.11295878,0.031067645,0.001522046,0.05496155,0.0037862011,0.0024282995,0.0096789105,0.012394178,4.9990504e-06,0.003032612,0.005015371,0.110399514,0.026057273,0.022476787,0.00024256136,4.343139e-05,0.000111992806,0.0042483453,0.017430559,0.012449814,0.012133794,0.023651551,0.0047484403,0.1083077,0.0070475833,0.026013337,0.015838007,0.02613438,0.06408594,0.016358316,0.07268015,0.039012935,0.0032067325,0.021530218,0.018261021,6.917039e-05,0.03985914,0.020914288,0.022137895
18,-0.06692192,-0.010463829,0.0036166953,0.008656789,-0.041795455,0.076112755,-0.025917698,-0.022759061,-0.003380853,0.024960056,-0.011577476,-0.022303244,-0.0051510087,0.043971583,-0.022472177,0.020130023,-0.0836313,0.08282894,-0.008910332,-0.012699987,0.016985355,0.004725459,0.19584236,0.07707469,-0.03252839,-0.019671286,0.02235081,0.051594976,-0.0529328,-0.1631041,-0.020919332,-0.039875746,0.032638043,-0.050824195,0.09177367,0.0055766236,0.05234842,-0.037661087,-0.018901661,-0.03934157,0.163883,-0.05074612,-0.02670671,0.0180785,0.05723628,0.042681687,0.11934016,-0.02453462,0.030087547,0.043303445,0.009407214,0.012427929,0.057456523,0.0021643352,0.0147677185,0.008129489,0.025186982,0.0027477376,0.0006332046,0.05495997,0.0055803736,0.0072746673,0.020858482,0.039454795,0.0003390952,0.022287501,0.06632233,0.00036028842,0.00087874994,0.024024623,0.004725459,0.18620728,0.004357212,0.007631878,0.000618288,0.02235081,0.0021875105,8.074255e-05,0.0013543305,0.022893293,0.017988056,0.035933256,0.0011445436,0.012036235,0.023257826,0.0007313049,0.00010906956,0.0009597732,0.0005371051,0.014806909,0.015312681,0.010653645,0.026150847,0.0011372783,0.013062971,0.03454227,0.00087324105,0.03901586
19,0.0025374347,0.05993765,-0.019114908,-0.058109954,-0.03245623,0.007925276,-0.04147746,-0.031106092,0.12548512,0.056889083,0.09269831,0.06106065,0.10935033,0.010968505,0.053638656,-0.039627172,0.0855882,0.02652537,0.017243223,0.014177434,-0.021558048,0.0040523503,0.04266102,-0.025443899,0.06579669,0.024117153,0.0065609203,0.059309617,-0.03917152,0.059226893,-0.018840374,-0.10795531,0.09438038,0.011188608,0.08610454,0.0054914993,0.039961036,-0.05464442,0.0044749333,0.0923168,0.041388854,-0.06201993,0.18445638,0.08094646,-0.02413128,-0.08124218,-0.021845156,-0.042252444,0.104754925,0.0033065246,0.0628245,0.0008229653,0.010334938,0.0005511668,0.0028958297,0.004409373,0.002354867,0.066531025,0.010472168,0.0010965725,0.0044922098,0.066754825,0.0005088391,0.0032252218,0.018580956,0.07045015,0.08944722,0.043214086,0.008945519,0.004616162,0.0040523503,0.024696924,3.7346917e-06,0.03157613,0.014052141,0.0065609203,0.029087229,0.0077427216,0.048846465,0.0036313909,0.000394871,0.025401983,0.035885543,0.07465468,0.0048436923,0.001901511,0.02725053,0.013879086,0.031221582,0.038034562,2.8993989e-05,0.19446765,0.004018158,0.0005685558,0.0014527796,0.012397742,0.012813493,0.002875549
20,0.004198914,0.16674417,-0.051582623,-0.04598512,-0.07306365,0.002402882,0.06297252,0.018596414,0.038970716,-0.041145243,-0.10625226,0.028177168,0.06963062,0.042693958,-0.15383048,0.15968217,0.04873455,0.009067237,-0.08746337,-0.026411023,-0.0060773296,0.023850868,0.02933626,0.05770105,-0.101423904,-0.0060372446,0.0019076681,0.0027883723,-0.0020126833,-0.049374066,0.011379517,0.11416789,0.0709684,-0.071222186,0.0895831,-0.050567158,-0.017018372,-0.005959985,-0.0097725205,0.080596715,0.11129135,0.1767146,-0.02541582,-0.014534581,0.06887381,0.11539391,0.05030211,0.014321755,0.09295855,0.001807542,0.19307624,0.0023950308,0.004648053,0.011928381,0.0070511987,0.106024794,0.017327698,0.018779965,0.005061574,0.008581215,0.038492706,0.040486574,0.03327377,0.0027933521,0.100801826,0.0028672197,0.0017532393,0.00044448272,0.003557801,0.0139031885,0.023850868,0.05235819,0.021461887,0.00061496376,0.013776341,0.0019076681,0.044212796,4.2333948e-05,0.0013384608,0.007924761,0.15052529,0.06064336,0.0011354974,0.02423383,0.022358947,0.00020870767,0.008668046,0.04897488,0.068122484,0.028324425,0.13052183,0.036868434,0.050833274,0.0036671774,0.0057199183,0.011548566,0.02594472,0.018286465
