,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.101897836,0.025903778,0.012669396,-0.009996092,-0.0041735633,0.112133965,0.017815523,0.020117873,0.01678897,0.0033244882,0.0037052725,0.022111084,-0.002091083,0.026447967,0.008577006,0.00096626696,-0.0014090671,0.0047440296,0.010329237,0.0033456655,0.19076519,0.12644127,0.012055978,0.055657517,0.062406067,0.005479783,0.01060341,0.0043239114,0.0104643265,0.004720222,0.0014895687,0.0075824438,0.027719248,0.013712024,0.020106994,-0.0004749056,0.013088583,0.0025773188,0.003203772,-0.003991829,0.019692916,0.021389408,0.025626788,0.0027877777,2.0495554e-05,0.07678156,-0.009506238,-0.0027233064,0.012408324,0.101897836,0.015903778,0.0076693958,3.9081756e-06,0.0008264364,0.12463396,0.022815522,0.015117873,0.01678897,0.013324488,0.016205272,0.012111084,0.00040891688,0.031447966,0.0010770056,0.00096626696,0.0035909328,0.0097440295,0.0028292378,0.008345665,0.19576518,0.12644127,0.014555979,0.055657517,0.074906066,0.0004797827,0.01060341,0.0068239113,0.0104643265,0.009720222,0.0014895687,0.0025824436,0.020219248,0.013712024,0.00010699332,0.014525094,0.008088583,0.0075773187,0.003203772,0.0010081709,0.022192916,0.0063894084,0.028126787,0.00028777774,2.0495554e-05,0.06928156,0.0029937613,0.0022766935,0.012408324
2,0.082181945,0.13002181,0.0038598892,0.1169777,-0.017352004,-0.025123578,-0.010045142,0.07545896,0.058212765,0.021036558,-0.0076881447,0.06104704,-0.05245864,0.032309778,0.005656123,-0.0059280954,0.024254473,0.162278,0.1232623,-0.0074720047,0.0036495426,0.060358036,-0.031673755,0.026410915,0.0730032,0.01059845,0.0010251463,-0.0014586002,0.026560005,0.059704162,0.07824339,0.15108535,0.037451733,0.046080954,0.04465048,0.1131397,0.060575623,0.07343287,0.040627792,0.001562966,0.0062644184,0.016491324,-0.0057501593,0.021531854,0.017987179,0.033224147,0.021754093,-0.048804168,0.035176553,0.025623305,0.02458027,6.866726e-05,0.16028598,0.016089115,0.00069059443,8.354626e-06,0.024510045,5.9000147e-05,0.04711615,0.000796896,0.04050588,0.004334796,0.033054564,0.029265372,0.023896579,0.00034099695,0.11113881,0.03058637,0.0054798843,0.010193834,0.060358036,7.4093186e-06,3.656894e-06,0.034575965,0.010115316,0.0010251463,0.0278974,0.0012311392,0.06655842,0.0019966746,0.020537592,0.00016086537,0.0032716938,0.002400827,0.13304053,0.06856472,0.022019336,0.040152907,0.00014672619,0.009419165,0.009051921,0.00021243574,0.0121638635,1.5290649e-05,0.04960771,0.021499634,0.005441844,0.029121317
3,0.02890507,0.064090475,0.07836169,-0.04910349,0.038817547,-0.076004565,-0.022171734,0.045577765,-0.0017181223,-0.07074844,0.03615448,0.07126421,0.06444353,-0.02812327,0.038845066,0.03794918,0.02960682,0.008255512,0.04402806,-0.03064248,-0.030156765,0.008957059,-0.042405497,0.07510406,-0.0035922688,0.008093694,0.010571129,0.06938328,0.07987637,0.07775542,0.012072047,0.036632963,0.046215326,0.11993553,0.11426337,-0.10757604,0.06350961,0.034701936,-0.039414905,0.033291403,-0.032648984,0.04813539,0.0049179047,0.11639868,0.045647733,0.09449099,0.0765125,0.07614682,-0.025998771,0.0028946348,0.024536228,0.0028190166,0.0019472904,0.01720509,0.01822212,0.00015350665,0.00448679,0.0021676647,0.009861855,0.0062629743,0.05988634,0.010615799,0.010998425,0.00089159573,0.050373152,0.0045090327,0.001285379,0.0017063322,0.034368426,0.00013104585,0.008957059,0.0015595272,0.06045571,0.0026075796,0.011057742,0.010571129,0.06509767,0.013349368,0.011466708,0.005013255,0.049967874,0.03572493,0.10035149,0.0040857997,0.014144836,0.0052072923,0.0073160706,0.007342919,0.020632684,0.01640357,0.009051752,0.023988206,0.021336393,0.01178517,0.038446367,0.07092735,0.009265988,0.046411693
4,-0.074612156,0.079202354,0.019550523,0.12108198,0.033326164,-0.030103292,-0.056543123,0.03903865,-0.05483934,-0.009667946,-0.038577072,0.007868568,0.026288778,0.024490226,0.10837877,0.04343628,-0.0019612336,-0.067572705,0.005238695,-0.0044630487,0.0129752755,0.0071964962,-0.049498495,0.019989373,0.18857932,0.049639925,0.0006933808,0.0693467,-0.014719327,-0.07087881,0.18779977,-0.05554624,0.0071252333,-0.005005453,0.061207127,-0.017057823,-0.035826735,-0.0155701395,-0.0035312083,0.06650262,-0.019733319,0.09790912,0.027582517,-0.04301951,0.07644831,0.09129688,-0.025215574,0.05713526,-0.033215024,0.0059947483,0.07149185,0.0012340421,0.22314504,0.029785916,0.024951492,0.000588562,0.024586115,0.0025717162,2.131476e-05,0.074713215,0.00012536642,0.0030000624,0.030526249,0.06422071,0.06434261,0.0048815175,0.006009141,0.017866904,0.027582189,0.044730082,0.0071964962,0.0019268868,0.0072140936,0.269106,0.030665334,0.0006933808,0.024490483,0.01355287,0.000112895475,0.19378828,9.523677e-05,0.008583858,0.024269376,0.00020884936,0.008024054,0.01516747,0.027656106,0.016906636,0.058057804,0.021258203,0.0008903284,0.005095838,0.0006652328,0.087500416,0.023780553,0.053465404,0.00010655022,0.0014259525
5,-0.0015500793,0.030010866,-0.024642417,-0.026960706,-0.09176626,0.009204622,-0.030339161,-0.037297864,-0.027710715,-0.050590605,0.032520615,0.048855975,0.07266134,-0.09357449,-0.011445594,0.108597994,0.08096445,0.019563675,0.017882131,0.081678525,0.02884493,0.032087184,-0.12920575,0.05824598,0.013194972,0.03527935,0.0022581734,0.06776909,0.08366254,0.020160519,0.00844054,0.023179028,-0.018734857,-0.037553463,0.16441035,-0.11682892,0.0030642748,-0.07473808,-0.11408662,0.008460045,0.098391935,0.023054788,0.13912874,-0.027300764,0.06331949,0.07359915,-0.01585073,0.0226297,0.02406867,0.008180902,0.0040039024,0.0031307018,0.0032836995,1.6052534e-05,0.018400004,0.00026440294,8.21391e-06,0.0040040147,0.0015075079,0.0209945,0.0097680725,0.107538566,0.0003253932,0.00023404749,0.08534137,0.06933192,0.0037276668,0.010439147,0.1212797,0.010931562,0.032087184,0.0046868706,0.03051599,0.013084067,0.01356121,0.0022581734,0.075361125,0.017918594,0.09493451,0.015636584,0.034841087,0.057829805,0.000105666375,0.09115856,6.462927e-05,0.016843146,0.004149594,0.005846861,0.11336111,0.04528131,0.005721072,0.11166216,1.8359854e-07,0.03274956,0.031386774,0.01738298,0.0075140223,0.00616221
6,0.08550723,0.004860637,0.016033635,-0.04527457,-0.07221181,0.03154866,-0.08083757,-0.00068157277,0.05199729,0.23842424,-0.03136797,0.0639778,0.096158884,-0.0041410374,0.016370907,0.015283067,0.07448905,0.02054409,0.07217751,-0.006600567,0.00970432,0.023587892,-0.06965446,0.039126627,-0.04043954,0.056446563,0.0031560627,0.0025383187,-0.041571334,-0.042469904,0.25493625,0.022843674,-0.010891758,-0.05847329,0.073866576,-0.01625251,0.34953701,0.0134896515,-0.023215398,-0.004474475,0.120131634,-0.003189925,0.04910493,0.02792327,0.0465203,0.08332177,0.028071864,0.04654832,0.037660763,0.06322258,0.009087103,0.004444121,0.00044431633,0.0044612964,0.009327059,0.0013676055,9.3466886e-05,0.0015118504,0.20208423,2.0193533e-05,0.0032544415,0.0013593961,7.9232785e-05,0.06732882,0.040176034,0.01084751,0.0024107518,0.12103793,0.008404866,0.011236457,0.023587892,0.0014759855,0.008341818,0.0044099344,0.0021475656,0.0031560627,0.0018369844,0.0023984478,0.023693025,0.15666205,0.0096509345,0.023955133,0.001619692,0.0024406908,0.01500753,0.31148496,0.0006165286,0.047154658,0.001269514,0.009979035,0.002575899,0.033989765,0.046718862,0.0021392298,0.011518239,0.001642952,0.075376235,5.4308195e-05
7,0.08052948,0.031083671,0.062751554,0.069602914,-0.017313588,0.00054546003,-0.009911627,0.052331246,0.055477496,0.050225813,0.13823463,0.068165824,0.11044725,0.014951497,-0.038033545,-0.017949076,-0.0052702725,-0.015086845,-0.006262318,0.009739529,-0.16977596,0.007036713,0.04448051,0.0027828729,-0.030579906,0.007692695,0.010402795,0.0038347133,-0.11208764,-0.15298693,-0.17101915,-0.13225998,-0.10217535,0.057430357,0.14688547,-0.14787939,0.12181937,0.072819084,0.044967175,0.15027775,0.04151539,-0.00042807683,0.0038904035,-0.005026859,0.0010598655,-0.000996856,0.09794487,0.042306926,0.072441734,0.02794674,0.026572298,0.051329717,0.10322043,0.011687572,0.00046971324,0.027021661,0.009577633,0.0035972644,0.068696745,0.03734519,0.009694974,0.035584025,0.14241962,0.0032532555,0.0038514745,0.028401308,0.0047102175,0.013612683,0.012169848,0.004992542,0.007036713,0.00026951803,1.0045317e-05,0.0035220974,5.1161624e-05,0.010402795,0.028333707,0.0061175567,0.0014373228,0.0015381471,0.0052979244,0.029055811,0.07157821,0.07170272,0.0008494293,0.023212163,0.052286852,0.0034485094,0.01447053,0.00024858632,0.0015950464,0.018900018,0.00019011652,0.0012226588,0.0036571673,0.09227429,0.03522846,0.023797754
8,-0.036902834,-0.05676832,-0.06606869,0.037900448,0.07250469,0.10207051,-0.06939634,0.08401743,0.010335737,-0.007861704,0.020305734,0.037509702,0.025878629,0.09255162,-0.014664169,0.08472173,0.03822592,-0.104563214,-0.060715273,0.018999625,-0.0018810965,0.0008868369,0.004392475,-0.054955967,-0.08611494,0.03759463,0.015044455,0.037272144,-0.087554425,-0.07808074,-0.0067335293,0.047447577,0.020102095,0.004557928,0.18294865,0.086517885,-0.009688749,0.025814755,0.07568362,0.037468515,0.17657478,-0.017811522,-0.0015277639,-0.0896752,-0.00909221,0.017584529,0.06462325,0.0060942248,0.10199028,0.00012185009,0.0019540386,6.1305094e-05,0.015652485,0.0004833857,0.04408346,0.0040463926,0.043752693,0.001406212,6.7540154e-06,0.018021442,0.016966047,1.2106455e-05,0.0070420452,0.020380702,0.01097429,0.04067449,0.0051461756,0.070974976,0.03454146,0.05902859,0.0008868369,0.003478573,0.0051404512,0.01681706,0.04656917,0.015044455,0.07704397,0.0018892419,0.027301472,0.06676384,0.074629076,0.027508928,0.027116077,0.056676067,0.05277101,0.0008121474,0.015505677,0.039577685,1.50557535e-05,0.026558476,0.03752461,0.039180372,0.0012069374,0.003979351,0.0019418895,0.0336991,0.023121279,0.015102592
9,0.087819904,0.042350207,0.042095076,0.028075475,-0.015441889,-0.031138506,-0.09048221,-0.018438088,0.014975078,0.023408022,0.0045152456,0.079462446,-0.046522323,0.011109101,0.17389241,0.057349764,0.11120793,0.034218654,0.007425436,0.029565573,0.12045106,0.010571735,0.021129858,-0.037708834,0.09725383,0.042418815,0.0019558507,-0.02007911,-0.12503971,0.034504555,-0.008840548,0.09380655,0.035830677,0.02323215,0.23080078,0.010440163,-0.05797244,-0.0412399,-0.09465182,-0.031662427,-0.0024568774,0.041051604,-0.02947485,-0.05053364,-0.013787218,-0.08447729,-0.015812121,-0.12806092,0.07120619,0.053661633,0.0012820392,0.018371288,0.0076190983,3.3854427e-05,0.032783154,0.0009921148,1.33296635e-05,0.00019216898,0.0053952592,0.007462649,8.081842e-05,0.0001282503,0.0077423365,0.017307466,0.011137522,0.004504638,0.012961852,0.009657417,0.0011814118,0.11560669,0.010571735,0.036471453,0.0048309774,0.010434115,5.7951762e-05,0.0019558507,7.833066e-05,0.010487696,0.027874803,0.030462215,0.05170284,0.007466575,0.029477393,0.00066889514,0.02968438,0.0014303026,0.0021910581,0.00024999666,0.00062601326,0.048906017,0.08778542,0.00033985876,0.038345184,0.0006044985,0.013946119,0.069647565,9.973017e-06,0.006642585
