,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t)
84,0.08791874,0.11445326,-0.06449919,0.1364001,0.10138043,0.010213219,0.02351809,0.15633968,0.03263179,-0.16228038,-0.10248107,0.102387674,0.14397477,0.07148394,-0.13323043,0.16200486,0.047452353,-0.043368705,0.3025382,0.19467615,-0.18680549,-0.016350057,0.17075019,-0.031955093,-0.013293027
85,-0.097014554,0.21296278,0.18752745,0.016375113,0.08035082,0.11736463,0.18204269,0.18917356,0.098062865,0.029217089,0.0690617,0.035419192,0.08472797,0.045659747,-0.03403627,0.078449905,0.15238994,0.149567,-0.06114418,0.25895482,-0.17376797,-0.09724253,0.067663774,-0.16094217,-0.21274292
86,0.006892666,0.10568036,-0.144654,0.25020912,0.09184869,0.19218822,-0.04548928,-0.043458186,-0.10550564,0.11948812,-0.23421094,-0.023997914,0.10743919,0.05555954,-0.3356715,0.16707683,0.15034118,0.02234154,0.007975981,0.1152226,-0.22135338,0.22045277,0.074100465,0.06114023,0.09269928
87,-0.106454544,0.005067371,-0.08649459,-0.0023170733,0.07312821,0.0133607965,0.1554308,-0.026052125,0.16114932,-0.048258588,-0.1596102,0.12449271,0.35634184,-0.08233835,0.106206745,0.10931634,0.107166864,0.11068849,0.15320097,0.18752211,0.04268445,-0.07758051,0.3409496,0.0064656963,-0.0005209505
88,0.036800027,0.16068494,-0.030787144,0.032744166,0.042843763,0.012309743,0.110653006,0.08454135,0.0068893787,0.13763635,-0.07998967,-0.064707555,0.22674617,0.0554575,-0.03521794,0.10535912,0.015634019,-0.096395,-0.14174622,0.27201435,0.0038178768,0.15436137,-0.016502537,0.02554389,-0.10072751
89,0.053494453,-0.044216327,-0.062355086,0.17393452,0.07343139,0.071055904,0.2548574,-0.13272443,-0.025915695,-0.0347397,-0.16700476,-0.011836464,0.020805016,0.06437755,-0.054732133,0.23892717,0.09934665,-0.14683971,0.19076641,0.15160309,-0.08138979,0.047915418,0.2643942,0.059855424,0.08559539
90,-0.043705154,0.11917406,0.12524614,-0.038964555,0.038437933,0.009889297,0.101105504,0.19821909,0.26246154,-0.13088149,0.12784621,0.1907436,0.06749394,0.010092602,0.06043456,0.21121223,-0.0010210787,0.16540712,0.26555133,0.3597455,0.004589174,-0.10191859,0.14862768,-0.057886608,-0.10419811
91,-0.032091223,0.25555977,0.18248364,0.27663437,0.1164209,0.16685575,-0.07055225,0.2183244,0.08346027,0.11965555,-0.028122623,-0.21342814,-0.04629288,0.072845384,-0.083089456,0.07375721,0.18217339,-0.04596676,-0.26915357,0.10033576,-0.45158544,0.25353795,-0.19156255,-0.048746474,-0.01844049
92,0.021098273,-0.19352622,-0.17288283,0.14205635,-0.012405969,0.15479958,0.1529095,-0.23625867,-0.027848363,-0.04085391,-0.3706961,0.16689008,0.2778605,0.16610485,-0.09921125,0.15493777,0.09715242,-0.096172415,0.14847587,0.24789008,0.027320309,0.050621197,0.26389265,0.0658034,0.27733988
93,-0.024521831,0.14885901,0.16210568,-0.12492974,0.021360226,-0.007319439,0.23022169,0.2058104,0.27857435,-0.1359625,0.1919834,-0.0055251517,0.08865382,-0.056709312,0.3564737,0.113278985,0.18433517,0.11279299,0.11831089,0.2788111,-0.024439303,-0.22748435,0.1267208,-0.15897107,-0.18805026
94,0.12132889,0.18418103,0.029259522,0.2469389,0.18466228,0.13107853,-0.098420426,0.08825821,-0.015162215,0.05243982,-0.13579705,-0.06692458,-0.112290815,0.25809053,-0.25779822,0.18794985,0.059407305,0.036381125,-0.027711712,0.12579837,-0.20391266,0.6553205,-0.11732858,0.011938596,-0.05343574
95,-0.039825656,-0.12329759,-0.04191128,0.04318878,-0.04296115,0.20648809,0.22496817,-0.039163377,0.03235999,-0.061186764,-0.064135246,0.001437353,0.30407357,-0.06085088,-0.12620872,0.2451865,0.12039089,0.12583524,0.017185664,0.2444771,-0.17243564,-0.024851646,0.34107146,0.14354685,0.0293363
96,-0.08640205,0.17409813,0.09768206,0.10184211,0.01273625,-0.0075291283,0.11373233,0.07958488,0.21082236,-0.008170145,-0.030446518,0.04687104,0.080943726,-0.1057583,0.080165416,0.116330005,-0.07717422,0.041443363,0.18134283,0.2631095,-0.06505153,0.037199266,0.08530538,0.08816644,-0.022301566
97,0.040080283,0.066485316,-0.12579569,0.23038118,0.11882147,0.10357097,0.061043397,0.027987735,0.03911247,0.15403984,-0.13590842,-0.02896193,0.078927696,0.19170736,0.059027065,0.09397323,0.06865452,-0.18764266,-0.080375984,0.18079713,-0.10465094,0.06666462,-0.033917755,-0.0008018613,0.16475303
98,0.12336305,0.028320538,-0.078172125,0.071259476,0.17081274,0.010567609,0.18849282,-0.06793383,0.02406299,-0.15171911,-0.06918897,0.08895129,0.12868024,0.08943218,0.03436146,0.088025264,0.04306689,-0.13942175,0.2017878,0.23303641,-0.08779125,-0.08652961,0.22447443,-0.0376547,0.0007934058
99,0.04691072,0.13351394,0.14065024,0.05776793,0.06591079,0.018448824,0.122991405,0.15275235,-0.011653258,-0.005658292,0.1469517,0.09236739,-0.04799814,0.07060494,-0.0024451166,0.15533595,0.17573617,0.080994345,0.12109001,0.32889873,-0.19723967,-0.052019767,0.15375954,-0.10761224,-0.27102992
100,-0.0029255627,0.16809833,-0.039860394,0.25820938,0.12888975,0.24710137,-0.07272944,0.13052818,-0.086628616,0.038140878,-0.022328109,0.01831317,0.017018687,0.06429505,-0.28577262,0.26407015,0.15226486,0.097873785,0.00010921992,0.045570392,-0.37338284,0.18409368,0.0586593,0.028548297,-0.02895543
101,-0.016208597,0.049246114,-0.1043029,0.06418219,0.076092124,0.1389358,0.05597537,-0.031189887,0.12248054,-0.023472523,-0.16634884,0.0854998,0.382845,0.0995328,-0.08545151,0.22531587,0.09313203,0.15474087,0.045168515,0.21316764,-0.17176083,-0.035957415,0.16572388,0.04138469,0.011159514
102,-0.03627595,0.18208617,0.071841,0.034002285,0.10918109,0.0022127605,0.100872,0.06468854,0.27939245,0.027216632,-0.06696854,-0.048438765,0.17073086,-0.030298643,0.0009523332,0.18103942,0.07275197,-0.026722083,-0.089326926,0.23324226,-0.15087703,0.24373212,0.03644084,0.048480406,0.03668859
103,0.01694363,-0.048240494,-0.09069604,0.1676133,0.0280384,0.1720123,0.2626035,-0.09019657,0.049716875,-0.028703995,-0.26676938,0.057015005,0.12061195,0.081896506,0.038330283,0.15122353,0.04903154,-0.22362258,0.037635688,0.26990741,0.07074623,0.08854373,0.12640683,0.18038148,0.13226262
104,0.100255705,0.0687881,0.047001738,3.7718564e-06,0.016324379,-0.0021958984,0.22830862,0.03620517,0.15618594,-0.1722467,0.07835732,0.08324438,-0.0012507439,0.11721066,0.18340887,0.18014823,0.019635644,0.050484646,0.29505593,0.4328134,0.054234426,-0.18937361,0.2035374,-0.16478291,-0.028309012
105,0.037023995,0.23432927,0.16220263,0.2259042,0.12944895,0.14147717,-0.13196595,0.290209,0.07182199,0.07078457,0.18426217,-0.15457809,-0.17128432,0.20452832,-0.15714651,0.1959811,0.12724343,0.00817837,-0.010934139,0.17571762,-0.41841096,0.19273016,-0.102770336,-0.1160245,-0.23200235
106,-0.0417032,-0.06834872,-0.12314097,0.26475337,0.08345885,0.19972548,0.0054521346,0.028977107,-0.050461847,-0.09152076,-0.13256615,0.052686423,0.17709298,0.03414068,-0.2919318,0.25354916,0.06345043,0.05495235,0.078101814,0.089191005,-0.31333637,0.07971331,0.19443862,0.17840852,0.10769333
107,-0.17315249,0.11332393,0.06048029,-0.05122339,0.006922911,-0.054263078,0.111474946,0.07086093,0.30035618,-0.040205248,0.045302875,0.107212804,0.23163155,-0.111000806,0.13173404,-0.0026903711,-0.016005643,0.09556161,0.07173954,0.34887788,-0.0755124,-0.19464692,0.10216467,0.020750731,0.0050980374
108,0.05083477,0.15450493,-0.03643398,0.26298335,0.04983411,0.0013710824,0.016947126,-0.022460382,-0.012883142,0.24327326,-0.18294999,-0.12701812,-0.022133466,0.14284283,0.0012177555,-0.046579152,0.07752687,-0.29900026,-0.15113963,0.09321123,-0.1242529,0.12914726,-0.15075393,0.0142777655,0.16627291
109,0.13568157,-0.15100105,-0.12742025,0.054516695,0.037764862,-0.03601169,0.2665658,-0.15910427,-0.020846374,-0.104316235,-0.19446096,0.201834,0.14408384,0.1417881,0.09022985,0.19090548,0.07875106,-0.09509006,0.26265007,0.14429627,0.12307444,-0.20140216,0.29526147,-0.07792822,0.1516003
110,0.005753096,0.3183579,0.2184733,-0.11986414,0.12316705,0.043027367,0.02248076,0.3269757,0.16263181,-0.10052254,0.28355244,0.09855276,-0.050342724,-0.010232628,0.0089936,0.14902589,0.0943613,0.20691743,-0.02577779,0.22696483,-0.19105826,-0.07037811,-0.022385364,-0.1986079,-0.34136748
111,-0.041000146,0.15980133,-0.07174078,0.3142603,0.14700402,0.28020206,-0.122457996,0.0070260456,-0.12945907,0.17913058,-0.18159506,-0.057516184,0.0277249,0.08238526,-0.19859013,0.22880945,0.22490224,0.048061706,-0.2165439,0.030507624,-0.48009807,0.3125412,-0.05812572,0.031113619,0.018460343
112,0.03211311,-0.014493175,-0.18995516,0.022195924,0.0705086,0.09227943,0.32169336,-0.18046728,0.055206846,-0.15014686,-0.27977234,0.14941894,0.44159526,0.0048257615,-0.042439222,0.3369614,0.1375451,0.07140264,0.116593875,0.22851676,-0.010808743,-0.011028273,0.30315825,0.052667417,0.1284501
113,-0.040965136,0.25125664,0.0998996,-0.061500292,0.0932931,0.0016522142,0.18027107,0.22884595,0.36027458,-0.056942094,0.0966571,0.20124015,0.08543215,-0.02871928,0.04859311,0.230673,0.09883769,0.03664641,0.0123366285,0.36747497,-0.11797191,-0.006251301,0.37693393,-0.15023755,-0.23390321
114,0.01993542,0.22052357,-0.037765592,0.43122742,0.15327023,0.23868236,0.09805822,0.04507019,0.018608022,0.20276675,-0.31440422,-0.04721137,0.0032361913,0.37625206,-0.3054506,0.2552922,0.20659204,0.05572889,-0.18258831,0.24514864,-0.46881756,0.174302,-0.0766415,0.024462655,-0.079610735
115,-0.014611091,0.07248742,-0.20159817,0.16482833,0.22335568,0.06714882,0.058809597,-0.1353301,0.098602206,-0.01202479,-0.21714589,0.13304672,0.49102342,-0.041452855,-0.2499209,0.4441857,0.1480196,0.26117226,0.11515703,0.12209205,-0.13181897,0.17025176,0.33787486,-0.020551883,0.12074351
116,-0.08214815,0.20861208,-0.03605271,0.037076414,0.11926719,0.09963027,0.20961712,0.24112394,0.2508661,0.052178625,-0.20366326,0.0015685409,0.5230122,-0.08909293,-0.022160208,0.21756686,0.12690184,0.06667359,-0.26394513,0.447272,-0.16548945,0.2050865,0.109399326,0.18493931,-0.20860672
117,0.031994533,0.05940694,-0.11410448,0.21215144,0.050438356,0.040211324,0.35950765,-0.25450754,0.010131612,0.0458536,-0.43266106,-0.028777637,0.17877643,0.08210962,-0.025946002,0.31560707,0.064180836,-0.2785713,0.07027352,0.3556835,-0.048912708,0.10612578,0.3317407,0.13928545,0.14005026
118,0.05840943,0.09315187,-0.036581833,-0.020155398,0.086828664,-0.015014067,0.41246396,0.024345951,0.24757108,-0.13354672,0.029037543,0.16640584,0.109403744,0.1165334,0.1450016,0.3696542,0.032005463,0.046630092,0.32096538,0.50069815,0.03769466,-0.22008395,0.24363096,-0.24814539,-0.055489905
119,0.05525391,0.3841706,0.04963431,0.25662875,0.1988947,0.19800954,-0.091895126,0.3211413,0.13183105,-0.009057033,0.07862322,-0.08627834,-0.11937493,0.09997797,-0.2186639,0.38825518,0.23015814,0.0951584,-0.0783997,0.23907456,-0.52487165,0.2047308,-0.090043575,-0.15160507,-0.28534046
120,-0.10660558,0.055691972,-0.15375236,0.37114114,0.14616029,0.22729667,-0.01309582,-0.08811155,0.034916982,-0.09912055,-0.39254197,0.07454185,0.32835963,0.09081385,-0.31466776,0.37189308,0.2220446,0.22814521,-0.06293157,0.1584629,-0.398103,0.114545085,0.17383493,-0.021395665,-0.011675527
121,-0.18435353,0.1701099,-0.02927758,-0.10115864,0.051724337,0.11375017,0.14603144,0.028238483,0.21088566,-0.06579716,-0.1456648,-0.0006331451,0.4801855,-0.074375644,-0.12099819,0.35594398,0.014958502,0.3326984,-0.1976664,0.30207753,0.004958531,-0.008450776,0.1066693,-0.0945504,-0.14697808
122,-0.06234078,0.19856516,-0.14428784,0.17357959,0.18656033,0.11941533,0.26700276,-0.11868786,0.12620187,0.1304316,-0.25983372,-0.22398156,0.19277301,-0.00800092,-0.15063144,0.28470585,-0.0055018077,0.13667591,-0.19477148,0.1666552,-0.09621807,0.319437,-0.066291384,0.09989131,0.004667563
123,-0.010076582,-0.11941464,-0.018937767,0.17117497,0.001986858,-0.012979718,0.32653522,-0.22276372,0.114608034,0.013803989,-0.31503087,0.05053048,0.40824008,-0.004510913,0.06263977,0.24889569,0.038749903,-0.031410698,0.19638342,0.30002356,0.29467753,0.14088808,0.2975834,0.20104769,0.18296626
124,0.062381092,0.121882185,0.047771003,-0.020831537,0.017437775,0.0070204753,0.29990146,0.23143487,0.1983543,-0.018081252,0.05640555,-0.10610226,0.15044233,0.04447395,0.25365853,0.22964597,-0.0006638542,-0.18710898,0.19696794,0.42833176,0.033580985,0.020474814,0.12534401,-0.00617392,0.010693159
125,0.13316903,0.05989895,-0.019107517,0.2569206,0.1578854,0.11513443,0.16738755,0.09752412,0.05954219,-0.071693435,0.0004483182,0.012928546,-0.23449641,0.30896413,0.022944132,0.18225452,0.04015677,-0.24424681,0.2779557,0.34093595,-0.25176114,0.12781227,0.11643248,-0.026266593,0.08681273
126,-0.0042566285,0.036886442,0.07318664,0.13445142,0.10193062,0.09299779,0.07601032,0.19524658,0.06866099,-0.008750498,0.20526949,0.16969572,-0.01993975,0.14743851,-0.066227004,0.11160415,0.15407194,0.04303435,0.31114924,0.30587438,-0.38443643,-0.14386249,0.18067108,-0.14697036,-0.06795067
127,-0.012201548,0.21286985,-0.012356823,0.26367047,0.13712275,0.14538,-0.101438195,0.28406835,-0.010062813,0.02286704,0.03641817,0.14627351,0.0423922,-0.010717657,-0.25648394,0.046444833,0.10657138,0.019358305,-0.02768385,0.072827734,-0.4912084,0.0293952,0.00458015,0.03392702,-0.054240294
128,-0.08063056,0.19639239,-0.123934776,0.19907755,0.13456932,0.07756136,0.05282037,-0.06981613,-0.0048928885,0.07312433,-0.24218823,0.17035395,0.344049,0.040909324,-0.07689344,-0.017979842,0.20272304,0.08173014,-0.051512714,0.14191031,-0.20447534,-0.16056837,0.13374373,-0.03645502,0.08178854
129,-0.0018105285,0.20411165,-0.0956408,0.06960211,0.12636751,-0.041054763,0.20318037,-0.073689885,0.011023544,0.11441049,-0.21776766,0.016835257,0.31857106,0.07752948,-0.15437981,0.07938996,0.18710381,-0.017789725,-0.098051295,0.16183108,0.08152589,-0.035409316,0.15913081,-0.072702475,-0.0054076575
130,-0.01997992,0.06703658,-0.08703636,0.057424016,0.112310216,0.007614227,0.1509616,-0.13050914,-0.003783985,0.09802477,-0.16898078,-0.0007253513,0.23410888,-0.013027394,-0.1691389,0.22347718,0.10957684,0.039545402,0.116016835,0.20564292,0.32258227,-0.036351755,0.23605865,-0.011869876,-0.027657716
131,-0.033015963,0.14453633,-0.09125174,0.065556936,0.10162342,0.0095276525,0.09005535,0.056408852,0.1098728,0.015403269,-0.14645247,-0.20813963,0.22610345,-0.066433825,-0.048878618,0.19848894,0.024590967,0.11846316,0.045601293,0.20448582,-0.015006635,0.02604149,0.23896202,0.06573959,-0.05998298
132,-0.015121637,-0.017758487,-0.07684716,0.077256754,0.23329827,-0.06885228,0.08689897,0.022672385,0.027065404,0.2114315,-0.17690696,-0.107791655,0.1902375,0.016830925,-0.045914352,0.11630752,-0.046001453,-0.08357144,0.13051577,0.32681566,0.123962834,0.14678282,0.11240077,0.18028703,0.12497191
133,0.112533815,-0.06464222,-0.10413334,0.2345989,0.013254167,-0.06761879,0.22759798,0.013359434,0.049331304,0.028842553,0.09979199,-0.13924603,0.21648106,-0.056839656,0.19865415,-0.07271387,-0.06758835,-0.2444903,0.1924577,0.2624963,0.076215,0.03287157,0.2575708,0.2587794,0.08575727
134,0.114380784,-0.119629756,0.10343569,0.1461578,0.03422344,-0.22307695,0.22427881,0.046261378,0.01950467,0.084937856,0.0976943,0.11654592,-0.08623058,0.14873853,0.221836,0.006890538,0.04797164,-0.5249283,0.49842918,0.380567,0.046429597,-0.20306598,0.284249,0.21420404,-0.0445113
135,0.24387608,0.18453667,0.3742903,0.20986149,0.10422744,-0.07098674,0.10256302,0.34096408,-0.11143677,-0.18357466,0.2600687,0.22425154,-0.2854009,0.16093497,0.10383219,0.15220441,0.05603442,-0.20084143,0.35514456,0.22078022,-0.33043748,-0.34381586,0.1732063,-0.19563672,0.08055188
136,-0.03866992,0.3949505,0.18408963,0.2371768,0.24142638,0.32923645,-0.25914696,0.38615674,0.14247853,-0.0037646908,0.2231184,0.2262534,-0.16415967,0.20865051,-0.10006738,-0.08434014,0.41460022,0.15222275,-0.05451144,0.19174604,-0.49403638,-0.030179104,-0.06336183,-0.27350396,-0.1142174
137,-0.035307802,0.08779382,-0.21305935,0.4551425,0.1341886,0.45441905,-0.15250513,-0.081096165,-0.16847205,0.08123729,-0.35713112,-0.05450273,0.3127802,0.13453564,-0.53128487,0.08571885,0.2951667,0.05023495,-0.25483933,-0.02872394,-0.5225861,0.10125624,0.06085011,0.071239226,0.0275416
138,-0.12686732,-0.024121849,-0.048114307,-0.11692429,0.016050251,-0.09587769,0.22648495,-0.24285343,0.12069948,-0.07641091,-0.22052939,0.23160823,0.59329903,-0.15228288,-0.11461427,0.20284757,0.011380048,0.3548144,0.21145548,0.19320987,0.24185024,-0.31546384,0.41358903,-0.014875481,0.028002717
139,-0.062273435,0.37502497,0.002963189,0.05861277,0.13069926,0.02243603,0.015377451,0.19713649,0.20912763,0.27042806,-0.066192545,-0.26341987,0.16375719,-0.13592835,0.0179644,0.08515052,0.19104046,0.052090254,-0.35984468,0.16975492,-0.022481084,0.2300172,-0.19430286,0.059154328,-0.069075674
140,0.14855666,-0.19625561,-0.32427177,0.25283712,0.09128549,-0.01047702,0.19580416,-0.43280458,-0.07122709,0.039735068,-0.6577703,-0.09115005,0.4131658,0.11345361,-0.008155587,0.18291886,0.03252484,-0.35118213,0.11349541,0.13830297,0.1576744,0.2078086,0.24412143,0.22110018,0.33697557
141,0.021393217,-0.034719188,0.15256695,-0.32624838,-0.030354204,-0.18516411,0.4810758,0.07993826,0.21535175,-0.1620383,0.20322217,0.16228525,0.15816696,0.018774735,0.36594695,0.2567674,-0.06612562,0.03298609,0.33760744,0.62911856,0.43717968,-0.3250732,0.3644428,-0.17456037,-0.23005117
142,0.17727512,0.4019179,0.12111109,0.36195967,0.14576007,0.25089717,-0.103445806,0.44633853,-0.0077461107,0.09012303,0.2333383,-0.30799228,-0.49534515,0.13248706,-0.18621413,0.36835745,0.16185641,-0.11428208,-0.030249685,0.14292058,-0.54036075,0.34660572,-0.20549576,-0.048054308,-0.19440739
143,0.009422779,-0.09223431,-0.11411741,0.2690801,0.11279031,0.20209496,-0.06115007,-0.09310654,0.06430083,-0.21755762,-0.30591825,0.22636798,0.24831955,0.16104746,-0.13332902,0.35661376,0.13636102,0.10764102,0.3801181,0.18140098,-0.3728788,0.008501272,0.29426736,0.009876477,0.15502894
144,-0.17498808,0.33692533,0.20800088,-0.1419354,0.07106019,0.10972771,0.0938058,0.36378336,0.3277262,-0.07397288,0.19678755,0.02615276,0.2779076,-0.010704268,0.029852409,0.17236446,0.073720925,0.2689576,-0.2693774,0.3795177,-0.21647835,-0.07186304,-0.038466744,-0.18332961,-0.2515257
145,-0.021574963,0.16145907,-0.21795872,0.43711308,0.102960534,0.22772096,0.017603863,-0.104573235,-0.056328192,0.17994754,-0.3960088,-0.15224981,-0.030032683,0.13434573,-0.3216038,0.29270327,0.108618736,-0.17464301,-0.21302184,0.16711295,-0.3770666,0.39112478,-0.07074977,0.14828324,0.23870853
146,-0.021006498,-0.12336078,-0.17912847,-0.01661441,0.06078083,9.3877316e-05,0.3276139,-0.2447226,0.2511248,-0.2376203,-0.2569931,0.23672162,0.38849154,0.0481664,0.2071723,0.2074124,0.032664075,0.09155225,0.3139105,0.3211561,0.14461316,-0.2287454,0.36793143,-0.1321273,0.09962822
147,0.027207907,0.36104292,0.1934538,-0.034419544,0.09461501,0.033304803,0.045191776,0.31883538,0.13551922,0.1149368,0.21302009,-0.114758044,0.009278968,0.065682076,-0.023400992,0.21958415,0.050158046,0.090071134,-0.20203708,0.31030217,-0.1567729,0.14356625,-0.11307646,-0.14095606,-0.38044906
148,0.072388396,0.030900575,-0.22306043,0.41103712,0.11915881,0.24249306,0.024628807,-0.16469422,-0.13565218,0.04594503,-0.3497622,-0.061172195,0.048525654,0.07910148,-0.32201576,0.36626548,0.13677123,-0.0911684,0.024028592,0.07042006,-0.34022838,0.35030165,0.1547133,0.19654244,0.17742403
149,-0.1269591,-0.0013428647,0.007132287,-0.13444401,0.12291712,-0.0104774535,0.27333027,-0.013788252,0.31056505,-0.2011005,-0.018222056,0.19377843,0.45300716,-0.02415523,0.21344908,0.26574457,0.03858462,0.18561298,0.23693447,0.4001483,0.04344766,-0.25870743,0.30112126,-0.0122747645,-0.0390188
150,0.008575843,0.44073573,0.109224506,0.19598313,0.24537605,0.10572569,0.048977602,0.20778908,0.049997956,0.2557056,0.029453827,-0.1778843,-0.009853683,0.07743154,-0.06629319,0.13630837,0.0632203,-0.19549729,-0.23456302,0.40286207,-0.28891343,0.28811368,-0.15366167,0.06278083,-0.101454444
151,0.13399419,-0.12204115,-0.33863923,0.4058929,0.11212232,0.0850241,0.23503377,-0.32948402,-0.1524124,0.001201313,-0.43667492,0.08149227,0.22370525,0.19058186,0.062491342,0.20420508,0.13678324,-0.3128366,0.42573893,0.2550705,-0.19297192,0.2607069,0.42416343,0.13013425,0.29905316
152,0.036502104,0.017067373,0.13095455,-0.1389818,0.022391476,-0.0695946,0.4167865,0.28505424,0.20610446,-0.17273162,0.29507843,0.30137643,0.12724331,0.091582194,0.1458839,0.32740864,0.050812453,-0.0087232245,0.3785214,0.63302225,0.005170821,-0.32991254,0.43452644,-0.17545475,-0.2914908
153,-0.0068917153,0.4883882,0.13523084,0.41934758,0.21074079,0.22800024,0.0026544258,0.42405766,0.04227406,0.04983531,0.16004303,-0.08695215,-0.35852557,0.085517004,-0.26757422,0.27412474,0.20632896,0.0073187025,-0.0396226,0.17351954,-0.756768,0.21005759,-0.15363953,-0.040198587,-0.21771035
154,-0.107495226,-0.008544578,-0.25780192,0.37846,0.17426476,0.196371,-0.06591536,-0.16814229,-0.02265777,-0.019553512,-0.39179632,0.2903243,0.3819513,0.16117834,-0.20324154,0.20065553,0.20655516,0.15080805,0.13801262,0.14024457,-0.3844624,-0.014304033,0.23887156,-0.046189755,0.18509686
155,-0.10061526,0.25413164,-0.026049368,0.0010974035,0.09627508,0.025666889,0.16989222,0.12247001,0.21309881,0.08220148,0.05821281,0.023198403,0.43573412,-0.060529,-0.1066595,0.16236135,0.11507525,0.20693785,-0.25808442,0.28879464,-0.097448036,-0.109471,0.07952948,-0.13117659,-0.21263662
156,0.0138326995,0.14752822,-0.21623154,0.2827409,0.13290553,0.092511535,0.11613752,-0.20813794,-0.065251976,0.16737413,-0.39498305,-0.0318442,0.21663018,0.0028907107,-0.2566123,0.2447101,0.107261494,-0.024790935,-0.108812556,0.094990514,-0.2210548,0.20801972,0.15207642,0.1878427,0.032951042
157,-0.0416828,0.019308819,-0.11597619,-0.06752984,0.119035535,-0.085520804,0.31604743,-0.17007193,0.09530426,-0.020067481,-0.26368898,0.13356987,0.46603277,-0.04980451,0.10496658,0.28875995,0.0661263,0.13913181,0.1805645,0.32056996,0.16142438,-0.15123935,0.31493738,-0.010470067,0.09632176
158,0.055510387,0.31815436,-0.020239856,0.06989334,0.16601181,0.015285869,0.14429729,0.1503107,0.119965665,0.065406285,0.040602446,-0.14471768,0.095766045,-0.0037137114,0.0069812825,0.16247721,0.06116345,-0.0760226,-0.120507,0.31331185,-0.09439955,0.2203549,-0.010987661,0.0019541103,-0.14411461
159,0.071598455,-0.09207427,-0.15877509,0.25948042,0.10418221,0.05800408,0.19383208,-0.19230773,-0.08552204,0.0039492,-0.30451494,0.017385595,0.118727945,0.15827756,-0.10154538,0.24640717,0.15093172,-0.22060855,0.2872347,0.29252943,-0.15196654,0.062158287,0.2825851,0.11656184,0.036591187
160,-0.036576994,0.10374759,0.10589132,-0.008574989,0.057200935,-0.050479863,0.20080091,0.20898941,0.1139128,-0.20335822,0.13848965,0.13743924,0.11363146,0.0076021347,0.053024054,0.30736464,0.00042494503,0.2162235,0.32556278,0.38837916,-0.021358859,-0.2655738,0.2489126,-0.17724732,-0.17390124
161,-0.06788457,0.36536476,0.033687156,0.2756564,0.14734995,0.1916053,-0.15966558,0.31568706,0.08052355,0.132122,0.09489057,-0.15850575,-0.09668794,0.09956382,-0.22724007,0.16670328,0.10330343,0.085059606,-0.20798416,0.16551541,-0.45642892,0.27636647,-0.1803832,-0.041149803,-0.09059394
162,-0.04755596,-0.10081202,-0.2821287,0.2747451,0.050574213,0.10866769,0.08884297,-0.27263454,-0.010845135,0.031366732,-0.36707562,0.023103658,0.3243826,0.09434268,-0.16266233,0.13069515,0.086613566,-0.083201416,0.056942414,0.10295883,-0.19919574,0.052760888,0.32243794,0.14997467,0.26540008
163,-0.046505354,0.052313726,0.02355712,-0.13718699,0.02942868,-0.15912232,0.27439067,-0.001615315,0.24154796,-0.03918793,0.08293531,0.2293657,0.2286333,-0.045382846,0.13817146,0.1695701,-0.060448006,0.0024974803,0.1672453,0.3840695,0.19474962,-0.2724481,0.16357382,-0.019379344,-0.12235294
164,0.15213053,0.3361129,-0.029216802,0.30583072,0.17694911,0.05322687,0.0050716717,0.18786116,0.019662337,0.081427805,-0.043060645,-0.15147285,-0.16666181,0.11203719,-0.029718589,0.18653041,0.13880521,-0.11428423,-0.17230725,0.056503054,-0.34195706,0.10430228,-0.13296713,-0.0850545,-0.02936151
165,0.1372233,0.0031706803,-0.094690695,0.07789343,0.12628749,0.07742122,0.07735053,-0.15627098,-0.016016783,-0.11819764,-0.2709912,0.2042951,0.27895623,0.15563813,-0.116092905,0.18324982,0.19605525,0.114225276,0.15819798,0.20083982,-0.11747138,0.00997993,0.373488,-0.08666883,0.012528919
166,-0.11548447,0.38575113,0.1267931,-0.0923196,0.100774445,0.09603138,0.095504664,0.22125456,0.114842296,0.056015808,0.06315401,-0.050621137,0.1873566,-0.09310499,-0.19914718,0.30622402,0.19349197,0.26811722,-0.1670453,0.28454077,-0.17852877,0.03539076,0.07464493,-0.10627534,-0.342439
167,-0.056384195,0.11011248,-0.278607,0.320594,0.1369072,0.19616278,0.027009005,-0.10641158,-0.03247602,0.17512381,-0.48535928,-0.10849077,0.23314779,0.0012278575,-0.3063787,0.31294233,0.1111535,0.034956854,-0.09122471,0.0773901,-0.22469382,0.3196413,0.06335401,0.20634457,0.20496517
168,-0.05859522,-0.0552351,-0.16618079,-0.112907745,0.028620385,-0.10573243,0.27371368,-0.14264582,0.22523132,-0.090284206,-0.27935547,0.09788506,0.52721685,-0.089422315,0.21263936,0.14519961,-0.027213152,0.06683944,0.18151712,0.41537032,0.29541183,-0.14482993,0.35252762,0.008874801,0.06993803
