,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t)
36,-0.09360314,0.072271064,-0.20465878,0.19883934,0.1281396,0.20155218,-0.11214132,-0.09496166,-0.012804717,0.12287801,-0.36441326,0.20981717,0.32560152,0.3542395,-0.31237382,-0.07034733,0.25548315,0.15714782,-0.0859054,0.047258645,-0.31323528,0.055543073,0.1142955,-0.0483266,0.0005923314
37,-0.07470666,0.043327868,-0.14266562,-0.062978506,0.07278773,-0.029407343,0.1676776,-0.010275252,-0.042760476,0.07999131,-0.13409561,0.0005014236,0.47283706,-0.13550177,-0.24922368,0.19134548,0.09424279,0.2830452,-0.18582664,0.03720828,-0.0004310757,-0.09572239,0.21760063,-0.0031411033,-0.059482336
38,-0.06431993,0.14669703,-0.09719765,0.0033150176,0.08523344,-0.03659847,0.06586335,-0.10986158,0.100957945,0.14367513,-0.2633945,-0.07525632,0.32437405,-0.0771835,-0.016843151,0.056416627,0.016542308,0.035523836,-0.08195052,0.09843776,0.08708917,0.15599696,0.074698135,0.23296314,-0.04205962
39,0.15940899,-0.08144535,-0.14663213,0.03263488,0.05227187,-0.1307758,0.30496323,-0.18994547,-0.008500915,0.09297386,-0.19951111,-0.037898153,0.22615732,0.020740796,0.09613175,0.1618,0.0042953715,-0.18843164,0.14709538,0.24022698,0.2191845,0.026990853,0.17732991,0.13625255,0.16939412
40,0.10227843,0.056950163,0.07980416,-0.015849154,0.15196897,-0.09220142,0.18232518,0.12968054,0.102212295,-0.1238791,0.08600043,0.02351937,0.007897667,0.028461257,0.2093533,0.12404491,0.04490459,-0.13845631,0.26097435,0.29316518,0.016303752,-0.076764554,0.18715745,0.009565024,-0.114443704
41,0.042792022,0.124841765,0.08636755,0.15130866,0.06864162,0.06658063,0.015648132,0.1849649,-0.030503165,-0.024422739,0.111089826,0.007280942,-0.06097059,0.13798618,-0.043967105,0.14689033,0.12517191,-0.081167005,0.09312215,0.24021378,-0.17199384,0.06513608,0.099857904,-0.049434647,-0.09021069
42,-0.0241144,0.07978506,-0.02464528,0.20363866,0.06784239,0.1381568,0.035240784,0.06926154,0.037220642,-0.054098655,0.13218236,0.023715392,0.007562844,0.09314988,-0.1691591,0.26020366,0.19376475,-0.00787003,0.10927767,0.21876988,-0.31198615,-0.03978677,0.16434366,0.0089939535,-0.013858483
43,-0.09092674,0.16687238,0.024432382,0.19696426,0.084450684,0.09258486,-0.00601676,0.07655844,0.2584103,-0.078864574,-0.07832887,0.0709319,0.08860784,0.03060336,-0.077322565,0.21007879,0.04494304,0.004539491,0.08636239,0.19215329,-0.33761445,-0.0842957,0.040325053,-0.04316992,0.046869077
44,-0.027485654,0.18652855,0.024658017,0.101750255,0.1026152,0.1201527,0.10308031,0.024323044,0.12682657,-0.021368565,-0.11485677,0.06985074,0.13990085,0.11746545,-0.018047966,0.09684227,0.09717247,0.06065012,-0.109768264,0.23135911,-0.17851843,-0.02138552,-0.07045012,-0.14313048,0.06873355
45,-0.0077172276,0.097643904,-0.096203886,0.11488883,0.12875646,0.13865316,0.16548342,-0.05353664,0.04610044,0.0037587276,-0.10926515,0.028779808,0.1251257,0.097878635,-0.13986698,0.110523045,0.14761472,0.07731804,-0.05843288,0.11000538,-0.14075193,0.08042412,0.045311827,-0.041477688,0.0008158609
46,-0.06648699,0.037474584,-0.04423833,0.032645606,0.042894904,0.02879489,0.08499322,-0.029838165,0.053951934,0.07717069,-0.14766206,0.060461894,0.22076261,-0.023217807,-0.12475373,0.14043081,0.1086375,0.13925108,0.08269018,0.12483442,-0.085914716,0.16858552,0.18265414,0.01560639,-0.047646113
47,-0.022424003,0.021075178,-0.08753425,0.13167089,0.053538553,0.07585943,0.14263475,0.05663245,0.07434878,0.056413215,-0.13908868,-0.046176717,0.26346457,-0.03794928,-0.06041803,0.17313667,0.045698382,0.022823442,-0.1006853,0.13970523,0.021447234,0.08060209,0.11273998,0.09772154,0.02207642
48,0.00795696,0.026825968,-0.017680679,0.026412364,0.025356201,0.019727353,0.17190096,-0.08102556,0.10243215,-0.019517565,-0.15421191,-0.020647822,0.19321884,-0.008908804,0.07163895,0.101225875,0.026278842,-0.103980415,0.12362972,0.27096328,0.14556779,0.07004723,0.1480524,0.16197711,0.008242617
49,0.03263143,0.020419795,0.022669662,0.09592438,0.007400013,-0.044891614,0.18209831,0.025761383,0.029301258,-0.028292246,-0.009787741,-0.03769876,-0.03537294,0.16455181,0.097342834,0.17094077,0.018156983,-0.16490546,0.17481825,0.34937555,0.017236501,0.015288271,0.121046565,-0.045107834,0.024924653
50,0.05075595,0.060376264,0.089727506,0.16327012,0.041903455,0.07494145,0.07622509,0.1439466,0.0801384,-0.10566083,0.13722648,-0.009136408,-0.1690107,0.16818753,-0.008748971,0.26077235,0.010086221,0.0427991,0.19798665,0.27837205,-0.23224756,-0.028908912,0.06395143,-0.103446975,-0.056313172
51,-0.05304605,0.14030978,0.048034903,0.18386462,0.07228623,0.15377939,-0.13209616,0.20663889,0.11853824,-0.0035644397,0.1125193,0.019381465,-0.02488539,0.09166857,-0.14061898,0.14709939,0.15548927,0.20630836,0.03363157,0.117189705,-0.4069276,0.10541096,-0.039305806,0.029429942,-0.07827997
52,-0.06270664,0.084652305,-0.050573498,0.16310897,0.11911881,0.13125801,-0.049233414,-0.019319631,0.04678516,0.013228413,-0.18567167,-0.012341464,0.2420914,0.014021896,-0.14360319,0.11219306,0.053409882,0.003034424,-0.12222547,0.041318607,-0.26075193,0.09222397,0.02870952,0.12190491,0.091399126
53,-0.034826245,0.010933254,-0.07418889,-0.019692454,0.01755211,0.042716548,0.18363076,-0.13715811,0.09515272,-0.020023733,-0.15502696,0.103459045,0.22819364,0.051895063,0.10740197,0.03347779,0.029061444,-0.062766604,0.0064264154,0.21960947,0.070132874,-0.085940555,0.14615239,0.012733928,0.12143142
54,0.092705324,0.18132624,-0.012531577,0.050262295,0.052599594,-0.023810128,0.13324516,0.014042737,0.048952315,0.024704773,0.0013695969,0.0074259676,-0.019521698,0.122227475,0.019952781,0.078818455,0.04022062,-0.014580376,0.06571924,0.19844072,-0.047928773,-0.016412383,0.030416613,-0.054088242,-0.04559914
55,0.046823412,0.08055774,-0.018539947,0.13116233,0.107939444,0.04090994,-0.03369646,0.009056527,-0.02085204,0.05550646,-0.061493378,0.005650464,0.028477266,0.2503759,-0.12600033,0.29729137,0.16669297,-0.0007637497,0.073715925,0.101732254,-0.21719398,0.04139169,0.06825769,-0.045563813,-0.0425969
56,0.14689675,0.14386164,-0.04453411,0.047886234,0.11646084,0.09979187,0.023934368,0.09195772,0.11131479,-0.15733622,-0.020290602,0.04270566,0.15562288,0.018247452,-0.1571408,0.2786529,0.0701329,0.16005519,-0.017025549,0.16331537,-0.2523559,0.043019146,0.07883363,-0.020716734,-0.0397524
57,-0.15442702,0.14004824,0.086312994,0.07498054,0.24329613,0.08797604,-0.009433018,0.046025336,0.18128797,0.07777273,0.052653313,0.07456025,0.1697568,-0.04185228,-0.08256994,0.115472786,0.17044862,0.13770105,-0.08303709,0.24871063,-0.23111983,0.07248587,0.035283104,-0.025617564,-0.11839156
58,0.0030224435,0.05877809,-0.18517779,0.25125736,0.06642203,0.14813696,0.12352523,-0.071159475,-0.11145257,0.02042528,-0.28398222,-0.0457752,0.33834144,0.03919415,-0.1369933,0.099735655,0.06023103,-0.11619684,-0.15741862,0.099125005,-0.18578906,0.17152804,0.1068039,0.19033211,0.11808568
59,-0.05592724,-0.010116372,-0.037619267,-0.070036285,-0.0062225247,-0.092099845,0.3133811,-0.17450206,0.106132776,-0.05472425,0.019047163,0.16426104,0.25202462,0.061378445,0.13947813,0.16616867,0.10837469,-0.110476695,0.31863454,0.36298132,0.15711161,-0.2314787,0.3552623,0.028870203,0.01886863
60,0.098140664,0.28509948,0.007126099,0.2731136,0.12616017,0.03258504,0.163398,0.25263363,0.10137226,0.0054779444,0.075051166,0.014060274,-0.21560572,0.10425888,-0.041926973,0.27699345,0.08987324,-0.1786635,0.060728565,0.26744494,-0.3251556,-0.026625562,-0.06849749,-0.13045721,-0.087453805
61,0.049769975,0.15884016,-0.09461184,0.2458307,0.18115562,0.14529744,-0.049068525,0.025708765,0.04982809,-0.102093235,-0.16228828,0.20139436,0.09027575,0.19704045,-0.11531677,0.23789945,0.1989372,0.15513156,0.11094532,0.15559816,-0.40752223,-0.008983813,0.13625778,-0.20731388,-0.030345062
62,-0.10764129,0.22912763,-0.00014837878,0.031928055,0.2000686,0.19979045,-0.017624248,0.14535381,0.07248035,0.0067551117,0.07034502,0.024998484,0.30402818,0.012815473,-0.31980434,0.24506013,0.20511055,0.51807636,-0.20312892,0.20467517,-0.3013545,0.101131335,0.04330444,-0.15926853,-0.2665122
63,-0.14774422,0.13722116,-0.15171127,0.22585532,0.07584291,0.18491797,-0.021832148,-0.11043927,-0.03241653,0.1885577,-0.33465084,-0.15914094,0.44475812,-0.18559577,-0.36625648,0.2690113,0.094762914,0.09393982,-0.2500064,0.07575263,-0.25383806,0.42958245,0.19638437,0.3295837,-0.020566696
64,-0.08690844,-0.15328582,-0.23615849,0.015375176,-0.0053879432,-0.019627072,0.4862285,-0.32009873,0.16832411,0.03476708,-0.43873566,0.06456074,0.47680798,-0.09231644,0.19762148,0.29375038,-0.06937889,-0.1279249,0.15880789,0.36705527,0.3168887,-0.0061985627,0.3421837,0.2480631,0.22685796
65,0.13218328,0.19122984,0.2255813,-0.0420636,0.06657419,-0.15376401,0.35120106,0.16576391,0.23227951,-0.020311661,0.0725227,-0.029942062,-0.020359641,0.07841641,0.37311742,0.23862454,-0.076249905,-0.23834316,0.21231197,0.44797492,0.21515507,-0.030356247,0.07204611,-0.053555995,-0.052452732
66,0.18731013,0.12369258,-0.015177287,0.27196816,0.14828977,0.1853784,0.06779389,0.17255099,0.015236292,-0.05963456,0.0221431,-0.022408016,-0.2838725,0.28663722,-0.009091623,0.23914327,0.15869227,-0.21902107,0.1263998,0.32517838,-0.3832036,0.16865313,0.05447229,-0.037938595,0.023732122
67,-0.032388523,0.063276455,0.09149721,0.2094023,0.09581861,0.1186266,0.0061991033,0.23699197,0.08408164,-0.15228868,0.090843126,0.21565917,0.015349109,0.13263407,-0.09285356,0.2001788,0.22370565,0.14624429,0.26757896,0.30351278,-0.38458,-0.14279298,0.20145258,-0.18795946,-0.14473024
68,-0.105560794,0.2924845,0.036911283,0.18335545,0.14202929,0.2390245,-0.0050454363,0.28081942,0.0411382,0.01008272,0.00753659,-0.021604322,0.11743467,0.091226205,-0.32369223,0.1820345,0.1291681,0.2442157,-0.23567867,0.12500338,-0.4575813,0.06283327,0.087190196,-0.10635343,-0.1568507
69,-0.15592167,0.050476182,-0.20405059,0.17258625,0.07910683,0.13412413,0.010481382,-0.120882206,0.03037519,0.15720159,-0.3305377,0.04192562,0.33137172,-0.03729279,-0.31989557,0.10306046,0.09786844,0.12155185,-0.04768439,0.12397444,-0.18608233,0.10809305,0.12587161,0.12885305,0.04167937
70,0.11985515,0.0726265,-0.18177956,0.0043220073,0.064623274,-0.10013353,0.19839005,-0.06769555,0.07702745,0.15137903,-0.25802866,0.19607697,0.40474966,-0.1328368,0.031291828,0.08939444,-0.031682767,0.046657905,0.13407706,0.124711886,0.19266856,-0.10488674,0.17910267,0.09747869,0.19590339
71,0.09628388,0.19565025,-0.048674013,-0.040559664,0.18355623,-0.09386366,0.09754976,0.062307604,0.073767185,0.13183227,-0.13010772,-0.08085555,0.26108032,-0.012956716,0.23220973,-0.045871746,0.19574474,-0.12914115,-0.020737246,0.20780331,0.06477534,0.0127602145,0.05601587,0.014003137,-0.05583775
72,0.2011861,-0.04812134,-0.06960919,0.10497096,0.10387247,-0.05643277,0.19674192,-0.13121727,-0.19118956,-0.00096657686,-0.24169686,-0.022631837,0.14577739,0.13424061,-0.101085424,0.13775982,0.16583002,-0.22198364,0.17088044,0.2523526,0.08767001,0.11470549,0.2884319,0.06997487,0.104514375
73,-0.050083723,0.06792421,0.1254238,-0.05102318,0.0430185,-0.01161815,0.1910809,0.15388599,0.094717816,-0.1348914,0.12844962,0.04691121,0.058880687,-0.04574892,0.03820414,0.21641803,0.06526736,0.072037466,0.30868003,0.42621785,-0.02902047,-0.19177622,0.29154462,-0.08914699,-0.19054931
74,-0.010729447,0.30807862,0.04650475,0.2874699,0.08846531,0.1320419,-0.073103555,0.24911341,0.025678346,0.12950042,0.05758999,-0.13252279,-0.14470603,0.05922971,-0.1395969,0.15454185,0.06401915,0.0064172125,0.15110564,0.16015807,-0.1988481,0.19220063,-0.07978904,0.021543752,-0.06808231
75,-0.0050332923,-0.08108173,-0.19597235,0.2418893,0.09849946,0.06625631,0.029507441,-0.0682724,0.014531712,0.13750872,-0.22189921,0.002907399,0.26402405,0.10662406,-0.07833578,0.11681388,0.09168987,-0.04243287,0.24242553,0.14377886,-0.12969658,0.0037007993,0.2004219,0.113250926,0.1790535
76,0.037202533,0.058516078,-0.027659886,0.00012997352,0.17843701,-0.12375396,0.25810033,0.11333648,0.08437013,-0.05676949,0.013042952,0.12582931,0.27062613,-0.058597624,0.08001945,0.029961629,-0.010374799,-0.06927787,0.10116631,0.29401106,0.06955539,-0.1053703,0.16692404,0.10391966,-0.057162665
77,0.0354252,0.13179088,0.021999042,0.14541514,0.27530083,-0.052769285,0.11508922,0.04019687,-0.081098035,0.079404324,-0.012634196,0.016152322,0.0014126226,0.058045126,0.036879957,-0.030777251,0.12228563,-0.20723246,0.095908046,0.2039833,-0.17100696,-0.03381348,0.16670853,0.10048435,-0.08027498
78,0.13187763,0.011230822,-0.07845541,0.14424881,0.093766205,-0.039094217,0.111364156,-0.0052408595,-0.15511253,0.0034802547,-0.06270655,0.17958064,0.09744146,0.11055041,-0.056511164,0.033011377,0.092870414,-0.08222231,0.24935813,0.22283614,-0.044700503,-0.082956254,0.30852285,0.09472078,0.005698112
79,-0.01736471,0.15343201,0.06038938,0.051860824,0.26470822,-0.05390608,0.029599588,0.1636087,0.07309885,0.05674499,0.18540125,0.008103424,0.049603716,-0.01773809,-0.061518762,0.045211732,0.19251053,0.03871414,0.10783454,0.22612068,-0.25082234,-0.17656824,0.14587495,0.016329743,-0.15088
80,0.0024712728,0.12268029,-0.049151257,0.2684998,0.106951684,0.004541368,-0.05632602,0.008517441,-0.18156782,0.08987361,-0.19400209,0.059625838,0.2309525,0.017934911,-0.15440467,0.000359267,0.08406629,-0.106731914,0.022386396,0.18926567,-0.03115417,0.09309067,0.11473236,0.17915863,0.01373328
81,-0.01234903,-0.015733445,-0.092415094,0.05481127,0.07948258,-0.042062994,0.21500237,-0.08864722,0.0074921586,0.053908035,-0.08042041,-0.048511438,0.19885008,0.028370729,0.05055234,0.091051415,0.09362903,-0.09623286,0.15626971,0.21935925,0.08253801,-0.24431142,0.26554972,-0.020443814,0.1150496
82,0.072323866,0.14498393,0.045772903,0.21367052,0.08864036,-0.0547264,0.04806441,0.105301455,0.10995582,-0.014408893,-0.0005612974,0.012256999,0.059582427,0.027201451,0.006828799,0.078314476,-0.03666755,-0.099680856,0.23531924,0.2509951,-0.0014683092,-0.009350258,0.09875107,0.1408087,-0.112737894
83,0.018866533,0.06882061,-0.018758811,0.2168391,0.07573849,0.004651591,0.139294,0.07409856,-0.057304867,0.09819122,0.0004819166,-0.015558168,0.06361455,0.1545937,-0.0047072954,0.12893018,0.32417035,-0.09807696,0.14604461,0.19799002,-0.15626048,-0.10627129,0.12621984,-0.021092262,0.053512957
