,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22
10,-0.30934277,0.26820624,0.035358224,-0.04399933,0.08650708,-0.29211718,0.070675954,0.09162927,0.28907824,0.063965365,0.20208919,0.045798227,0.12207956,-0.0969234,0.00095468387,0.15169665,-0.12026188,0.5145484,0.14553949,-0.10532229,0.27283493,-0.04975592,-0.045505125,0.0025321508,0.010750828,0.060908858,0.009278707,0.08650708,0.0048155086,0.03764401,0.059089404,0.04493449,0.014025544,0.013280924,0.009595832,0.0019306195,7.674105e-05,0.039109487,0.019737938,0.02316949,0.099727385,0.0039789337,0.022374976,0.0012317325,0.008281488,0.018652987
11,-0.22034875,0.19692099,0.11112065,0.009946011,0.0003187807,-0.25561118,0.13566002,0.20606369,0.26434195,-0.06654404,0.10163358,-0.17641763,0.18222696,0.18164015,0.02755202,0.10902781,-0.17466873,0.5284399,0.16469935,0.032704204,0.2493706,-0.1952846,0.028051412,0.02791624,0.018939838,0.03237932,0.017144859,0.0003187807,0.015544518,0.0027617002,0.064277224,0.0026798043,0.008831311,0.005413996,0.013852635,0.08491572,0.08824933,0.001643522,0.025271492,0.0055403686,0.08115621,0.0022419544,0.019916372,0.008995387,0.026926808,0.0007698146
12,-0.41102615,0.27348575,0.068344,-0.037363563,0.000962168,-0.18025513,0.24451785,0.13405335,0.26094157,0.026349688,0.17454807,-0.13839988,0.20573145,-0.023828961,0.006278179,0.18132275,-0.11819047,0.7093655,0.14111176,-0.105605915,0.3258439,-0.19510655,0.33859327,0.014428318,0.0012715942,0.028318582,0.0047184145,0.000962168,0.009035494,9.182766e-05,0.024868388,0.0019257589,2.1904905e-05,0.0036303038,0.007476398,0.013161039,0.017225739,0.0011372003,0.040285356,0.008656757,0.06627764,0.0052617188,0.037999522,0.016258245,0.0010850214,0.01836644
13,-0.36191055,0.29824823,0.23924151,-0.057866972,0.1102991,-0.013242078,0.30700523,0.16390663,0.030186472,-0.3523395,0.25659785,0.069603175,0.095357865,0.17432122,0.06658704,0.1268891,-0.08328125,0.90420127,0.30128413,-0.011131886,0.35262856,-0.079159275,0.3951136,0.00032485026,0.045150936,0.08225315,0.0055143065,0.1102991,0.0065642213,0.07120624,0.00055053266,0.009897528,0.014196665,0.00038352606,0.035684764,0.038124774,0.058945153,0.0060877604,0.016770104,0.0015932077,0.07500687,0.05410866,0.0036508776,0.046811845,0.049538862,0.013094087
14,-0.39862913,0.24183719,0.26682788,0.08014458,0.03551909,-0.09796497,0.2176815,0.21837115,0.06750033,-0.0039134715,0.28819406,0.02221404,-0.035163317,0.22608326,0.17322984,0.17827587,-0.038947422,0.6987175,0.103258446,0.18976773,0.27728614,-0.24312764,0.43626168,0.0005370389,0.0077430503,0.007060577,0.00010346067,0.03551909,0.055375587,0.0024893559,8.803345e-07,0.021145156,0.017578932,0.051070943,0.17119245,0.04003528,0.018888418,0.051973965,0.0075275237,0.0060609304,8.88211e-05,0.01561285,0.0025081462,0.023235288,3.2712258e-05,1.2134275e-05
15,-0.53355724,0.4286524,0.23988366,0.03946598,0.06399339,0.110603295,-0.020770542,0.17472656,0.342539,-0.12493134,0.3492761,0.13350338,0.19525649,0.05356183,0.0177965,0.23479694,-0.048181597,0.92580146,0.11940745,-0.05455886,0.44930983,-0.19551313,0.3260676,0.041243948,0.012041566,0.17752269,0.02761586,0.06399339,0.07639794,0.039542224,0.004168385,0.13352822,0.023284996,0.00073393737,0.004428025,0.00799109,0.003544964,0.018918572,0.0012700034,0.00717402,0.13876455,0.01829811,0.0050878134,0.0380526,0.010033729,0.0052445214
16,-0.41564137,0.37014547,0.10245858,0.03482603,0.00014432866,-0.07005122,0.11499406,0.3304245,0.26014298,0.0005741883,0.20595728,-0.018396698,0.009878872,0.06132781,0.033531882,0.20882562,-0.18319693,0.94150746,0.14043197,0.12900423,0.3097972,-0.101147376,0.058517236,0.008385946,0.021000342,0.008593365,0.012640764,0.00014432866,0.0111973025,0.0007389382,0.0725588,0.00042134552,0.0011538062,0.012717802,0.0043448885,0.0023841097,0.043687757,0.020882139,0.011450139,0.0004160679,0.0788682,0.0004114146,0.030101134,0.013618959,0.0041918703,0.0002621582
17,-0.65758675,0.45380634,0.09262119,0.0056823646,0.024964921,-0.23008628,0.2912737,0.2640589,0.5381265,0.050077915,0.37325814,0.08869192,0.16374934,0.07160877,0.013316998,0.26591006,-0.11793566,0.8632413,0.15026027,0.034692362,0.42408416,-0.24988794,0.26768634,0.00021854525,0.003077854,0.0051622526,0.005026762,0.024964921,0.0072823167,0.04243565,0.022785382,0.053107258,0.08864377,0.0053496547,0.01670659,0.06820765,0.000353452,4.398439e-05,0.046509348,0.0068438225,0.011879013,6.128255e-05,0.02461821,0.0045343284,0.001830335,0.00080548145
18,-0.56208163,0.51282597,0.19292957,-0.070072874,0.016130814,-0.10066588,0.35650474,0.31009132,0.49377945,-0.29224548,0.10685696,0.024917983,0.2146411,0.2647076,0.044925857,0.33161026,-0.09060169,1.0060999,0.13976786,-0.24377793,0.3995826,-0.22240466,0.45731702,0.006696426,0.09264071,0.040237937,0.0085605,0.016130814,0.005709723,0.07615593,0.012967716,0.012478201,0.0004621612,8.2061786e-05,0.031655602,0.061564364,0.010740496,0.002529098,0.10222199,0.03134664,0.00080192654,0.0012176316,0.0016437811,0.003014335,0.0049132076,0.042643137
19,-0.3665821,0.33725834,0.3183981,0.007658759,0.0047390712,-0.02530793,0.5988252,0.41609374,0.13636887,-0.14219637,0.087929875,-0.06821189,-0.022785068,0.27349243,0.23781618,0.08575393,-0.057858743,0.9870643,0.07744499,0.027428376,0.24624828,-0.0036905687,0.61960816,0.046110798,0.00014318865,0.060992457,0.022396306,0.0047390712,0.027720096,0.08461061,0.014899486,0.021221181,0.020577803,0.032756586,0.0025391043,0.009893016,0.017850837,0.14180553,0.007851597,0.006795534,0.021646215,3.5541732e-06,0.005744831,1.8261466e-07,0.02570852,0.0003192855
20,-0.57649803,0.352979,0.26984066,0.17783715,0.004823707,0.12208394,0.40516242,0.37057203,0.06643881,-0.31412816,0.47110212,0.1949323,0.017978655,0.24950725,0.14126898,0.191418,0.20081899,0.9085157,0.14072216,0.12625103,0.42818692,-0.24184242,0.70041233,0.025325712,0.0053607873,0.012722904,0.020483386,0.004823707,0.0038550857,0.08299636,0.026654737,0.027538348,0.0023683435,0.00024037475,1.600074e-05,0.003401102,0.003164162,0.024386687,0.054579675,0.010095147,0.015534148,0.001330193,0.0020094356,0.02238555,0.0030130798,0.00046959825
21,-0.37843606,0.3770138,0.33355582,0.08681231,0.0037997847,0.31723097,0.13885622,0.37496635,0.035993353,-0.14948437,0.31408754,-0.02620243,-0.07506505,0.38108552,0.12251961,0.28256404,0.08923933,0.7975455,0.06845535,-0.030175298,0.21151723,-0.034039028,0.5547107,0.006227354,5.453858e-05,0.00635038,0.07281319,0.0037997847,0.04209679,0.002091928,0.0016998908,5.675888e-05,0.023155335,0.051661193,0.00598302,0.0108394725,0.0061988398,0.0050737797,0.00534508,0.0462189,0.0443017,0.005947159,0.04032539,0.0016748046,0.027054267,0.00072992203
22,-0.45021942,0.41438672,0.05213387,0.15589224,0.003649216,0.07982515,0.14298406,0.38131338,-0.058168303,0.13856424,0.4868253,0.22530064,0.07794907,-0.023946617,0.031267107,0.11196238,0.01917953,0.8983191,0.0045600645,0.23402616,0.28911838,0.094600074,0.37676883,0.0046465695,0.0022655313,0.006162244,0.0061338446,0.003649216,0.010138917,0.00038910596,0.004109811,0.0019462279,0.09987749,0.049404815,0.008462016,0.018917862,0.01734655,0.05445334,0.021291409,0.011077843,0.07188843,0.014983188,0.01640952,0.0070967586,0.0056150323,0.04317029
23,-0.5902349,0.44202337,0.08893937,0.07522678,0.1607637,0.15268274,0.16839567,0.33725512,0.3863296,-0.22368623,0.5641529,0.2366766,0.083496764,0.2348873,0.12408827,0.2649191,-0.0099421665,0.8227568,0.11081028,0.22917531,0.4374122,-0.16583805,0.11346538,0.023656815,0.0011502327,0.007792492,0.0018598082,0.1607637,0.051477868,0.0015364297,0.0077614146,0.067188926,0.0009914004,0.014647797,0.014742531,0.0078068324,0.002756611,0.11699667,0.00334684,1.9717749e-05,0.004939758,0.051294547,0.041372534,0.0702295,0.020325763,0.039732765
24,-0.5195864,0.46472293,0.16709593,-0.0057777427,0.012251088,-0.1918783,0.1231428,0.39734143,0.6517815,0.23438391,0.034630723,-0.069059476,0.0033976994,0.3233252,0.05157829,0.37892562,-0.06389991,0.7187972,0.07931095,-0.1484165,0.3748922,-0.0716484,0.23679475,0.0169513,0.026381128,0.0034621623,0.032671597,0.012251088,0.0053819544,0.005733063,0.05028664,0.014154584,0.047257125,0.028209796,0.004685117,0.0044406503,0.040923636,0.01227964,0.04563187,0.017016971,0.006191185,0.034342665,0.0020468477,0.00095711293,0.011455138,0.0027620392
25,-0.59585035,0.52981424,-0.11848386,0.056765657,0.012645938,-0.16228183,0.30891007,0.4045497,0.40020335,-0.10760288,0.20647945,0.02956791,0.4776677,-0.071842454,-0.02270399,0.18060078,-0.19377586,1.1358885,0.10906015,-0.07405848,0.48791572,-0.059176017,0.38607848,0.00014449407,0.04524288,0.0055123204,0.009041891,0.012645938,0.010376472,0.023624135,0.0025786278,0.003450584,0.0007967024,0.00027684306,3.2016032e-06,0.023382599,1.8454086e-05,0.08593758,0.06736293,0.0009044987,0.01522369,0.022957774,0.0025998517,0.0013143248,0.026158255,0.029280907
26,-0.5299189,0.4284064,0.39442942,-0.085964955,0.003950442,0.005699275,0.730907,0.37598383,0.25875008,-0.33093858,0.28902858,-0.03577595,-0.014321882,0.43698752,0.13306867,0.21318778,-0.067867726,1.1195418,0.27651352,0.07748948,0.38583213,-0.07867683,0.475133,0.008161342,0.04068304,0.0909101,0.0028649785,0.003950442,0.016286446,0.06966972,0.034072645,0.0048927995,0.008384633,0.0058035473,0.008013841,0.052825402,0.027076123,0.010979811,0.0062591643,0.012641857,0.032598138,0.022770382,0.0037717558,0.02845877,0.030299626,0.010072987
27,-0.68544453,0.4066452,0.34620225,0.15949841,0.008533638,-0.11765756,0.40333462,0.41238073,0.29804057,-0.17228097,0.41014302,0.061226487,0.020232547,0.3909893,0.15692073,0.23837958,0.15472724,1.0737215,0.06002211,-0.06134178,0.42065147,-0.36333847,0.91661525,2.9427618e-05,0.00029679664,0.001967503,0.0016221177,0.008533638,0.004473824,0.003560245,0.0011370006,0.04263826,0.008845084,0.0913728,0.01580854,0.012557951,0.052618273,0.0007062048,0.006718769,0.006732238,0.03265349,0.0011774834,0.00686718,0.020004718,0.011476123,0.00028913445
28,-0.53595513,0.5320947,0.20872538,0.10132299,0.09100439,0.4562447,0.23498401,0.409963,0.02067896,-0.29375848,0.3485669,0.042788148,0.24772114,0.20709075,0.08587879,0.1954371,-0.0071790447,1.1531738,0.087988794,-0.060606197,0.41053644,-0.021153228,0.78042006,0.0022253345,0.0640655,0.016942741,0.1098911,0.09100439,0.069757074,0.005530669,0.0028356172,0.0609337,0.0048493724,0.0020149935,0.010075479,0.094535656,0.0022852642,0.039722223,0.015782265,0.00033132688,0.0012275442,0.025310574,0.009204224,0.05116319,0.0025406305,0.04214878
29,-0.46694177,0.4391253,0.25844473,0.102955654,0.0002473776,0.15307008,0.4106677,0.41805258,-0.10620861,-0.0410956,0.5063784,0.2213793,-0.1466818,0.1914158,0.081365354,0.20499074,0.08553344,1.1992333,0.19646686,0.35732833,0.5301718,0.1376013,0.4612982,0.03959764,0.03747554,0.023428816,0.009169576,0.0002473776,0.00055777235,0.012310777,0.0012747262,0.02930127,0.0731251,0.010849775,0.019363375,0.015354141,0.0022894598,0.00095241476,0.030025639,0.027470851,0.0894659,0.0731987,0.0028660556,0.19143276,0.015956089,0.03632096
30,-0.6186955,0.5760423,0.3073914,0.22714363,0.034427173,-0.022975106,0.105038956,0.4206449,0.42729604,-0.16843772,0.6874497,0.17536303,0.104492895,0.33640614,0.0692149,0.4437625,0.01679122,1.0760288,0.24157116,0.23467475,0.49645317,-0.43225783,0.40489045,0.19197868,0.016731957,0.100231074,0.029120607,0.034427173,0.0034730842,0.009610205,0.0007670602,0.016358512,0.00067650725,0.015476818,0.03019091,0.0022752057,0.0075315577,0.004128029,1.24335775e-05,0.006097209,0.067759566,0.14220013,0.0012723943,0.00372684,0.009323336,0.0012907407
31,-0.71307546,0.7041069,0.13659981,0.089287445,0.06589107,-0.11782277,0.10334201,0.3945015,0.58354485,0.09965014,0.24537803,0.02645287,0.1864048,0.13879636,-0.015730802,0.37742272,-0.2484443,1.0397645,0.062258814,-0.18912452,0.4960958,-0.09379803,0.2689822,0.017864918,0.0031836666,0.0003380176,0.15172066,0.06589107,2.250335e-07,0.0056586973,0.0013341344,0.0018529824,0.0026241282,0.010556813,0.08030614,0.007378975,0.00029688503,1.564603e-06,0.011858772,0.00022671143,0.00036977834,0.035309378,0.02789235,0.057945218,0.023610417,0.0016676673
32,-0.6687562,0.59850705,0.07369653,0.02776511,0.13015209,-0.20462814,0.55382884,0.38216814,0.57423544,0.055396035,0.32251936,0.09616623,0.22848953,0.11013671,-0.031288963,0.20055203,-0.20777579,1.2996422,0.15798868,-0.025817506,0.5426245,-0.093090415,0.4820929,9.241734e-06,0.030769244,0.024571238,0.006364219,0.13015209,0.048589647,0.03220958,0.0017298288,0.16390724,0.13369532,0.002466705,0.05688014,0.00080149237,0.030637756,0.0024871596,0.047066394,0.0039532306,3.8990497e-06,0.0004307904,0.012136317,0.036905624,0.0002105774,0.14408949
33,-0.6344215,0.5276517,0.25910452,-0.0073948335,0.013896059,-0.09932601,0.71490026,0.37613943,0.5231473,-0.4154445,0.3664642,0.12098014,0.17029262,0.51606035,0.09708698,0.31597143,0.0074573383,1.3646802,0.15374848,-0.06761443,0.5946479,-0.3358029,0.7721177,0.18914509,0.0017098777,0.007877188,0.0023021086,0.013896059,0.0030133794,0.14217952,0.003572286,0.030118339,0.0010358877,0.015111792,0.04200908,0.00842794,0.07375775,1.2954865e-05,0.05756795,0.0069912598,0.002580653,0.0012322047,0.0027938238,0.00014724385,0.0024629128,0.054794315
34,-0.65925133,0.5102751,0.4285624,-0.001386825,0.010096652,0.20382541,0.5812957,0.46013412,0.24976902,-0.25195125,0.2522084,-0.009206943,0.11148974,0.5587106,0.1616849,0.28275812,0.072051294,1.2347479,0.027654957,-0.04459259,0.5022762,-0.17962338,1.085088,0.035860766,0.008430792,0.044276062,0.03696237,0.010096652,0.03667128,0.030749828,0.00081246847,1.5304171e-05,0.04172925,0.12252631,0.0015203727,0.08181517,0.039607428,0.008113797,0.019241383,0.0055246297,0.00041486186,0.00030777964,0.009276314,0.108944595,0.003975747,0.0034310538
35,-0.7118685,0.51206684,0.21959163,0.16959989,0.027606614,0.42572987,0.42837074,0.54265946,-0.08734155,-0.3310688,0.43789208,0.30514917,0.10498782,0.21439114,0.07328699,0.27835482,0.20351154,1.4899238,0.17500535,0.15174507,0.4665974,-0.014509035,0.9278281,0.00056312355,0.01516535,0.0119806025,0.045130387,0.027606614,0.06964986,0.05045709,0.020735802,0.0010018633,0.030202467,0.005233434,0.019815952,0.009405362,0.0036510294,0.0046528853,0.049513012,0.06507962,0.00067979825,0.11777664,0.019535149,2.904527e-05,0.00886515,0.0021466806
36,-0.6510961,0.5544002,0.38453975,0.103900254,0.002892027,0.2935809,0.30623937,0.5562263,0.0526271,-0.2528211,0.62316895,0.24284963,-0.1808388,0.5290317,0.13886787,0.31945124,0.10915163,1.1208858,0.04656861,0.36257267,0.32470307,-0.029319402,0.56906015,0.009643809,5.2946332e-05,2.6846552e-05,0.0013589556,0.002892027,0.01966511,0.012466852,0.011907366,0.0013948526,0.0026744143,0.016574694,1.513086e-05,0.029382633,0.023816789,0.0026057684,0.01028,0.01852319,0.004434132,0.03639657,0.038953435,0.0046131923,0.018840503,0.011373316
37,-0.8246587,0.62550914,0.12160706,0.17941447,0.009087684,0.06585494,0.17020495,0.6022706,0.4586491,0.095478944,0.4758346,0.2692666,0.071668416,0.21378313,0.015172437,0.34547642,0.06748563,1.109666,-0.15388085,0.05409885,0.45466882,-0.121162124,0.49959227,0.0006000192,0.0012039861,0.0007548023,0.0018042984,0.009087684,1.0095486e-05,0.0016062751,0.04433164,0.0015250914,1.0851562e-06,0.048785374,0.01806288,0.0015104129,0.018163448,0.007665247,0.0018385455,0.013651457,0.0044171503,0.0002743422,0.00033802108,0.048618395,0.00033680434,0.005992082
38,-0.6958733,0.61590904,0.08386621,0.19501606,0.0034193143,0.28261277,0.39397764,0.60245943,0.5150012,-0.14636508,0.50696945,0.24623151,0.17020835,0.25724074,-0.027235877,0.2684693,-0.057869736,1.2484454,0.08525666,-0.057755105,0.48768324,0.036786202,0.39882314,0.0068972427,0.00207828,0.022172041,0.1947936,0.0034193143,0.09952667,0.014424504,0.04453397,0.022404702,0.035019144,0.17853637,0.027789531,0.00844889,0.0018500381,0.0075284024,0.014085481,0.0021301555,0.0010582049,0.09186091,0.038555406,0.057740703,0.013355843,0.02638594
39,-0.672248,0.6261187,0.29522246,0.06299135,0.004521918,-0.009391561,0.7023308,0.60234255,0.4961146,-0.058081876,0.37377286,0.15146036,0.012972815,0.4848296,0.07593974,0.21756703,0.0690261,1.181752,-0.014276596,-0.05814431,0.36074138,0.008368388,0.65594494,0.007469907,0.054517064,0.037800126,0.0026651474,0.004521918,0.028867476,0.00019781898,0.11960124,0.0039284145,0.0071348203,0.07567787,0.016211074,0.022846026,0.020011319,0.005164245,0.0026029667,0.011736376,0.076542236,0.0072358525,0.001968614,0.0022100932,0.09541081,0.011789852
40,-0.739687,0.5178403,0.20861587,0.15928935,0.023696613,0.18837364,0.6838128,0.74878716,0.3372139,-0.2897452,0.51620936,0.1798512,0.18412246,0.5056717,0.12511796,0.15157202,0.21296725,1.3266395,-0.093172036,-0.07641334,0.43337017,-0.16274391,0.89634615,0.0009776651,0.0072288,0.0006847339,0.0074939267,0.023696613,0.0056920014,0.060337994,0.13153917,0.00013869695,0.008282601,0.17076847,0.0003247898,0.005072025,0.08735194,0.05622219,0.00027347496,0.005157678,0.090464465,0.00663238,0.005453071,0.0039921664,0.0118724285,0.0038970427
41,-0.6027089,0.6224471,0.43099827,0.07765091,0.04920117,0.52014023,0.6810104,0.66742253,0.087893106,-0.2885628,0.35922006,0.14204033,0.08917754,0.57388633,0.12144478,0.21433748,0.2860765,1.2660027,-0.03008309,-0.038586833,0.4538801,0.10042018,1.0188864,0.023883836,0.15372005,0.119339764,0.054714933,0.04920117,0.017999848,0.0006673972,0.007269774,0.0024439313,0.00084722956,0.008192745,0.008507569,0.098122776,0.05167537,0.0044731917,0.035859067,0.020019218,0.041583385,0.0334343,0.0060633924,0.106512524,0.020232137,6.9462214e-05
42,-0.4819265,0.48162046,0.27484307,0.27875578,0.02265571,0.42992538,0.5272398,0.7491488,-0.06601824,-0.17381708,0.64562297,0.28497058,-0.029705599,0.37278062,0.1072217,0.24287413,0.32612976,1.2954872,-0.011127237,0.27180475,0.37645143,0.07532638,0.82047725,0.13140495,0.028960563,0.0040025124,0.013046572,0.02265571,0.027026331,0.028175795,1.1072389e-06,0.04108594,0.048626114,0.10018969,0.01988943,0.0042245393,0.004835557,0.008299979,0.03522749,0.015123086,0.023209615,0.05917364,0.013635277,0.009004695,0.017727882,0.0012244696
43,-0.7198289,0.62193924,0.3435933,0.18058924,5.752241e-05,0.3811186,0.3372761,0.72422504,0.20717175,-0.11546138,0.71723855,0.31959984,-0.053713247,0.4972222,0.09624014,0.33995172,0.22707956,0.9505267,-0.07067668,0.19547665,0.37758115,-0.030291326,0.5564308,0.00023389056,0.0010928751,0.04904768,0.005504513,5.752241e-05,0.022558752,0.07619664,0.08515342,0.012000429,0.04685017,0.038959388,0.00043963816,0.0057428842,0.016061954,0.014171069,0.015823636,0.008027894,0.0031695054,0.01636236,0.0008077425,5.3457035e-07,0.00050629274,0.008212848
44,-0.597937,0.63923633,0.10925893,0.15877387,0.007022007,0.39321887,0.32049912,0.7246043,0.44263172,0.0296445,0.4026587,0.2477592,0.12127151,0.31530753,-0.0110805025,0.30330902,0.12544706,1.077573,-0.15773919,-0.12078836,0.33736545,0.050495256,0.45728582,0.052405342,0.053794697,0.001366045,0.0021228804,0.007022007,0.21445546,0.011126527,0.028277038,0.03455183,0.0015073078,0.079891674,0.0385746,0.02281139,0.039652135,4.0673945e-05,0.01678015,0.023243425,0.017791543,0.013761194,0.006075272,0.0024755117,0.00059906644,0.00061910885
45,-0.5543218,0.53342855,0.12053139,0.082692616,0.0020271982,0.17775993,0.6269971,0.6824833,0.35023302,-0.10789284,0.34234118,0.31463957,0.11466574,0.35037842,-0.0010810117,0.16031136,0.14922082,1.0328444,-0.11602378,0.07894297,0.3603931,0.27371866,0.4664036,0.033822972,0.008314759,0.01723711,0.002815521,0.0020271982,0.002627925,0.00012032081,0.017226402,2.274966e-06,0.015331615,0.014602448,0.013163331,0.06530191,0.011471243,0.005032212,0.05202282,0.011400373,0.00031985276,0.0023671056,0.042488415,0.035767123,0.11201948,0.0006953227
46,-0.58592993,0.42773917,0.25345123,0.438887,0.02894137,0.18844552,0.6356529,0.6552594,0.44157723,-0.17372198,0.2741316,0.22625145,0.05634924,0.56779027,0.2066249,0.21979234,0.25973696,0.9406291,-0.15131189,0.00034005393,0.3398579,-0.12329485,0.65605646,0.016596207,0.0049741245,0.0004444614,0.24176197,0.02894137,0.0023532095,0.011356207,0.014039313,0.001608203,0.0029203384,0.004183294,0.06114501,0.05465982,0.00035876912,0.11049701,0.00012429815,0.0029685937,0.016465306,0.0015410447,0.00038922776,0.053386297,0.009966962,0.00018133209
